,Hands On Nz,Kissmelvis,Western Style,Cool Rocking Daddy,Mymatepog,Tasty Delight,The Stain,Dance For Glory,Mustang Milly
07-01-2023 20:45:07.673886,"(61.0, 99999, 99990)","(12.0, 32.0, 31.230769230769234)","(5.5, 8.2, 7.88)","(14.0, 13.0, 11.2)","(4.4, 5.6, 5.327272727272727)","(2.0, 2.44, 2.4114285714285715)","(17.0, 40.0, 30.333333333333332)","(51.0, 150.0, 136.42857142857144)","(9.0, 15.5, 14.153846153846153)"
07-01-2023 20:45:08.930325,"(61.0, 99999, 99990)","(12.0, 30.0, 28.857142857142858)","(5.5, 8.2, 8.0)","(14.0, 13.0, 11.2)","(4.4, 5.6, 5.327272727272727)","(2.0, 2.44, 2.2800000000000002)","(17.0, 42.0, 29.4)","(51.0, 150.0, 136.42857142857144)","(9.0, 15.5, 14.153846153846153)"
07-01-2023 20:45:10.204888,"(61.0, 99999, 99990)","(12.0, 30.0, 28.0)","(5.5, 8.4, 7.88)","(14.0, 13.0, 11.2)","(4.4, 5.6, 5.327272727272727)","(2.0, 2.46, 2.2800000000000002)","(17.0, 42.0, 29.4)","(51.0, 150.0, 118.33333333333333)","(9.0, 15.5, 14.153846153846153)"
07-01-2023 20:45:11.613135,"(61.0, 99999, 99990)","(12.0, 29.0, 27.727272727272727)","(5.5, 8.2, 7.88)","(14.0, 13.0, 11.666666666666666)","(4.4, 5.6, 5.35)","(2.0, 2.46, 2.149090909090909)","(17.0, 42.0, 29.4)","(51.0, 150.0, 98.84615384615384)","(9.0, 15.5, 14.153846153846153)"
07-01-2023 20:45:12.980642,"(61.0, 99999, 99990)","(12.0, 29.0, 28.5)","(5.5, 8.2, 7.88)","(14.0, 13.0, 11.666666666666666)","(4.4, 5.6, 5.327272727272727)","(2.0, 2.46, 2.28)","(17.0, 42.0, 30.3)","(51.0, 150.0, 136.42857142857144)","(9.0, 15.5, 14.625)"
07-01-2023 20:45:14.288793,"(61.0, 99999, 99990)","(14.0, 34.0, 28.5)","(6.0, 8.2, 7.88)","(12.0, 13.0, 12.25)","(4.4, 5.6, 5.3)","(1.95, 2.32, 2.288)","(19.0, 42.0, 31.2)","(51.0, 150.0, 136.42857142857144)","(9.0, 15.5, 14.625)"
07-01-2023 20:45:15.665060,"(61.0, 99999, 99990)","(14.0, 34.0, 30.666666666666668)","(6.0, 8.2, 7.5920000000000005)","(12.0, 13.0, 12.2)","(4.4, 5.6, 5.3)","(1.95, 2.32, 2.25)","(17.0, 42.0, 31.2)","(51.0, 150.0, 120.0)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:16.901085,"(61.0, 99999, 99990)","(14.0, 34.0, 29.0)","(6.0, 9.0, 7.565517241379311)","(12.0, 13.0, 12.2)","(4.4, 5.6, 5.281818181818181)","(1.95, 2.32, 2.25)","(17.0, 42.0, 32.25)","(51.0, 150.0, 120.0)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:18.061312,"(61.0, 99999, 99990)","(14.0, 34.0, 29.5)","(6.0, 9.0, 7.565517241379311)","(12.0, 13.0, 12.2)","(4.4, 5.6, 5.281818181818181)","(1.95, 2.32, 2.25)","(17.0, 42.0, 32.25)","(51.0, 150.0, 120.0)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:19.308590,"(61.0, 99999, 99990)","(14.0, 32.0, 30.4)","(6.0, 8.8, 7.925000000000001)","(12.0, 13.0, 12.454545454545455)","(4.4, 5.6, 5.3)","(1.95, 2.32, 2.26)","(17.0, 42.0, 32.25)","(51.0, 150.0, 120.0)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:20.706261,"(61.0, 99999, 99990)","(14.0, 32.0, 29.4)","(6.0, 8.8, 7.859259259259259)","(12.0, 13.0, 12.454545454545455)","(4.4, 5.6, 5.3)","(1.95, 2.28, 2.269333333333333)","(17.0, 42.0, 32.25)","(51.0, 150.0, 105.0)","(10.0, 15.5, 13.5)"
07-01-2023 20:45:21.972877,"(61.0, 99999, 99990)","(14.0, 36.0, 29.333333333333332)","(6.0, 9.0, 7.565517241379311)","(12.0, 13.0, 12.2)","(4.4, 5.6, 6.37037037037037)","(1.95, 2.28, 2.26)","(17.0, 42.0, 32.25)","(51.0, 150.0, 76.0)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:23.106508,"(61.0, 99999, 99990)","(14.0, 36.0, 27.428571428571427)","(6.0, 9.0, 8.24)","(12.0, 13.0, 12.0)","(4.4, 6.4, 5.98)","(1.95, 2.28, 2.26)","(17.0, 42.0, 32.25)","(51.0, 140.0, 82.85714285714286)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:24.276409,"(61.0, 99999, 99990)","(14.0, 36.0, 31.6)","(6.0, 8.8, 7.723076923076923)","(12.0, 13.0, 12.2)","(4.4, 6.4, 5.783333333333333)","(1.95, 2.28, 2.26)","(17.0, 42.0, 37.25)","(51.0, 140.0, 82.85714285714286)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:25.607483,"(61.0, 99999, 99990)","(14.0, 34.0, 32.714285714285715)","(6.0, 8.8, 7.723076923076923)","(12.0, 13.0, 12.2)","(4.4, 6.2, 5.783333333333333)","(1.95, 2.28, 2.26)","(17.0, 40.0, 37.25)","(51.0, 140.0, 82.85714285714286)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:26.820618,"(61.0, 99999, 99990)","(14.0, 34.0, 27.75)","(6.0, 8.8, 7.6000000000000005)","(12.0, 13.0, 12.2)","(4.4, 6.2, 5.9)","(1.95, 2.28, 2.2399999999999998)","(17.0, 40.0, 32.25)","(51.0, 140.0, 82.85714285714286)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:27.983928,"(61.0, 99999, 99990)","(14.0, 36.0, 27.75)","(6.0, 8.4, 7.6000000000000005)","(12.0, 13.0, 12.454545454545455)","(4.4, 6.2, 5.9)","(1.95, 2.28, 2.2399999999999998)","(17.0, 42.0, 32.25)","(51.0, 140.0, 73.33333333333333)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:29.131884,"(61.0, 99999, 99990)","(14.0, 36.0, 27.75)","(6.0, 8.4, 7.371428571428572)","(12.0, 13.0, 12.454545454545455)","(4.4, 6.2, 5.9)","(1.95, 2.28, 2.3046153846153845)","(17.0, 42.0, 32.25)","(51.0, 140.0, 73.33333333333333)","(10.0, 15.5, 13.0)"
07-01-2023 20:45:30.495662,"(61.0, 99999, 99990)","(14.0, 36.0, 27.75)","(6.0, 8.4, 7.371428571428572)","(12.0, 13.0, 12.454545454545455)","(4.4, 6.2, 5.9)","(1.95, 2.32, 2.195)","(16.0, 42.0, 32.25)","(51.0, 140.0, 73.33333333333333)","(10.0, 15.5, 13.333333333333334)"
07-01-2023 20:45:31.990372,"(61.0, 99999, 99990)","(14.0, 36.0, 31.0)","(6.0, 8.4, 7.8)","(12.0, 13.0, 12.454545454545455)","(4.4, 6.2, 6.151612903225806)","(1.95, 2.32, 2.3018181818181818)","(16.0, 42.0, 32.25)","(51.0, 140.0, 99.0909090909091)","(10.0, 15.0, 13.071428571428571)"
07-01-2023 20:45:33.367136,"(61.0, 99999, 99990)","(14.0, 34.0, 27.75)","(6.0, 8.4, 7.866666666666666)","(11.0, 13.0, 12.0)","(4.4, 6.2, 5.139682539682539)","(1.95, 2.32, 2.3057142857142856)","(16.0, 42.0, 32.25)","(51.0, 140.0, 99.0909090909091)","(10.0, 14.5, 12.045454545454545)"
07-01-2023 20:45:34.697856,"(61.0, 99999, 99990)","(14.0, 36.0, 27.75)","(6.0, 8.4, 7.866666666666666)","(11.0, 13.0, 12.142857142857142)","(4.4, 5.6, 6.5600000000000005)","(1.95, 2.32, 2.27)","(16.0, 42.0, 32.25)","(51.0, 140.0, 95.0)","(10.0, 14.5, 12.75)"
07-01-2023 20:45:36.515678,"(61.0, 99999, 99990)","(14.0, 36.0, 27.6)","(6.0, 8.4, 7.866666666666666)","(11.0, 13.0, 12.142857142857142)","(4.4, 7.4, 5.9)","(1.95, 2.32, 2.3018181818181818)","(18.0, 42.0, 32.25)","(51.0, 140.0, 95.0)","(10.0, 14.5, 12.75)"
07-01-2023 20:45:37.970128,"(61.0, 99999, 99990)","(14.0, 36.0, 30.615384615384613)","(6.0, 8.4, 7.712)","(11.0, 13.0, 12.5)","(4.4, 7.2, 5.976470588235294)","(1.95, 2.32, 2.284)","(18.0, 42.0, 32.25)","(51.0, 140.0, 95.0)","(10.0, 14.5, 12.7)"
07-01-2023 20:45:39.584405,"(61.0, 99999, 99990)","(14.0, 36.0, 28.22222222222222)","(6.0, 9.0, 7.9)","(11.0, 13.0, 12.11111111111111)","(4.4, 7.2, 6.5588235294117645)","(1.95, 2.32, 2.27)","(18.0, 42.0, 32.25)","(51.0, 140.0, 95.0)","(10.0, 14.5, 12.7)"
07-01-2023 20:45:41.094719,"(61.0, 99999, 99990)","(14.0, 36.0, 29.5)","(6.0, 8.8, 8.1)","(11.0, 13.0, 12.333333333333334)","(4.4, 7.0, 6.3)","(1.95, 2.32, 2.295)","(18.0, 42.0, 32.25)","(51.0, 140.0, 95.0)","(10.0, 14.5, 13.0)"
07-01-2023 20:45:42.582220,"(61.0, 99999, 99990)","(14.0, 36.0, 32.77777777777778)","(6.0, 8.6, 7.85)","(11.0, 13.0, 12.2)","(4.4, 6.8, 5.96)","(1.95, 2.32, 2.284)","(16.0, 42.0, 37.25)","(51.0, 140.0, 95.0)","(10.0, 14.5, 13.0)"
07-01-2023 20:45:44.022264,"(61.0, 99999, 99990)","(14.0, 34.0, 32.77777777777778)","(6.0, 8.6, 7.885714285714285)","(11.0, 13.0, 12.2)","(4.4, 6.6, 5.8533333333333335)","(1.95, 2.32, 2.313076923076923)","(16.0, 40.0, 37.25)","(51.0, 140.0, 95.0)","(10.0, 14.5, 13.0)"
07-01-2023 20:45:45.266968,"(61.0, 99999, 99990)","(14.0, 34.0, 32.77777777777778)","(6.0, 8.6, 7.885714285714285)","(11.0, 13.0, 12.2)","(4.4, 6.6, 5.8533333333333335)","(1.95, 2.32, 2.313076923076923)","(16.0, 40.0, 37.25)","(51.0, 140.0, 95.0)","(10.0, 14.5, 13.0)"
07-01-2023 20:45:46.554741,"(61.0, 99999, 99990)","(14.0, 25.0, 23.88888888888889)","(6.0, 8.6, 8.1)","(11.0, 13.0, 10.674418604651162)","(4.4, 6.6, 5.924137931034483)","(1.95, 2.32, 2.24)","(16.0, 40.0, 37.25)","(51.0, 140.0, 92.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:47.962986,"(61.0, 99999, 99990)","(14.0, 25.0, 29.0)","(6.0, 8.6, 8.0)","(11.0, 13.0, 11.7)","(4.4, 6.6, 6.066666666666667)","(1.95, 2.32, 2.293333333333333)","(16.0, 40.0, 37.25)","(51.0, 130.0, 76.66666666666667)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:49.341629,"(61.0, 99999, 99990)","(14.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(11.0, 12.5, 11.5)","(4.6, 6.4, 5.983333333333333)","(1.95, 2.32, 2.3085714285714283)","(17.0, 40.0, 37.25)","(51.0, 120.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:50.600408,"(61.0, 99999, 99990)","(14.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(11.0, 12.0, 11.25)","(4.6, 6.4, 6.275)","(1.95, 2.32, 2.3085714285714283)","(17.0, 40.0, 37.25)","(51.0, 100.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:52.020730,"(61.0, 99999, 99990)","(14.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(11.0, 12.0, 11.25)","(4.6, 6.4, 6.341176470588236)","(1.95, 2.32, 2.3085714285714283)","(17.0, 40.0, 32.25)","(51.0, 100.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:53.367938,"(61.0, 99999, 99990)","(14.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(11.0, 12.0, 11.25)","(4.6, 6.4, 6.326315789473685)","(1.95, 2.32, 2.3085714285714283)","(17.0, 42.0, 35.11764705882353)","(51.0, 100.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:54.709266,"(61.0, 99999, 99990)","(14.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(11.0, 12.0, 11.25)","(4.6, 6.4, 6.240909090909091)","(1.95, 2.32, 2.3085714285714283)","(17.0, 42.0, 35.11764705882353)","(51.0, 100.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:56.060619,"(61.0, 99999, 99990)","(15.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(10.0, 12.0, 11.25)","(4.6, 6.4, 6.0)","(1.95, 2.32, 2.316190476190476)","(17.0, 42.0, 35.11764705882353)","(51.0, 100.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:57.485212,"(61.0, 99999, 99990)","(15.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(10.0, 12.0, 11.25)","(4.6, 6.2, 6.155555555555556)","(1.95, 2.32, 2.316190476190476)","(17.0, 42.0, 35.11764705882353)","(51.0, 100.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:45:58.797350,"(61.0, 99999, 99990)","(15.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(10.0, 12.0, 11.571428571428571)","(4.6, 6.2, 5.928)","(1.95, 2.32, 2.307272727272727)","(17.0, 42.0, 35.11764705882353)","(51.0, 100.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:46:00.058966,"(61.0, 99999, 99990)","(15.0, 34.0, 29.0)","(6.0, 8.4, 8.0)","(10.0, 12.0, 11.571428571428571)","(4.6, 6.2, 5.928)","(1.95, 2.32, 2.307272727272727)","(17.0, 42.0, 37.0)","(51.0, 100.0, 77.5)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:46:01.435012,"(61.0, 99999, 99990)","(15.0, 36.0, 27.25)","(6.0, 8.4, 8.0)","(10.0, 12.0, 11.571428571428571)","(4.6, 6.2, 5.928)","(1.95, 2.32, 2.191666666666667)","(17.0, 42.0, 34.5)","(51.0, 100.0, 91.0)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:46:02.695920,"(61.0, 99999, 99990)","(15.0, 29.0, 27.25)","(6.0, 8.4, 8.0)","(10.0, 12.0, 11.647058823529411)","(4.6, 6.2, 5.916666666666667)","(1.95, 2.16, 2.120764331210191)","(17.0, 42.0, 34.5)","(51.0, 100.0, 91.0)","(10.0, 14.5, 13.346153846153847)"
07-01-2023 20:46:03.895482,"(61.0, 99999, 99990)","(15.0, 29.0, 27.5)","(6.0, 8.4, 8.325000000000001)","(10.0, 12.0, 11.333333333333334)","(4.6, 6.2, 5.933333333333334)","(1.95, 2.16, 2.1421276595744683)","(17.0, 42.0, 33.81818181818182)","(51.0, 110.0, 71.25)","(10.0, 16.0, 15.166666666666666)"
07-01-2023 20:46:05.434261,"(61.0, 99999, 99990)","(15.0, 29.0, 27.5)","(6.0, 8.4, 8.280000000000001)","(10.0, 12.0, 11.333333333333334)","(4.6, 6.2, 5.933333333333334)","(1.95, 2.16, 2.1421276595744683)","(17.0, 42.0, 33.0)","(51.0, 110.0, 86.15384615384616)","(10.0, 16.0, 15.166666666666666)"
07-01-2023 20:46:06.778612,"(61.0, 99999, 99990)","(15.0, 29.0, 27.5)","(6.0, 8.4, 8.280000000000001)","(10.0, 12.0, 11.166666666666666)","(4.6, 6.2, 5.78125)","(1.95, 2.16, 2.3065582655826558)","(17.0, 42.0, 33.0)","(51.0, 110.0, 86.15384615384616)","(10.0, 16.0, 14.5)"
07-01-2023 20:46:08.239990,"(61.0, 99999, 99990)","(15.0, 29.0, 26.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 10.9)","(4.6, 5.8, 5.78125)","(1.95, 2.32, 2.3077595628415297)","(17.0, 42.0, 33.0)","(51.0, 110.0, 81.81818181818181)","(10.0, 15.5, 14.071428571428571)"
07-01-2023 20:46:09.673442,"(61.0, 99999, 99990)","(15.0, 29.0, 26.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 10.75)","(4.6, 5.8, 5.78695652173913)","(1.95, 2.32, 2.2111111111111112)","(17.0, 42.0, 33.0)","(51.0, 110.0, 58.333333333333336)","(10.0, 15.5, 14.071428571428571)"
07-01-2023 20:46:11.154472,"(61.0, 99999, 99990)","(15.0, 29.0, 26.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 10.75)","(4.6, 5.8, 5.78)","(1.95, 2.32, 2.2087179487179487)","(15.0, 42.0, 33.0)","(51.0, 110.0, 58.333333333333336)","(10.0, 15.5, 14.071428571428571)"
07-01-2023 20:46:12.608280,"(61.0, 99999, 99990)","(15.0, 29.0, 26.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 10.75)","(4.6, 5.8, 5.772222222222222)","(1.95, 2.32, 2.2256521739130437)","(15.0, 42.0, 33.0)","(51.0, 110.0, 58.333333333333336)","(10.0, 15.5, 14.071428571428571)"
07-01-2023 20:46:14.187386,"(61.0, 99999, 99990)","(15.0, 29.0, 26.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 10.75)","(4.6, 5.8, 5.772222222222222)","(1.95, 2.32, 2.206582278481013)","(15.0, 42.0, 33.0)","(51.0, 110.0, 58.333333333333336)","(10.0, 15.5, 14.071428571428571)"
07-01-2023 20:46:15.549723,"(61.0, 99999, 99990)","(15.0, 29.0, 26.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 11.1)","(4.6, 5.8, 5.643636363636364)","(1.95, 2.32, 2.237087378640777)","(15.0, 42.0, 33.0)","(51.0, 110.0, 58.333333333333336)","(10.0, 15.5, 14.071428571428571)"
07-01-2023 20:46:17.188677,"(61.0, 99999, 99990)","(15.0, 29.0, 26.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 11.1)","(4.6, 5.7, 5.631111111111111)","(1.95, 2.32, 2.213913043478261)","(18.0, 42.0, 33.0)","(51.0, 110.0, 68.66666666666667)","(10.0, 15.5, 14.071428571428571)"
07-01-2023 20:46:18.821868,"(61.0, 99999, 99990)","(15.0, 29.0, 26.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 11.1)","(4.6, 5.7, 5.466666666666667)","(1.95, 2.32, 2.227341772151899)","(18.0, 42.0, 33.0)","(51.0, 110.0, 68.66666666666667)","(10.0, 15.5, 15.0)"
07-01-2023 20:46:20.715110,"(61.0, 99999, 99990)","(15.0, 29.0, 28.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.5, 5.466666666666667)","(1.95, 2.32, 2.227341772151899)","(18.0, 42.0, 33.0)","(51.0, 110.0, 79.0)","(10.0, 15.5, 14.428571428571429)"
07-01-2023 20:46:22.720112,"(71.0, 99999, 99990)","(15.0, 29.0, 28.0)","(6.0, 8.4, 8.280000000000001)","(10.0, 11.5, 11.214285714285714)","(4.4, 5.5, 5.466666666666667)","(1.95, 2.32, 2.2154285714285717)","(18.0, 42.0, 33.0)","(51.0, 110.0, 79.0)","(10.0, 15.5, 14.428571428571429)"
07-01-2023 20:46:24.826190,"(71.0, 99999, 99990)","(15.0, 29.0, 28.0)","(6.0, 8.4, 8.266666666666667)","(10.0, 11.5, 11.214285714285714)","(4.4, 5.5, 5.48)","(1.95, 2.32, 2.228955223880597)","(18.0, 42.0, 29.727272727272727)","(51.0, 110.0, 77.27272727272727)","(10.0, 15.5, 14.428571428571429)"
07-01-2023 20:46:26.427320,"(71.0, 99999, 99990)","(15.0, 29.0, 24.636363636363637)","(6.0, 8.4, 7.984615384615385)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.5, 5.151136363636363)","(1.95, 2.32, 2.228955223880597)","(18.0, 42.0, 29.727272727272727)","(51.0, 110.0, 77.27272727272727)","(10.0, 15.5, 14.3)"
07-01-2023 20:46:27.981345,"(71.0, 99999, 99990)","(15.0, 29.0, 22.77777777777778)","(6.0, 9.0, 8.153846153846153)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.3, 5.21578947368421)","(1.95, 2.32, 2.2386666666666666)","(18.0, 42.0, 28.444444444444443)","(51.0, 110.0, 82.14285714285714)","(10.0, 15.5, 14.3)"
07-01-2023 20:46:29.478784,"(71.0, 99999, 99990)","(15.0, 29.0, 24.714285714285715)","(6.0, 9.0, 8.153846153846153)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.3, 5.22)","(1.95, 2.32, 2.2557894736842106)","(18.0, 32.0, 28.25)","(51.0, 95.0, 75.41666666666666)","(10.0, 15.5, 14.3)"
07-01-2023 20:46:30.834651,"(71.0, 99999, 99990)","(17.0, 29.0, 24.714285714285715)","(6.5, 9.0, 8.153846153846153)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.3, 5.22)","(1.95, 2.32, 2.2557894736842106)","(13.0, 32.0, 28.25)","(51.0, 95.0, 75.41666666666666)","(11.0, 15.5, 14.25)"
07-01-2023 20:46:32.284941,"(71.0, 99999, 99990)","(17.0, 29.0, 23.166666666666668)","(6.5, 9.0, 8.153846153846153)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.3, 5.22)","(1.95, 2.32, 2.28972972972973)","(13.0, 32.0, 29.0)","(51.0, 95.0, 77.375)","(11.0, 15.0, 14.25)"
07-01-2023 20:46:33.713788,"(71.0, 99999, 99990)","(17.0, 30.0, 26.88888888888889)","(6.5, 9.0, 8.153846153846153)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.3, 5.22)","(1.95, 2.32, 2.296533333333333)","(13.0, 32.0, 29.0)","(51.0, 95.0, 78.125)","(11.0, 15.0, 13.928571428571429)"
07-01-2023 20:46:35.284203,"(71.0, 99999, 99990)","(17.0, 29.0, 24.714285714285715)","(6.5, 9.0, 8.153846153846153)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.3, 5.21578947368421)","(1.95, 2.32, 2.296533333333333)","(13.0, 42.0, 29.0)","(51.0, 95.0, 78.125)","(11.0, 15.0, 14.464285714285714)"
07-01-2023 20:46:36.775121,"(71.0, 99999, 99990)","(17.0, 29.0, 24.714285714285715)","(6.5, 9.0, 8.153846153846153)","(10.0, 11.5, 11.214285714285714)","(4.6, 5.3, 5.22)","(1.95, 2.32, 2.296533333333333)","(13.0, 32.0, 29.0)","(51.0, 95.0, 78.125)","(11.0, 15.0, 14.357142857142858)"
07-01-2023 20:46:38.282828,"(71.0, 99999, 99990)","(17.0, 29.0, 24.714285714285715)","(6.5, 9.0, 8.32)","(10.0, 11.5, 11.0)","(4.6, 5.3, 5.221311475409836)","(1.95, 2.32, 2.282285714285714)","(13.0, 32.0, 29.0)","(51.0, 95.0, 78.125)","(11.0, 14.5, 14.357142857142858)"
07-01-2023 20:46:39.723965,"(71.0, 99999, 99990)","(18.0, 29.0, 25.0)","(6.5, 8.8, 8.542857142857143)","(10.0, 11.5, 11.1)","(4.6, 5.3, 5.221311475409836)","(1.95, 2.32, 2.282285714285714)","(13.0, 32.0, 29.375)","(51.0, 95.0, 78.125)","(11.0, 14.5, 15.333333333333334)"
07-01-2023 20:46:41.222976,"(71.0, 99999, 99990)","(18.0, 29.0, 23.615384615384617)","(6.5, 8.8, 8.466666666666667)","(10.0, 11.5, 11.1)","(4.6, 5.3, 5.221311475409836)","(1.95, 2.32, 2.282285714285714)","(13.0, 32.0, 29.2)","(51.0, 95.0, 80.0)","(11.0, 16.0, 15.333333333333334)"
07-01-2023 20:46:42.581785,"(71.0, 99999, 99990)","(18.0, 29.0, 23.615384615384617)","(6.5, 8.8, 8.542857142857143)","(10.0, 11.5, 10.916666666666666)","(4.6, 5.3, 5.221311475409836)","(1.95, 2.32, 2.2885714285714283)","(15.0, 30.0, 28.1)","(51.0, 95.0, 80.0)","(11.0, 16.0, 15.0)"
07-01-2023 20:46:43.990354,"(71.0, 99999, 99990)","(18.0, 29.0, 24.384615384615383)","(6.5, 8.8, 8.466666666666667)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.233333333333333)","(1.95, 2.32, 2.2885714285714283)","(15.0, 29.0, 28.1)","(51.0, 95.0, 87.5)","(11.0, 15.5, 14.785714285714286)"
07-01-2023 20:46:45.375803,"(71.0, 99999, 99990)","(18.0, 29.0, 24.384615384615383)","(6.5, 8.8, 8.0)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.233333333333333)","(1.95, 2.32, 2.2885714285714283)","(15.0, 29.0, 28.076923076923077)","(51.0, 100.0, 87.5)","(11.0, 15.5, 15.058823529411764)"
07-01-2023 20:46:46.627714,"(71.0, 99999, 99990)","(18.0, 29.0, 24.2)","(6.5, 8.6, 8.15)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.239240506329113)","(1.95, 2.32, 2.300869565217391)","(15.0, 29.0, 21.454545454545453)","(51.0, 100.0, 87.5)","(11.0, 15.5, 14.486486486486486)"
07-01-2023 20:46:47.949250,"(71.0, 99999, 99990)","(18.0, 29.0, 24.2)","(6.5, 8.6, 8.257142857142856)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.239240506329113)","(1.95, 2.32, 2.300869565217391)","(15.0, 28.0, 26.25)","(51.0, 100.0, 87.14285714285714)","(11.0, 15.5, 14.362068965517242)"
07-01-2023 20:46:49.323779,"(71.0, 99999, 99990)","(18.0, 29.0, 25.210526315789473)","(6.5, 8.6, 8.257142857142856)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.239240506329113)","(1.95, 2.32, 2.300869565217391)","(15.0, 28.0, 26.125)","(51.0, 100.0, 87.14285714285714)","(11.0, 15.5, 14.5)"
07-01-2023 20:46:50.643725,"(71.0, 99999, 99990)","(18.0, 29.0, 24.714285714285715)","(6.5, 8.6, 8.3)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.182926829268292)","(1.95, 2.32, 2.300869565217391)","(15.0, 28.0, 26.666666666666668)","(51.0, 100.0, 87.14285714285714)","(11.0, 15.5, 14.35)"
07-01-2023 20:46:52.078126,"(71.0, 99999, 99990)","(18.0, 29.0, 25.8)","(6.5, 8.6, 8.3)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.134482758620689)","(1.95, 2.32, 2.3252777777777776)","(15.0, 28.0, 26.666666666666668)","(51.0, 100.0, 80.0)","(11.0, 15.5, 13.37037037037037)"
07-01-2023 20:46:53.574950,"(71.0, 99999, 99990)","(18.0, 29.0, 25.8)","(6.5, 8.4, 8.0)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.2320754716981135)","(1.95, 2.36, 2.3048275862068963)","(15.0, 28.0, 26.666666666666668)","(51.0, 100.0, 80.0)","(11.0, 15.5, 13.37037037037037)"
07-01-2023 20:46:54.941332,"(71.0, 99999, 99990)","(18.0, 29.0, 25.8)","(6.5, 8.4, 7.49375)","(10.0, 11.0, 10.916666666666666)","(4.6, 5.3, 5.245038167938931)","(1.95, 2.36, 2.3167567567567566)","(15.0, 28.0, 26.666666666666668)","(51.0, 100.0, 80.0)","(11.0, 15.5, 14.555555555555555)"
07-01-2023 20:46:56.243657,"(71.0, 99999, 99990)","(18.0, 29.0, 25.8)","(6.5, 8.0, 7.228571428571429)","(10.0, 11.0, 10.708333333333334)","(4.6, 5.3, 5.2437499999999995)","(1.95, 2.36, 2.3078260869565215)","(15.0, 28.0, 24.625)","(51.0, 100.0, 80.0)","(11.0, 15.0, 13.75)"
