,Hands On Nz,Kissmelvis,Western Style,Cool Rocking Daddy,Mymatepog,Tasty Delight,The Stain,Dance For Glory,Mustang Milly
07-01-2023 20:32:10.609286,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.64285714285714)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.15, 3.0561538461538458)","(17.0, 20.0, 18.333333333333332)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 10.24)"
07-01-2023 20:32:11.869348,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.64285714285714)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.15, 2.545)","(17.0, 20.0, 18.333333333333332)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 10.24)"
07-01-2023 20:32:13.032068,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.64285714285714)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.15, 2.545)","(17.0, 20.0, 18.333333333333332)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 10.24)"
07-01-2023 20:32:14.262424,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.64285714285714)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.15, 3.0166666666666666)","(17.0, 20.0, 18.333333333333332)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 10.24)"
07-01-2023 20:32:15.499293,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 9.466666666666667)","(21.0, 48.0, 43.64285714285714)","(4.4, 5.7, 5.233333333333333)","(1.95, 3.15, 2.7533333333333334)","(17.0, 20.0, 18.333333333333332)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 10.24)"
07-01-2023 20:32:16.909353,"(51.0, 99999, 99990)","(10.0, 26.0, 18.636363636363637)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.7, 4.633333333333334)","(1.95, 3.15, 3.0572)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:18.202572,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.0572)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:19.509153,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.0572)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:20.909506,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.0572)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:22.228263,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.0671428571428567)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:23.516819,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.7666666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:24.781751,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.055833333333333)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:25.971299,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.055833333333333)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:27.128502,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.055833333333333)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:28.312068,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.055833333333333)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:29.530002,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.055833333333333)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:30.749359,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.055833333333333)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:31.970552,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.055833333333333)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:33.216747,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.78)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:34.486430,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 44.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.0591666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:35.748098,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 38.849999999999994)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 3.0591666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:37.145873,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 48.0, 35.63636363636364)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.9481481481481477)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:38.459903,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 46.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.9481481481481477)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:39.885720,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.9481481481481477)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:41.293993,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.618181818181818)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:42.684138,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.618181818181818)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:44.285287,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.5055555555555555)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:45.682722,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.342857142857143)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:47.121955,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.342857142857143)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:48.524615,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944642857142857)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:49.861495,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.342857142857143)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:51.055693,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944642857142857)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:52.258910,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944642857142857)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:53.506626,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944444444444444)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:54.795588,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944444444444444)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:56.162735,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944444444444444)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:57.811342,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944444444444444)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:32:59.319571,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944444444444444)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:33:00.830802,"(51.0, 99999, 99990)","(10.0, 26.0, 12.666666666666666)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.944444444444444)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:33:02.319860,"(51.0, 99999, 99990)","(10.0, 26.0, 14.571428571428571)","(5.5, 11.5, 7.9)","(21.0, 44.0, 36.05)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.942857142857143)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:33:03.742465,"(51.0, 99999, 99990)","(10.0, 26.0, 14.571428571428571)","(5.5, 11.5, 7.9)","(21.0, 44.0, 32.958333333333336)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.942857142857143)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:33:05.116697,"(51.0, 99999, 99990)","(10.0, 26.0, 14.571428571428571)","(5.5, 11.5, 7.9)","(21.0, 44.0, 32.958333333333336)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.511111111111111)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 11.885714285714286)"
07-01-2023 20:33:06.384730,"(51.0, 99999, 99990)","(10.0, 26.0, 14.571428571428571)","(5.5, 11.5, 9.7)","(21.0, 44.0, 37.1875)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.7666666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:07.587939,"(51.0, 99999, 99990)","(10.0, 26.0, 19.333333333333332)","(5.5, 11.5, 9.7)","(21.0, 40.0, 29.458333333333332)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.7666666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:09.004069,"(51.0, 99999, 99990)","(10.0, 26.0, 19.333333333333332)","(5.5, 11.5, 9.7)","(21.0, 38.0, 33.44444444444444)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.7666666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:10.189120,"(51.0, 99999, 99990)","(10.0, 26.0, 19.333333333333332)","(5.5, 11.5, 9.7)","(21.0, 38.0, 33.44444444444444)","(4.4, 5.8, 4.633333333333334)","(1.95, 3.15, 2.7666666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 170.0, 116.66666666666667)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:11.681604,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 33.44444444444444)","(4.4, 5.7, 5.18)","(1.95, 3.15, 2.7666666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 160.0, 128.57142857142856)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:13.020891,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 33.44444444444444)","(4.4, 5.7, 5.18)","(1.95, 3.15, 2.7666666666666666)","(17.0, 20.0, 18.571428571428573)","(41.0, 160.0, 128.57142857142856)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:14.454566,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 33.44444444444444)","(4.4, 5.7, 5.18)","(1.95, 3.15, 2.627272727272727)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:15.911887,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 33.44444444444444)","(4.4, 5.7, 5.18)","(1.95, 3.15, 2.3)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:17.309381,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 33.44444444444444)","(4.4, 5.7, 5.12)","(1.95, 3.05, 2.267272727272727)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:18.889284,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.98, 2.705)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:20.351361,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.564)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:21.777853,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.433846153846154)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:23.268140,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.433846153846154)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:24.792872,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.6507692307692308)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:26.336811,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.6507692307692308)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:27.805847,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.6507692307692308)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:29.136776,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.6507692307692308)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:30.487274,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.6507692307692308)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:31.758212,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.94, 2.3449999999999998)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:33.006167,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.92, 2.675)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:34.211717,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:35.391546,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:36.611959,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:37.865912,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:39.160214,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:40.516527,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:41.995835,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:43.400931,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 5.12)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:45.042890,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.6, 4.633333333333334)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:46.492852,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.8, 4.633333333333334)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:48.110330,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 29.458333333333332)","(4.4, 5.8, 4.633333333333334)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:49.465330,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 38.0, 31.888888888888886)","(4.4, 5.8, 4.633333333333334)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:50.870345,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 36.0, 30.333333333333332)","(4.4, 5.8, 5.18)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
07-01-2023 20:33:52.208331,"(51.0, 99999, 99990)","(10.0, 26.0, 14.928571428571429)","(5.5, 11.5, 9.7)","(21.0, 34.0, 30.333333333333332)","(4.4, 5.7, 5.18)","(1.95, 2.9, 2.5785714285714283)","(17.0, 20.0, 18.571428571428573)","(41.0, 150.0, 121.42857142857143)","(8.0, 16.0, 12.5)"
