,Lizzie Lass,Hes A Gift,My Shout Zoe,Supasonic Romeo,Gotham Baron,Fat Santa,Harros Girl
07-12-2022 20:25:10.298053,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:11.513925,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:12.765587,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:13.960779,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:15.060458,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:16.120837,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:17.313232,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:18.585529,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:19.796024,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 11.2)","(1.75, 2.26, 1.870952380952381)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:21.196697,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9342857142857144)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:22.576794,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9342857142857144)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:23.939827,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9342857142857144)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:25.243524,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9342857142857144)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:26.595990,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9342857142857144)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:27.901852,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:29.243710,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:30.548914,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:31.886900,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:33.176578,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:34.445589,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:35.832182,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:37.133691,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:38.348508,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:39.534631,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:40.718115,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:41.927856,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:43.179486,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9028)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:44.433226,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9028)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:45.672809,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:46.848997,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:48.056554,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:49.258977,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:50.501309,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:51.712213,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:52.923684,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:54.401789,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:55.704230,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:57.025054,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:58.325721,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:25:59.634757,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:00.901396,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:02.142759,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9928124999999999)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:03.370788,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9928124999999999)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:04.694766,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.986875)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:05.971845,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.986875)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:07.258102,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.986875)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:08.548593,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:09.806055,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:11.088348,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:12.341459,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:13.616124,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:14.903970,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:16.170314,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:17.354083,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:18.556116,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:19.814300,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:21.089250,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:22.414992,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:23.751210,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.852857142857143)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:25.029056,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9256)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:26.279010,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:27.467784,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.307777777777778)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:28.681724,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.2, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:29.908819,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:31.136525,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:32.439354,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:33.684603,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:34.988995,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:36.255199,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0006349206349205)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:37.528241,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8800000000000001)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:38.829289,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8800000000000001)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:40.126073,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8800000000000001)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:41.389226,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8800000000000001)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:42.659984,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8800000000000001)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:43.855463,"(10.0, 24.0, 22.375)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8800000000000001)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:45.032911,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8800000000000001)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:46.445314,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:47.817953,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:49.506663,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:51.368796,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:53.268546,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:54.837362,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:56.322230,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:57.874971,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:26:59.519952,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:27:00.902201,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.268888888888889)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:27:02.240982,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.047142857142857)","(6.5, 13.0, 11.266666666666666)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:27:03.598464,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2329411764705878)","(6.5, 13.0, 11.8)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:27:04.882657,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2329411764705878)","(6.5, 13.0, 11.571428571428571)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:27:06.266178,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2329411764705878)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.9028)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:27:07.537349,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2329411764705878)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.986875)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:27:08.768337,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.986875)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:27:10.027178,"(10.0, 24.0, 21.11111111111111)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 10.5)","(1.75, 2.26, 1.9946031746031745)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
