,Lizzie Lass,Hes A Gift,My Shout Zoe,Supasonic Romeo,Gotham Baron,Fat Santa,Harros Girl
07-12-2022 20:28:41.296309,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:42.361903,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:43.432319,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:44.560337,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:45.755369,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:46.965189,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:48.181532,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.1, 3.2588235294117647)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:49.375079,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:50.355318,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:51.346568,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:52.434464,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:53.557920,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:54.692483,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:55.865294,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:57.062255,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 2.0187301587301585)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:58.148750,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 1.9636)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:28:59.338916,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 1.9636)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:00.564151,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 1.9636)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:01.805262,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 1.9636)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:03.061761,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 9.666666666666666)","(1.75, 2.26, 1.9636)","(21.0, 95.0, 68.21428571428571)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:04.117534,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 11.75)","(1.75, 2.26, 1.9771428571428573)","(21.0, 95.0, 58.0)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:05.241094,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 11.85)","(1.75, 2.24, 1.9771428571428573)","(21.0, 95.0, 66.53846153846155)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:06.263689,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 11.85)","(1.75, 2.24, 1.9054545454545455)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:07.355496,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 10.8)","(1.75, 2.24, 1.9054545454545455)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:08.509219,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 10.8)","(1.75, 2.24, 1.9923076923076923)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:09.658560,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 12.08)","(1.75, 2.24, 1.9923076923076923)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:10.651441,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 12.08)","(1.75, 2.24, 1.931578947368421)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:11.608655,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.931578947368421)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:12.609018,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:13.670900,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:14.860042,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:15.943717,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5846153846153843)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8952)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:17.019376,"(10.0, 24.0, 19.833333333333336)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.4, 4.0)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.9572881355932203)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:18.069448,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.4, 4.0)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8977777777777778)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:19.102162,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.4, 4.0)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.8977777777777778)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:20.071145,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.8977777777777778)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:21.192722,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.8613333333333333)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:22.158189,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8613333333333333)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:23.151234,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8977777777777778)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:24.193020,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.8977777777777778)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:25.216448,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.8977777777777778)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:26.300369,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.4, 4.0)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.8977777777777778)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:27.427013,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.4, 4.0)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.8613333333333333)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:28.546165,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.4, 3.0742857142857143)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8613333333333333)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:29.554302,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8613333333333333)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:30.535990,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8613333333333333)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:31.493180,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.6, 3.1085714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8977777777777778)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:32.478358,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.9904000000000002)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:33.583638,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.22, 1.9904000000000002)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:34.632314,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.22, 1.9979166666666668)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:35.664998,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.22, 1.9437837837837837)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:36.696638,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.9437837837837837)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:37.675287,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8786666666666667)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:38.618437,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8786666666666667)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:39.647062,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.9188235294117648)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:40.656900,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.9188235294117648)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:41.636876,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.24, 1.9188235294117648)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:42.629298,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.466666666666667)","(1.75, 2.26, 1.8786666666666667)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:43.552257,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.066666666666666)","(1.75, 2.26, 1.8786666666666667)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:44.534304,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.066666666666666)","(1.75, 2.26, 1.9188235294117648)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:45.591661,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 11.8)","(1.75, 2.24, 1.8741935483870968)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:46.723339,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 1.8741935483870968)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:47.857358,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 1.9188235294117648)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:48.937715,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 1.925)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:50.019960,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 2.0260869565217394)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:51.162106,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 2.00875)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:52.125399,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.22, 2.00875)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:53.136665,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.22, 2.00875)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:54.182043,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.22, 2.0260869565217394)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:55.333971,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 1.9912)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:56.284953,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.22, 1.9912)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:57.324855,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.22, 1.9912)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:58.294473,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.22, 1.931578947368421)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:29:59.383866,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.26, 1.931578947368421)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:00.485182,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.26, 2.0008)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:01.572912,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 2.0008)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:02.700251,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 2.0008)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:03.780893,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 2.0008)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:04.803967,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 1.931578947368421)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:05.773341,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.26, 1.931578947368421)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:06.891521,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.26, 1.9292592592592592)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:08.003149,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.26, 1.9292592592592592)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:09.090139,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:10.203043,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.26, 1.8438095238095238)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:11.250521,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.26, 1.903529411764706)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:12.274196,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 10.333333333333334)","(1.75, 2.24, 1.903529411764706)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:13.348580,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.903529411764706)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:14.349249,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.8613333333333333)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:15.375567,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.8613333333333333)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:16.407563,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.26, 1.903529411764706)","(21.0, 95.0, 49.375)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:17.458971,"(10.0, 24.0, 17.75)","(31.0, 130.0, 57.14285714285714)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.903529411764706)","(21.0, 95.0, 66.25)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:18.568227,"(10.0, 24.0, 17.75)","(31.0, 170.0, 68.57142857142857)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.903529411764706)","(21.0, 140.0, 47.5)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:19.709436,"(10.0, 24.0, 17.75)","(31.0, 120.0, 54.285714285714285)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.24, 1.8988235294117648)","(21.0, 90.0, 47.5)","(16.0, 55.0, 42.5)"
07-12-2022 20:30:20.828957,"(10.0, 24.0, 17.75)","(31.0, 120.0, 54.285714285714285)","(2.8, 4.5, 3.5285714285714285)","(6.5, 13.0, 9.533333333333333)","(1.75, 2.22, 1.8988235294117648)","(21.0, 90.0, 47.5)","(16.0, 55.0, 42.5)"
