,Elliott Ness,Mercury Icon,Aston Rosa,Starfleet,Van Diemen,Funky Felix,Im A Lawyer,Bingo Ringo
12-01-2023 09:36:14.205229,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:15.280339,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:16.401164,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:17.479282,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:18.583502,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:19.594462,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:20.602881,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:21.648015,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:22.750905,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:23.962852,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:25.164970,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:26.341488,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:27.423265,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:28.426789,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:29.584100,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:30.717601,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:31.934126,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:32.971776,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:34.108194,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:35.100500,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:36.154694,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:37.184271,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:38.276546,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:39.315165,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:40.367843,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:41.332257,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:42.329080,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:43.376761,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:44.416249,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:45.453687,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:46.783609,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:47.754088,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:48.796367,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:49.886675,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:51.091114,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:52.212387,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:53.320843,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:54.453884,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:55.628421,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:56.624436,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:57.941330,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:36:59.030129,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:00.136095,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:01.183942,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:02.293832,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:03.445401,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:04.582948,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:05.742452,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:06.928259,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:07.976422,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:09.174878,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:10.271042,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:11.295235,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:12.523355,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:13.648621,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:14.732402,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:15.977352,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:17.101875,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 6.133333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:18.213613,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:19.510151,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:20.669295,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:21.768678,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:22.969537,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:24.206257,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:25.471048,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:26.702649,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:27.769783,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:28.820605,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:29.945803,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:30.964880,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:31.943072,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:32.907615,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:34.046894,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:35.198876,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.760000000000002)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:36.361203,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:37.582457,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:38.782577,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:40.050413,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:41.206706,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:42.467713,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:43.692979,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
12-01-2023 09:37:44.871451,"(5.0, 8.6, 5.469230769230769)","(10.0, 24.0, 19.764705882352942)","(6.5, 13.5, 7.82)","(11.0, 27.0, 16.6875)","(4.6, 9.4, 8.733333333333334)","(10.0, 23.0, 18.142857142857142)","(3.9, 6.0, 4.03695652173913)","(4.6, 7.4, 4.6875)"
