,Unleashed Buffy,Moment To Polka,Tears And Tanty,What A Phoenix,Big Kahuna,Hello Harley,Kid Kimetto,Bazinga Girl
11-01-2023 20:34:29.898816,"(4.2, 6.2, 5.257142857142857)","(3.1, 4.6, 4.4452380952380945)","(16.0, 42.0, 21.2)","(51.0, 450.0, 92.66666666666666)","(2.4, 2.62, 2.5930337078651684)","(13.0, 32.0, 15.714285714285715)","(9.0, 14.0, 12.466666666666667)","(15.0, 55.0, 35.5)"
11-01-2023 20:34:31.153952,"(4.2, 6.2, 5.257142857142857)","(3.1, 4.6, 4.4452380952380945)","(16.0, 42.0, 21.2)","(51.0, 450.0, 178.66666666666666)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 15.714285714285715)","(9.0, 14.0, 12.466666666666667)","(15.0, 55.0, 35.5)"
11-01-2023 20:34:32.318848,"(4.2, 6.2, 5.375)","(3.1, 4.6, 4.1)","(16.0, 42.0, 24.666666666666664)","(51.0, 440.0, 95.75)","(2.4, 2.62, 2.42)","(13.0, 32.0, 17.75)","(9.0, 14.0, 12.466666666666667)","(15.0, 55.0, 35.75)"
11-01-2023 20:34:33.512312,"(4.2, 6.2, 5.6)","(3.1, 4.6, 4.1)","(16.0, 42.0, 24.666666666666664)","(51.0, 430.0, 229.0)","(2.4, 2.62, 2.42)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 27.5)"
11-01-2023 20:34:34.744325,"(4.2, 6.2, 5.6)","(3.1, 4.6, 4.1)","(16.0, 42.0, 24.666666666666664)","(51.0, 410.0, 229.0)","(2.4, 2.62, 2.42)","(13.0, 32.0, 16.166666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 27.5)"
11-01-2023 20:34:35.959647,"(4.2, 6.2, 5.6)","(3.1, 4.6, 4.1)","(16.0, 42.0, 24.666666666666664)","(51.0, 400.0, 162.0)","(2.4, 2.62, 2.42)","(13.0, 32.0, 16.4)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 27.5)"
11-01-2023 20:34:37.144925,"(4.2, 6.2, 5.6)","(3.1, 4.6, 4.1)","(16.0, 42.0, 24.666666666666664)","(51.0, 390.0, 162.0)","(2.4, 2.62, 2.42)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:38.322193,"(4.2, 6.2, 5.6)","(3.1, 4.6, 4.1)","(16.0, 42.0, 24.666666666666664)","(51.0, 390.0, 105.0)","(2.4, 2.62, 2.42)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:39.497566,"(4.2, 6.2, 5.6)","(3.1, 4.6, 4.1)","(16.0, 42.0, 24.666666666666664)","(51.0, 390.0, 105.0)","(2.4, 2.62, 2.42)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:40.685409,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.071428571428571)","(15.0, 42.0, 24.666666666666664)","(51.0, 390.0, 105.0)","(2.4, 2.62, 2.4314285714285715)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:41.938538,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.071428571428571)","(15.0, 42.0, 24.666666666666664)","(51.0, 370.0, 101.66666666666666)","(2.4, 2.66, 2.5778947368421052)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:43.177434,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.071428571428571)","(15.0, 42.0, 24.666666666666664)","(51.0, 370.0, 126.0)","(2.4, 2.66, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:44.363112,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.071428571428571)","(15.0, 42.0, 24.666666666666664)","(51.0, 360.0, 148.66666666666669)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:45.594108,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.071428571428571)","(15.0, 42.0, 24.666666666666664)","(51.0, 350.0, 126.25)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:46.772657,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 340.0, 126.25)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:47.977492,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 320.0, 121.25)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:49.187178,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 310.0, 136.66666666666669)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:50.341689,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 300.0, 136.66666666666669)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:51.446876,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 300.0, 133.33333333333331)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:52.527213,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 290.0, 136.66666666666669)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:53.606212,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 280.0, 100.83333333333334)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:54.809045,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 280.0, 100.83333333333334)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:55.998086,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 280.0, 195.33333333333334)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 11.066666666666666)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:57.156184,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 270.0, 170.44444444444446)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 13.3)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:58.343986,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 270.0, 143.27272727272725)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 13.3)","(15.0, 55.0, 24.2)"
11-01-2023 20:34:59.512613,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 260.0, 143.27272727272725)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 13.3)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:00.745199,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 260.0, 144.36363636363637)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 13.3)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:01.934287,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 260.0, 175.2)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 13.3)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:03.140055,"(4.2, 6.2, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 260.0, 192.0)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 13.3)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:04.320403,"(4.2, 6.0, 5.6625)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 240.0, 157.71428571428572)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 13.3)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:05.508835,"(4.2, 6.0, 5.6625)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 240.0, 157.71428571428572)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.0, 13.7)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:06.709953,"(4.2, 6.0, 5.6625)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 240.0, 177.0)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:07.885578,"(4.2, 6.0, 5.6625)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 220.0, 177.0)","(2.4, 2.64, 2.5356521739130433)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:08.992789,"(4.2, 6.8, 5.872727272727272)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 210.0, 139.2)","(2.4, 2.64, 2.505925925925926)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 24.2)"
11-01-2023 20:35:10.123032,"(4.2, 6.8, 5.36)","(3.1, 4.4, 4.1)","(15.0, 42.0, 24.666666666666664)","(51.0, 200.0, 147.0)","(2.4, 2.62, 2.505925925925926)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 20.77777777777778)"
11-01-2023 20:35:11.250839,"(4.2, 6.8, 5.36)","(3.1, 4.4, 4.1)","(15.0, 42.0, 24.666666666666664)","(51.0, 180.0, 127.2)","(2.4, 2.62, 2.505925925925926)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:12.365303,"(4.2, 6.8, 5.36)","(3.1, 4.4, 4.1)","(15.0, 42.0, 24.666666666666664)","(51.0, 180.0, 127.2)","(2.4, 2.62, 2.505925925925926)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:13.504870,"(4.2, 6.8, 5.36)","(3.1, 4.4, 4.1)","(15.0, 42.0, 24.666666666666664)","(51.0, 180.0, 148.8)","(2.4, 2.62, 2.5130434782608697)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:14.830546,"(4.2, 6.8, 5.6)","(3.1, 4.4, 4.1)","(15.0, 42.0, 24.666666666666664)","(51.0, 160.0, 131.45454545454547)","(2.4, 2.6, 2.5130434782608697)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:16.101228,"(4.2, 6.8, 5.6)","(3.1, 4.4, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 150.0, 103.2)","(2.4, 2.6, 2.5130434782608697)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:17.318071,"(4.2, 6.8, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 140.0, 107.14285714285714)","(2.4, 2.6, 2.5130434782608697)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:18.703208,"(4.2, 6.8, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 140.0, 107.14285714285714)","(2.4, 2.6, 2.5130434782608697)","(13.0, 30.0, 18.666666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:20.028694,"(4.2, 6.8, 5.6)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 140.0, 107.14285714285714)","(2.4, 2.6, 2.5130434782608697)","(13.0, 30.0, 15.625)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:21.428928,"(4.2, 6.8, 5.675)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 140.0, 104.61538461538461)","(2.4, 2.6, 2.5130434782608697)","(13.0, 34.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:22.740070,"(4.2, 6.8, 5.8999999999999995)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 140.0, 107.14285714285714)","(2.4, 2.6, 2.5130434782608697)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:23.973712,"(4.2, 6.8, 5.8999999999999995)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 140.0, 107.14285714285714)","(2.4, 2.6, 2.445)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:25.158119,"(4.2, 6.8, 6.2375)","(3.1, 4.5, 4.045454545454546)","(15.0, 42.0, 24.666666666666664)","(51.0, 140.0, 99.75)","(2.4, 2.58, 2.512)","(13.0, 32.0, 16.166666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:26.349916,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 140.0, 103.80000000000001)","(2.4, 2.54, 2.512)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:27.592986,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 103.80000000000001)","(2.4, 2.54, 2.512)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:28.730713,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 103.80000000000001)","(2.4, 2.54, 2.512)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:29.879806,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 103.80000000000001)","(2.4, 2.54, 2.512)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:31.000960,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 103.80000000000001)","(2.4, 2.54, 2.512)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:32.068084,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 103.80000000000001)","(2.4, 2.54, 2.512)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:33.183201,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 103.80000000000001)","(2.4, 2.54, 2.4224)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:34.300808,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 103.80000000000001)","(2.4, 2.54, 2.4224)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:35.472189,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.54, 2.4224)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:36.647680,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.54, 2.4224)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:37.805141,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 86.15384615384616)","(2.4, 2.54, 2.4224)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:38.983217,"(4.2, 6.8, 6.35)","(3.1, 4.5, 4.045454545454546)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.54, 2.4224)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:40.187789,"(4.2, 6.8, 6.35)","(3.1, 4.4, 4.05)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.54, 2.44)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:41.430089,"(4.2, 6.8, 6.35)","(3.1, 4.4, 4.05)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.44)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:42.636970,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.44)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:43.841918,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.44)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:45.029032,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.44)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:46.203579,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.44)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:47.413421,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 23.5)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.44)","(13.0, 32.0, 19.333333333333332)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:48.669936,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.4166666666666665)","(13.0, 32.0, 16.166666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:49.980740,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.4166666666666665)","(13.0, 32.0, 16.166666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:51.119064,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.4166666666666665)","(13.0, 32.0, 16.166666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:52.174425,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.4166666666666665)","(13.0, 32.0, 16.166666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:53.158568,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 110.0, 87.85714285714286)","(2.4, 2.5, 2.4166666666666665)","(13.0, 32.0, 16.166666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:54.262835,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 110.0, 67.6923076923077)","(2.4, 2.5, 2.4166666666666665)","(13.0, 32.0, 16.166666666666668)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:35:55.446121,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 80.0, 68.57142857142857)","(2.4, 2.5, 2.4166666666666665)","(13.0, 32.0, 14.583333333333334)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:56.630319,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 80.0, 68.57142857142857)","(2.4, 2.5, 2.4166666666666665)","(13.0, 32.0, 21.5)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:57.862534,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 80.0, 68.57142857142857)","(2.4, 2.5, 2.4166666666666665)","(13.0, 30.0, 21.5)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:35:59.099076,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 80.0, 68.57142857142857)","(2.4, 2.5, 2.4166666666666665)","(13.0, 30.0, 21.5)","(9.0, 14.5, 13.7)","(15.0, 55.0, 23.333333333333332)"
11-01-2023 20:36:00.609584,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 80.0, 68.57142857142857)","(2.4, 2.5, 2.4166666666666665)","(13.0, 30.0, 21.5)","(9.0, 14.5, 13.7)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:36:01.931313,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 21.454545454545453)","(51.0, 80.0, 75.29411764705883)","(2.4, 2.5, 2.4166666666666665)","(13.0, 30.0, 21.25)","(9.0, 14.5, 13.928571428571429)","(15.0, 55.0, 21.22222222222222)"
11-01-2023 20:36:03.231622,"(4.2, 6.8, 5.75)","(3.1, 4.4, 4.05)","(15.0, 46.0, 34.66666666666667)","(51.0, 80.0, 72.46875)","(2.4, 2.5, 2.4166666666666665)","(13.0, 30.0, 20.25)","(9.0, 14.5, 13.5)","(15.0, 55.0, 27.333333333333336)"
11-01-2023 20:36:04.629666,"(4.2, 6.8, 6.545454545454545)","(3.1, 4.4, 4.05)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4166666666666665)","(13.0, 28.0, 20.75)","(9.0, 14.5, 13.5)","(15.0, 48.0, 27.333333333333336)"
11-01-2023 20:36:05.985036,"(4.2, 6.8, 5.716666666666667)","(3.1, 4.4, 4.075)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4166666666666665)","(13.0, 28.0, 24.375)","(9.0, 14.5, 13.5)","(15.0, 48.0, 31.5)"
11-01-2023 20:36:07.319793,"(4.2, 6.8, 5.716666666666667)","(3.1, 4.3, 4.075)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4166666666666665)","(13.0, 28.0, 26.1875)","(9.0, 14.5, 13.5)","(15.0, 46.0, 27.333333333333336)"
11-01-2023 20:36:08.537658,"(4.2, 6.8, 5.716666666666667)","(3.1, 4.3, 4.075)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.46875)","(2.4, 2.5, 2.4166666666666665)","(13.0, 28.0, 26.1875)","(9.0, 14.5, 13.5)","(15.0, 48.0, 26.5)"
11-01-2023 20:36:09.776257,"(4.2, 6.8, 6.628571428571428)","(3.1, 4.3, 4.075)","(15.0, 44.0, 34.66666666666667)","(51.0, 75.0, 72.38709677419355)","(2.4, 2.5, 2.4166666666666665)","(13.0, 28.0, 25.75)","(9.0, 14.5, 13.5)","(15.0, 36.0, 26.5)"
