,Unleashed Buffy,Moment To Polka,Tears And Tanty,What A Phoenix,Big Kahuna,Hello Harley,Kid Kimetto,Bazinga Girl
11-01-2023 20:31:27.138928,"(4.2, 6.8, 5.4)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 10.9)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:28.352009,"(4.2, 6.8, 5.4)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 10.9)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:29.546034,"(4.2, 6.8, 5.4)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 10.9)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:30.756932,"(4.2, 6.8, 4.828571428571428)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 10.9)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:32.001416,"(4.2, 6.8, 5.545454545454545)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 10.9)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:33.341457,"(4.2, 6.8, 5.333333333333333)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 10.9)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:34.507784,"(4.2, 6.8, 5.333333333333333)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 10.9)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:35.885020,"(4.2, 6.8, 4.828571428571428)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 9.98)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:37.119680,"(4.2, 6.8, 4.828571428571428)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 9.98)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:38.385787,"(4.2, 6.8, 5.545454545454545)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 9.98)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:39.745508,"(4.2, 6.8, 4.828571428571428)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 9.98)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:41.038344,"(4.2, 6.8, 4.828571428571428)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 10.223529411764705)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:42.701328,"(4.2, 6.8, 4.828571428571428)","(3.1, 5.0, 4.566666666666666)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.5, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:44.163048,"(4.2, 6.8, 5.333333333333333)","(3.1, 5.0, 3.99375)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:45.554920,"(4.2, 6.8, 5.333333333333333)","(3.1, 5.0, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:46.794979,"(4.2, 6.8, 4.828571428571428)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:48.065771,"(4.2, 6.8, 5.545454545454545)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:49.435633,"(4.2, 6.8, 5.545454545454545)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:50.821608,"(4.2, 6.8, 5.545454545454545)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:52.176841,"(4.2, 6.8, 5.333333333333333)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:54.010809,"(4.2, 6.8, 4.828571428571428)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:55.531015,"(4.2, 6.8, 5.333333333333333)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:56.944700,"(4.2, 6.8, 5.333333333333333)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.486666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:58.459755,"(4.2, 6.8, 5.333333333333333)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 300.0)","(2.4, 3.0, 2.7130434782608694)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:31:59.874747,"(4.2, 6.8, 5.266666666666667)","(3.1, 4.9, 4.0600000000000005)","(16.0, 42.0, 24.333333333333336)","(51.0, 550.0, 261.7647058823529)","(2.4, 3.0, 2.7130434782608694)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:01.244615,"(4.2, 6.8, 5.3)","(3.1, 4.9, 4.1)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 3.0, 2.772666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:02.488740,"(4.2, 6.8, 5.3)","(3.1, 4.9, 4.1)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 3.0, 2.772666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:03.772201,"(4.2, 6.8, 5.3)","(3.1, 4.9, 4.1)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 3.0, 2.772666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:05.013631,"(4.2, 6.8, 5.54)","(3.1, 4.9, 4.633333333333334)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 3.0, 2.772666666666667)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:06.277144,"(4.2, 6.8, 5.54)","(3.1, 4.9, 4.633333333333334)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 3.0, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:07.628251,"(4.2, 6.8, 5.54)","(3.1, 4.9, 4.205555555555556)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:08.899570,"(4.2, 6.8, 5.54)","(3.1, 5.1, 4.205555555555556)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:10.254712,"(4.2, 6.8, 5.54)","(3.1, 5.1, 4.205555555555556)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:11.517310,"(4.2, 6.8, 5.54)","(3.1, 5.1, 4.205555555555556)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:12.724186,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:13.987427,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:15.195033,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:16.364524,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:17.540139,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 263.33333333333337)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:18.579360,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 405.55555555555554)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:19.659895,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.550344827586207)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:20.769872,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:21.865439,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:23.070381,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:24.306217,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:25.499633,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:26.728129,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:27.956391,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:29.161311,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:30.358077,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:31.579106,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:32.798664,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:34.030720,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:35.270979,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6094117647058823)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:36.479650,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 410.0)","(2.4, 2.64, 2.6392592592592594)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:37.767512,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 450.0, 491.0)","(2.4, 2.66, 2.591764705882353)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:38.997206,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 540.0, 491.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:40.181903,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 24.333333333333336)","(51.0, 540.0, 491.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 29.5)","(9.0, 15.0, 12.866666666666667)","(15.0, 46.0, 29.055555555555557)"
11-01-2023 20:32:41.387332,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 18.88888888888889)","(51.0, 540.0, 491.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 29.333333333333336)"
11-01-2023 20:32:42.662088,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.75)","(16.0, 42.0, 18.6)","(51.0, 540.0, 491.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:43.892854,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 540.0, 491.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:45.118610,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 540.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:46.316030,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:47.542432,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:48.809383,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:50.106906,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:51.332904,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:52.567853,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:53.760974,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:54.985298,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:56.111310,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:57.229245,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:58.408119,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:32:59.493977,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:00.600477,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:01.763175,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 261.7647058823529)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:02.909512,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 410.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:04.113662,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 410.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:05.243381,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 410.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:06.600449,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 410.0)","(2.4, 2.62, 2.591764705882353)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:07.984494,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 410.0)","(2.4, 2.62, 2.5741176470588236)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:09.300285,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 410.0)","(2.4, 2.6, 2.5741176470588236)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:10.923570,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 410.0)","(2.4, 2.6, 2.5741176470588236)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
11-01-2023 20:33:12.515573,"(4.2, 6.8, 5.54)","(3.1, 5.0, 4.2)","(16.0, 42.0, 18.6)","(51.0, 450.0, 410.0)","(2.4, 2.6, 2.5741176470588236)","(13.0, 32.0, 19.333333333333332)","(9.0, 15.0, 10.866666666666667)","(15.0, 46.0, 21.0)"
