,Resolve Now,Poker Play,God Help Us,Aquimine,Rare Stripe,Cuatro Madres
15-12-2022 10:53:21.017494,"(17.0, 36.0, 31.5)","(8.5, 11.5, 10.72857142857143)","(15.0, 30.0, 28.22222222222222)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.2, 5.95)","(3.9, 4.5, 4.32)"
15-12-2022 10:53:22.010826,"(17.0, 36.0, 24.75)","(8.5, 11.5, 11.166666666666666)","(15.0, 30.0, 28.22222222222222)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.2, 5.95)","(3.9, 4.5, 4.32)"
15-12-2022 10:53:22.996826,"(17.0, 36.0, 29.0)","(8.5, 11.5, 10.842857142857143)","(15.0, 30.0, 26.0)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.2, 5.95)","(3.9, 4.5, 4.32)"
15-12-2022 10:53:23.893312,"(17.0, 36.0, 29.0)","(8.5, 11.5, 11.22)","(15.0, 30.0, 28.22222222222222)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.2, 5.95)","(3.9, 4.5, 4.32)"
15-12-2022 10:53:24.806092,"(17.0, 38.0, 33.125)","(8.5, 11.5, 9.95)","(15.0, 30.0, 26.0)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.2, 5.95)","(3.9, 4.5, 4.32)"
15-12-2022 10:53:25.733951,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.72857142857143)","(15.0, 30.0, 26.0)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.2, 5.95)","(3.9, 4.5, 4.32)"
15-12-2022 10:53:26.700734,"(17.0, 38.0, 33.125)","(8.5, 11.5, 11.166666666666666)","(15.0, 30.0, 28.22222222222222)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.2, 5.95)","(3.9, 4.5, 4.32)"
15-12-2022 10:53:27.631788,"(17.0, 38.0, 33.125)","(8.5, 11.5, 9.95)","(15.0, 30.0, 26.0)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.2, 6.58)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:28.503070,"(17.0, 38.0, 33.125)","(8.5, 11.5, 11.1375)","(15.0, 30.0, 28.22222222222222)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.56)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:29.374160,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.72857142857143)","(15.0, 30.0, 28.22222222222222)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.6)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:30.299367,"(17.0, 38.0, 33.125)","(8.5, 11.5, 11.166666666666666)","(15.0, 30.0, 28.22222222222222)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.731249999999999)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:31.277372,"(17.0, 38.0, 33.125)","(8.5, 11.5, 11.1375)","(15.0, 30.0, 26.0)","(2.05, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.731249999999999)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:32.262946,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.5)","(15.0, 30.0, 28.22222222222222)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.0, 5.6875)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:33.214929,"(17.0, 38.0, 33.125)","(8.5, 11.5, 11.193333333333333)","(15.0, 30.0, 26.0)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.4, 6.773913043478261)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:34.117716,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.266666666666666)","(15.0, 30.0, 28.0)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.2)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:35.000964,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.675)","(15.0, 30.0, 25.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.300000000000001)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:35.863124,"(17.0, 38.0, 33.125)","(8.5, 11.5, 11.1125)","(15.0, 30.0, 27.25)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 7.0)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:36.710698,"(17.0, 38.0, 33.125)","(8.5, 11.5, 11.1125)","(15.0, 30.0, 27.25)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.633333333333334)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:37.609477,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.266666666666666)","(15.0, 30.0, 27.25)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.633333333333334)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:38.549906,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.675)","(15.0, 30.0, 25.8)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.65)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:39.551589,"(17.0, 55.0, 30.666666666666664)","(8.5, 11.5, 11.1125)","(15.0, 30.0, 27.5)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.023529411764706)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:40.470953,"(17.0, 50.0, 37.4)","(8.5, 11.5, 11.1125)","(15.0, 30.0, 27.5)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.114285714285714)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:41.382957,"(17.0, 50.0, 37.4)","(8.5, 11.5, 10.266666666666666)","(15.0, 30.0, 27.5)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.476190476190476)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:42.349345,"(17.0, 50.0, 37.4)","(8.5, 11.5, 10.675)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.248)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:43.270523,"(17.0, 50.0, 37.4)","(8.5, 11.5, 10.675)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.248)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:44.185617,"(17.0, 50.0, 37.4)","(8.5, 11.5, 10.675)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.248)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:45.216861,"(17.0, 50.0, 37.4)","(8.5, 11.5, 10.675)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.248)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:46.164242,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.675)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.248)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:47.146505,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.675)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.248)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:48.070417,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.614285714285714)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.248)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:48.984977,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.614285714285714)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.248)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:49.854833,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.614285714285714)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:50.741459,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.614285714285714)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:51.621780,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.614285714285714)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:52.477738,"(17.0, 38.0, 33.125)","(8.5, 11.0, 10.257142857142858)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:53.389670,"(17.0, 38.0, 33.125)","(8.5, 11.0, 10.672727272727272)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:54.300243,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:55.209318,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:56.214122,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:57.150497,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:58.074339,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:53:58.994868,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:00.147823,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:01.072497,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.05, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:01.967214,"(17.0, 38.0, 33.125)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.333333333333333)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:02.920554,"(17.0, 38.0, 28.5)","(8.5, 11.5, 10.41764705882353)","(15.0, 30.0, 26.4)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.2, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:04.046379,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 26.4)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:05.082053,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 26.4)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:06.057059,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 26.4)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:06.981438,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:07.919380,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:08.765696,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:09.684848,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:10.597659,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.9, 4.5, 4.3)"
15-12-2022 10:54:11.560390,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 7.0, 6.364705882352941)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:12.578291,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.6)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:13.604028,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.6)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:14.574653,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.6)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:15.506859,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.6)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:16.476137,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.133333333333333)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:17.425483,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.375)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:18.410088,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:19.308459,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:20.154550,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:21.086781,"(17.0, 38.0, 35.16666666666667)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:22.093456,"(17.0, 38.0, 36.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:22.975772,"(17.0, 38.0, 36.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:23.825164,"(17.0, 38.0, 36.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:24.800877,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:25.846160,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:26.847284,"(17.0, 38.0, 32.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:27.848927,"(17.0, 38.0, 32.666666666666664)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:28.725963,"(17.0, 38.0, 35.16666666666667)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:29.590833,"(17.0, 38.0, 32.333333333333336)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:30.517057,"(17.0, 38.0, 35.875)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:31.459177,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:32.375006,"(17.0, 38.0, 28.5)","(8.5, 10.5, 10.035714285714285)","(15.0, 30.0, 24.857142857142858)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.55)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:33.262646,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.618181818181818)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:34.155623,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.622222222222222)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:35.068632,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:35.984615,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:36.905853,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:37.780932,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:38.668810,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:39.601162,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:40.547953,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:41.514845,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:42.442761,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.0)","(2.0, 2.36, 2.3070588235294114)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:43.413685,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 28.2)","(2.0, 2.36, 2.303157894736842)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.3)"
15-12-2022 10:54:44.327797,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 28.2)","(2.0, 2.36, 2.303157894736842)","(4.8, 6.8, 6.64)","(3.8, 4.5, 4.13076923076923)"
15-12-2022 10:54:45.271606,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 28.2)","(2.0, 2.36, 2.303157894736842)","(4.8, 6.8, 6.65)","(3.8, 4.5, 4.142857142857142)"
15-12-2022 10:54:46.176951,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 28.2)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.65)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:47.154607,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 28.2)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.711111111111111)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:48.052581,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 28.2)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.711111111111111)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:48.929482,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.711111111111111)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:49.815138,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.711111111111111)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:50.724510,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.711111111111111)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:51.610200,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.711111111111111)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:52.587415,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.711111111111111)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:53.624394,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 6.8, 6.800000000000001)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:54.557519,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 7.2, 6.830769230769231)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:55.513083,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 7.2, 6.830769230769231)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:56.449428,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.303157894736842)","(5.0, 7.2, 7.333333333333334)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:57.495629,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.308041237113402)","(5.0, 8.0, 7.333333333333334)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:58.413078,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.308041237113402)","(5.0, 8.0, 7.333333333333334)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:54:59.322008,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.308041237113402)","(5.0, 8.0, 7.333333333333334)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:55:00.223194,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.2273684210526317)","(5.0, 8.0, 7.333333333333334)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:55:01.103075,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.36, 2.2273684210526317)","(5.0, 8.0, 7.333333333333334)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:55:02.205754,"(17.0, 38.0, 33.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.34, 2.2600000000000002)","(5.0, 8.0, 7.333333333333334)","(3.8, 4.4, 4.142857142857142)"
15-12-2022 10:55:03.063940,"(17.0, 38.0, 25.0)","(8.5, 10.5, 10.035714285714285)","(15.0, 29.0, 27.285714285714285)","(2.0, 2.34, 2.2600000000000002)","(5.0, 8.0, 7.333333333333334)","(3.8, 4.4, 4.142857142857142)"
