,Resolve Now,Poker Play,God Help Us,Aquimine,Rare Stripe,Cuatro Madres
15-12-2022 10:50:35.220482,"(19.0, 46.0, 39.25)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 22.8)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.2, 5.1000000000000005)"
15-12-2022 10:50:36.183817,"(19.0, 46.0, 39.25)","(8.5, 11.5, 11.258333333333333)","(11.0, 25.0, 22.8)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.2, 5.1000000000000005)"
15-12-2022 10:50:37.077445,"(19.0, 46.0, 39.25)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 22.8)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.2, 5.1000000000000005)"
15-12-2022 10:50:37.981153,"(19.0, 46.0, 27.0)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 22.8)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.2, 5.1000000000000005)"
15-12-2022 10:50:38.937662,"(19.0, 46.0, 27.0)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.2, 5.175000000000001)"
15-12-2022 10:50:39.901694,"(19.0, 46.0, 25.0)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.2, 5.116666666666667)"
15-12-2022 10:50:40.927222,"(19.0, 46.0, 25.0)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.2, 4.704166666666667)"
15-12-2022 10:50:41.910219,"(19.0, 46.0, 25.0)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 4.9714285714285715)","(3.7, 5.3, 4.778947368421052)"
15-12-2022 10:50:42.880256,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 4.9714285714285715)","(3.7, 5.2, 4.778947368421052)"
15-12-2022 10:50:43.748808,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.514285714285714)","(3.7, 5.2, 4.6)"
15-12-2022 10:50:44.657501,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.514285714285714)","(3.7, 5.2, 4.511764705882353)"
15-12-2022 10:50:45.627028,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.4, 4.884615384615385)","(3.7, 5.2, 4.511764705882353)"
15-12-2022 10:50:46.662983,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.2, 4.953846153846154)","(3.7, 5.2, 4.511764705882353)"
15-12-2022 10:50:47.668420,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.2, 4.953846153846154)","(3.7, 5.2, 4.511764705882353)"
15-12-2022 10:50:48.673524,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.2, 5.2)","(3.7, 5.2, 4.699999999999999)"
15-12-2022 10:50:49.545892,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.2)","(3.7, 5.1, 4.699999999999999)"
15-12-2022 10:50:50.409725,"(19.0, 46.0, 32.8)","(8.5, 11.5, 11.32)","(11.0, 25.0, 23.75)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.2)","(3.7, 5.1, 4.7)"
15-12-2022 10:50:51.305129,"(19.0, 46.0, 39.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.727272727272727)","(3.7, 5.1, 5.017647058823529)"
15-12-2022 10:50:52.245840,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.1, 5.017647058823529)"
15-12-2022 10:50:53.229873,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.1, 5.017647058823529)"
15-12-2022 10:50:54.236409,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.1, 5.017647058823529)"
15-12-2022 10:50:55.094298,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.1, 5.017647058823529)"
15-12-2022 10:50:55.958688,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.1, 5.017647058823529)"
15-12-2022 10:50:56.956434,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6)","(3.7, 5.1, 5.017647058823529)"
15-12-2022 10:50:57.912964,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.8187500000000005)","(3.7, 5.1, 5.017647058823529)"
15-12-2022 10:50:58.854514,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.63076923076923)","(3.7, 5.1, 4.757142857142857)"
15-12-2022 10:50:59.820721,"(19.0, 46.0, 30.0)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.63076923076923)","(3.7, 5.1, 4.757142857142857)"
15-12-2022 10:51:00.716782,"(19.0, 46.0, 30.0)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.63076923076923)","(3.7, 5.1, 4.757142857142857)"
15-12-2022 10:51:01.665623,"(19.0, 46.0, 30.0)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.426086956521739)","(3.8, 5.1, 4.610526315789474)"
15-12-2022 10:51:02.638968,"(19.0, 46.0, 30.0)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.4, 5.300000000000001)","(3.8, 5.2, 4.752)"
15-12-2022 10:51:03.610676,"(19.0, 46.0, 30.0)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.2, 5.675)","(3.8, 5.2, 4.984615384615385)"
15-12-2022 10:51:04.565264,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.028571428571428)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.2, 5.675)","(3.8, 5.2, 4.984615384615385)"
15-12-2022 10:51:05.443362,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.2, 5.675)","(3.8, 5.2, 4.984615384615385)"
15-12-2022 10:51:06.296813,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.2, 5.675)","(3.8, 5.2, 4.984615384615385)"
15-12-2022 10:51:07.213096,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.966666666666667)"
15-12-2022 10:51:08.183259,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.966666666666667)"
15-12-2022 10:51:09.117107,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.966666666666667)"
15-12-2022 10:51:10.169713,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.930769230769231)"
15-12-2022 10:51:11.171547,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.930769230769231)"
15-12-2022 10:51:12.060718,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.930769230769231)"
15-12-2022 10:51:13.036557,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.930769230769231)"
15-12-2022 10:51:13.924531,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.930769230769231)"
15-12-2022 10:51:14.846743,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.6923076923076925)","(3.8, 5.2, 4.930769230769231)"
15-12-2022 10:51:15.883618,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.016666666666666)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.862068965517241)","(3.8, 5.2, 4.64)"
15-12-2022 10:51:16.878200,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.32)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.862068965517241)","(3.8, 5.2, 4.64)"
15-12-2022 10:51:17.727843,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.862068965517241)","(3.8, 5.2, 4.64)"
15-12-2022 10:51:18.714213,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.485714285714286)","(3.8, 5.2, 4.64)"
15-12-2022 10:51:19.698680,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.672727272727273)","(3.8, 5.2, 4.554838709677419)"
15-12-2022 10:51:20.643335,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.672727272727273)","(3.8, 5.2, 4.554838709677419)"
15-12-2022 10:51:21.552873,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.672727272727273)","(3.8, 5.2, 4.554838709677419)"
15-12-2022 10:51:22.481988,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.672727272727273)","(3.8, 5.2, 4.859999999999999)"
15-12-2022 10:51:23.421331,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.672727272727273)","(3.8, 5.1, 4.699999999999999)"
15-12-2022 10:51:24.387607,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.672727272727273)","(3.8, 5.1, 4.699999999999999)"
15-12-2022 10:51:25.313512,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.5)","(3.8, 5.1, 4.92)"
15-12-2022 10:51:26.269725,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.5)","(3.8, 5.1, 4.65)"
15-12-2022 10:51:27.252693,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.5)","(3.8, 5.1, 4.65)"
15-12-2022 10:51:28.141636,"(19.0, 46.0, 30.0)","(8.5, 11.5, 11.116666666666667)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.5)","(3.8, 5.1, 4.65)"
15-12-2022 10:51:29.128788,"(19.0, 46.0, 40.666666666666664)","(8.5, 11.5, 11.35)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.719354838709678)","(3.8, 5.1, 4.905882352941176)"
15-12-2022 10:51:30.107486,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.719354838709678)","(3.8, 5.1, 4.905882352941176)"
15-12-2022 10:51:31.016051,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.692592592592593)","(3.8, 5.1, 4.611111111111111)"
15-12-2022 10:51:31.969561,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.699999999999999)"
15-12-2022 10:51:32.869363,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.699999999999999)"
15-12-2022 10:51:33.764804,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.699999999999999)"
15-12-2022 10:51:34.761610,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.594736842105263)"
15-12-2022 10:51:35.659919,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.594736842105263)"
15-12-2022 10:51:36.534568,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.594736842105263)"
15-12-2022 10:51:37.459513,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.594736842105263)"
15-12-2022 10:51:38.405589,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3106666666666666)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.594736842105263)"
15-12-2022 10:51:39.337451,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3106666666666666)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.715999999999999)"
15-12-2022 10:51:40.349692,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3106666666666666)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.715999999999999)"
15-12-2022 10:51:41.267496,"(19.0, 46.0, 33.4)","(8.5, 12.0, 10.936363636363637)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3106666666666666)","(4.2, 5.9, 5.656521739130435)","(3.8, 5.1, 4.884615384615384)"
15-12-2022 10:51:42.217441,"(19.0, 46.0, 41.15384615384615)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3145454545454545)","(4.2, 5.9, 4.8500000000000005)","(3.8, 5.1, 4.884615384615384)"
15-12-2022 10:51:43.141642,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3145454545454545)","(4.2, 5.9, 5.290909090909091)","(3.8, 5.1, 4.884615384615384)"
15-12-2022 10:51:44.070178,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3145454545454545)","(4.2, 5.8, 5.254545454545454)","(3.8, 5.1, 4.884615384615384)"
15-12-2022 10:51:45.006129,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.38, 2.3145454545454545)","(4.2, 5.8, 5.4)","(3.8, 5.1, 4.884615384615384)"
15-12-2022 10:51:45.935444,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.092307692307692)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.4, 2.3035714285714284)","(4.2, 6.2, 5.7846153846153845)","(3.8, 5.1, 4.955882352941177)"
15-12-2022 10:51:46.826120,"(19.0, 46.0, 30.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.35)","(3.8, 5.0, 4.837837837837838)"
15-12-2022 10:51:47.752264,"(19.0, 46.0, 30.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.35)","(3.8, 5.0, 4.837837837837838)"
15-12-2022 10:51:48.649636,"(19.0, 46.0, 30.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.35)","(3.8, 5.0, 4.837837837837838)"
15-12-2022 10:51:49.594749,"(19.0, 46.0, 30.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.01)","(3.8, 5.0, 4.837837837837838)"
15-12-2022 10:51:50.509006,"(19.0, 46.0, 30.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.625)","(3.8, 5.0, 4.837837837837838)"
15-12-2022 10:51:51.412541,"(19.0, 46.0, 30.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.36, 2.32)","(4.2, 6.0, 5.01)","(3.8, 5.0, 4.837837837837838)"
15-12-2022 10:51:52.337461,"(19.0, 46.0, 30.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.01)","(3.8, 5.0, 4.837837837837838)"
15-12-2022 10:51:53.197170,"(19.0, 46.0, 30.5)","(8.5, 11.5, 10.76)","(11.0, 25.0, 20.666666666666668)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.01)","(3.8, 5.0, 4.837837837837838)"
15-12-2022 10:51:54.137360,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 11.28125)","(11.0, 25.0, 23.5)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.01)","(3.8, 5.0, 4.533333333333333)"
15-12-2022 10:51:55.119030,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 11.028571428571428)","(11.0, 25.0, 23.5)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.541176470588235)","(3.8, 5.0, 4.5625)"
15-12-2022 10:51:56.079555,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 10.725)","(11.0, 25.0, 23.5)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.541176470588235)","(3.8, 5.0, 4.688888888888889)"
15-12-2022 10:51:57.019911,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 11.028571428571428)","(11.0, 25.0, 23.5)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.541176470588235)","(3.8, 4.9, 4.688888888888889)"
15-12-2022 10:51:57.923008,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 11.028571428571428)","(11.0, 25.0, 23.5)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.541176470588235)","(3.8, 4.9, 4.6866666666666665)"
15-12-2022 10:51:58.801039,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 11.028571428571428)","(11.0, 25.0, 23.5)","(2.35, 2.36, 2.32)","(4.2, 6.2, 5.541176470588235)","(3.8, 4.9, 4.6866666666666665)"
15-12-2022 10:51:59.796162,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 11.028571428571428)","(11.0, 25.0, 23.5)","(2.35, 2.4, 2.3035714285714284)","(4.2, 6.2, 5.35)","(3.8, 4.9, 4.6866666666666665)"
15-12-2022 10:52:00.757856,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 11.028571428571428)","(11.0, 25.0, 23.5)","(2.35, 2.4, 2.3035714285714284)","(4.2, 6.0, 5.6)","(3.8, 4.9, 4.6866666666666665)"
15-12-2022 10:52:01.745353,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 11.028571428571428)","(11.0, 25.0, 23.5)","(2.35, 2.4, 2.3035714285714284)","(4.2, 6.0, 5.607142857142858)","(3.8, 4.9, 4.65)"
15-12-2022 10:52:02.636071,"(19.0, 46.0, 40.833333333333336)","(8.5, 11.5, 10.675)","(11.0, 25.0, 23.5)","(2.35, 2.4, 2.3035714285714284)","(4.2, 6.0, 5.633333333333334)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:03.519540,"(19.0, 46.0, 40.833333333333336)","(8.5, 12.0, 9.685714285714287)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3266666666666667)","(4.2, 6.0, 5.633333333333334)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:04.482239,"(19.0, 46.0, 40.833333333333336)","(8.5, 12.0, 9.45)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.0, 5.633333333333334)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:05.476792,"(19.0, 46.0, 40.833333333333336)","(8.5, 12.0, 9.942857142857143)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.0, 5.633333333333334)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:06.451844,"(19.0, 46.0, 40.833333333333336)","(8.5, 12.0, 9.3)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.0, 5.818181818181818)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:07.365836,"(19.0, 46.0, 30.5)","(8.5, 12.0, 10.820689655172414)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.0, 5.818181818181818)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:08.256468,"(19.0, 46.0, 30.5)","(8.5, 12.0, 10.820689655172414)","(11.0, 25.0, 23.5)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.0, 5.818181818181818)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:09.171206,"(19.0, 46.0, 30.5)","(8.5, 12.0, 10.820689655172414)","(11.0, 26.0, 24.0)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.0, 5.818181818181818)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:10.087450,"(19.0, 46.0, 30.5)","(8.5, 12.0, 10.820689655172414)","(11.0, 26.0, 24.0)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.2, 5.523076923076923)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:11.080054,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.685714285714287)","(11.0, 26.0, 24.0)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.2, 5.523076923076923)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:12.120874,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.814285714285713)","(11.0, 26.0, 24.0)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.2, 5.523076923076923)","(3.8, 4.9, 4.833333333333334)"
15-12-2022 10:52:13.172502,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.814285714285713)","(11.0, 26.0, 24.0)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.2, 5.523076923076923)","(3.8, 4.9, 4.6647058823529415)"
15-12-2022 10:52:14.193332,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.814285714285713)","(11.0, 26.0, 24.0)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.2, 5.523076923076923)","(3.8, 4.9, 4.6647058823529415)"
15-12-2022 10:52:15.083700,"(19.0, 46.0, 30.5)","(8.5, 12.0, 9.814285714285713)","(11.0, 26.0, 24.0)","(2.35, 2.38, 2.3228571428571425)","(4.2, 6.2, 5.523076923076923)","(3.8, 4.9, 4.511111111111111)"
