,Moraine Marco,Crackerjack Bull,Menari Tom,Winston Town,Your Colour Room,Aston Wyatt,Moraine Baloo
10-01-2023 15:05:58.976606,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 4.99)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 560.0, 424.44444444444446)"
10-01-2023 15:06:00.009783,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 4.99)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:01.076731,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 4.85)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:02.155479,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 4.85)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:03.313641,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.072727272727272)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:04.452826,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 4.99)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:05.571945,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 4.99)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:06.665635,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.253846153846154)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:07.879510,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.253846153846154)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:09.123724,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.072727272727272)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:10.257032,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:11.441065,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 429.0)"
10-01-2023 15:06:12.712829,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 470.0, 519.0)"
10-01-2023 15:06:13.865937,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:14.913770,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:15.993872,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:17.126216,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 223.1818181818182)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:18.322129,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 513.3333333333333)"
10-01-2023 15:06:19.439368,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 513.3333333333333)"
10-01-2023 15:06:20.433094,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:21.462708,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:22.528410,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:23.623253,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:24.750764,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:25.858419,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:26.875088,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:27.900695,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:28.957142,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:30.029263,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:31.134913,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:32.210506,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:33.288113,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:34.314855,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:35.338480,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:36.397930,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:37.510173,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:38.594879,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:39.688387,"(14.0, 34.0, 25.25)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:40.719281,"(14.0, 34.0, 30.4)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:41.731523,"(14.0, 34.0, 30.4)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:42.853220,"(14.0, 34.0, 30.4)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:43.992747,"(14.0, 36.0, 30.625)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:45.096394,"(14.0, 36.0, 33.3125)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:46.162812,"(14.0, 36.0, 33.3125)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:47.186597,"(14.0, 36.0, 33.3125)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:48.196159,"(14.0, 36.0, 33.3125)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:49.287931,"(14.0, 36.0, 33.3125)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:50.417357,"(14.0, 36.0, 31.7)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:51.562625,"(14.0, 36.0, 30.625)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:52.722592,"(14.0, 36.0, 30.625)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:53.794428,"(14.0, 36.0, 33.375)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 513.3333333333333)"
10-01-2023 15:06:54.778206,"(14.0, 36.0, 33.375)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:55.766960,"(14.0, 36.0, 33.375)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:56.822678,"(14.0, 36.0, 33.375)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:57.956847,"(14.0, 36.0, 33.375)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:06:59.064363,"(14.0, 36.0, 33.375)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:00.197780,"(14.0, 36.0, 33.375)","(2.6, 3.8, 3.023529411764706)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:01.263416,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:02.336219,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:03.435492,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:04.535776,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:05.608573,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:06.661617,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:07.749145,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:08.779215,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:09.858457,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:11.066043,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:12.297032,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:13.582908,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:14.778411,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:16.017486,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:17.329223,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:18.449371,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:19.588529,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:20.769696,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:21.924501,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:23.108462,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:24.208400,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:25.285147,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:26.427361,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:27.524503,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:28.628275,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:29.772743,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 513.3333333333333)"
10-01-2023 15:07:30.807160,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 513.3333333333333)"
10-01-2023 15:07:31.853480,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 513.3333333333333)"
10-01-2023 15:07:33.015471,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:34.128428,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:35.289643,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:36.442863,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:37.512732,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:38.519746,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:39.521992,"(14.0, 36.0, 33.375)","(2.6, 3.95, 3.090625)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
10-01-2023 15:07:40.575330,"(14.0, 36.0, 25.75)","(2.6, 3.85, 3.0382352941176474)","(41.0, 350.0, 231.90476190476193)","(4.2, 6.6, 5.361538461538461)","(1.9, 2.7, 2.081818181818182)","(21.0, 70.0, 35.81818181818181)","(81.0, 570.0, 519.0)"
