,Veilazig,Strong Woman,Musical Millie,Frosty Flirt,Senorita Cometa,Staythirstymyamigo,Kimbells Strategy
08-12-2022 13:40:43.083923,"(14.0, 32.0, 24.25)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.994285714285715)","(3.3, 4.5, 4.316666666666666)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.73)"
08-12-2022 13:40:44.405012,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.994285714285715)","(3.3, 4.5, 4.316666666666666)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.73)"
08-12-2022 13:40:45.756982,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.6461538461538465)","(3.3, 4.5, 4.4)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.73)"
08-12-2022 13:40:47.106227,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.707692307692308)","(3.3, 4.5, 4.4)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.73)"
08-12-2022 13:40:48.360168,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.707692307692308)","(3.3, 4.5, 4.4)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:40:49.817688,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.707692307692308)","(3.3, 4.5, 4.4)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:40:51.179357,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.707692307692308)","(3.3, 4.5, 4.3428571428571425)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:40:52.665632,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.707692307692308)","(3.3, 4.5, 4.3428571428571425)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:40:53.940377,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.707692307692308)","(3.3, 4.5, 4.3428571428571425)","(15.0, 19.0, 17.75)","(21.0, 27.0, 24.9375)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:40:55.245625,"(14.0, 32.0, 29.416666666666668)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.64)","(3.3, 4.5, 4.3428571428571425)","(15.0, 19.0, 17.681818181818183)","(21.0, 27.0, 16.6)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:40:56.491194,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 6.025)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 17.681818181818183)","(21.0, 25.0, 22.266666666666666)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:40:57.756615,"(14.0, 32.0, 29.272727272727273)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 6.025)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 17.681818181818183)","(21.0, 24.0, 22.266666666666666)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:40:59.060558,"(14.0, 32.0, 29.272727272727273)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 6.025)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 17.681818181818183)","(21.0, 24.0, 22.266666666666666)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:00.339600,"(14.0, 32.0, 29.272727272727273)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 18.14)","(21.0, 24.0, 22.266666666666666)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:01.604997,"(14.0, 32.0, 29.272727272727273)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 17.75)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:02.901615,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 17.75)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:04.169222,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 22.214285714285715)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:05.393439,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 17.75)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:06.632172,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 17.75)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:07.835788,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 17.75)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:09.025586,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.218181818181819)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 16.5)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:10.204577,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 16.5)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:11.433480,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 18.642857142857142)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:12.645110,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.8307692307692305)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 16.5)","(21.0, 24.0, 18.642857142857142)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:13.826197,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.64)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.5, 15.375)","(21.0, 24.0, 18.642857142857142)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:15.028755,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.64)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 21.230769230769234)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:16.187144,"(14.0, 32.0, 28.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.4, 5.64)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 19.3125)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:17.341695,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.58)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 21.230769230769234)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:18.550023,"(14.0, 32.0, 28.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.58)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 21.230769230769234)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:19.773697,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.530769230769231)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 19.3125)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:21.036332,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.530769230769231)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 18.25)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:22.326658,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.530769230769231)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 18.25)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:23.581744,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.530769230769231)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 18.25)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:24.898327,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.530769230769231)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 18.25)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:25.964904,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.530769230769231)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 18.25)","(2.7, 3.85, 3.723684210526316)"
08-12-2022 13:41:26.960836,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.530769230769231)","(3.3, 4.5, 4.3428571428571425)","(15.0, 18.0, 15.375)","(21.0, 24.0, 18.25)","(2.8, 3.85, 3.659090909090909)"
08-12-2022 13:41:28.079785,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.530769230769231)","(3.5, 4.5, 4.3428571428571425)","(14.0, 18.0, 15.375)","(15.0, 24.0, 18.25)","(2.8, 3.85, 3.659090909090909)"
08-12-2022 13:41:29.281035,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.6)","(3.5, 4.5, 4.3428571428571425)","(14.0, 18.0, 15.375)","(15.0, 24.0, 19.4)","(2.8, 3.85, 3.67)"
08-12-2022 13:41:30.578883,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.523076923076923)","(3.5, 4.5, 4.3428571428571425)","(14.0, 18.0, 15.375)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:31.854383,"(14.0, 32.0, 22.333333333333332)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.584615384615385)","(3.5, 4.5, 4.3428571428571425)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:33.132577,"(14.0, 32.0, 28.444444444444443)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.584615384615385)","(3.5, 4.5, 4.3428571428571425)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:34.594121,"(14.0, 32.0, 28.444444444444443)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.584615384615385)","(3.5, 4.5, 4.3428571428571425)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:35.875663,"(14.0, 32.0, 28.444444444444443)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.584615384615385)","(3.5, 4.5, 4.4411764705882355)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:37.285639,"(14.0, 32.0, 28.444444444444443)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.584615384615385)","(3.5, 4.5, 4.4411764705882355)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:38.484017,"(14.0, 32.0, 28.444444444444443)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.729411764705882)","(3.5, 4.5, 4.4411764705882355)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:39.561449,"(14.0, 32.0, 28.444444444444443)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.729411764705882)","(3.5, 4.5, 4.4411764705882355)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:40.693654,"(14.0, 32.0, 28.444444444444443)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.729411764705882)","(3.5, 4.5, 4.4411764705882355)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:41.807893,"(14.0, 32.0, 25.8)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.729411764705882)","(3.5, 4.5, 4.4411764705882355)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:42.959100,"(14.0, 32.0, 25.8)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.729411764705882)","(3.5, 4.5, 4.4411764705882355)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:44.106875,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.4799999999999995)","(3.5, 4.5, 4.408333333333333)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:45.271660,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.533333333333333)","(3.5, 4.7, 4.408333333333333)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:46.393923,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.0, 5.533333333333333)","(3.5, 4.7, 4.408333333333333)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:47.549629,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 5.9, 5.9)","(3.5, 4.7, 4.408333333333333)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:48.639726,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.408333333333333)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:49.816364,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.4375)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 19.4)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:51.013577,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.4375)","(14.0, 18.0, 16.96153846153846)","(14.0, 24.0, 18.8)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:52.209883,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.4375)","(14.0, 18.0, 16.96153846153846)","(14.0, 23.0, 18.8)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:53.450187,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.4375)","(14.0, 18.0, 16.96153846153846)","(14.0, 23.0, 18.8)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:54.688413,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.4375)","(14.0, 18.0, 16.96153846153846)","(14.0, 23.0, 18.8)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:55.909704,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.34)","(14.0, 18.0, 16.96153846153846)","(14.0, 23.0, 18.8)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:57.072671,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.34)","(14.0, 18.0, 16.96153846153846)","(14.0, 23.0, 15.666666666666666)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:58.234595,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.34)","(14.0, 18.0, 16.96153846153846)","(14.0, 23.0, 15.666666666666666)","(2.9, 3.85, 3.67)"
08-12-2022 13:41:59.366073,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.34)","(14.0, 18.0, 16.96153846153846)","(14.0, 23.0, 15.666666666666666)","(2.9, 3.85, 3.67)"
08-12-2022 13:42:00.573659,"(14.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.5, 6.2, 5.685714285714286)","(3.5, 4.7, 4.34)","(14.0, 18.0, 16.96153846153846)","(14.0, 23.0, 15.666666666666666)","(2.9, 3.85, 3.67)"
08-12-2022 13:42:01.808896,"(15.0, 32.0, 24.5)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.2, 5.4799999999999995)","(3.7, 4.7, 4.34)","(13.0, 18.0, 15.6)","(11.0, 23.0, 18.6)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:02.986806,"(15.0, 32.0, 26.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.2, 5.5)","(3.7, 4.7, 4.34)","(13.0, 18.0, 15.333333333333334)","(11.0, 23.0, 18.6)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:04.341187,"(15.0, 32.0, 26.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.5)","(3.7, 4.7, 4.34)","(13.0, 18.0, 15.333333333333334)","(11.0, 23.0, 18.6)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:05.545355,"(15.0, 32.0, 26.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.5)","(3.7, 4.7, 4.34)","(13.0, 18.0, 15.333333333333334)","(11.0, 23.0, 18.6)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:06.711880,"(15.0, 32.0, 26.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.5)","(3.7, 4.7, 4.34)","(13.0, 18.0, 15.333333333333334)","(11.0, 23.0, 18.6)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:07.818187,"(15.0, 32.0, 26.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.5)","(3.7, 4.7, 4.34)","(13.0, 18.0, 15.333333333333334)","(11.0, 23.0, 18.6)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:08.946302,"(15.0, 32.0, 26.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.590909090909091)","(3.7, 4.7, 4.475)","(13.0, 18.0, 15.333333333333334)","(11.0, 23.0, 17.75)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:10.127001,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.7)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.333333333333334)","(11.0, 23.0, 17.75)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:11.287534,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.7)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 23.0, 17.75)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:12.487332,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.7)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 23.0, 17.75)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:13.599468,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.7)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 23.0, 17.75)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:14.655224,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.7)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 23.0, 17.75)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:15.594674,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.7)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 23.0, 17.75)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:16.631128,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.7)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.333333333333334)","(11.0, 23.0, 15.5)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:17.728379,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.6)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 23.0, 16.75)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:18.912234,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.6)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 21.0, 16.75)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:20.078105,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 21.0, 16.75)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:21.216717,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 21.0, 16.75)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:22.354730,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 21.0, 16.75)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:23.453301,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 21.0, 18.166666666666668)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:24.556556,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 21.0, 18.166666666666668)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:25.651491,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 21.0, 18.166666666666668)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:26.795523,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.142857142857142)","(11.0, 21.0, 18.166666666666668)","(3.0, 3.85, 3.7375)"
08-12-2022 13:42:27.898439,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 18.0, 15.75)","(11.0, 21.0, 18.166666666666668)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:28.949825,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 17.5, 15.166666666666666)","(11.0, 21.0, 18.166666666666668)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:29.996883,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 17.5, 14.875)","(11.0, 21.0, 18.166666666666668)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:31.050926,"(15.0, 32.0, 22.0)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.6, 4.475)","(13.0, 17.5, 16.357142857142858)","(11.0, 21.0, 18.166666666666668)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:32.043643,"(15.0, 32.0, 25.6)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.7, 4.34)","(12.0, 17.5, 16.357142857142858)","(11.0, 21.0, 17.357142857142858)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:33.147107,"(15.0, 32.0, 25.6)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.7, 4.34)","(12.0, 17.5, 16.357142857142858)","(11.0, 21.0, 17.357142857142858)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:34.145334,"(15.0, 32.0, 25.6)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.7, 4.34)","(12.0, 17.5, 16.357142857142858)","(11.0, 21.0, 17.357142857142858)","(3.0, 3.85, 3.67)"
08-12-2022 13:42:35.169520,"(15.0, 32.0, 25.6)","(5.5, 7.4, 7.114285714285715)","(5.0, 6.0, 5.733333333333333)","(3.7, 4.7, 4.34)","(12.0, 17.5, 16.357142857142858)","(11.0, 21.0, 15.9)","(3.0, 3.85, 3.67)"
