,Alpha Raphel,Pimmy,Myka,Cracking Miss,Curious Caza,Once You Go
04-01-2023 13:21:45.953856,"(6.0, 9.4, 7.955555555555556)","(10.0, 19.0, 14.4)","(5.0, 10.5, 7.166666666666667)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 2.0025)","(12.0, 26.0, 21.333333333333336)"
04-01-2023 13:21:47.008235,"(6.0, 9.4, 7.955555555555556)","(10.0, 19.0, 14.4)","(5.0, 10.5, 7.0)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 2.0025)","(12.0, 26.0, 21.333333333333336)"
04-01-2023 13:21:48.012875,"(6.0, 9.4, 7.955555555555556)","(10.0, 19.0, 14.4)","(5.0, 10.5, 6.75)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 2.0025)","(12.0, 26.0, 21.333333333333336)"
04-01-2023 13:21:48.963551,"(6.0, 9.4, 7.955555555555556)","(10.0, 19.0, 14.4)","(5.0, 10.5, 8.833333333333334)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 2.0025)","(12.0, 26.0, 21.333333333333336)"
04-01-2023 13:21:50.002282,"(6.0, 9.4, 7.955555555555556)","(10.0, 19.0, 14.4)","(5.0, 10.5, 8.833333333333334)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 2.0025)","(12.0, 26.0, 21.333333333333336)"
04-01-2023 13:21:50.907712,"(6.0, 9.4, 7.955555555555556)","(10.0, 19.0, 14.4)","(5.0, 10.5, 8.833333333333334)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 2.0025)","(12.0, 26.0, 21.333333333333336)"
04-01-2023 13:21:51.850578,"(6.0, 9.4, 7.955555555555556)","(10.0, 19.0, 14.4)","(5.0, 10.5, 8.0)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.9965517241379311)","(12.0, 26.0, 23.2)"
04-01-2023 13:21:52.801256,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.95)","(5.0, 10.5, 7.5588235294117645)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.995)","(12.0, 26.0, 23.2)"
04-01-2023 13:21:53.717290,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.166666666666666)","(5.0, 10.5, 8.192307692307693)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.995)","(12.0, 26.0, 24.3125)"
04-01-2023 13:21:54.688489,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.166666666666666)","(5.0, 10.5, 6.9)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 23.4)"
04-01-2023 13:21:55.655414,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.166666666666666)","(5.0, 10.5, 8.442857142857143)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 23.4)"
04-01-2023 13:21:56.504101,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.166666666666666)","(5.0, 10.5, 8.58)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 23.4)"
04-01-2023 13:21:57.462455,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.166666666666666)","(5.0, 10.5, 8.58)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.9656)","(12.0, 26.0, 23.4)"
04-01-2023 13:21:58.402799,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.166666666666666)","(5.0, 10.5, 8.58)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.96875)","(12.0, 26.0, 23.4)"
04-01-2023 13:21:59.315559,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.166666666666666)","(5.0, 10.5, 8.58)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.96875)","(12.0, 26.0, 23.4)"
04-01-2023 13:22:00.285969,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 15.384615384615383)","(5.0, 10.5, 8.528571428571428)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.96875)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:01.221156,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 15.384615384615383)","(5.0, 10.5, 9.120000000000001)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.96875)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:02.174934,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 15.866666666666667)","(5.0, 10.5, 9.35)","(4.6, 7.4, 5.483333333333333)","(1.9, 2.1, 1.9539130434782608)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:03.227466,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 15.083333333333332)","(5.0, 10.5, 8.535714285714285)","(4.6, 7.4, 6.300000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:04.212391,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 14.4)","(5.0, 10.0, 8.535714285714285)","(4.6, 7.4, 6.300000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:05.117020,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 16.90909090909091)","(5.0, 9.8, 9.10909090909091)","(4.6, 7.4, 6.7125)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:06.055980,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 11.5)","(5.0, 9.8, 8.600000000000001)","(4.6, 7.4, 5.65)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:07.001522,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 11.5)","(5.0, 9.8, 8.771428571428572)","(4.6, 7.4, 5.65)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:07.933595,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 11.5)","(5.0, 9.8, 8.771428571428572)","(4.6, 7.4, 5.65)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:08.943713,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 11.5)","(5.0, 9.8, 8.771428571428572)","(4.6, 7.4, 5.65)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:09.973969,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 11.5)","(5.0, 9.8, 9.120000000000001)","(4.6, 7.4, 5.65)","(1.9, 2.1, 1.9539130434782608)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:10.887244,"(6.0, 9.4, 8.471428571428572)","(10.0, 19.0, 11.5)","(5.0, 9.8, 9.120000000000001)","(4.6, 7.4, 5.65)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:11.839785,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 16.5)","(5.0, 9.6, 7.1)","(4.6, 7.4, 6.45)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:12.781994,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 15.666666666666666)","(5.0, 9.6, 7.1)","(4.6, 7.4, 6.536363636363637)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:13.739610,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 15.666666666666666)","(5.0, 9.6, 7.1)","(4.6, 7.4, 6.536363636363637)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:14.744910,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 15.666666666666666)","(5.0, 9.6, 7.1)","(4.6, 7.4, 6.536363636363637)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:15.699661,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 15.666666666666666)","(5.0, 9.6, 7.1)","(4.6, 7.4, 6.536363636363637)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:16.617206,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 15.875)","(5.0, 9.6, 7.1)","(4.6, 7.4, 6.536363636363637)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:17.535575,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 16.115384615384613)","(5.0, 9.6, 7.1)","(4.6, 7.4, 6.536363636363637)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:18.498718,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 16.846153846153847)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.707692307692308)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:19.402209,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 18.3)","(5.0, 9.8, 7.666666666666667)","(4.6, 7.4, 6.707692307692308)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:20.399357,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 18.3)","(5.0, 9.8, 7.666666666666667)","(4.6, 7.4, 6.800000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:21.368913,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 18.3)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.800000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:22.351055,"(6.0, 9.2, 8.342857142857142)","(10.0, 19.0, 17.375)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.5)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:23.330404,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.1875)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.5)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:24.360550,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.27777777777778)","(5.0, 10.0, 8.8)","(4.6, 7.4, 6.2)","(1.9, 2.1, 1.9539130434782608)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:25.290365,"(6.0, 9.4, 8.1)","(10.0, 19.0, 18.27777777777778)","(5.0, 11.0, 8.8)","(4.6, 7.4, 6.2)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:26.315785,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.4)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.550000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:27.284924,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.454545454545453)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.550000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:28.288367,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.454545454545453)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.550000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:29.330176,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.454545454545453)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.550000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:30.385092,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.454545454545453)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.550000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:31.352288,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.3125)","(5.0, 10.0, 7.166666666666666)","(4.6, 7.4, 6.550000000000001)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:32.365125,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.166666666666668)","(5.0, 10.5, 7.25)","(4.6, 7.4, 6.333333333333333)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:33.307533,"(6.0, 9.0, 8.371428571428572)","(10.0, 19.0, 18.444444444444443)","(5.0, 10.5, 7.25)","(4.6, 7.4, 6.557894736842106)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:34.216728,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.444444444444443)","(5.0, 10.5, 7.25)","(4.6, 7.4, 6.557894736842106)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:35.230251,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.444444444444443)","(5.0, 10.5, 7.25)","(4.6, 7.4, 6.557894736842106)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 24.666666666666664)"
04-01-2023 13:22:36.302630,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.444444444444443)","(5.0, 10.5, 7.25)","(4.6, 7.4, 6.557894736842106)","(1.9, 2.1, 1.978846153846154)","(12.0, 26.0, 24.0)"
04-01-2023 13:22:37.310379,"(6.0, 9.2, 8.0)","(10.0, 19.0, 18.444444444444443)","(5.0, 10.5, 7.25)","(4.6, 7.4, 6.557894736842106)","(1.9, 2.1, 2.0035714285714286)","(12.0, 26.0, 24.0)"
04-01-2023 13:22:38.345492,"(6.0, 9.2, 7.723076923076922)","(10.0, 19.0, 18.444444444444443)","(5.0, 10.5, 7.25)","(4.6, 7.4, 6.4)","(1.9, 2.1, 2.01)","(12.0, 26.0, 24.0)"
04-01-2023 13:22:39.404607,"(6.0, 9.0, 7.9)","(10.0, 19.0, 18.25)","(5.0, 10.5, 7.033333333333333)","(4.6, 7.4, 7.43)","(1.9, 2.1, 2.061714285714286)","(12.0, 26.0, 20.0)"
04-01-2023 13:22:40.344303,"(6.0, 9.0, 8.0)","(10.0, 19.0, 18.5)","(5.0, 10.5, 7.033333333333333)","(4.6, 7.6, 7.25)","(1.9, 2.08, 2.0576)","(12.0, 26.0, 23.0)"
04-01-2023 13:22:41.302679,"(6.0, 9.0, 7.742857142857143)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.1)","(4.6, 8.0, 7.0)","(1.9, 2.08, 2.0576)","(12.0, 25.0, 23.0)"
04-01-2023 13:22:42.337215,"(6.0, 9.0, 7.742857142857143)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.0)","(1.9, 2.08, 2.003076923076923)","(12.0, 25.0, 23.0)"
04-01-2023 13:22:43.304973,"(6.0, 9.0, 7.742857142857143)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.0)","(1.9, 2.08, 2.003076923076923)","(12.0, 25.0, 23.0)"
04-01-2023 13:22:44.375600,"(6.0, 9.0, 7.742857142857143)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.0)","(1.9, 2.08, 2.003076923076923)","(12.0, 25.0, 23.0)"
04-01-2023 13:22:45.456564,"(6.0, 9.0, 7.742857142857143)","(10.0, 19.0, 18.5)","(5.0, 10.5, 9.1125)","(4.6, 8.0, 7.0)","(1.9, 2.08, 2.003076923076923)","(12.0, 25.0, 23.0)"
04-01-2023 13:22:46.415480,"(6.0, 8.8, 7.688888888888889)","(10.0, 19.0, 17.875)","(5.0, 10.5, 9.1125)","(4.6, 8.0, 7.428571428571429)","(1.9, 2.08, 2.035)","(12.0, 25.0, 21.0)"
04-01-2023 13:22:47.484274,"(6.0, 8.8, 7.2444444444444445)","(10.0, 19.0, 18.5)","(5.0, 9.8, 8.675)","(4.6, 8.0, 7.2)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.1)"
04-01-2023 13:22:48.452984,"(6.0, 8.6, 7.444444444444445)","(10.0, 19.0, 18.5)","(5.0, 9.8, 8.675)","(4.6, 8.0, 7.2)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.1)"
04-01-2023 13:22:49.495589,"(6.0, 8.6, 7.444444444444445)","(10.0, 19.0, 18.5)","(5.0, 9.8, 8.675)","(4.6, 8.0, 7.2)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.1)"
04-01-2023 13:22:50.495156,"(6.0, 8.6, 7.444444444444445)","(10.0, 19.0, 18.5)","(5.0, 9.8, 8.3)","(4.6, 8.0, 7.2)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.1)"
04-01-2023 13:22:51.543270,"(6.0, 8.6, 7.444444444444445)","(10.0, 19.0, 18.5)","(5.0, 10.0, 8.4)","(4.6, 8.0, 7.2)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.1)"
04-01-2023 13:22:52.545106,"(6.0, 8.6, 7.444444444444445)","(10.0, 19.0, 18.5)","(5.0, 10.0, 8.65)","(4.6, 8.0, 7.6)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.1)"
04-01-2023 13:22:53.522641,"(6.0, 8.4, 7.821052631578947)","(10.0, 19.0, 18.416666666666668)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.6)","(1.9, 2.08, 2.035)","(12.0, 25.0, 21.2)"
04-01-2023 13:22:54.606180,"(6.0, 8.2, 7.4799999999999995)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.6)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.2)"
04-01-2023 13:22:55.649325,"(6.0, 8.2, 7.3)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.6)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.2)"
04-01-2023 13:22:56.721414,"(6.0, 8.2, 7.3)","(10.0, 19.0, 18.875)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.6)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.2)"
04-01-2023 13:22:57.788128,"(6.0, 8.2, 7.3)","(10.0, 20.0, 18.875)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.6)","(1.9, 2.08, 2.035)","(12.0, 25.0, 23.2)"
04-01-2023 13:22:58.818661,"(6.0, 8.2, 7.3)","(10.0, 20.0, 18.875)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.72)","(1.9, 2.08, 2.031111111111111)","(12.0, 25.0, 23.2)"
04-01-2023 13:22:59.882929,"(6.0, 8.2, 7.5249999999999995)","(10.0, 20.0, 18.875)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.5)","(1.9, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.2)"
04-01-2023 13:23:01.000978,"(6.0, 8.0, 7.2)","(10.0, 20.0, 18.857142857142858)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.9, 2.06, 2.0290909090909093)","(12.0, 25.0, 21.4)"
04-01-2023 13:23:02.166572,"(6.0, 8.0, 7.2)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.9, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.3)"
04-01-2023 13:23:03.448665,"(6.0, 8.0, 7.015384615384615)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.9, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.3)"
04-01-2023 13:23:04.573672,"(6.0, 8.0, 7.2)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.9, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.3)"
04-01-2023 13:23:05.699493,"(6.0, 8.0, 7.2)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.9, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.3)"
04-01-2023 13:23:06.903211,"(6.0, 8.0, 7.2)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.714285714285714)","(1.85, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.3)"
04-01-2023 13:23:08.041549,"(6.0, 9.0, 7.18)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.714285714285714)","(1.85, 2.06, 2.0290909090909093)","(12.0, 25.0, 21.6)"
04-01-2023 13:23:09.125738,"(6.0, 8.8, 7.0)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.714285714285714)","(1.85, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.4)"
04-01-2023 13:23:10.183837,"(6.0, 8.8, 7.0)","(10.0, 19.0, 18.5)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.714285714285714)","(1.85, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.4)"
04-01-2023 13:23:11.416086,"(6.0, 8.8, 7.0)","(10.0, 21.0, 18.272727272727273)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.714285714285714)","(1.85, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.4)"
04-01-2023 13:23:12.435885,"(6.0, 8.8, 7.0)","(10.0, 21.0, 18.272727272727273)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.714285714285714)","(1.85, 2.06, 2.0290909090909093)","(12.0, 25.0, 23.4)"
04-01-2023 13:23:13.389200,"(6.0, 8.8, 7.0)","(10.0, 21.0, 18.272727272727273)","(5.0, 10.5, 8.223076923076922)","(4.6, 8.0, 7.714285714285714)","(1.85, 2.06, 1.9904545454545455)","(12.0, 25.0, 23.4)"
04-01-2023 13:23:14.443220,"(6.0, 8.6, 7.225)","(10.0, 21.0, 18.0)","(5.0, 10.0, 8.4)","(4.6, 8.0, 7.68)","(1.85, 2.06, 1.9904545454545455)","(12.0, 25.0, 23.4)"
04-01-2023 13:23:15.462232,"(6.0, 8.6, 7.0)","(10.0, 21.0, 18.555555555555557)","(5.0, 10.0, 8.4)","(4.6, 8.0, 7.68)","(1.85, 2.06, 1.9904545454545455)","(12.0, 25.0, 22.857142857142858)"
04-01-2023 13:23:16.485430,"(6.0, 8.6, 7.0)","(10.0, 21.0, 18.555555555555557)","(5.0, 10.0, 8.4)","(4.6, 8.0, 7.68)","(1.85, 2.06, 1.9904545454545455)","(12.0, 25.0, 22.857142857142858)"
04-01-2023 13:23:17.641475,"(6.0, 8.6, 7.0)","(10.0, 21.0, 17.21875)","(5.0, 10.0, 8.4)","(4.6, 8.0, 7.68)","(1.85, 2.06, 1.9904545454545455)","(12.0, 25.0, 23.5)"
04-01-2023 13:23:18.852625,"(6.0, 8.6, 7.0)","(10.0, 21.0, 17.21875)","(5.0, 10.0, 8.4)","(4.6, 8.0, 7.68)","(1.85, 2.06, 1.9904545454545455)","(12.0, 25.0, 23.5)"
04-01-2023 13:23:20.096429,"(6.0, 8.6, 7.0)","(10.0, 21.0, 17.21875)","(5.0, 10.0, 8.4)","(4.6, 8.0, 7.68)","(1.85, 2.06, 1.9904545454545455)","(12.0, 25.0, 23.5)"
04-01-2023 13:23:21.918477,"(6.0, 8.6, 7.225)","(10.0, 21.0, 17.21875)","(5.0, 10.0, 8.65)","(4.6, 8.0, 7.3)","(1.85, 2.06, 1.9904545454545455)","(12.0, 25.0, 23.5)"
04-01-2023 13:23:23.035465,"(6.0, 8.4, 7.15)","(10.0, 21.0, 17.21875)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.72)","(1.85, 2.06, 1.983157894736842)","(12.0, 25.0, 23.6)"
04-01-2023 13:23:24.216529,"(6.0, 8.4, 6.945454545454545)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.72)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 21.75)"
04-01-2023 13:23:25.448545,"(6.0, 8.4, 6.945454545454545)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.72)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 21.75)"
04-01-2023 13:23:26.710701,"(6.0, 8.4, 6.945454545454545)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.72)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 21.75)"
04-01-2023 13:23:27.802382,"(6.0, 8.4, 6.945454545454545)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 21.75)"
04-01-2023 13:23:28.761490,"(6.0, 8.2, 7.075)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 21.75)"
04-01-2023 13:23:29.799288,"(6.0, 8.2, 6.890909090909091)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 23.8)"
04-01-2023 13:23:30.853193,"(6.0, 8.2, 6.890909090909091)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 23.8)"
04-01-2023 13:23:31.808507,"(6.0, 8.2, 6.890909090909091)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 23.8)"
04-01-2023 13:23:32.786025,"(6.0, 8.2, 6.890909090909091)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 23.8)"
04-01-2023 13:23:33.744813,"(6.0, 8.2, 6.890909090909091)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.733333333333333)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 23.8)"
04-01-2023 13:23:34.733947,"(6.0, 8.2, 6.890909090909091)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.714285714285714)","(1.85, 2.02, 1.9675)","(12.0, 25.0, 23.8)"
04-01-2023 13:23:35.817636,"(6.0, 8.0, 7.0)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.777777777777778)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 22.6)"
04-01-2023 13:23:36.799871,"(6.0, 8.0, 7.0)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.777777777777778)","(1.85, 2.02, 1.983157894736842)","(12.0, 25.0, 24.05)"
04-01-2023 13:23:37.751279,"(6.0, 8.0, 7.0)","(10.0, 21.0, 17.615384615384617)","(5.0, 10.5, 8.65)","(4.6, 8.0, 7.777777777777778)","(1.85, 2.02, 1.983157894736842)","(12.0, 26.0, 24.05)"
