,Sugar Shane,Aston Pride,Adelmo Bale,Clips,Winnington Bale,Poppys Pride,Limiting
10-01-2023 16:14:47.584956,"(26.0, 290.0, 131.23076923076923)","(5.5, 22.0, 18.514285714285712)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 80.0, 31.625)"
10-01-2023 16:14:48.657054,"(26.0, 290.0, 131.23076923076923)","(5.5, 22.0, 18.514285714285712)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 80.0, 31.625)"
10-01-2023 16:14:49.763736,"(26.0, 290.0, 131.23076923076923)","(5.5, 22.0, 18.514285714285712)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 80.0, 31.625)"
10-01-2023 16:14:50.950774,"(26.0, 290.0, 131.23076923076923)","(5.5, 23.0, 17.133333333333333)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 80.0, 45.25)"
10-01-2023 16:14:52.252640,"(26.0, 290.0, 131.23076923076923)","(5.5, 23.0, 17.133333333333333)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 40.25)"
10-01-2023 16:14:53.438868,"(26.0, 290.0, 131.23076923076923)","(5.5, 23.0, 17.133333333333333)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 65.0, 40.25)"
10-01-2023 16:14:54.419023,"(26.0, 290.0, 131.23076923076923)","(5.5, 23.0, 17.133333333333333)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 65.0, 40.25)"
10-01-2023 16:14:55.402995,"(26.0, 290.0, 131.23076923076923)","(5.5, 22.0, 18.514285714285712)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 65.0, 40.25)"
10-01-2023 16:14:56.497535,"(26.0, 290.0, 131.23076923076923)","(5.5, 22.0, 18.514285714285712)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 65.0, 34.57142857142857)"
10-01-2023 16:14:57.543546,"(26.0, 290.0, 131.23076923076923)","(5.5, 22.0, 18.514285714285712)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 60.0, 34.57142857142857)"
10-01-2023 16:14:58.648333,"(26.0, 290.0, 131.23076923076923)","(5.5, 22.0, 18.514285714285712)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 60.0, 34.57142857142857)"
10-01-2023 16:14:59.648603,"(26.0, 290.0, 131.23076923076923)","(5.5, 22.0, 18.514285714285712)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 60.0, 44.0)"
10-01-2023 16:15:00.759439,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 60.0, 44.0)"
10-01-2023 16:15:01.807011,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 60.0, 57.300000000000004)"
10-01-2023 16:15:02.905515,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 57.300000000000004)"
10-01-2023 16:15:03.928237,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 57.300000000000004)"
10-01-2023 16:15:04.918510,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 57.300000000000004)"
10-01-2023 16:15:05.947027,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 57.300000000000004)"
10-01-2023 16:15:07.014797,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 50.300000000000004)"
10-01-2023 16:15:08.117618,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 65.0, 47.76923076923077)"
10-01-2023 16:15:09.148606,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:10.078264,"(26.0, 290.0, 62.44444444444444)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:11.302410,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:12.554068,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:13.751462,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.592857142857143)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:14.823105,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 41.0)","(6.5, 11.0, 7.908333333333333)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:15.903871,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 55.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:16.985885,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:18.147198,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:19.252869,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:20.303585,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:21.368157,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:22.409385,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:23.447211,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 47.76923076923077)"
10-01-2023 16:15:24.501033,"(26.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.5, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:25.756398,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:26.971996,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.6465853658536584)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:28.083570,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.6465853658536584)","(21.0, 60.0, 30.909090909090907)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:29.152452,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.6465853658536584)","(21.0, 60.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:30.290393,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.6465853658536584)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:31.424195,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.6465853658536584)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:32.453659,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.6465853658536584)","(21.0, 55.0, 41.0)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:33.424278,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.5521428571428573)","(21.0, 55.0, 43.33333333333333)","(6.5, 11.0, 9.675)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:34.511310,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.5521428571428573)","(21.0, 55.0, 43.33333333333333)","(6.5, 11.0, 7.428260869565218)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:35.558333,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.5521428571428573)","(21.0, 55.0, 43.33333333333333)","(6.5, 11.0, 7.428260869565218)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:36.707348,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.5521428571428573)","(21.0, 55.0, 43.33333333333333)","(6.5, 11.0, 7.428260869565218)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:37.642763,"(21.0, 290.0, 58.888888888888886)","(5.5, 22.0, 17.933333333333334)","(1.55, 1.71, 1.5521428571428573)","(21.0, 55.0, 43.33333333333333)","(6.5, 11.0, 7.428260869565218)","(6.0, 12.0, 8.133333333333333)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:38.719574,"(21.0, 290.0, 58.888888888888886)","(5.5, 23.0, 12.905882352941177)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 43.33333333333333)","(6.5, 11.0, 5.9624999999999995)","(6.0, 12.0, 8.1)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:39.874269,"(21.0, 290.0, 58.888888888888886)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 43.33333333333333)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:41.039595,"(21.0, 290.0, 58.888888888888886)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:42.122684,"(21.0, 290.0, 58.888888888888886)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:43.188463,"(21.0, 290.0, 58.888888888888886)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 75.0, 48.0)"
10-01-2023 16:15:44.264480,"(21.0, 290.0, 58.888888888888886)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 75.0, 47.70833333333333)"
10-01-2023 16:15:45.335496,"(21.0, 290.0, 58.888888888888886)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 70.0, 46.949999999999996)"
10-01-2023 16:15:46.417638,"(21.0, 290.0, 58.888888888888886)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 60.0, 46.949999999999996)"
10-01-2023 16:15:47.509768,"(21.0, 260.0, 145.0)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 60.0, 46.949999999999996)"
10-01-2023 16:15:48.518084,"(21.0, 260.0, 87.5)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 60.0, 46.949999999999996)"
10-01-2023 16:15:49.555768,"(21.0, 260.0, 87.5)","(5.5, 23.0, 16.4)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 5.9624999999999995)","(6.0, 11.5, 8.1)","(12.0, 60.0, 46.949999999999996)"
10-01-2023 16:15:50.664550,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:15:51.779636,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:15:52.912404,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:15:53.970321,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:15:55.008648,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:15:56.075709,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:15:57.238134,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:15:58.378579,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:15:59.718539,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:16:00.981773,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:16:02.105650,"(21.0, 260.0, 87.5)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:16:03.262845,"(21.0, 260.0, 87.5)","(5.5, 23.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 6.036363636363636)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:16:04.413960,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:16:05.622428,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:16:06.733707,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 9.54)","(12.0, 80.0, 50.69230769230769)"
10-01-2023 16:16:07.870907,"(21.0, 260.0, 106.66666666666667)","(5.5, 27.0, 15.942857142857143)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 9.54)","(12.0, 80.0, 50.54545454545455)"
10-01-2023 16:16:09.033765,"(21.0, 260.0, 106.66666666666667)","(5.5, 27.0, 15.942857142857143)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 9.54)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:10.137311,"(21.0, 260.0, 106.66666666666667)","(5.5, 27.0, 15.942857142857143)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 9.54)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:11.217698,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:12.192146,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:13.229631,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:14.338480,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:15.493047,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:16.554315,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 34.0)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:17.487801,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.333333333333336)","(6.5, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:18.640167,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 39.5)","(6.0, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:19.795273,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 32.666666666666664)","(6.0, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:20.994777,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:22.146311,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:23.240456,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:24.269349,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 32.666666666666664)","(6.0, 11.0, 7.908333333333333)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:25.276832,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 32.666666666666664)","(6.0, 11.0, 9.494117647058824)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:26.423844,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.0, 9.494117647058824)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:16:27.508814,"(21.0, 260.0, 87.5)","(5.5, 24.0, 14.533333333333335)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.0, 9.494117647058824)","(6.0, 11.5, 8.1)","(12.0, 70.0, 50.54545454545455)"
