,Sugar Shane,Aston Pride,Adelmo Bale,Clips,Winnington Bale,Poppys Pride,Limiting
10-01-2023 16:17:50.509198,"(21.0, 250.0, 70.8)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:17:51.642753,"(21.0, 250.0, 70.8)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:17:52.990751,"(21.0, 250.0, 70.8)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:17:54.277568,"(21.0, 250.0, 70.8)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:17:55.354603,"(21.0, 250.0, 70.8)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:17:56.605043,"(21.0, 240.0, 68.8)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:17:57.862709,"(21.0, 240.0, 126.93333333333334)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:17:58.966746,"(21.0, 240.0, 85.81818181818181)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 33.0)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:18:00.004203,"(21.0, 240.0, 85.81818181818181)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 60.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:18:01.106471,"(21.0, 240.0, 85.81818181818181)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:18:02.282692,"(21.0, 240.0, 85.81818181818181)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:18:03.342947,"(21.0, 240.0, 126.39999999999999)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:18:04.427391,"(21.0, 240.0, 126.39999999999999)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:18:05.484792,"(21.0, 240.0, 126.39999999999999)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:18:06.622969,"(21.0, 240.0, 126.39999999999999)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 8.555555555555555)","(12.0, 70.0, 50.54545454545455)"
10-01-2023 16:18:07.812777,"(21.0, 240.0, 126.39999999999999)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 70.0, 48.25)"
10-01-2023 16:18:08.911037,"(21.0, 240.0, 121.66666666666667)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 80.0, 48.25)"
10-01-2023 16:18:09.973028,"(21.0, 240.0, 121.66666666666667)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 80.0, 48.25)"
10-01-2023 16:18:10.961741,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 80.0, 48.25)"
10-01-2023 16:18:12.096827,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 80.0, 48.25)"
10-01-2023 16:18:13.228736,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 80.0, 48.25)"
10-01-2023 16:18:14.489699,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 80.0, 38.4375)"
10-01-2023 16:18:15.554406,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 38.4375)"
10-01-2023 16:18:16.590393,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 38.4375)"
10-01-2023 16:18:17.603466,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 38.4375)"
10-01-2023 16:18:18.746980,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 38.4375)"
10-01-2023 16:18:19.945647,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 40.55555555555556)"
10-01-2023 16:18:21.109911,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:22.293081,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:23.528211,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.5318181818181817)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:24.736262,"(21.0, 250.0, 126.11111111111111)","(5.5, 23.0, 20.36)","(1.55, 1.6, 1.5318181818181817)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:25.990538,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.36)","(1.55, 1.6, 1.5318181818181817)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:27.116416,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.36)","(1.55, 1.6, 1.5318181818181817)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:28.284867,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.36)","(1.55, 1.6, 1.5318181818181817)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:29.395244,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.36)","(1.55, 1.6, 1.5318181818181817)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:30.612542,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.36)","(1.55, 1.6, 1.5318181818181817)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:31.796681,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.36)","(1.55, 1.6, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 9.935294117647059)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:32.796694,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.36)","(1.55, 1.71, 1.6088888888888888)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 8.15)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:33.922469,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.36)","(1.55, 1.7, 1.668)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 8.15)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:35.093690,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 8.15)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 49.16666666666667)"
10-01-2023 16:18:36.236194,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 8.15)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 36.25)"
10-01-2023 16:18:37.362941,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 35.27777777777778)","(6.0, 10.5, 8.15)","(6.0, 11.5, 7.714285714285714)","(12.0, 75.0, 36.25)"
10-01-2023 16:18:38.444048,"(21.0, 250.0, 91.42857142857143)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 75.0, 42.92857142857143)"
10-01-2023 16:18:39.879877,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 43.14285714285714)"
10-01-2023 16:18:40.968522,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 42.92857142857143)"
10-01-2023 16:18:42.211452,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 42.92857142857143)"
10-01-2023 16:18:43.329113,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 33.714285714285715)"
10-01-2023 16:18:44.427047,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 60.0, 33.714285714285715)"
10-01-2023 16:18:45.659650,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 60.0, 33.714285714285715)"
10-01-2023 16:18:46.828474,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 60.0, 33.714285714285715)"
10-01-2023 16:18:47.985821,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 60.0, 33.714285714285715)"
10-01-2023 16:18:49.072138,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:50.184557,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:51.314826,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:52.509463,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:53.687551,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:54.752750,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:55.805853,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:56.863570,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:58.022090,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:18:59.297489,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:19:00.450295,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.668)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 31.0)"
10-01-2023 16:19:01.545822,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.6738095238095236)","(21.0, 55.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 39.75)"
10-01-2023 16:19:02.770457,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.6738095238095236)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 39.75)"
10-01-2023 16:19:04.152296,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.6738095238095236)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 39.75)"
10-01-2023 16:19:05.649006,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.6738095238095236)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.028571428571428)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:07.082136,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.68, 1.646969696969697)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 9.4, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:08.586245,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.646969696969697)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:09.827606,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.646969696969697)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:11.020718,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.646969696969697)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:12.182471,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.646969696969697)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:13.526313,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.646969696969697)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:14.737938,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.646969696969697)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:16.065022,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.646969696969697)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:17.396845,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.6495348837209303)","(21.0, 50.0, 39.83333333333333)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 46.0625)"
10-01-2023 16:19:18.652529,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.6495348837209303)","(21.0, 50.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 65.0, 44.83333333333333)"
10-01-2023 16:19:19.876777,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.6495348837209303)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 60.0, 38.44736842105263)"
10-01-2023 16:19:21.122932,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.6495348837209303)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 60.0, 47.0)"
10-01-2023 16:19:22.373825,"(21.0, 250.0, 72.4)","(5.5, 23.0, 20.799999999999997)","(1.55, 1.71, 1.6495348837209303)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.15)","(6.0, 11.5, 8.555555555555555)","(12.0, 60.0, 41.8)"
10-01-2023 16:19:23.706950,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.555625)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.620000000000001)","(6.0, 11.5, 8.710526315789473)","(12.0, 60.0, 42.2)"
10-01-2023 16:19:24.981919,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.555625)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.7)","(6.0, 11.5, 8.710526315789473)","(12.0, 60.0, 54.42857142857143)"
10-01-2023 16:19:26.170989,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.555625)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.7)","(6.0, 11.5, 8.710526315789473)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:27.351258,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.555625)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.620000000000001)","(6.0, 11.5, 8.710526315789473)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:28.512243,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.555625)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.620000000000001)","(6.0, 11.5, 8.710526315789473)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:29.742371,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.646969696969697)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.7)","(6.0, 11.5, 8.710526315789473)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:30.893415,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.646969696969697)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.7)","(6.0, 11.5, 8.710526315789473)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:32.067118,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.646969696969697)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.620000000000001)","(6.0, 11.5, 8.710526315789473)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:33.272855,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.646969696969697)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 9.133333333333333)","(6.0, 11.5, 7.857142857142858)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:34.628957,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.646969696969697)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.94)","(6.0, 11.5, 7.884615384615384)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:36.633235,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.646969696969697)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.94)","(6.0, 11.5, 8.285714285714286)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:38.154706,"(21.0, 250.0, 72.4)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.646969696969697)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 8.7)","(6.0, 11.5, 8.192307692307693)","(12.0, 70.0, 54.42857142857143)"
10-01-2023 16:19:39.632169,"(21.0, 250.0, 65.0)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.6195652173913044)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 9.6)","(6.0, 11.5, 8.735294117647058)","(12.0, 70.0, 42.75)"
10-01-2023 16:19:40.894666,"(21.0, 250.0, 65.0)","(5.5, 23.0, 16.5)","(1.55, 1.71, 1.611904761904762)","(21.0, 55.0, 31.333333333333336)","(6.0, 10.5, 9.6)","(6.0, 11.5, 8.735294117647058)","(12.0, 70.0, 42.583333333333336)"
