,Goldstar Larson,Shane Baxter,Opawa Barns,Its Better,Alternate Shot,Barber Cubed,Smash Ready
15-12-2022 13:28:59.391254,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:00.337545,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:01.310781,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:02.297534,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:03.430297,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:04.507423,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:05.534947,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:06.544764,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:07.555542,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:08.699986,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:09.745309,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:10.718818,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:11.657377,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:12.718077,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:13.816657,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:14.863844,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:15.838769,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:16.829009,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:17.877387,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:19.016139,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:20.120371,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:21.156119,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:22.106730,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:23.185631,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:24.234664,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:25.254799,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.548571428571429)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:26.175315,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:27.184944,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:28.271801,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:29.329170,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:30.319800,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:31.325972,"(8.5, 18.0, 15.2)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 33.08888888888889)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:32.316005,"(8.5, 18.0, 15.2)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 33.08888888888889)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:33.415850,"(8.5, 18.0, 15.2)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 33.08888888888889)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:34.359607,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:35.339367,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.85, 3.0406250000000004)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:36.319331,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:37.379264,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:38.496830,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:39.532472,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:40.497773,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:41.540469,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:42.614886,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:43.773216,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:44.735834,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:45.666994,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:46.736537,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:47.723496,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:48.738409,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:49.690543,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:50.690482,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:51.772548,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:52.849573,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:53.965633,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:54.902380,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:55.934566,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:56.962738,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:58.040975,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:59.006654,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:29:59.915061,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:00.990870,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:02.094961,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:03.207403,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:04.234082,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:05.209635,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:06.214016,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:07.273185,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.5484375)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:08.351493,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 4.5600000000000005)","(14.0, 36.0, 32.64285714285714)","(1.9, 3.95, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:09.275298,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:10.329230,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:11.476320,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:12.650008,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:13.815342,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:14.874025,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:15.958982,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:17.156007,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:18.381156,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:19.546595,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:20.601482,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:21.669476,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:22.747284,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:23.869654,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:25.062309,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:26.239211,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:27.321740,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:28.466087,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:29.639062,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 32.64285714285714)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:30.747298,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 21.3125)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:31.804163,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 21.3125)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:32.904912,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 21.3125)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:33.886415,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 21.3125)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:34.994465,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 21.3125)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
15-12-2022 13:30:36.082040,"(8.5, 18.0, 16.333333333333336)","(16.0, 170.0, 76.1)","(2.6, 7.2, 5.067692307692308)","(14.0, 36.0, 21.3125)","(1.9, 2.06, 2.036)","(16.0, 80.0, 69.08333333333333)","(10.0, 55.0, 40.0)"
