,Nakula Nz,Rock Supreme,Fortes In Fide,Major Mischief,Rosarito,Chal Be Nz,Devouged,Magicol Ideal Nz,Jingles Bromac Nz,Motu Cullen Nz
10-01-2023 15:41:52.867238,"(3.1, 99999, 99990)","(6.0, 6.4, 6.330612244897959)","(31.0, 70.0, 63.333333333333336)","(4.4, 5.5, 5.436)","(41.0, 75.0, 68.33333333333333)","(14.0, 99999, 99990)","(31.0, 36.0, 34.17391304347826)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:41:54.384374,"(3.1, 99999, 99990)","(6.0, 6.4, 6.330612244897959)","(31.0, 70.0, 63.333333333333336)","(4.4, 5.5, 5.409090909090909)","(41.0, 75.0, 68.33333333333333)","(14.0, 99999, 99990)","(31.0, 36.0, 34.0)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:41:55.908870,"(3.1, 99999, 99990)","(6.0, 6.4, 6.412612612612612)","(31.0, 70.0, 55.75)","(4.4, 5.5, 5.340816326530613)","(41.0, 75.0, 60.27777777777778)","(14.0, 99999, 99990)","(31.0, 36.0, 33.42857142857143)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:41:57.385093,"(3.1, 99999, 99990)","(6.0, 6.6, 6.411764705882353)","(31.0, 60.0, 55.833333333333336)","(4.4, 5.4, 5.313461538461539)","(41.0, 65.0, 60.27777777777778)","(14.0, 99999, 99990)","(31.0, 34.0, 31.333333333333332)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:41:58.848528,"(3.1, 99999, 99990)","(6.0, 6.6, 6.497368421052632)","(31.0, 60.0, 55.96153846153846)","(4.4, 5.4, 5.217213114754099)","(41.0, 65.0, 56.05263157894737)","(14.0, 99999, 99990)","(31.0, 34.0, 32.5)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:00.346612,"(3.1, 99999, 99990)","(6.0, 6.6, 6.463157894736843)","(31.0, 60.0, 55.96153846153846)","(4.4, 5.3, 5.210555555555556)","(41.0, 65.0, 55.95238095238095)","(14.0, 99999, 99990)","(31.0, 34.0, 32.57142857142857)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:01.891472,"(3.1, 99999, 99990)","(6.0, 6.6, 6.5019607843137255)","(31.0, 60.0, 56.42857142857143)","(4.4, 5.3, 5.144444444444444)","(41.0, 65.0, 55.625)","(14.0, 99999, 99990)","(26.0, 34.0, 31.2)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:03.413795,"(3.1, 99999, 99990)","(6.0, 6.6, 6.3428571428571425)","(31.0, 60.0, 56.515151515151516)","(4.4, 5.2, 5.114754098360655)","(41.0, 65.0, 56.666666666666664)","(14.0, 99999, 99990)","(26.0, 32.0, 30.96)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:04.935808,"(3.1, 99999, 99990)","(6.0, 6.6, 6.396078431372549)","(31.0, 60.0, 56.5625)","(4.4, 5.2, 5.0)","(41.0, 60.0, 58.529411764705884)","(14.0, 99999, 99990)","(26.0, 34.0, 30.90909090909091)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:06.410132,"(3.1, 99999, 99990)","(6.0, 6.6, 6.414492753623188)","(31.0, 60.0, 56.333333333333336)","(4.4, 5.1, 4.977777777777778)","(41.0, 65.0, 58.888888888888886)","(14.0, 99999, 99990)","(26.0, 34.0, 31.6)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:07.917979,"(3.1, 99999, 99990)","(6.0, 6.6, 6.469090909090909)","(31.0, 60.0, 61.15384615384615)","(4.4, 5.1, 4.948387096774193)","(41.0, 65.0, 55.833333333333336)","(14.0, 99999, 99990)","(26.0, 32.0, 31.6)","(51.0, 99999, 99990)","(81.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:09.397188,"(3.1, 99999, 99990)","(6.0, 6.6, 6.476)","(31.0, 65.0, 63.888888888888886)","(4.4, 5.0, 4.939726027397261)","(41.0, 65.0, 55.833333333333336)","(14.0, 99999, 99990)","(26.0, 32.0, 31.6)","(51.0, 99999, 99990)","(81.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:10.868636,"(3.1, 99999, 99990)","(6.0, 6.6, 6.476)","(31.0, 65.0, 64.0)","(4.4, 5.0, 4.927272727272728)","(41.0, 65.0, 55.833333333333336)","(14.0, 99999, 99990)","(26.0, 32.0, 31.636363636363637)","(51.0, 99999, 99990)","(81.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:12.384998,"(3.1, 99999, 99990)","(6.0, 6.6, 6.53953488372093)","(31.0, 65.0, 64.0)","(4.4, 5.0, 4.934736842105264)","(41.0, 65.0, 56.53846153846154)","(14.0, 99999, 99990)","(26.0, 32.0, 31.8)","(51.0, 99999, 99990)","(81.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:13.842003,"(3.1, 99999, 99990)","(6.0, 6.6, 6.53953488372093)","(31.0, 65.0, 62.94117647058823)","(4.4, 5.0, 4.932038834951457)","(41.0, 65.0, 56.53846153846154)","(14.0, 99999, 99990)","(26.0, 32.0, 31.8)","(51.0, 99999, 99990)","(81.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:15.245470,"(3.2, 99999, 99990)","(5.5, 6.6, 6.487804878048781)","(31.0, 70.0, 62.94117647058823)","(4.4, 5.0, 4.932038834951457)","(41.0, 65.0, 58.529411764705884)","(16.0, 99999, 99990)","(26.0, 32.0, 31.8)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:16.643374,"(3.2, 99999, 99990)","(5.5, 6.8, 6.487804878048781)","(31.0, 70.0, 62.94117647058823)","(4.4, 5.0, 4.858585858585858)","(41.0, 65.0, 58.529411764705884)","(16.0, 99999, 99990)","(26.0, 32.0, 31.333333333333332)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(2.9, 99999, 99990)"
10-01-2023 15:42:18.041374,"(3.2, 99999, 99990)","(5.5, 6.6, 6.481081081081081)","(31.0, 70.0, 62.94117647058823)","(4.4, 5.0, 4.836708860759494)","(41.0, 65.0, 58.529411764705884)","(16.0, 99999, 99990)","(26.0, 34.0, 28.0)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:19.535376,"(3.2, 99999, 99990)","(5.5, 6.6, 6.492682926829269)","(31.0, 70.0, 61.111111111111114)","(4.4, 4.9, 4.848979591836735)","(41.0, 65.0, 58.888888888888886)","(16.0, 99999, 99990)","(26.0, 34.0, 31.0)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:21.025924,"(3.2, 99999, 99990)","(5.5, 6.6, 6.492682926829269)","(31.0, 70.0, 61.111111111111114)","(4.4, 4.9, 4.84047619047619)","(41.0, 65.0, 58.888888888888886)","(16.0, 99999, 99990)","(26.0, 32.0, 27.34090909090909)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:22.450650,"(3.2, 99999, 99990)","(5.5, 6.6, 6.603076923076923)","(31.0, 70.0, 61.111111111111114)","(4.4, 4.9, 4.8845528455284555)","(41.0, 65.0, 59.21052631578947)","(16.0, 99999, 99990)","(26.0, 30.0, 27.414893617021278)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:23.931788,"(3.2, 99999, 99990)","(5.5, 6.8, 6.622222222222223)","(31.0, 70.0, 61.111111111111114)","(4.4, 5.0, 4.863225806451613)","(41.0, 65.0, 59.21052631578947)","(16.0, 99999, 99990)","(26.0, 30.0, 27.20689655172414)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:25.536535,"(3.2, 99999, 99990)","(5.5, 6.8, 6.532653061224489)","(31.0, 70.0, 61.111111111111114)","(4.4, 5.0, 4.862337662337662)","(41.0, 65.0, 59.21052631578947)","(16.0, 99999, 99990)","(26.0, 30.0, 27.107142857142858)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:27.164229,"(3.2, 99999, 99990)","(5.5, 6.6, 6.622222222222223)","(31.0, 70.0, 61.111111111111114)","(4.4, 5.0, 4.864102564102564)","(41.0, 65.0, 59.21052631578947)","(16.0, 99999, 99990)","(21.0, 30.0, 27.2)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:29.043091,"(3.2, 99999, 99990)","(5.5, 6.8, 6.622222222222223)","(31.0, 70.0, 61.111111111111114)","(4.4, 5.0, 4.864102564102564)","(41.0, 65.0, 59.5)","(16.0, 99999, 99990)","(21.0, 30.0, 27.264705882352942)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:30.770609,"(3.2, 99999, 99990)","(5.5, 6.8, 6.63875968992248)","(31.0, 70.0, 61.111111111111114)","(4.4, 5.0, 4.864102564102564)","(41.0, 65.0, 59.5)","(16.0, 99999, 99990)","(21.0, 30.0, 27.886363636363637)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:32.329499,"(3.2, 99999, 99990)","(5.5, 6.8, 6.63875968992248)","(31.0, 70.0, 61.111111111111114)","(4.4, 5.0, 4.832110091743119)","(41.0, 65.0, 59.5)","(16.0, 99999, 99990)","(21.0, 30.0, 27.886363636363637)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:33.870509,"(3.2, 99999, 99990)","(5.5, 6.8, 6.63875968992248)","(31.0, 70.0, 61.111111111111114)","(4.4, 4.9, 4.832110091743119)","(41.0, 65.0, 59.5)","(16.0, 99999, 99990)","(21.0, 30.0, 27.886363636363637)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:35.417063,"(3.2, 99999, 99990)","(5.5, 6.8, 6.63875968992248)","(31.0, 70.0, 61.111111111111114)","(4.4, 4.9, 4.832110091743119)","(41.0, 65.0, 60.416666666666664)","(16.0, 99999, 99990)","(21.0, 30.0, 29.5)","(51.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:36.866742,"(3.2, 99999, 99990)","(5.5, 6.8, 6.475862068965517)","(31.0, 70.0, 61.111111111111114)","(4.4, 4.9, 4.839837398373984)","(41.0, 65.0, 60.925925925925924)","(16.0, 99999, 99990)","(21.0, 32.0, 29.333333333333332)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:38.297403,"(3.2, 99999, 99990)","(5.5, 6.6, 6.4363636363636365)","(31.0, 70.0, 61.111111111111114)","(4.4, 4.9, 4.839837398373984)","(41.0, 65.0, 61.333333333333336)","(16.0, 99999, 99990)","(21.0, 30.0, 29.333333333333332)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:39.720784,"(3.2, 99999, 99990)","(5.5, 6.6, 6.475675675675676)","(31.0, 70.0, 61.25)","(4.4, 4.9, 4.817910447761194)","(41.0, 65.0, 61.53846153846154)","(16.0, 99999, 99990)","(21.0, 30.0, 28.941176470588236)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:41.183271,"(3.2, 99999, 99990)","(5.5, 6.6, 6.525842696629214)","(31.0, 70.0, 61.25)","(4.4, 4.9, 4.86060606060606)","(41.0, 65.0, 61.53846153846154)","(16.0, 99999, 99990)","(21.0, 32.0, 29.11111111111111)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:42.648175,"(3.2, 99999, 99990)","(5.5, 6.8, 6.525842696629214)","(31.0, 70.0, 61.25)","(4.4, 4.9, 4.859375)","(41.0, 65.0, 60.714285714285715)","(16.0, 99999, 99990)","(21.0, 32.0, 29.11111111111111)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:44.104198,"(3.2, 99999, 99990)","(5.5, 6.8, 6.525842696629214)","(31.0, 70.0, 61.25)","(4.4, 4.9, 4.859375)","(41.0, 65.0, 61.0)","(16.0, 99999, 99990)","(21.0, 32.0, 29.25)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:45.596827,"(3.2, 99999, 99990)","(5.5, 6.6, 6.516666666666667)","(31.0, 70.0, 61.42857142857143)","(4.4, 5.0, 4.905263157894737)","(41.0, 65.0, 61.0)","(16.0, 99999, 99990)","(21.0, 32.0, 29.25)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:47.040064,"(3.2, 99999, 99990)","(5.5, 6.6, 6.509677419354839)","(31.0, 70.0, 61.42857142857143)","(4.4, 5.0, 4.905263157894737)","(41.0, 65.0, 61.0)","(16.0, 99999, 99990)","(21.0, 32.0, 29.904761904761905)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:48.438598,"(3.2, 99999, 99990)","(5.5, 6.6, 6.358169934640523)","(31.0, 70.0, 61.42857142857143)","(4.4, 5.0, 4.925)","(41.0, 65.0, 61.0)","(16.0, 99999, 99990)","(21.0, 32.0, 29.904761904761905)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:49.790768,"(3.2, 99999, 99990)","(5.5, 6.4, 6.3849462365591405)","(31.0, 70.0, 61.42857142857143)","(4.4, 5.0, 4.937931034482759)","(41.0, 65.0, 61.0)","(16.0, 99999, 99990)","(21.0, 32.0, 29.8)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:51.233987,"(3.2, 99999, 99990)","(5.5, 6.4, 6.340425531914894)","(31.0, 70.0, 61.42857142857143)","(4.4, 5.0, 4.937931034482759)","(41.0, 65.0, 61.0)","(16.0, 99999, 99990)","(21.0, 32.0, 29.8)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:52.667917,"(3.2, 99999, 99990)","(5.5, 6.4, 6.3500000000000005)","(31.0, 70.0, 61.42857142857143)","(4.4, 5.0, 4.989655172413793)","(41.0, 65.0, 62.142857142857146)","(16.0, 99999, 99990)","(21.0, 32.0, 30.166666666666668)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:54.148306,"(3.2, 99999, 99990)","(5.5, 6.4, 6.342857142857143)","(31.0, 70.0, 64.54545454545455)","(4.4, 5.0, 4.983870967741936)","(41.0, 65.0, 62.142857142857146)","(16.0, 99999, 99990)","(21.0, 32.0, 30.5)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:55.673809,"(3.2, 99999, 99990)","(5.5, 6.4, 6.2620689655172415)","(31.0, 70.0, 64.54545454545455)","(4.4, 5.0, 4.923076923076923)","(41.0, 65.0, 62.142857142857146)","(16.0, 99999, 99990)","(21.0, 32.0, 30.5)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:57.139016,"(3.2, 99999, 99990)","(5.5, 6.4, 6.333333333333334)","(31.0, 70.0, 66.25)","(4.4, 5.0, 4.966666666666667)","(41.0, 65.0, 62.142857142857146)","(16.0, 99999, 99990)","(21.0, 32.0, 30.444444444444443)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:42:58.609482,"(3.2, 99999, 99990)","(5.5, 6.4, 6.15)","(31.0, 70.0, 66.25)","(4.4, 5.0, 4.83)","(41.0, 65.0, 62.142857142857146)","(16.0, 99999, 99990)","(21.0, 34.0, 30.444444444444443)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:00.039588,"(3.2, 99999, 99990)","(5.5, 6.4, 6.114285714285715)","(31.0, 70.0, 66.0)","(4.4, 5.0, 4.878571428571428)","(41.0, 65.0, 61.92307692307692)","(16.0, 99999, 99990)","(21.0, 34.0, 30.444444444444443)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:01.405659,"(3.2, 99999, 99990)","(5.5, 6.2, 6.136170212765958)","(31.0, 70.0, 66.25)","(4.4, 5.0, 4.9625)","(41.0, 65.0, 62.333333333333336)","(16.0, 99999, 99990)","(21.0, 34.0, 30.8)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:02.891018,"(3.2, 99999, 99990)","(5.5, 6.2, 6.2681818181818185)","(31.0, 70.0, 66.25)","(4.4, 5.0, 4.926315789473684)","(41.0, 65.0, 62.333333333333336)","(16.0, 99999, 99990)","(21.0, 34.0, 30.8)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:04.255289,"(3.2, 99999, 99990)","(5.5, 6.4, 6.2681818181818185)","(31.0, 70.0, 66.47058823529412)","(4.4, 5.0, 5.012121212121212)","(41.0, 65.0, 62.333333333333336)","(16.0, 99999, 99990)","(21.0, 34.0, 30.8)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:05.671216,"(3.2, 99999, 99990)","(5.5, 6.4, 6.281632653061225)","(31.0, 70.0, 67.85714285714286)","(4.4, 5.1, 5.025423728813559)","(41.0, 65.0, 62.333333333333336)","(16.0, 99999, 99990)","(21.0, 34.0, 31.333333333333332)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:07.081821,"(3.2, 99999, 99990)","(5.5, 6.4, 6.133333333333334)","(31.0, 70.0, 67.22222222222223)","(4.4, 5.1, 4.933333333333334)","(41.0, 65.0, 61.111111111111114)","(16.0, 99999, 99990)","(21.0, 34.0, 31.647058823529413)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:08.490008,"(3.2, 99999, 99990)","(5.5, 6.2, 6.133333333333334)","(31.0, 70.0, 67.22222222222223)","(4.4, 5.0, 4.933333333333334)","(41.0, 65.0, 60.588235294117645)","(16.0, 99999, 99990)","(21.0, 34.0, 29.93103448275862)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:09.783003,"(3.2, 99999, 99990)","(5.5, 6.2, 6.800000000000001)","(31.0, 70.0, 43.333333333333336)","(4.4, 5.0, 4.125)","(41.0, 85.0, 65.38461538461539)","(16.0, 99999, 99990)","(21.0, 36.0, 28.0)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:11.076119,"(3.2, 99999, 99990)","(5.5, 7.4, 6.800000000000001)","(31.0, 80.0, 43.333333333333336)","(4.4, 5.5, 4.195652173913043)","(41.0, 100.0, 48.666666666666664)","(16.0, 99999, 99990)","(21.0, 34.0, 27.09090909090909)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:12.586240,"(3.2, 99999, 99990)","(5.5, 4.5, 4.282511210762332)","(31.0, 80.0, 65.75)","(4.4, 5.5, 4.238235294117647)","(41.0, 100.0, 70.5)","(16.0, 99999, 99990)","(21.0, 38.0, 27.333333333333332)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:14.151301,"(3.2, 99999, 99990)","(5.5, 5.0, 3.8973684210526316)","(31.0, 75.0, 53.0)","(4.4, 5.5, 4.223529411764706)","(41.0, 95.0, 63.666666666666664)","(16.0, 99999, 99990)","(21.0, 38.0, 27.333333333333332)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:15.579776,"(3.2, 99999, 99990)","(5.5, 4.2, 5.933333333333334)","(31.0, 75.0, 61.5)","(4.4, 5.5, 5.116666666666667)","(41.0, 95.0, 72.5)","(16.0, 99999, 99990)","(21.0, 38.0, 29.2)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:17.102501,"(3.2, 99999, 99990)","(5.5, 7.0, 6.254545454545455)","(31.0, 75.0, 58.5)","(4.4, 6.2, 6.066666666666666)","(41.0, 100.0, 52.333333333333336)","(16.0, 99999, 99990)","(21.0, 38.0, 29.0)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:18.649677,"(3.2, 99999, 99990)","(5.5, 7.4, 9.513513513513512)","(31.0, 75.0, 45.45454545454545)","(4.4, 6.2, 4.8)","(41.0, 100.0, 64.0)","(16.0, 99999, 99990)","(21.0, 38.0, 31.333333333333332)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:20.134649,"(3.2, 99999, 99990)","(5.5, 10.0, 9.485714285714286)","(31.0, 80.0, 45.45454545454545)","(4.4, 5.8, 4.75)","(41.0, 100.0, 60.0)","(16.0, 99999, 99990)","(21.0, 38.0, 30.0)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
10-01-2023 15:43:21.651798,"(3.2, 99999, 99990)","(5.5, 10.0, 8.299999999999999)","(31.0, 80.0, 47.27272727272727)","(4.4, 5.8, 5.9192307692307695)","(41.0, 100.0, 53.2)","(16.0, 99999, 99990)","(21.0, 38.0, 32.0)","(61.0, 99999, 99990)","(101.0, 99999, 99990)","(3.0, 99999, 99990)"
