,Jigamaroo,Rocknroll Da Gama,Chump Chop,Lanoch Boy,Young Conqueror Nz,Betterthan Popsy,Tungsten Terror,Allmighty Max,Rock Nien
07-01-2023 19:01:02.818326,"(2.4, 2.66, 2.5044444444444443)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:04.313478,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:05.677474,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:06.953682,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:08.322829,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.0, 9.766666666666667)","(18.0, 48.0, 38.4)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:09.718207,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 38.4)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:11.072265,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 38.4)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:12.368113,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 38.4)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:13.627391,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 38.4)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:14.931000,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 38.4)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:16.293587,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 38.4)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:17.571667,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 38.4)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:18.986806,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 10.5, 9.75)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:20.420471,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.5, 9.75)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:21.847400,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.5, 9.933333333333334)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:23.353152,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:24.794402,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 5.9)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 38.4)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:26.327827,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:27.832568,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.0, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:29.257409,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:30.610542,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.642857142857142)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:31.945128,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.642857142857142)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:33.289241,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.642857142857142)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:35.021125,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.642857142857142)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:36.599406,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.642857142857142)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:37.908593,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.642857142857142)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:39.180854,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:40.443265,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.0, 9.933333333333334)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:41.729994,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.0, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:42.988716,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:44.639736,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:45.893873,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:47.221735,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:48.548604,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:49.905498,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:51.407716,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:52.866731,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 9.766666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 9.15)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:54.265775,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 10.5, 10.175)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:55.515043,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.5, 10.175)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:56.773726,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.5, 9.842857142857143)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:58.047821,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.5, 9.842857142857143)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:01:59.338313,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.5, 9.842857142857143)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:00.643254,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.5, 9.842857142857143)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:02.004717,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.5, 10.266666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:03.262484,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.0, 10.266666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:04.570799,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.0, 10.266666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:06.253156,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.0, 10.266666666666667)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:07.780449,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 12.0, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:09.313240,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:11.245163,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:13.060869,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:14.749121,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.1)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:16.155507,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:17.523858,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:19.161187,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:20.725584,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:22.235415,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:23.798913,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:25.458722,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 42.0)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:27.121560,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 48.0, 39.25)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:28.428482,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.033333333333333)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 39.25)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:29.725730,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 44.5)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:31.015266,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:32.346302,"(2.4, 2.66, 2.534)","(16.0, 28.0, 22.42857142857143)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:33.919723,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:35.257813,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:36.672113,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:38.059210,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:39.422016,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:40.934517,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:42.358889,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:43.636620,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:44.926604,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:46.155573,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:47.405862,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:48.609815,"(2.4, 2.66, 2.534)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:49.655723,"(2.4, 2.76, 2.6)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:50.827447,"(2.4, 2.8, 2.617142857142857)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:52.100934,"(2.4, 2.8, 2.617142857142857)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:53.335206,"(2.4, 2.8, 2.617142857142857)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:54.813849,"(2.4, 2.8, 2.617142857142857)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:56.088964,"(2.4, 2.8, 2.617142857142857)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:57.355500,"(2.4, 2.8, 2.617142857142857)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
07-01-2023 19:02:58.788628,"(2.4, 2.8, 2.617142857142857)","(16.0, 28.0, 18.25)","(14.0, 19.0, 16.0)","(5.0, 6.2, 6.128571428571429)","(21.0, 99999, 99990)","(6.5, 11.5, 10.1)","(18.0, 55.0, 40.75)","(8.0, 10.5, 8.7)","(7.0, 12.5, 10.85)"
