,Bring Your Best,Hacienda Heights,Tommys Luck,Nuclear Bling,Logan Reason,Speedy Sport,Fire Up Lexy,Logan Dream,Meraki,Dawson Shard Nz
07-12-2022 19:41:30.002334,"(5.5, 7.2, 6.0)","(17.0, 30.0, 26.42857142857143)","(10.0, 15.5, 14.61111111111111)","(81.0, 400.0, 245.0)","(3.6, 4.6, 4.122727272727273)","(81.0, 320.0, 205.0)","(4.2, 6.6, 6.199999999999999)","(20.0, 48.0, 38.0)","(4.6, 6.0, 5.6)","(6.0, 99999, 99990)"
07-12-2022 19:41:31.594842,"(5.5, 7.2, 5.5285714285714285)","(17.0, 30.0, 26.42857142857143)","(10.0, 15.5, 14.61111111111111)","(81.0, 400.0, 245.0)","(3.6, 4.6, 4.122727272727273)","(81.0, 320.0, 205.0)","(4.2, 6.6, 6.199999999999999)","(20.0, 48.0, 38.0)","(4.6, 6.0, 5.6)","(6.0, 99999, 99990)"
07-12-2022 19:41:33.193887,"(5.5, 7.0, 6.768421052631579)","(17.0, 30.0, 26.42857142857143)","(10.0, 15.5, 14.8125)","(81.0, 400.0, 186.66666666666669)","(3.6, 4.6, 4.122727272727273)","(81.0, 320.0, 251.42857142857142)","(4.2, 6.6, 5.949999999999999)","(20.0, 48.0, 38.0)","(4.6, 6.0, 5.575)","(6.0, 99999, 99990)"
07-12-2022 19:41:34.719622,"(5.5, 7.4, 6.96)","(17.0, 30.0, 24.0)","(10.0, 15.5, 14.5)","(81.0, 400.0, 310.0)","(3.6, 4.6, 4.122727272727273)","(81.0, 320.0, 202.5)","(4.2, 6.8, 6.885714285714285)","(20.0, 48.0, 32.375)","(4.6, 6.0, 5.25)","(6.0, 99999, 99990)"
07-12-2022 19:41:36.230982,"(5.5, 7.0, 7.269767441860465)","(17.0, 30.0, 25.384615384615387)","(10.0, 15.5, 14.857142857142858)","(81.0, 400.0, 310.0)","(3.6, 4.6, 4.122727272727273)","(81.0, 320.0, 202.5)","(4.2, 7.6, 5.6000000000000005)","(20.0, 48.0, 32.375)","(4.6, 6.0, 5.25)","(6.0, 99999, 99990)"
07-12-2022 19:41:37.855069,"(5.5, 7.4, 6.875)","(17.0, 30.0, 27.6)","(10.0, 16.0, 14.421052631578947)","(81.0, 400.0, 310.0)","(3.6, 4.6, 4.055555555555555)","(81.0, 320.0, 202.5)","(4.2, 7.4, 5.866666666666666)","(20.0, 48.0, 34.111111111111114)","(4.6, 6.0, 5.066666666666666)","(6.0, 99999, 99990)"
07-12-2022 19:41:39.365395,"(5.5, 7.4, 6.875)","(17.0, 30.0, 27.6)","(10.0, 16.0, 12.071428571428571)","(81.0, 400.0, 310.0)","(3.6, 4.6, 4.055555555555555)","(81.0, 320.0, 202.5)","(4.2, 7.0, 6.575)","(20.0, 48.0, 34.111111111111114)","(4.6, 6.0, 5.066666666666666)","(6.0, 99999, 99990)"
07-12-2022 19:41:40.972217,"(5.5, 7.2, 7.16)","(17.0, 30.0, 27.6)","(10.0, 16.0, 12.071428571428571)","(81.0, 400.0, 310.0)","(3.6, 4.6, 4.055555555555555)","(81.0, 320.0, 202.5)","(4.2, 7.0, 6.7384615384615385)","(20.0, 48.0, 34.111111111111114)","(4.6, 6.0, 5.688888888888888)","(6.0, 99999, 99990)"
07-12-2022 19:41:42.508346,"(5.5, 7.2, 7.066666666666666)","(17.0, 30.0, 27.6)","(10.0, 16.0, 13.0)","(81.0, 400.0, 190.0)","(3.6, 4.6, 4.055555555555555)","(81.0, 320.0, 202.5)","(4.2, 7.0, 6.7384615384615385)","(20.0, 48.0, 34.111111111111114)","(4.6, 6.0, 6.307142857142857)","(6.0, 99999, 99990)"
07-12-2022 19:41:44.003586,"(5.5, 7.4, 6.859999999999999)","(17.0, 30.0, 27.6)","(10.0, 16.0, 13.0)","(81.0, 400.0, 190.0)","(3.6, 4.6, 4.055555555555555)","(81.0, 320.0, 202.5)","(4.2, 7.0, 6.7384615384615385)","(20.0, 48.0, 34.111111111111114)","(4.6, 7.2, 5.9750000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:41:45.657376,"(5.5, 7.2, 6.989473684210527)","(17.0, 30.0, 20.357142857142858)","(10.0, 16.0, 14.772727272727273)","(81.0, 400.0, 190.0)","(3.6, 4.6, 4.055555555555555)","(81.0, 320.0, 163.33333333333331)","(4.2, 7.0, 7.142857142857142)","(20.0, 48.0, 37.166666666666664)","(4.6, 6.4, 5.44)","(6.0, 99999, 99990)"
07-12-2022 19:41:47.252354,"(5.5, 7.0, 6.989473684210527)","(17.0, 30.0, 20.357142857142858)","(10.0, 16.0, 14.772727272727273)","(81.0, 400.0, 190.0)","(3.6, 4.6, 4.055555555555555)","(81.0, 320.0, 163.33333333333331)","(4.2, 7.8, 6.117647058823529)","(20.0, 48.0, 37.166666666666664)","(4.6, 6.4, 5.44)","(6.0, 99999, 99990)"
07-12-2022 19:41:48.886808,"(5.5, 7.2, 7.366666666666667)","(17.0, 30.0, 22.77777777777778)","(10.0, 16.0, 14.772727272727273)","(81.0, 400.0, 190.0)","(3.6, 4.6, 4.007692307692308)","(81.0, 320.0, 163.33333333333331)","(4.2, 7.6, 5.828571428571428)","(20.0, 48.0, 37.166666666666664)","(4.6, 6.4, 5.275)","(6.0, 99999, 99990)"
07-12-2022 19:41:50.724307,"(5.5, 7.4, 7.047058823529412)","(17.0, 30.0, 22.77777777777778)","(10.0, 16.0, 14.772727272727273)","(81.0, 400.0, 190.0)","(3.6, 4.6, 4.007692307692308)","(81.0, 320.0, 163.33333333333331)","(4.2, 7.2, 6.2)","(20.0, 48.0, 37.166666666666664)","(4.6, 6.4, 5.275)","(6.0, 99999, 99990)"
07-12-2022 19:41:52.554131,"(5.5, 7.6, 7.047058823529412)","(17.0, 30.0, 22.77777777777778)","(10.0, 16.0, 14.5)","(81.0, 400.0, 310.0)","(3.6, 4.6, 4.314814814814815)","(81.0, 320.0, 163.33333333333331)","(4.2, 7.2, 5.95)","(20.0, 48.0, 30.142857142857142)","(4.6, 6.4, 6.1000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:41:54.089516,"(5.5, 7.6, 7.047058823529412)","(17.0, 30.0, 22.1875)","(10.0, 16.0, 14.5)","(81.0, 400.0, 310.0)","(3.6, 4.6, 4.314814814814815)","(81.0, 320.0, 163.33333333333331)","(4.2, 7.2, 6.35)","(20.0, 48.0, 31.333333333333332)","(4.6, 6.4, 6.014285714285714)","(6.0, 99999, 99990)"
07-12-2022 19:41:55.813267,"(5.5, 7.6, 6.830188679245283)","(17.0, 30.0, 24.31818181818182)","(10.0, 16.0, 13.11111111111111)","(81.0, 400.0, 295.0)","(3.6, 4.6, 4.314814814814815)","(81.0, 320.0, 163.33333333333331)","(4.2, 7.0, 6.628571428571429)","(20.0, 48.0, 31.333333333333332)","(4.6, 6.2, 5.823076923076924)","(6.0, 99999, 99990)"
07-12-2022 19:41:57.583151,"(5.5, 7.6, 6.830188679245283)","(17.0, 30.0, 27.22222222222222)","(10.0, 16.0, 13.11111111111111)","(81.0, 400.0, 307.14285714285717)","(3.6, 4.6, 4.314814814814815)","(81.0, 320.0, 163.33333333333331)","(4.2, 7.0, 6.48)","(20.0, 48.0, 31.333333333333332)","(4.6, 5.9, 5.823076923076924)","(6.0, 99999, 99990)"
07-12-2022 19:41:59.198461,"(5.5, 7.6, 6.830188679245283)","(17.0, 30.0, 27.22222222222222)","(10.0, 16.0, 13.5)","(81.0, 400.0, 307.14285714285717)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 248.57142857142858)","(4.2, 7.0, 6.675)","(20.0, 48.0, 31.333333333333332)","(4.6, 5.9, 5.828571428571429)","(6.0, 99999, 99990)"
07-12-2022 19:42:00.822026,"(5.5, 7.6, 6.830188679245283)","(17.0, 30.0, 24.791666666666668)","(10.0, 15.5, 13.357142857142858)","(81.0, 400.0, 307.14285714285717)","(3.6, 4.6, 4.314814814814815)","(81.0, 320.0, 238.33333333333334)","(4.2, 7.0, 6.7)","(20.0, 48.0, 31.333333333333332)","(4.6, 5.9, 5.828571428571429)","(6.0, 99999, 99990)"
07-12-2022 19:42:02.416414,"(5.5, 7.6, 6.829629629629629)","(17.0, 30.0, 21.0)","(10.0, 15.5, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.314814814814815)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 48.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:04.000912,"(5.5, 7.6, 6.829629629629629)","(17.0, 30.0, 21.0)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.314814814814815)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:05.558191,"(5.5, 7.6, 6.906666666666666)","(17.0, 30.0, 22.8)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:07.112851,"(5.5, 7.4, 6.285714285714286)","(17.0, 30.0, 22.8)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.725)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:08.707307,"(5.5, 7.4, 6.3090909090909095)","(17.0, 30.0, 22.8)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.725)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:10.302913,"(5.5, 7.4, 6.3090909090909095)","(17.0, 30.0, 22.8)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:11.815784,"(5.5, 7.4, 6.3090909090909095)","(17.0, 30.0, 22.8)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:13.340953,"(5.5, 7.4, 6.3090909090909095)","(17.0, 30.0, 22.8)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:14.781993,"(5.5, 7.4, 6.3090909090909095)","(17.0, 30.0, 22.8)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.6000000000000005)","(6.0, 99999, 99990)"
07-12-2022 19:42:16.224619,"(5.5, 7.4, 6.3090909090909095)","(17.0, 30.0, 22.8)","(10.0, 15.0, 13.75)","(81.0, 400.0, 208.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 176.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 46.0, 42.16666666666667)","(4.6, 5.9, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:17.657532,"(5.5, 7.4, 6.32)","(17.0, 30.0, 24.0)","(10.0, 15.0, 13.75)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 46.0, 49.42857142857143)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:19.126877,"(5.5, 7.4, 6.32)","(17.0, 30.0, 24.0)","(10.0, 15.0, 14.375)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 60.0, 49.42857142857143)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:20.613341,"(5.5, 7.4, 6.32)","(17.0, 30.0, 24.25)","(10.0, 15.0, 14.375)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 60.0, 49.42857142857143)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:22.126372,"(5.5, 7.4, 6.32)","(17.0, 30.0, 24.25)","(10.0, 15.0, 14.375)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 60.0, 49.42857142857143)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:23.612440,"(5.5, 7.4, 6.32)","(17.0, 30.0, 24.25)","(10.0, 15.0, 14.375)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 60.0, 49.42857142857143)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:24.998959,"(5.5, 7.4, 6.32)","(17.0, 30.0, 26.714285714285715)","(10.0, 15.0, 14.375)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 60.0, 49.42857142857143)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:26.381110,"(5.5, 7.4, 6.32)","(17.0, 30.0, 26.714285714285715)","(10.0, 15.0, 14.375)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 60.0, 49.42857142857143)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:27.753793,"(5.5, 7.4, 6.32)","(17.0, 30.0, 26.714285714285715)","(10.0, 15.0, 14.375)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 60.0, 45.857142857142854)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:29.149226,"(5.5, 7.4, 6.32)","(17.0, 30.0, 26.714285714285715)","(10.0, 15.0, 14.375)","(81.0, 400.0, 240.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 200.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 55.0, 45.857142857142854)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:30.514192,"(5.5, 7.4, 6.32)","(17.0, 30.0, 26.714285714285715)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.266666666666667)","(20.0, 55.0, 42.285714285714285)","(4.6, 5.8, 5.4)","(6.0, 99999, 99990)"
07-12-2022 19:42:31.871521,"(5.5, 7.4, 6.32)","(17.0, 30.0, 26.714285714285715)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.2)","(20.0, 50.0, 39.2)","(4.6, 5.8, 5.7)","(6.0, 99999, 99990)"
07-12-2022 19:42:33.329092,"(5.5, 7.4, 6.32)","(17.0, 30.0, 26.714285714285715)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.2)","(20.0, 50.0, 39.2)","(4.6, 5.8, 5.7)","(6.0, 99999, 99990)"
07-12-2022 19:42:34.878798,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.2)","(20.0, 50.0, 44.8)","(4.6, 5.8, 5.7)","(6.0, 99999, 99990)"
07-12-2022 19:42:36.381518,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.2)","(20.0, 50.0, 44.8)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:37.774179,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.2)","(20.0, 50.0, 39.6)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:39.311845,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 4.6, 4.38695652173913)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.2)","(20.0, 50.0, 44.0)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:40.843259,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 4.6, 5.944444444444445)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.2)","(20.0, 50.0, 44.0)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:42.358152,"(5.5, 7.4, 6.32)","(17.0, 30.0, 20.833333333333332)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 6.2, 5.116666666666667)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 38.75)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:44.006885,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 5.7, 5.071428571428571)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 38.75)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:45.565767,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 5.5, 5.0)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 33.75)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:47.075278,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 5.4, 4.4)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 33.75)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:48.580871,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 5.4, 4.861538461538462)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 33.75)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:50.039223,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 5.4, 4.861538461538462)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 33.75)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:51.470042,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 5.4, 4.4)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 32.666666666666664)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:52.958183,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 5.4, 4.4)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 32.666666666666664)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:54.503527,"(5.5, 7.4, 6.32)","(17.0, 30.0, 22.666666666666668)","(10.0, 15.0, 14.375)","(81.0, 400.0, 276.0)","(3.6, 5.4, 4.4)","(81.0, 320.0, 228.0)","(4.2, 7.0, 6.0)","(20.0, 50.0, 32.666666666666664)","(4.6, 5.8, 5.68)","(6.0, 99999, 99990)"
07-12-2022 19:42:55.994433,"(5.5, 7.4, 6.32)","(17.0, 30.0, 20.833333333333332)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 310.0)","(3.6, 5.4, 5.050000000000001)","(81.0, 320.0, 277.27272727272725)","(4.2, 7.0, 6.625)","(20.0, 50.0, 35.81818181818182)","(4.6, 5.8, 5.676923076923077)","(6.0, 99999, 99990)"
07-12-2022 19:42:57.531108,"(5.5, 7.4, 6.32)","(17.0, 30.0, 23.88888888888889)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 310.0)","(3.6, 5.4, 5.050000000000001)","(81.0, 320.0, 254.28571428571428)","(4.2, 7.0, 6.625)","(20.0, 50.0, 35.81818181818182)","(4.6, 5.8, 5.676923076923077)","(6.0, 99999, 99990)"
07-12-2022 19:42:59.025020,"(5.5, 7.4, 6.32)","(17.0, 30.0, 23.88888888888889)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 290.0)","(3.6, 5.4, 5.050000000000001)","(81.0, 320.0, 254.28571428571428)","(4.2, 7.0, 6.625)","(20.0, 50.0, 35.81818181818182)","(4.6, 5.8, 5.676923076923077)","(6.0, 99999, 99990)"
07-12-2022 19:43:00.527336,"(5.5, 7.4, 6.32)","(17.0, 30.0, 23.88888888888889)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.4, 4.5875)","(81.0, 320.0, 277.27272727272725)","(4.2, 7.0, 6.3125)","(20.0, 50.0, 35.81818181818182)","(4.6, 5.8, 5.676923076923077)","(6.0, 99999, 99990)"
07-12-2022 19:43:02.084860,"(5.5, 7.4, 6.32)","(17.0, 30.0, 26.333333333333332)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.4, 4.5875)","(81.0, 320.0, 232.0)","(4.2, 7.0, 6.45)","(20.0, 50.0, 35.81818181818182)","(4.6, 5.8, 5.405263157894737)","(6.0, 99999, 99990)"
07-12-2022 19:43:03.661129,"(5.5, 7.4, 6.5)","(17.0, 30.0, 26.333333333333332)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.4, 4.55)","(81.0, 320.0, 232.0)","(4.2, 7.0, 6.6875)","(20.0, 50.0, 41.14285714285714)","(4.6, 5.7, 5.366666666666667)","(6.0, 99999, 99990)"
07-12-2022 19:43:05.327339,"(5.5, 6.8, 6.9399999999999995)","(17.0, 30.0, 26.333333333333332)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.3, 4.55)","(81.0, 320.0, 232.0)","(4.2, 8.0, 6.470000000000001)","(20.0, 48.0, 32.0)","(4.6, 5.7, 5.366666666666667)","(6.0, 99999, 99990)"
07-12-2022 19:43:06.828858,"(5.5, 7.0, 6.856)","(17.0, 30.0, 27.0)","(10.0, 15.0, 14.166666666666666)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.3, 4.55)","(81.0, 320.0, 277.27272727272725)","(4.2, 7.8, 6.470000000000001)","(20.0, 46.0, 34.5)","(4.6, 5.7, 5.320833333333334)","(6.0, 99999, 99990)"
07-12-2022 19:43:08.516442,"(5.5, 7.0, 6.266666666666667)","(17.0, 29.0, 26.2)","(10.0, 15.0, 14.166666666666666)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.3, 4.55)","(81.0, 320.0, 277.27272727272725)","(4.2, 7.8, 6.470000000000001)","(20.0, 44.0, 30.666666666666668)","(4.6, 5.7, 5.366666666666667)","(6.0, 99999, 99990)"
07-12-2022 19:43:10.133524,"(5.5, 7.2, 6.45)","(17.0, 28.0, 22.555555555555557)","(10.0, 15.0, 14.166666666666666)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.3, 4.55)","(81.0, 320.0, 277.27272727272725)","(4.2, 7.8, 6.92)","(20.0, 42.0, 32.5)","(4.6, 5.7, 5.507692307692308)","(6.0, 99999, 99990)"
07-12-2022 19:43:11.736240,"(5.5, 7.2, 6.252631578947368)","(17.0, 27.0, 22.11111111111111)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.3, 4.55)","(81.0, 320.0, 254.28571428571428)","(4.2, 7.6, 7.025)","(20.0, 40.0, 29.333333333333332)","(4.6, 5.6, 5.507692307692308)","(6.0, 99999, 99990)"
07-12-2022 19:43:13.420174,"(5.5, 7.2, 6.975)","(17.0, 26.0, 22.11111111111111)","(10.0, 15.0, 14.166666666666666)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.3, 4.55)","(81.0, 320.0, 245.0)","(4.2, 7.4, 6.68)","(20.0, 38.0, 35.0)","(4.6, 5.6, 5.507692307692308)","(6.0, 99999, 99990)"
07-12-2022 19:43:15.004604,"(5.5, 7.0, 6.425)","(17.0, 25.0, 23.0)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 307.14285714285717)","(3.6, 5.3, 4.55)","(81.0, 320.0, 245.0)","(4.2, 7.2, 6.68)","(20.0, 55.0, 33.333333333333336)","(4.6, 5.6, 5.507692307692308)","(6.0, 99999, 99990)"
07-12-2022 19:43:16.809666,"(5.5, 6.8, 6.635294117647059)","(17.0, 25.0, 26.333333333333332)","(10.0, 15.0, 14.583333333333334)","(81.0, 400.0, 262.8571428571429)","(3.6, 5.3, 4.383333333333334)","(81.0, 320.0, 245.0)","(4.2, 7.2, 6.477777777777778)","(20.0, 50.0, 37.5)","(4.6, 5.7, 5.65)","(6.0, 99999, 99990)"
07-12-2022 19:43:18.434342,"(5.5, 6.8, 6.619354838709677)","(17.0, 30.0, 25.833333333333332)","(10.0, 15.0, 14.0)","(81.0, 400.0, 288.33333333333337)","(3.6, 5.3, 4.566666666666666)","(81.0, 320.0, 182.0)","(4.2, 7.2, 6.388888888888889)","(20.0, 50.0, 34.25)","(4.6, 5.7, 5.5055555555555555)","(6.0, 99999, 99990)"
