,Marcher,Our Frankie,Lady Chartwell,Northern Impact,Cynic,Cristalino,Donnacan,Giddy Gans Joy
09-01-2023 13:59:38.257456,"(20.0, 95.0, 82.33333333333333)","(1.8, 1.88, 1.8746296296296296)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.8875)","(12.0, 17.0, 15.296296296296296)","(7.0, 9.0, 8.34)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:39.557702,"(20.0, 95.0, 54.33333333333333)","(1.8, 1.88, 1.8746296296296296)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 15.296296296296296)","(7.0, 9.0, 8.34)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:40.808840,"(20.0, 95.0, 42.714285714285715)","(1.8, 1.88, 1.8746296296296296)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 15.347826086956522)","(7.0, 9.0, 8.34)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:42.040534,"(20.0, 95.0, 42.714285714285715)","(1.8, 1.88, 1.8951063829787234)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.907692307692308)","(12.0, 17.0, 15.347826086956522)","(7.0, 9.0, 8.34)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:43.323603,"(20.0, 95.0, 42.714285714285715)","(1.8, 1.9, 1.895576923076923)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 15.347826086956522)","(7.0, 9.0, 8.34)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:44.578469,"(20.0, 90.0, 42.0)","(1.8, 1.9, 1.915)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.907692307692308)","(12.0, 17.0, 15.347826086956522)","(7.0, 9.0, 8.34)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:45.777667,"(20.0, 90.0, 64.28571428571428)","(1.8, 1.96, 1.915)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.934782608695652)","(7.0, 9.0, 8.266666666666666)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:47.059662,"(20.0, 90.0, 51.81818181818181)","(1.8, 1.96, 1.9155555555555555)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.934782608695652)","(7.0, 9.0, 8.266666666666666)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:48.380961,"(20.0, 90.0, 51.81818181818181)","(1.8, 1.96, 1.9128205128205127)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.934782608695652)","(7.0, 9.0, 8.266666666666666)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:49.698257,"(20.0, 90.0, 66.27777777777777)","(1.8, 1.96, 1.910344827586207)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.907692307692308)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.330232558139535)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:50.932227,"(20.0, 90.0, 66.27777777777777)","(1.8, 1.96, 1.9054545454545455)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.26153846153846)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:52.178447,"(20.0, 90.0, 74.75)","(1.8, 1.96, 1.9054545454545455)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.26153846153846)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:53.361670,"(20.0, 85.0, 70.75)","(1.8, 1.96, 1.9054545454545455)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.26153846153846)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:54.620787,"(20.0, 85.0, 70.75)","(1.8, 1.95, 1.9331578947368422)","(7.5, 10.0, 9.666666666666666)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.26153846153846)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:55.868309,"(20.0, 85.0, 70.75)","(1.8, 1.95, 1.93)","(7.5, 10.0, 9.666666666666666)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.26153846153846)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:57.115643,"(20.0, 90.0, 48.66666666666667)","(1.8, 1.95, 1.9124999999999999)","(7.5, 10.0, 9.666666666666666)","(4.6, 11.0, 10.897142857142857)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.272727272727272)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:58.384554,"(20.0, 90.0, 56.18181818181819)","(1.8, 1.95, 1.9124999999999999)","(7.5, 10.0, 9.666666666666666)","(4.6, 11.0, 10.5)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.272727272727272)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 13:59:59.797905,"(20.0, 90.0, 56.18181818181819)","(1.8, 1.95, 1.885185185185185)","(7.5, 10.0, 9.666666666666666)","(4.6, 11.0, 10.5)","(12.0, 17.0, 14.87037037037037)","(7.0, 9.0, 8.346938775510203)","(13.0, 21.0, 18.875)","(41.0, 170.0, 115.0)"
09-01-2023 14:00:01.154412,"(20.0, 90.0, 56.18181818181819)","(1.8, 1.89, 1.8857894736842105)","(7.5, 10.0, 9.142857142857142)","(4.6, 11.0, 10.625)","(12.0, 17.0, 15.017241379310345)","(7.0, 9.0, 8.454545454545455)","(13.0, 21.0, 18.875)","(41.0, 170.0, 103.33333333333334)"
09-01-2023 14:00:02.539283,"(20.0, 90.0, 44.25)","(1.8, 1.89, 1.8857894736842105)","(7.5, 10.0, 9.142857142857142)","(4.6, 11.0, 10.625)","(12.0, 17.0, 15.017241379310345)","(7.0, 9.0, 8.333333333333332)","(13.0, 21.0, 18.875)","(41.0, 170.0, 103.33333333333334)"
09-01-2023 14:00:03.866403,"(20.0, 90.0, 43.0)","(1.8, 1.89, 1.8857894736842105)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.625)","(12.0, 17.0, 15.357142857142858)","(7.0, 9.0, 8.454545454545455)","(13.0, 21.0, 18.875)","(41.0, 170.0, 141.66666666666666)"
09-01-2023 14:00:05.241995,"(20.0, 85.0, 43.0)","(1.8, 1.89, 1.8857894736842105)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.625)","(12.0, 17.0, 15.357142857142858)","(7.0, 9.0, 8.454545454545455)","(13.0, 21.0, 18.875)","(41.0, 160.0, 141.66666666666666)"
09-01-2023 14:00:06.578549,"(20.0, 85.0, 43.0)","(1.8, 1.89, 1.8857894736842105)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.625)","(12.0, 17.0, 15.357142857142858)","(7.0, 9.0, 8.454545454545455)","(13.0, 21.0, 18.875)","(41.0, 160.0, 141.66666666666666)"
09-01-2023 14:00:07.847164,"(20.0, 85.0, 43.0)","(1.8, 1.89, 1.8857894736842105)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.625)","(12.0, 17.0, 15.357142857142858)","(7.0, 9.0, 8.454545454545455)","(13.0, 21.0, 18.875)","(41.0, 160.0, 141.66666666666666)"
09-01-2023 14:00:09.092065,"(20.0, 85.0, 43.0)","(1.8, 1.89, 1.8857894736842105)","(7.5, 10.0, 9.4)","(4.6, 11.0, 10.625)","(12.0, 17.0, 15.357142857142858)","(7.0, 9.0, 8.454545454545455)","(13.0, 21.0, 18.875)","(41.0, 160.0, 141.66666666666666)"
09-01-2023 14:00:10.384401,"(20.0, 80.0, 46.0)","(1.8, 1.89, 1.8857894736842105)","(7.5, 10.0, 9.371428571428572)","(4.6, 11.0, 10.625)","(12.0, 17.0, 15.785714285714286)","(7.0, 9.0, 8.454545454545455)","(13.0, 21.0, 19.8)","(41.0, 160.0, 125.0)"
09-01-2023 14:00:11.739484,"(20.0, 75.0, 60.0)","(1.8, 1.95, 1.935)","(7.5, 9.8, 9.466666666666667)","(4.6, 11.0, 10.625)","(12.0, 16.5, 15.875)","(7.0, 9.0, 8.333333333333332)","(13.0, 20.0, 19.666666666666668)","(41.0, 160.0, 125.0)"
09-01-2023 14:00:13.009012,"(20.0, 65.0, 53.33333333333333)","(1.8, 1.94, 1.92125)","(7.5, 9.8, 9.466666666666667)","(4.6, 11.0, 10.897142857142857)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.272727272727272)","(13.0, 20.0, 19.666666666666668)","(41.0, 160.0, 125.0)"
09-01-2023 14:00:14.322198,"(20.0, 60.0, 45.0)","(1.8, 1.94, 1.8828571428571428)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.907692307692308)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.272727272727272)","(13.0, 20.0, 19.833333333333332)","(41.0, 160.0, 70.71428571428571)"
09-01-2023 14:00:15.598941,"(20.0, 60.0, 38.57142857142857)","(1.8, 1.89, 1.8858333333333333)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.907692307692308)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.272727272727272)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 66.0)"
09-01-2023 14:00:16.877552,"(20.0, 60.0, 41.25)","(1.8, 1.89, 1.886078431372549)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.907692307692308)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.272727272727272)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 66.0)"
09-01-2023 14:00:18.282191,"(20.0, 60.0, 41.25)","(1.8, 1.89, 1.886078431372549)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.907692307692308)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.272727272727272)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 66.0)"
09-01-2023 14:00:19.662683,"(20.0, 60.0, 41.25)","(1.8, 1.89, 1.9398503740648378)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.907692307692308)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.272727272727272)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 66.0)"
09-01-2023 14:00:20.996067,"(20.0, 60.0, 41.25)","(1.8, 1.94, 1.9392771084337348)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.571428571428571)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.272727272727272)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 66.0)"
09-01-2023 14:00:22.624477,"(20.0, 60.0, 41.25)","(1.8, 1.94, 1.9392771084337348)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.571428571428571)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.272727272727272)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 66.0)"
09-01-2023 14:00:24.092981,"(20.0, 60.0, 41.25)","(1.8, 1.94, 1.9392771084337348)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.571428571428571)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.657142857142857)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 62.857142857142854)"
09-01-2023 14:00:25.481288,"(20.0, 55.0, 45.0)","(1.8, 1.94, 1.93)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.82)","(12.0, 16.5, 15.875)","(7.0, 9.0, 8.7)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 62.857142857142854)"
09-01-2023 14:00:26.750992,"(20.0, 50.0, 45.0)","(1.8, 1.94, 1.9069565217391304)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.727272727272727)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.8)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 62.857142857142854)"
09-01-2023 14:00:27.990265,"(20.0, 50.0, 40.0)","(1.8, 1.91, 1.9039130434782607)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.727272727272727)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.8)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 62.857142857142854)"
09-01-2023 14:00:29.282802,"(20.0, 50.0, 40.0)","(1.8, 1.91, 1.9039130434782607)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.727272727272727)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.8)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 62.857142857142854)"
09-01-2023 14:00:30.584496,"(20.0, 50.0, 40.0)","(1.8, 1.91, 1.9072)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.727272727272727)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.8)","(13.0, 20.0, 19.833333333333332)","(41.0, 110.0, 77.5)"
09-01-2023 14:00:31.817523,"(20.0, 50.0, 40.0)","(1.8, 1.91, 1.9072)","(7.5, 9.8, 9.569230769230769)","(4.6, 11.0, 10.727272727272727)","(12.0, 16.5, 16.1)","(7.0, 9.0, 8.8)","(13.0, 20.0, 19.833333333333332)","(41.0, 100.0, 81.66666666666667)"
09-01-2023 14:00:33.043803,"(20.0, 50.0, 40.0)","(1.8, 1.91, 1.9072)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.727272727272727)","(12.0, 16.5, 15.736842105263158)","(7.0, 9.0, 8.8)","(13.0, 20.0, 19.38095238095238)","(41.0, 95.0, 78.0)"
09-01-2023 14:00:34.324423,"(20.0, 50.0, 36.666666666666664)","(1.8, 1.91, 1.9072)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.727272727272727)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.8)","(13.0, 21.0, 19.38095238095238)","(41.0, 95.0, 86.5)"
09-01-2023 14:00:35.566600,"(20.0, 50.0, 36.666666666666664)","(1.8, 1.91, 1.9072)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.727272727272727)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.8)","(13.0, 21.0, 19.38095238095238)","(41.0, 95.0, 78.0)"
09-01-2023 14:00:36.817756,"(20.0, 50.0, 36.666666666666664)","(1.8, 1.91, 1.9072)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.727272727272727)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.8)","(13.0, 21.0, 19.38095238095238)","(41.0, 95.0, 78.0)"
09-01-2023 14:00:38.096698,"(20.0, 50.0, 36.666666666666664)","(1.8, 1.94, 1.9388636363636362)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.82)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.861538461538462)","(13.0, 21.0, 19.38095238095238)","(41.0, 95.0, 78.0)"
09-01-2023 14:00:39.358769,"(20.0, 50.0, 36.666666666666664)","(1.8, 1.93, 1.9012418300653593)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.82)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.861538461538462)","(13.0, 21.0, 19.38095238095238)","(41.0, 95.0, 57.14285714285714)"
09-01-2023 14:00:40.583786,"(20.0, 50.0, 36.666666666666664)","(1.8, 1.91, 1.9072)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.85)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.861538461538462)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:41.803643,"(20.0, 50.0, 36.666666666666664)","(1.8, 1.91, 1.9072)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.666666666666666)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:43.168721,"(20.0, 50.0, 37.5)","(1.8, 1.91, 1.8972727272727272)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.75)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:44.472180,"(20.0, 50.0, 37.5)","(1.8, 1.91, 1.8972727272727272)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.75)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:45.719156,"(20.0, 50.0, 37.5)","(1.8, 1.91, 1.8972727272727272)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.75)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:46.954558,"(20.0, 50.0, 37.5)","(1.8, 1.91, 1.8972727272727272)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.75)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:48.262884,"(20.0, 50.0, 37.5)","(1.8, 1.91, 1.8969450101832992)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.75)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:49.562324,"(19.0, 48.0, 36.75)","(1.8, 1.9, 1.905625)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.75)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:50.832647,"(19.0, 48.0, 36.75)","(1.8, 1.91, 1.905912408759124)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.75)","(12.0, 17.0, 15.736842105263158)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.38095238095238)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:52.096513,"(19.0, 48.0, 32.34782608695652)","(1.8, 1.93, 1.905625)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.75)","(12.0, 17.0, 15.695652173913043)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:53.308955,"(19.0, 48.0, 32.34782608695652)","(1.8, 1.93, 1.905625)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.666666666666666)","(12.0, 17.0, 15.695652173913043)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:54.575600,"(19.0, 48.0, 32.34782608695652)","(1.8, 1.93, 1.905625)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.666666666666666)","(12.0, 17.0, 15.476190476190476)","(7.0, 9.0, 8.85)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:55.810957,"(19.0, 48.0, 32.34782608695652)","(1.8, 1.93, 1.9072077922077921)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.666666666666666)","(12.0, 17.0, 15.666666666666666)","(7.0, 9.0, 8.89090909090909)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 70.83333333333334)"
09-01-2023 14:00:57.102400,"(19.0, 48.0, 32.34782608695652)","(1.8, 1.93, 1.9140816326530612)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.7)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.89090909090909)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 67.0)"
09-01-2023 14:00:58.457154,"(19.0, 48.0, 30.857142857142858)","(1.8, 1.93, 1.9140816326530612)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.7)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.89090909090909)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 67.0)"
09-01-2023 14:00:59.720143,"(19.0, 48.0, 30.857142857142858)","(1.8, 1.93, 1.9140816326530612)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.7)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.89090909090909)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 67.0)"
09-01-2023 14:01:01.042998,"(19.0, 48.0, 30.857142857142858)","(1.8, 1.93, 1.9140816326530612)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.719999999999999)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.89090909090909)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 67.0)"
09-01-2023 14:01:02.321212,"(19.0, 48.0, 30.857142857142858)","(1.8, 1.93, 1.916235294117647)","(7.5, 9.8, 9.6)","(4.6, 11.0, 10.7375)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.879999999999999)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 67.0)"
09-01-2023 14:01:03.553069,"(19.0, 48.0, 30.857142857142858)","(1.8, 1.93, 1.9165030674846626)","(7.5, 9.8, 9.585714285714285)","(4.6, 11.0, 10.778947368421052)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.879999999999999)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 63.6)"
09-01-2023 14:01:05.043443,"(19.0, 46.0, 40.666666666666664)","(1.8, 1.93, 1.9024999999999999)","(7.5, 11.0, 10.175)","(4.6, 11.0, 10.778947368421052)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.879999999999999)","(13.0, 21.0, 19.571428571428573)","(41.0, 90.0, 65.5)"
09-01-2023 14:01:06.455321,"(19.0, 46.0, 40.666666666666664)","(1.8, 1.93, 1.9024999999999999)","(7.5, 10.5, 9.909090909090908)","(4.6, 11.0, 10.775)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.879999999999999)","(13.0, 21.0, 20.4)","(41.0, 85.0, 76.25)"
09-01-2023 14:01:07.733135,"(19.0, 46.0, 44.0)","(1.8, 1.93, 1.9024999999999999)","(7.5, 10.5, 9.909090909090908)","(4.6, 11.0, 10.775)","(12.0, 17.0, 15.571428571428571)","(7.0, 9.0, 8.929411764705883)","(13.0, 21.0, 20.4)","(41.0, 85.0, 76.25)"
09-01-2023 14:01:08.955051,"(19.0, 46.0, 39.0)","(1.8, 1.93, 1.9024999999999999)","(7.5, 10.5, 9.636363636363637)","(4.6, 11.0, 10.406666666666666)","(12.0, 17.0, 15.923076923076923)","(7.0, 9.0, 8.942857142857143)","(13.0, 21.0, 20.4)","(41.0, 85.0, 76.25)"
09-01-2023 14:01:10.124376,"(19.0, 44.0, 38.54545454545455)","(1.8, 1.93, 1.9024999999999999)","(7.5, 10.0, 9.636363636363637)","(4.6, 10.5, 10.255)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.942857142857143)","(13.0, 21.0, 20.4)","(41.0, 85.0, 76.25)"
09-01-2023 14:01:11.371390,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.9024999999999999)","(7.5, 10.0, 9.636363636363637)","(4.6, 10.5, 10.255)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.942857142857143)","(13.0, 21.0, 20.433962264150942)","(41.0, 85.0, 76.25)"
09-01-2023 14:01:12.701269,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.9024999999999999)","(7.5, 10.0, 9.636363636363637)","(4.6, 10.5, 10.255)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.942857142857143)","(13.0, 21.0, 20.433962264150942)","(41.0, 85.0, 76.25)"
09-01-2023 14:01:13.884804,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.9024999999999999)","(7.5, 10.0, 9.636363636363637)","(4.6, 10.5, 10.305555555555555)","(12.0, 16.5, 16.09090909090909)","(7.0, 9.0, 8.942857142857143)","(13.0, 21.0, 20.433962264150942)","(41.0, 85.0, 72.5)"
09-01-2023 14:01:15.031649,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.9024999999999999)","(7.5, 10.0, 9.733333333333333)","(4.6, 10.5, 10.305555555555555)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.942857142857143)","(13.0, 21.0, 20.433962264150942)","(41.0, 80.0, 72.5)"
09-01-2023 14:01:16.170615,"(19.0, 42.0, 35.75)","(1.8, 1.91, 1.909090909090909)","(7.5, 10.0, 9.733333333333333)","(4.6, 10.5, 10.305555555555555)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.942857142857143)","(13.0, 21.0, 20.433962264150942)","(41.0, 80.0, 72.5)"
09-01-2023 14:01:17.548519,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.8999310344827585)","(7.5, 10.0, 9.52)","(4.6, 10.5, 10.305555555555555)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.929411764705883)","(13.0, 21.0, 22.88888888888889)","(41.0, 80.0, 72.5)"
09-01-2023 14:01:18.789887,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.8999310344827585)","(7.5, 10.0, 9.52)","(4.6, 10.5, 10.292592592592593)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.914285714285715)","(13.0, 26.0, 22.761904761904763)","(41.0, 80.0, 72.5)"
09-01-2023 14:01:20.088979,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.8999310344827585)","(7.5, 10.0, 9.52)","(5.0, 10.5, 10.292592592592593)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.914285714285715)","(13.0, 26.0, 23.833333333333332)","(41.0, 80.0, 72.5)"
09-01-2023 14:01:21.334832,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.8999310344827585)","(7.5, 10.0, 9.52)","(5.0, 10.5, 10.292592592592593)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.914285714285715)","(13.0, 25.0, 23.833333333333332)","(41.0, 80.0, 72.5)"
09-01-2023 14:01:22.556243,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.8999310344827585)","(7.5, 10.0, 9.52)","(5.0, 10.5, 10.292592592592593)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.82857142857143)","(13.0, 25.0, 23.833333333333332)","(41.0, 80.0, 72.5)"
09-01-2023 14:01:23.750260,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.8999310344827585)","(7.5, 10.0, 9.52)","(5.0, 10.5, 10.292592592592593)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.82857142857143)","(13.0, 25.0, 23.833333333333332)","(41.0, 80.0, 72.85714285714286)"
09-01-2023 14:01:24.899488,"(19.0, 42.0, 35.75)","(1.8, 1.93, 1.8999310344827585)","(7.5, 10.0, 9.52)","(5.0, 10.5, 10.292592592592593)","(12.0, 16.5, 15.923076923076923)","(7.0, 9.0, 8.82857142857143)","(13.0, 25.0, 23.833333333333332)","(41.0, 80.0, 72.85714285714286)"
