,Marcher,Our Frankie,Lady Chartwell,Northern Impact,Cynic,Cristalino,Donnacan,Giddy Gans Joy
09-01-2023 14:02:20.369110,"(20.0, 40.0, 35.55555555555556)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.0325)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 60.57142857142857)"
09-01-2023 14:02:21.468893,"(20.0, 40.0, 35.55555555555556)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 9.98125)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 60.57142857142857)"
09-01-2023 14:02:22.907741,"(20.0, 40.0, 35.55555555555556)","(1.8, 1.93, 1.9068085106382977)","(7.5, 10.0, 9.52)","(5.0, 10.0, 11.257142857142856)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 60.57142857142857)"
09-01-2023 14:02:24.204162,"(20.0, 40.0, 35.55555555555556)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 60.57142857142857)"
09-01-2023 14:02:25.480994,"(20.0, 40.0, 35.55555555555556)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 60.57142857142857)"
09-01-2023 14:02:26.777502,"(20.0, 40.0, 35.55555555555556)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 62.5)"
09-01-2023 14:02:27.927911,"(20.0, 36.0, 33.75)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 62.5)"
09-01-2023 14:02:29.022869,"(20.0, 36.0, 33.75)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 62.5)"
09-01-2023 14:02:30.100267,"(20.0, 36.0, 33.75)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 55.6)"
09-01-2023 14:02:31.214717,"(20.0, 36.0, 33.75)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 55.6)"
09-01-2023 14:02:32.282542,"(20.0, 36.0, 33.75)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 55.6)"
09-01-2023 14:02:33.436949,"(20.0, 36.0, 33.75)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:34.533989,"(20.0, 36.0, 33.75)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.82857142857143)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:35.649324,"(20.0, 36.0, 33.75)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 11.16)","(12.0, 16.5, 16.384615384615383)","(7.0, 9.0, 8.54814814814815)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:36.703729,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.692307692307692)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.54814814814815)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:37.762429,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.692307692307692)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.54814814814815)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:38.837593,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.899078014184397)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.642857142857142)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.48125)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:39.976386,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.9125599999999998)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.45)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:41.070943,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.9125599999999998)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.45)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:42.241563,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.9125599999999998)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.45)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:43.323563,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.9125599999999998)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.45)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:44.430858,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.9125599999999998)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.333333333333332)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:45.544855,"(20.0, 36.0, 34.5)","(1.8, 1.93, 1.8939669421487602)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.0)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:46.738309,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.0)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:02:47.945552,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.4375)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:49.009469,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9099280575539568)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.4375)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:50.142280,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.4375)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:51.306378,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.4375)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:52.451312,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.52)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.18181818181818)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:53.552998,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.384615384615383)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:54.650379,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.35)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:55.747990,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.5, 10.473684210526315)","(12.0, 16.5, 16.35)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:56.853932,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.375)","(12.0, 16.5, 16.35)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:57.991246,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 16.35)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:02:59.153944,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 16.35)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:03:00.330801,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 16.25)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:03:01.517649,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.5625)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:03:02.667206,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.5625)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:03:03.873891,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.5625)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:03:05.010516,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.25)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:03:06.117020,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.25)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:03:07.257776,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.25)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 61.42857142857143)"
09-01-2023 14:03:08.370970,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.25)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.77777777777778)","(41.0, 70.0, 59.5)"
09-01-2023 14:03:09.552048,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.25)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.77777777777778)","(41.0, 70.0, 63.5)"
09-01-2023 14:03:10.753166,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.25)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.77777777777778)","(41.0, 70.0, 63.5)"
09-01-2023 14:03:11.943664,"(20.0, 36.0, 34.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.31578947368421)","(12.0, 16.5, 15.25)","(7.0, 8.8, 8.371428571428572)","(13.0, 26.0, 25.77777777777778)","(41.0, 70.0, 59.714285714285715)"
09-01-2023 14:03:13.251581,"(20.0, 36.0, 32.5)","(1.8, 1.91, 1.9084615384615384)","(7.5, 10.0, 9.733333333333333)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.32)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 54.83333333333333)"
09-01-2023 14:03:14.505234,"(20.0, 36.0, 31.333333333333332)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.785714285714286)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.32)","(13.0, 26.0, 25.666666666666668)","(41.0, 70.0, 59.0)"
09-01-2023 14:03:15.778467,"(20.0, 36.0, 31.333333333333332)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.785714285714286)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.32)","(13.0, 26.0, 25.666666666666668)","(41.0, 65.0, 54.5)"
09-01-2023 14:03:17.371225,"(21.0, 36.0, 31.333333333333332)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.283870967741937)","(13.0, 26.0, 25.666666666666668)","(41.0, 65.0, 53.5)"
09-01-2023 14:03:18.683147,"(21.0, 36.0, 31.333333333333332)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.666666666666668)","(41.0, 65.0, 53.5)"
09-01-2023 14:03:20.047331,"(21.0, 36.0, 31.333333333333332)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.666666666666668)","(41.0, 65.0, 53.5)"
09-01-2023 14:03:21.215074,"(21.0, 36.0, 31.333333333333332)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.666666666666668)","(41.0, 65.0, 54.85714285714286)"
09-01-2023 14:03:22.483569,"(21.0, 36.0, 31.333333333333332)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.666666666666668)","(41.0, 60.0, 51.0)"
09-01-2023 14:03:23.721463,"(21.0, 36.0, 31.333333333333332)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 11.0, 10.133333333333333)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 60.0, 51.0)"
09-01-2023 14:03:24.910015,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 11.0, 10.205882352941176)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 60.0, 51.0)"
09-01-2023 14:03:26.054808,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 60.0, 51.0)"
09-01-2023 14:03:27.159811,"(21.0, 36.0, 32.18181818181818)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.666666666666666)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 60.0, 52.16666666666667)"
09-01-2023 14:03:28.260722,"(21.0, 36.0, 32.5)","(1.8, 1.91, 1.9097619047619048)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.392857142857142)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 55.0, 53.3)"
09-01-2023 14:03:29.307173,"(21.0, 36.0, 32.5)","(1.8, 1.91, 1.9094117647058824)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 15.5, 15.46551724137931)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 55.0, 52.16666666666667)"
09-01-2023 14:03:30.436989,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9094117647058824)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 15.5, 15.46551724137931)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 55.0, 52.16666666666667)"
09-01-2023 14:03:31.592947,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9094117647058824)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 15.5, 16.2)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 55.0, 53.45454545454545)"
09-01-2023 14:03:32.833635,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9081818181818182)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.875)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 55.0, 52.16666666666667)"
09-01-2023 14:03:33.967967,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9081818181818182)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.875)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 55.0, 52.16666666666667)"
09-01-2023 14:03:35.090485,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9081818181818182)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.875)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 55.0, 52.16666666666667)"
09-01-2023 14:03:36.199021,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9081818181818182)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.875)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 55.0, 46.57142857142857)"
09-01-2023 14:03:37.207808,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.909230769230769)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.875)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 45.714285714285715)"
09-01-2023 14:03:38.239371,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9097499999999998)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 15.875)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 45.714285714285715)"
09-01-2023 14:03:39.317850,"(21.0, 36.0, 33.11764705882353)","(1.8, 1.91, 1.9097499999999998)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.25)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:40.389900,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:41.461706,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:42.559552,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:43.601357,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:44.643534,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:45.726300,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:46.695013,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:47.658742,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.5)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:48.724771,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.600000000000001)","(13.0, 26.0, 25.77777777777778)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:49.822178,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.571428571428571)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.26923076923077)","(7.0, 8.8, 8.68)","(13.0, 26.0, 25.77777777777778)","(41.0, 50.0, 44.0)"
09-01-2023 14:03:50.919235,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.342105263157894)","(7.0, 8.8, 8.68)","(13.0, 26.0, 25.77777777777778)","(41.0, 50.0, 45.0)"
09-01-2023 14:03:52.087309,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.342105263157894)","(7.0, 8.8, 8.68)","(13.0, 26.0, 25.77777777777778)","(41.0, 50.0, 46.25)"
09-01-2023 14:03:53.133685,"(21.0, 36.0, 30.90909090909091)","(1.8, 1.91, 1.9091666666666667)","(7.5, 10.0, 9.7)","(5.0, 10.5, 10.142857142857142)","(12.0, 16.5, 16.342105263157894)","(7.0, 8.8, 8.542857142857143)","(13.0, 26.0, 25.77777777777778)","(41.0, 50.0, 46.25)"
