,Mr Valentine,Lamancha,Dynamic,Kasatkina,Call Me Elf,Tiggerlong Al
10-01-2023 14:16:46.522426,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.2, 5.933333333333334)","(6.5, 19.0, 14.583333333333334)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.25)"
10-01-2023 14:16:47.581211,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 14.0)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.25)"
10-01-2023 14:16:48.659684,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 11.625)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.25)"
10-01-2023 14:16:49.586575,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 13.818181818181818)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.25)"
10-01-2023 14:16:50.487715,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 13.818181818181818)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.25)"
10-01-2023 14:16:51.495000,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.5473684210526315)","(6.5, 19.0, 12.0)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.25)"
10-01-2023 14:16:52.497743,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.5473684210526315)","(6.5, 19.0, 12.0)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:16:53.477026,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.26)","(6.5, 19.0, 13.399999999999999)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:16:54.458869,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.5473684210526315)","(6.5, 19.0, 12.125)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:16:55.453114,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 11.875)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:16:56.361481,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 13.399999999999999)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:16:57.315786,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 12.125)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:16:58.378045,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.5473684210526315)","(6.5, 19.0, 11.875)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:16:59.403368,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 12.125)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:00.402425,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 12.125)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:01.413698,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.5473684210526315)","(6.5, 19.0, 13.399999999999999)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:02.387477,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 12.125)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:03.289554,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.125)","(6.5, 19.0, 13.399999999999999)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:04.242646,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.5473684210526315)","(6.5, 19.0, 12.125)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:05.279638,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.5473684210526315)","(6.5, 19.0, 12.125)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:06.283679,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.5473684210526315)","(6.5, 19.0, 12.125)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:07.275071,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.2, 5.45)","(6.5, 19.0, 15.4375)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:08.191153,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.0, 5.423529411764706)","(6.5, 19.0, 13.399999999999999)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:09.187529,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.0, 5.423529411764706)","(6.5, 19.0, 16.25)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:10.118958,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.0, 5.423529411764706)","(6.5, 19.0, 16.25)","(11.0, 23.0, 21.642857142857142)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:11.118557,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.0, 5.423529411764706)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:12.141944,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.0, 5.09)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:13.104538,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.0, 5.423529411764706)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:13.970448,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.0, 5.09)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:14.941819,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.8, 5.031578947368422)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:16.073885,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.45)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:17.113086,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.6, 5.84)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:18.154928,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.2, 5.6)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:19.138460,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.6, 6.266666666666666)","(6.5, 19.0, 16.25)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:20.094740,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 13.700000000000001)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:21.102141,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.658823529411765)","(6.5, 19.0, 12.5)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:22.120365,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 13.8)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:23.200975,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.658823529411765)","(6.5, 19.0, 13.8)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:24.170187,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.376923076923077)","(6.5, 19.0, 14.0)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:25.146258,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.658823529411765)","(6.5, 19.0, 12.875)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:26.160873,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 13.8)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:27.166431,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 13.8)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:28.253655,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.658823529411765)","(6.5, 19.0, 13.8)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:29.315864,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 12.625)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:30.372177,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.376923076923077)","(6.5, 19.0, 12.625)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:31.367736,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.658823529411765)","(6.5, 19.0, 13.8)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:32.417954,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 14.363636363636363)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:33.437903,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 14.363636363636363)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:34.589650,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.658823529411765)","(6.5, 19.0, 14.363636363636363)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:35.774538,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.484615384615385)","(6.5, 19.0, 14.363636363636363)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:36.904876,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.376923076923077)","(6.5, 19.0, 14.363636363636363)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:37.939006,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 14.363636363636363)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:38.923580,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.65625)","(6.5, 19.0, 14.363636363636363)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:40.009388,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 4.9222222222222225)","(6.5, 19.0, 13.9)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 8.141379310344828)"
10-01-2023 14:17:41.198002,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.28)","(6.5, 19.0, 13.9)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 5.938461538461539)"
10-01-2023 14:17:42.279179,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.28)","(6.5, 19.0, 13.9)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 5.938461538461539)"
10-01-2023 14:17:43.296896,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 4.9222222222222225)","(6.5, 19.0, 13.9)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 5.938461538461539)"
10-01-2023 14:17:44.314565,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 13.9)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 5.938461538461539)"
10-01-2023 14:17:45.328552,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.658823529411765)","(6.5, 19.0, 13.9)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 5.938461538461539)"
10-01-2023 14:17:46.461447,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 13.9)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 5.938461538461539)"
10-01-2023 14:17:47.656991,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.0)","(6.5, 19.0, 13.327272727272728)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 5.938461538461539)"
10-01-2023 14:17:48.802738,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 4.9222222222222225)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 6.48)"
10-01-2023 14:17:49.875504,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 14:17:50.972336,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.21)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 14:17:52.080034,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 14:17:53.236031,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 14:17:54.322924,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 14:17:55.347194,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 14:17:56.317492,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 6.023076923076923)"
10-01-2023 14:17:57.343512,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:17:58.420747,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:17:59.775393,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:00.821740,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:01.821382,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:02.958532,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:04.090896,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:05.051235,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:06.083156,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:07.144224,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:08.044454,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:09.001499,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:10.054585,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 12.88)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:11.052281,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 14.62857142857143)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:12.128219,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:13.159722,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:14.202721,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:15.165678,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:16.086473,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:17.013761,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:17.985429,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 5.7700000000000005)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:19.086344,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.6, 6.333333333333333)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:20.293621,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:21.305193,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:22.200703,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:23.219183,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:24.359539,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:25.473475,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:26.540356,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:27.631954,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:28.596797,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:29.559644,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:30.540769,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:31.483387,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:32.534412,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:33.570603,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:34.730301,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
10-01-2023 14:18:35.698469,"(3.6, 5.1, 4.666666666666666)","(4.6, 6.4, 6.16)","(6.5, 19.0, 10.771428571428572)","(11.0, 23.0, 20.625)","(2.9, 4.1, 2.936363636363636)","(5.0, 10.0, 7.75)"
