,Eddie Munster,Painter Of Light,Time To Go,Masie Jane,Dark Secret,Lucy The Weapon,Brockton Bomber,First Offence
10-01-2023 18:04:18.163998,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:19.219749,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:20.657903,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:21.884623,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:23.337447,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:24.665170,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:26.076115,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:27.380668,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:28.807991,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:30.102958,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:31.327780,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:32.430072,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:33.555169,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:34.772061,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 168.5)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:35.988593,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 28.3125)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 214.33333333333331)","(19.0, 50.0, 30.0)"
10-01-2023 18:04:37.245714,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:38.448227,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:39.668847,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:40.876263,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:42.137756,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:43.305809,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:44.472168,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:45.712555,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:46.919990,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:48.159545,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:49.390573,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:50.644100,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:51.960457,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:53.203055,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:54.473707,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:55.745035,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:57.020749,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:58.253346,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:04:59.474873,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:00.695067,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:01.896648,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:03.044912,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:04.236711,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:05.378253,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:06.503787,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:07.664755,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:08.899617,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:10.120350,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:11.355972,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:12.581613,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 25.090909090909093)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:13.822220,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:15.103778,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:16.334865,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:17.527878,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:18.694728,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:19.887895,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:21.076584,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:22.332935,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 146.0)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:23.633719,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 180.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:24.902625,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:26.190737,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:27.642587,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:29.085578,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:30.397795,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:31.701810,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 26.727272727272727)"
10-01-2023 18:05:33.011757,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 24.375)","(6.0, 10.5, 7.275)","(5.5, 12.0, 11.427272727272728)","(41.0, 230.0, 183.5)","(19.0, 50.0, 37.83333333333333)"
10-01-2023 18:05:34.241829,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.9)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 37.83333333333333)"
10-01-2023 18:05:35.436937,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 37.83333333333333)"
10-01-2023 18:05:36.593213,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 37.83333333333333)"
10-01-2023 18:05:37.773559,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 37.83333333333333)"
10-01-2023 18:05:38.994158,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 30.77777777777778)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 214.33333333333331)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:40.270546,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.025714285714286)","(15.0, 48.0, 30.77777777777778)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 214.33333333333331)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:41.523095,"(26.0, 120.0, 73.5)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.025714285714286)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:42.839302,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.9938461538461538)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:44.164271,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:45.478439,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:46.741401,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:47.989086,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:49.197323,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:50.429173,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.9938461538461538)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:51.604060,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.9938461538461538)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:52.772850,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.9938461538461538)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:53.900223,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 183.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:55.025845,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.8763636363636365)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 230.0, 168.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:56.233213,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 210.0, 168.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:57.424450,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 210.0, 168.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:58.662070,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 2.0533333333333332)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 210.0, 168.5)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:05:59.907952,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.9938461538461538)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 210.0, 115.14285714285714)","(19.0, 48.0, 46.96666666666667)"
10-01-2023 18:06:01.166832,"(26.0, 120.0, 70.76470588235294)","(4.2, 6.8, 5.42)","(1.8, 2.54, 1.9938461538461538)","(15.0, 48.0, 31.588235294117645)","(6.0, 10.5, 7.275)","(5.5, 12.0, 9.966666666666667)","(41.0, 210.0, 115.14285714285714)","(19.0, 48.0, 46.96666666666667)"
