,Slay Queen,Mean Sam,Akimbo,Petite Olga,Francis Geoffrey,Hit List,Queen Norma
06-01-2023 11:57:20.861936,"(1.45, 1.99, 1.8762500000000002)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2964285714285713)","(21.0, 120.0, 56.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 62.285714285714285)"
06-01-2023 11:57:22.091383,"(1.45, 1.99, 1.8762500000000002)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2964285714285713)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:23.317454,"(1.45, 1.99, 1.8762500000000002)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2964285714285713)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:24.501409,"(1.45, 1.99, 1.8829411764705883)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2964285714285713)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:25.674865,"(1.45, 1.99, 1.8829411764705883)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 47.2)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:26.898426,"(1.45, 1.99, 1.8829411764705883)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 140.0, 77.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:28.046684,"(1.45, 1.98, 1.8811764705882354)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 130.0, 77.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:29.182277,"(1.45, 1.98, 1.8811764705882354)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 130.0, 77.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:30.582208,"(1.45, 1.98, 1.8811764705882354)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 130.0, 112.33333333333334)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:31.994972,"(1.45, 1.98, 1.8811764705882354)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 130.0, 112.33333333333334)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:33.281569,"(1.45, 1.98, 1.8811764705882354)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 130.0, 77.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:34.437959,"(1.45, 1.98, 1.8811764705882354)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 130.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:35.606782,"(1.45, 1.98, 1.8811764705882354)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:36.821523,"(1.45, 1.97, 1.8794117647058823)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:38.106173,"(1.45, 1.97, 1.8794117647058823)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:39.367413,"(1.45, 1.97, 1.8794117647058823)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:40.466475,"(1.45, 1.97, 1.8794117647058823)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:41.534998,"(1.45, 1.97, 1.8794117647058823)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:42.755922,"(1.45, 1.97, 1.8794117647058823)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:44.022602,"(1.45, 1.97, 1.8794117647058823)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:45.222114,"(1.45, 1.97, 1.8794117647058823)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.0)","(12.0, 27.0, 15.857142857142858)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:46.379784,"(1.45, 1.96, 1.8776470588235294)","(17.0, 70.0, 61.0)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 18.3)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:47.592070,"(1.45, 1.96, 1.8776470588235294)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 18.3)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:48.733597,"(1.45, 1.96, 1.8776470588235294)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.25)","(17.0, 70.0, 61.08333333333333)"
06-01-2023 11:57:50.004068,"(1.45, 1.96, 1.8776470588235294)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 63.333333333333336)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:57:51.225553,"(1.45, 1.96, 1.8776470588235294)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 140.0, 63.333333333333336)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:57:52.430000,"(1.45, 1.96, 1.8776470588235294)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 140.0, 63.333333333333336)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:57:53.617049,"(1.45, 1.96, 1.8776470588235294)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 140.0, 63.333333333333336)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:57:54.811742,"(1.45, 2.02, 1.98)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 140.0, 72.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:57:55.938807,"(1.45, 1.95, 1.8758823529411766)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 44.0)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:57:57.108669,"(1.45, 1.95, 1.8758823529411766)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 120.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:57:58.050886,"(1.45, 1.95, 1.8758823529411766)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:57:59.115910,"(1.45, 1.95, 1.8758823529411766)","(17.0, 70.0, 43.25)","(3.4, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:00.396143,"(1.5, 1.95, 1.8758823529411766)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:01.606683,"(1.5, 1.95, 1.8758823529411766)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:02.831958,"(1.5, 1.95, 1.8758823529411766)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:04.330801,"(1.5, 1.95, 1.8741176470588237)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:05.636988,"(1.5, 1.94, 1.8741176470588237)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:06.907779,"(1.5, 1.94, 1.8741176470588237)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:08.060676,"(1.5, 1.94, 1.8741176470588237)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:09.329886,"(1.5, 1.94, 1.8741176470588237)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:10.531390,"(1.5, 1.94, 1.8741176470588237)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:11.676458,"(1.5, 1.94, 1.8741176470588237)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:12.849025,"(1.5, 1.94, 1.8741176470588237)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:13.939820,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 110.0, 72.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:15.098398,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 16.285714285714285)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:16.361680,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 15.0)","(12.0, 24.0, 18.5)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:17.524150,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 15.0)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:18.633234,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 15.428571428571429)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:19.818234,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 15.428571428571429)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:20.926809,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 15.428571428571429)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:21.998714,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 15.428571428571429)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:22.986487,"(1.5, 1.93, 1.8723529411764706)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 15.428571428571429)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:24.044861,"(1.5, 1.92, 1.8705882352941177)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 15.428571428571429)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:25.038651,"(1.5, 1.92, 1.8780000000000001)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 27.0, 14.464285714285714)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:26.096076,"(1.5, 1.92, 1.8780000000000001)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 48.0)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:27.296142,"(1.5, 1.92, 1.8780000000000001)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 140.0, 60.0)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:28.527497,"(1.5, 1.92, 1.8780000000000001)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 130.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:29.753805,"(1.5, 1.92, 1.8780000000000001)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:31.111381,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:32.199400,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:33.405407,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:34.656029,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:35.945930,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:37.252844,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:38.606236,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:39.879418,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:41.175130,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:42.362155,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:43.600661,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 60.0)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:44.744115,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 130.0, 60.0)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:45.938985,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 130.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:46.966235,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:48.024563,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.3, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(17.0, 70.0, 43.5)"
06-01-2023 11:58:49.041601,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 70.0, 43.5)"
06-01-2023 11:58:50.135674,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 70.0, 43.5)"
06-01-2023 11:58:51.320720,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 70.0, 43.5)"
06-01-2023 11:58:52.602514,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 70.0, 43.5)"
06-01-2023 11:58:53.837767,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 70.0, 43.5)"
06-01-2023 11:58:55.051971,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 70.0, 43.5)"
06-01-2023 11:58:56.401579,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 72.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 70.0, 43.5)"
06-01-2023 11:58:57.793230,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 67.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 70.0, 41.0)"
06-01-2023 11:58:59.180587,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 110.0, 67.5)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 65.0, 41.0)"
06-01-2023 11:59:00.574720,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 110.0, 36.875)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 65.0, 41.0)"
06-01-2023 11:59:01.836015,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.2933333333333334)","(21.0, 120.0, 36.875)","(12.0, 26.0, 17.666666666666668)","(12.0, 24.0, 18.75)","(15.0, 65.0, 41.0)"
06-01-2023 11:59:03.074361,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.48)","(21.0, 120.0, 36.875)","(12.0, 26.0, 17.333333333333332)","(12.0, 24.0, 18.75)","(15.0, 65.0, 41.0)"
06-01-2023 11:59:04.368300,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 43.25)","(3.6, 3.9, 3.48)","(21.0, 120.0, 36.875)","(12.0, 26.0, 18.225)","(12.0, 24.0, 18.75)","(15.0, 65.0, 41.0)"
06-01-2023 11:59:05.567925,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 61.08333333333333)","(3.6, 3.9, 3.5999999999999996)","(21.0, 120.0, 36.875)","(12.0, 27.0, 18.225)","(12.0, 24.0, 18.75)","(15.0, 65.0, 41.0)"
06-01-2023 11:59:06.946261,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 61.08333333333333)","(3.6, 3.9, 3.5999999999999996)","(21.0, 120.0, 36.875)","(12.0, 27.0, 16.676470588235293)","(12.0, 24.0, 18.75)","(17.0, 65.0, 41.0)"
06-01-2023 11:59:08.411611,"(1.5, 1.95, 1.937142857142857)","(17.0, 70.0, 61.08333333333333)","(3.3, 3.9, 3.6454545454545455)","(21.0, 120.0, 36.875)","(12.0, 27.0, 16.676470588235293)","(12.0, 24.0, 15.083333333333334)","(17.0, 65.0, 41.0)"
06-01-2023 11:59:09.841694,"(1.5, 1.95, 1.942)","(17.0, 70.0, 61.08333333333333)","(3.3, 3.9, 3.6454545454545455)","(21.0, 120.0, 36.875)","(12.0, 27.0, 16.676470588235293)","(12.0, 23.0, 17.75)","(17.0, 65.0, 41.0)"
06-01-2023 11:59:11.134224,"(1.5, 1.95, 1.942)","(17.0, 70.0, 61.08333333333333)","(3.3, 3.9, 3.6454545454545455)","(21.0, 120.0, 36.875)","(12.0, 27.0, 16.676470588235293)","(12.0, 22.0, 17.75)","(17.0, 65.0, 41.0)"
06-01-2023 11:59:12.507741,"(1.5, 1.95, 1.942)","(17.0, 70.0, 61.08333333333333)","(3.3, 3.9, 3.6454545454545455)","(21.0, 120.0, 36.875)","(12.0, 27.0, 16.676470588235293)","(12.0, 22.0, 17.75)","(17.0, 65.0, 41.0)"
06-01-2023 11:59:13.930146,"(1.5, 1.95, 1.942)","(17.0, 70.0, 61.08333333333333)","(3.3, 3.9, 3.6454545454545455)","(21.0, 120.0, 36.875)","(12.0, 27.0, 16.676470588235293)","(12.0, 22.0, 17.75)","(17.0, 65.0, 41.0)"
06-01-2023 11:59:15.228168,"(1.5, 1.95, 1.942)","(17.0, 70.0, 61.08333333333333)","(3.3, 3.9, 3.6454545454545455)","(21.0, 120.0, 36.875)","(12.0, 27.0, 16.676470588235293)","(12.0, 22.0, 14.75)","(17.0, 65.0, 41.0)"
06-01-2023 11:59:16.411336,"(1.5, 1.95, 1.942222222222222)","(17.0, 70.0, 61.08333333333333)","(3.3, 3.9, 3.76)","(21.0, 120.0, 36.875)","(12.0, 27.0, 16.676470588235293)","(12.0, 21.0, 14.75)","(17.0, 65.0, 41.0)"
