,Alternate Shot,Sour Lemon,Epic Rooster,Maisey,Diamond Chipper,Trousseau,Goldstar Larson,Shane Baxter
12-01-2023 16:36:57.466943,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:36:58.653747,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:36:59.788866,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:01.103693,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:02.372227,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:03.557900,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:04.885400,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:05.985489,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:07.068952,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:08.276458,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:09.432702,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:10.676176,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:11.758796,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:12.845891,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:13.933294,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:14.941393,"(1.4, 2.54, 2.2275)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.928571428571429)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:16.028097,"(1.4, 2.54, 2.25875)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.033333333333333)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 220.0, 136.66666666666669)"
12-01-2023 16:37:17.137385,"(1.4, 2.54, 2.25875)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.033333333333333)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 220.0, 160.0)"
12-01-2023 16:37:18.550434,"(1.4, 2.54, 2.25875)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.033333333333333)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 220.0, 160.0)"
12-01-2023 16:37:19.734507,"(1.4, 2.54, 2.25875)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.033333333333333)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 220.0, 160.0)"
12-01-2023 16:37:20.893279,"(1.4, 2.54, 2.25875)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.6, 7.033333333333333)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 220.0, 138.46153846153845)"
12-01-2023 16:37:22.197016,"(1.4, 2.52, 2.2325)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.2, 7.414285714285714)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:23.256998,"(1.4, 2.52, 2.245)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.0, 7.414285714285714)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:24.225283,"(1.4, 2.52, 2.245)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.0, 7.414285714285714)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:25.348195,"(1.4, 2.52, 2.245)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.0, 7.414285714285714)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:26.436782,"(1.4, 2.52, 2.245)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.0, 7.414285714285714)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:27.641340,"(1.4, 2.52, 2.245)","(19.0, 190.0, 71.26923076923077)","(4.0, 8.0, 7.414285714285714)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:28.757947,"(1.4, 2.5, 2.396)","(19.0, 190.0, 71.26923076923077)","(4.0, 9.8, 8.957142857142857)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:29.999306,"(1.4, 2.5, 2.396)","(19.0, 190.0, 71.26923076923077)","(4.0, 9.8, 8.957142857142857)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:31.198728,"(1.4, 2.48, 2.391578947368421)","(19.0, 190.0, 71.26923076923077)","(4.0, 10.5, 7.199999999999999)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:32.218829,"(1.4, 2.48, 2.368)","(19.0, 190.0, 71.26923076923077)","(4.0, 10.5, 7.199999999999999)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:33.246365,"(1.4, 2.48, 2.368)","(19.0, 190.0, 71.26923076923077)","(4.0, 10.5, 7.199999999999999)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:34.371774,"(1.4, 2.48, 2.04)","(19.0, 190.0, 71.26923076923077)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:35.510759,"(1.4, 2.48, 2.04)","(19.0, 190.0, 71.26923076923077)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:36.599339,"(1.4, 2.48, 2.04)","(19.0, 190.0, 71.26923076923077)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:37.716215,"(1.4, 2.48, 2.04)","(19.0, 190.0, 71.26923076923077)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.35714285714286)","(21.0, 240.0, 138.46153846153845)"
12-01-2023 16:37:38.848832,"(1.4, 2.48, 2.04)","(19.0, 190.0, 71.26923076923077)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 69.88461538461539)","(19.0, 160.0, 99.35714285714286)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:39.933726,"(1.4, 2.48, 2.04)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 98.92857142857143)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:41.087954,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 98.92857142857143)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:42.255937,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 98.92857142857143)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:43.535737,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 98.92857142857143)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:44.648804,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 98.92857142857143)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:45.695995,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 98.92857142857143)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:46.714844,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 98.92857142857143)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:47.716442,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 98.92857142857143)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 98.92857142857143)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:48.748500,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.57692307692308)","(4.0, 10.5, 4.76875)","(19.0, 190.0, 77.82142857142857)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:49.930805,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:51.038343,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:52.094800,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:53.069168,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:54.173975,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:55.242020,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:56.397909,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:57.501752,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:58.686076,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 107.4)"
12-01-2023 16:37:59.728724,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 240.0, 103.88888888888889)"
12-01-2023 16:38:00.890465,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 103.88888888888889)"
12-01-2023 16:38:02.044528,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 103.88888888888889)"
12-01-2023 16:38:03.364457,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 103.88888888888889)"
12-01-2023 16:38:04.606864,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 103.88888888888889)"
12-01-2023 16:38:05.869698,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 103.88888888888889)"
12-01-2023 16:38:07.097406,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 103.88888888888889)"
12-01-2023 16:38:08.310363,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 103.88888888888889)"
12-01-2023 16:38:09.514097,"(1.4, 2.0, 1.934375)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:10.851553,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:11.950109,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:13.052247,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 99.14285714285714)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 99.14285714285714)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:14.023013,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 160.0, 81.11111111111111)","(9.0, 21.0, 19.854545454545455)","(19.0, 160.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:15.113215,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:16.192463,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:17.369738,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:18.420951,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:19.435086,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:20.455980,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:21.491760,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:22.602500,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:23.768260,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:24.913213,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:25.993889,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
12-01-2023 16:38:26.979991,"(1.4, 2.0, 1.9346666666666665)","(19.0, 190.0, 70.92307692307692)","(4.0, 10.5, 6.363636363636363)","(19.0, 190.0, 69.53846153846155)","(19.0, 150.0, 76.66666666666666)","(9.0, 21.0, 19.854545454545455)","(19.0, 150.0, 76.66666666666666)","(21.0, 210.0, 77.76923076923077)"
