,Seductive Angel,Fan Cool Unit,Jimary Decoder,Bugatti Moon,Jet Set Jack,Alinta Fire,Lees Bonus,Choose Well
08-12-2022 12:32:30.542787,"(7.5, 11.0, 8.573333333333332)","(61.0, 120.0, 92.6086956521739)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.9375)","(4.8, 7.0, 6.7)","(31.0, 48.0, 40.125)","(2.25, 3.55, 3.4166666666666665)"
08-12-2022 12:32:31.589461,"(7.5, 11.0, 8.573333333333332)","(61.0, 120.0, 92.6086956521739)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.9375)","(4.8, 7.0, 6.7)","(31.0, 48.0, 40.125)","(2.25, 3.55, 3.459090909090909)"
08-12-2022 12:32:32.734895,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 92.6086956521739)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.9375)","(4.8, 7.0, 6.7)","(31.0, 48.0, 40.125)","(2.25, 3.55, 3.459090909090909)"
08-12-2022 12:32:33.871799,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 92.6086956521739)","(4.8, 5.2, 5.1000000000000005)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.9375)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 41.7)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:32:34.911085,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.94)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 41.7)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:32:36.014801,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.945454545454545)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 41.7)","(2.25, 3.55, 3.4166666666666665)"
08-12-2022 12:32:37.033783,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.957142857142857)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 41.7)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:38.102065,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.1000000000000005)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 41.7)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:39.194090,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.1000000000000005)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.7)","(2.25, 3.5, 3.4749999999999996)"
08-12-2022 12:32:40.292064,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.7)","(2.25, 3.55, 3.4166666666666665)"
08-12-2022 12:32:41.302050,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.7)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:42.316030,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.858823529411765)","(31.0, 48.0, 41.7)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:43.362068,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 41.7)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:44.420015,"(7.5, 10.5, 8.528571428571428)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.1000000000000005)","(91.0, 610.0, 567.0833333333333)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 41.25)","(2.25, 3.5, 3.4749999999999996)"
08-12-2022 12:32:45.452394,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.1000000000000005)","(91.0, 610.0, 547.5)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 41.25)","(2.25, 3.55, 3.433333333333333)"
08-12-2022 12:32:46.502606,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:47.587644,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:48.637071,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:49.696131,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.1000000000000005)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4749999999999996)"
08-12-2022 12:32:50.790371,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4166666666666665)"
08-12-2022 12:32:51.871624,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.056521739130435)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:53.001608,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:54.051662,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:55.121505,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:32:56.123396,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:32:57.156355,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:58.275046,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:32:59.241227,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:33:00.347672,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:01.397115,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4166666666666665)"
08-12-2022 12:33:02.515223,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 710.0, 394.2105263157895)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:33:03.536045,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 680.0, 576.3636363636364)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:33:04.609377,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4749999999999996)"
08-12-2022 12:33:05.682244,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:06.752157,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4166666666666665)"
08-12-2022 12:33:07.809804,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.933333333333334)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:33:08.808288,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:33:09.864424,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:10.848888,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:11.899448,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:12.904567,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:13.898118,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:14.844631,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:15.858159,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:16.831934,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:17.864342,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:18.885146,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:19.869419,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:20.836441,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:21.866149,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.9)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:22.878924,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.6000000000000005)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:23.887891,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:24.936647,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:26.014154,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:27.498072,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:28.600079,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:29.800496,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:31.002851,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:32.334969,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:33.641857,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:34.932018,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.7)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:36.199104,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:37.563133,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.811764705882353)","(31.0, 48.0, 42.31578947368421)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:38.736584,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 39.81818181818182)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:39.952176,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:41.125724,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.2, 4.6000000000000005)","(4.8, 7.0, 6.753846153846154)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:42.363940,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 86.84210526315789)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 4.6, 4.5)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4923076923076923)"
08-12-2022 12:33:43.521789,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 87.05882352941177)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:44.503797,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4166666666666665)"
08-12-2022 12:33:45.567920,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:33:46.832635,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:33:47.950241,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.4749999999999996)"
08-12-2022 12:33:49.450910,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4749999999999996)"
08-12-2022 12:33:50.857894,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4166666666666665)"
08-12-2022 12:33:52.007061,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.4166666666666665)"
08-12-2022 12:33:53.251159,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.4749999999999996)"
08-12-2022 12:33:54.559152,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4153846153846152)"
08-12-2022 12:33:55.589535,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.55, 3.4153846153846152)"
08-12-2022 12:33:56.742812,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.3857142857142857)"
08-12-2022 12:33:57.888385,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 4.99375)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.3857142857142857)"
08-12-2022 12:33:58.954268,"(7.5, 10.5, 8.774999999999999)","(61.0, 120.0, 90.52631578947368)","(4.8, 5.2, 5.036363636363637)","(91.0, 610.0, 560.0)","(4.2, 5.0, 4.7)","(4.8, 7.0, 6.7)","(31.0, 48.0, 41.57142857142857)","(2.25, 3.5, 3.3857142857142857)"
