,Seductive Angel,Fan Cool Unit,Jimary Decoder,Bugatti Moon,Jet Set Jack,Alinta Fire,Lees Bonus,Choose Well
08-12-2022 12:35:40.596175,"(7.5, 8.4, 8.016438356164384)","(71.0, 120.0, 114.93975903614458)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 4.9, 4.881481481481481)","(5.0, 6.8, 6.243636363636364)","(31.0, 36.0, 29.959183673469386)","(2.5, 4.1, 3.978571428571428)"
08-12-2022 12:35:41.906478,"(7.5, 8.4, 8.016438356164384)","(71.0, 120.0, 114.93975903614458)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 4.9, 4.875)","(5.0, 6.8, 6.29)","(31.0, 36.0, 29.88235294117647)","(2.5, 4.1, 3.978571428571428)"
08-12-2022 12:35:43.145161,"(7.5, 8.4, 8.016438356164384)","(71.0, 120.0, 111.05263157894737)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 4.9, 4.875)","(5.0, 6.8, 6.476190476190476)","(31.0, 36.0, 33.53846153846154)","(2.5, 4.1, 3.978571428571428)"
08-12-2022 12:35:44.446949,"(7.5, 8.4, 8.016438356164384)","(71.0, 120.0, 114.13793103448276)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 4.9, 4.875)","(5.0, 6.8, 6.490909090909091)","(31.0, 34.0, 33.53846153846154)","(2.5, 4.1, 3.9499999999999997)"
08-12-2022 12:35:45.781349,"(7.5, 8.4, 8.016438356164384)","(71.0, 120.0, 114.13793103448276)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 4.9, 5.175)","(5.0, 6.8, 6.243636363636364)","(31.0, 34.0, 33.53846153846154)","(2.5, 4.1, 3.9307692307692306)"
08-12-2022 12:35:47.102581,"(7.5, 8.4, 8.016901408450705)","(71.0, 120.0, 115.64102564102564)","(4.4, 4.8, 4.615714285714286)","(91.0, 490.0, 234.0)","(4.2, 5.3, 5.1)","(5.0, 6.8, 6.29)","(31.0, 34.0, 30.666666666666668)","(2.5, 4.1, 3.9307692307692306)"
08-12-2022 12:35:48.560319,"(7.5, 8.4, 8.016901408450705)","(71.0, 120.0, 115.64102564102564)","(4.4, 4.8, 4.632075471698113)","(91.0, 490.0, 234.0)","(4.2, 5.3, 4.9875)","(5.0, 6.8, 6.29)","(31.0, 34.0, 30.11764705882353)","(2.5, 4.1, 3.6841463414634146)"
08-12-2022 12:35:49.942045,"(7.5, 8.4, 8.016901408450705)","(71.0, 120.0, 116.26666666666667)","(4.4, 4.7, 4.4638888888888895)","(91.0, 490.0, 234.0)","(4.2, 5.1, 4.990909090909091)","(5.0, 6.8, 6.243636363636364)","(31.0, 34.0, 28.8)","(2.5, 3.85, 3.685)"
08-12-2022 12:35:51.345944,"(7.5, 8.4, 8.016901408450705)","(71.0, 120.0, 115.82089552238806)","(4.4, 4.7, 4.332432432432432)","(91.0, 490.0, 234.0)","(4.2, 5.1, 4.9875)","(5.0, 6.8, 6.450909090909091)","(31.0, 32.0, 28.714285714285715)","(2.5, 3.85, 3.706)"
08-12-2022 12:35:52.688655,"(7.5, 8.4, 8.016901408450705)","(71.0, 120.0, 115.82089552238806)","(4.4, 4.7, 4.332432432432432)","(91.0, 490.0, 234.0)","(4.2, 5.1, 4.9875)","(5.0, 6.8, 6.450909090909091)","(31.0, 29.0, 28.714285714285715)","(2.5, 3.85, 3.706)"
08-12-2022 12:35:54.036223,"(7.5, 8.4, 8.016901408450705)","(71.0, 120.0, 115.82089552238806)","(4.4, 4.7, 4.328571428571428)","(91.0, 490.0, 234.0)","(4.2, 5.1, 5.08125)","(5.0, 6.8, 6.487272727272727)","(31.0, 32.0, 27.454545454545453)","(2.5, 3.85, 3.706)"
08-12-2022 12:35:55.388305,"(7.5, 8.4, 8.016901408450705)","(71.0, 120.0, 115.82089552238806)","(4.4, 4.7, 4.328571428571428)","(91.0, 490.0, 234.0)","(4.2, 5.2, 5.175)","(5.0, 6.8, 6.2625)","(31.0, 32.0, 27.638297872340427)","(2.5, 3.85, 3.706)"
08-12-2022 12:35:56.724717,"(7.5, 8.4, 8.016901408450705)","(71.0, 120.0, 115.82089552238806)","(4.4, 4.7, 4.328571428571428)","(91.0, 490.0, 223.33333333333334)","(4.2, 5.2, 4.95)","(5.0, 6.8, 6.251063829787234)","(31.0, 32.0, 28.666666666666668)","(2.5, 3.85, 3.7717391304347827)"
08-12-2022 12:35:58.076882,"(7.5, 8.4, 8.022222222222222)","(71.0, 120.0, 115.82089552238806)","(4.4, 4.7, 4.367796610169491)","(91.0, 490.0, 223.33333333333334)","(4.2, 5.0, 4.942857142857143)","(5.0, 6.8, 6.303846153846154)","(31.0, 29.0, 27.684210526315788)","(2.5, 3.85, 3.7717391304347827)"
08-12-2022 12:35:59.431040,"(7.5, 8.4, 8.01578947368421)","(71.0, 120.0, 115.88235294117646)","(4.4, 4.9, 4.893548387096774)","(91.0, 490.0, 223.33333333333334)","(4.2, 5.0, 4.952)","(5.0, 6.8, 6.347368421052631)","(31.0, 29.0, 25.8)","(2.5, 3.85, 3.7624999999999997)"
08-12-2022 12:36:00.826387,"(7.5, 8.4, 8.120000000000001)","(71.0, 120.0, 115.21126760563381)","(4.4, 5.0, 5.01)","(91.0, 490.0, 223.33333333333334)","(4.2, 5.0, 4.952)","(5.0, 6.8, 6.355172413793103)","(31.0, 29.0, 25.94871794871795)","(2.5, 3.8, 3.673076923076923)"
08-12-2022 12:36:02.214162,"(7.5, 8.2, 8.005263157894737)","(71.0, 120.0, 115.21126760563381)","(4.4, 5.1, 5.04)","(91.0, 490.0, 316.3636363636364)","(4.2, 5.0, 5.085)","(5.0, 6.8, 6.355172413793103)","(31.0, 28.0, 25.333333333333332)","(2.5, 3.75, 3.6875)"
08-12-2022 12:36:03.614637,"(7.5, 8.2, 8.005263157894737)","(71.0, 120.0, 115.21126760563381)","(4.4, 5.1, 5.069230769230769)","(91.0, 480.0, 437.77777777777777)","(4.2, 5.1, 5.085)","(5.0, 6.8, 6.355172413793103)","(31.0, 28.0, 25.473684210526315)","(2.5, 3.7, 3.6875)"
08-12-2022 12:36:05.013511,"(7.5, 8.2, 8.00377358490566)","(71.0, 120.0, 115.21126760563381)","(4.4, 5.1, 5.08)","(91.0, 470.0, 437.77777777777777)","(4.2, 5.1, 4.952)","(5.0, 6.8, 6.355172413793103)","(31.0, 28.0, 25.441176470588236)","(2.5, 3.7, 3.6333333333333333)"
08-12-2022 12:36:06.453297,"(7.5, 8.2, 8.002739726027396)","(71.0, 120.0, 115.21126760563381)","(4.4, 5.1, 5.08)","(91.0, 470.0, 354.0)","(4.2, 5.0, 4.952)","(5.0, 6.8, 6.456)","(31.0, 28.0, 25.441176470588236)","(2.5, 3.65, 3.6333333333333333)"
08-12-2022 12:36:07.938595,"(7.5, 8.2, 7.978461538461538)","(71.0, 120.0, 115.21126760563381)","(4.4, 5.1, 5.08)","(91.0, 470.0, 423.0)","(4.2, 5.0, 4.952)","(5.0, 6.8, 6.456)","(31.0, 28.0, 25.441176470588236)","(2.5, 3.65, 3.5954545454545452)"
08-12-2022 12:36:09.410985,"(7.0, 8.2, 7.978461538461538)","(71.0, 120.0, 115.21126760563381)","(4.2, 5.1, 5.081818181818181)","(101.0, 450.0, 375.0)","(4.2, 5.0, 5.183333333333334)","(5.0, 6.8, 6.355172413793103)","(26.0, 28.0, 25.441176470588236)","(2.6, 3.65, 3.5954545454545452)"
08-12-2022 12:36:10.863062,"(7.0, 8.2, 7.987096774193548)","(71.0, 120.0, 115.21126760563381)","(4.2, 5.1, 5.081818181818181)","(101.0, 440.0, 394.2857142857143)","(4.2, 5.2, 5.1461538461538465)","(5.0, 6.8, 6.355172413793103)","(26.0, 28.0, 25.416666666666668)","(2.6, 3.65, 3.5250000000000004)"
08-12-2022 12:36:12.310412,"(7.0, 8.2, 7.8)","(71.0, 120.0, 115.82089552238806)","(4.2, 5.1, 5.081818181818181)","(101.0, 430.0, 394.2857142857143)","(4.2, 5.3, 5.188888888888889)","(5.0, 6.8, 6.36271186440678)","(26.0, 28.0, 25.47826086956522)","(2.6, 3.6, 3.5700000000000003)"
08-12-2022 12:36:13.747694,"(7.0, 7.8, 7.6)","(71.0, 120.0, 115.14285714285714)","(4.2, 5.1, 5.140000000000001)","(101.0, 430.0, 230.0)","(4.2, 5.3, 5.036842105263158)","(5.0, 6.8, 6.417777777777778)","(26.0, 28.0, 25.47826086956522)","(2.6, 3.6, 3.61)"
08-12-2022 12:36:15.165710,"(7.0, 7.8, 7.583333333333333)","(71.0, 120.0, 115.14285714285714)","(4.2, 5.2, 5.171428571428572)","(101.0, 430.0, 305.55555555555554)","(4.2, 5.1, 5.036842105263158)","(5.0, 6.8, 6.43404255319149)","(26.0, 28.0, 26.035087719298247)","(2.6, 3.65, 3.5911764705882354)"
08-12-2022 12:36:16.647337,"(7.0, 7.6, 7.581818181818181)","(71.0, 120.0, 115.14285714285714)","(4.2, 5.2, 5.025925925925926)","(101.0, 430.0, 305.55555555555554)","(4.2, 5.1, 5.058620689655172)","(5.0, 6.8, 6.441666666666667)","(26.0, 28.0, 26.035087719298247)","(2.6, 3.6, 3.59)"
08-12-2022 12:36:18.038337,"(7.0, 7.6, 7.581818181818181)","(71.0, 120.0, 115.14285714285714)","(4.2, 5.1, 5.016666666666667)","(101.0, 430.0, 305.55555555555554)","(4.2, 5.1, 5.058620689655172)","(5.0, 6.8, 6.441666666666667)","(26.0, 28.0, 26.035087719298247)","(2.6, 3.65, 3.545)"
08-12-2022 12:36:19.485910,"(7.0, 7.6, 7.464516129032258)","(71.0, 120.0, 115.82089552238806)","(4.2, 5.1, 5.0181818181818185)","(101.0, 430.0, 323.57142857142856)","(4.2, 5.1, 5.076190476190476)","(5.0, 6.8, 6.490566037735849)","(26.0, 28.0, 26.035087719298247)","(2.6, 3.65, 3.590909090909091)"
08-12-2022 12:36:20.862852,"(7.0, 7.6, 7.464516129032258)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.1, 5.0137931034482754)","(101.0, 420.0, 331.53846153846155)","(4.2, 5.4, 5.28)","(5.0, 6.8, 6.517241379310345)","(26.0, 28.0, 27.017543859649123)","(2.6, 3.7, 3.6363636363636362)"
08-12-2022 12:36:22.265034,"(7.0, 7.6, 7.445283018867925)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.1, 5.0137931034482754)","(101.0, 420.0, 298.2352941176471)","(4.2, 5.4, 5.147368421052632)","(5.0, 6.8, 6.517241379310345)","(26.0, 28.0, 26.47887323943662)","(2.6, 3.65, 3.5863636363636364)"
08-12-2022 12:36:23.656318,"(7.0, 7.6, 7.445283018867925)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.1, 5.0137931034482754)","(101.0, 420.0, 305.0)","(4.2, 5.2, 5.154545454545454)","(5.0, 6.8, 6.517241379310345)","(26.0, 28.0, 26.5)","(2.6, 3.6, 3.575)"
08-12-2022 12:36:25.094991,"(7.0, 7.6, 7.438095238095238)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.1, 5.0137931034482754)","(101.0, 420.0, 305.0)","(4.2, 5.2, 5.16875)","(5.0, 6.8, 6.522033898305085)","(26.0, 28.0, 26.708333333333332)","(2.6, 3.65, 3.592857142857143)"
08-12-2022 12:36:26.548798,"(7.0, 7.6, 7.403773584905661)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.1, 5.0137931034482754)","(101.0, 420.0, 305.0)","(4.2, 5.2, 5.16875)","(5.0, 6.8, 6.517241379310345)","(26.0, 28.0, 31.47826086956522)","(2.6, 3.6, 3.63)"
08-12-2022 12:36:27.946866,"(7.0, 7.6, 7.403773584905661)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.1, 5.0137931034482754)","(101.0, 420.0, 298.2352941176471)","(4.2, 5.2, 5.263414634146342)","(5.0, 6.8, 6.517241379310345)","(26.0, 32.0, 31.272727272727273)","(2.6, 3.75, 3.63)"
08-12-2022 12:36:29.344983,"(7.0, 7.6, 7.403773584905661)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.1, 5.199999999999999)","(101.0, 420.0, 315.7894736842105)","(4.2, 5.4, 5.168181818181818)","(5.0, 6.8, 6.484615384615385)","(26.0, 32.0, 30.88888888888889)","(2.6, 3.75, 3.5605263157894735)"
08-12-2022 12:36:30.730507,"(7.0, 7.6, 7.083076923076923)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.3, 5.25)","(101.0, 420.0, 322.22222222222223)","(4.2, 5.4, 5.178947368421053)","(5.0, 6.8, 6.5058823529411764)","(26.0, 32.0, 30.823529411764707)","(2.7, 3.65, 3.492857142857143)"
08-12-2022 12:36:32.056476,"(7.0, 7.6, 7.23448275862069)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.3, 5.2)","(101.0, 420.0, 322.22222222222223)","(4.2, 5.2, 5.175)","(5.0, 6.8, 6.472131147540984)","(21.0, 32.0, 31.047619047619047)","(2.7, 3.6, 3.5625)"
08-12-2022 12:36:33.476386,"(7.0, 7.6, 7.141176470588235)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.4, 5.166666666666666)","(101.0, 420.0, 369.2307692307692)","(4.2, 5.2, 5.184)","(5.0, 6.8, 6.4875)","(21.0, 32.0, 31.047619047619047)","(2.7, 3.75, 3.518181818181818)"
08-12-2022 12:36:34.808995,"(7.0, 7.6, 7.135211267605634)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.3, 5.199999999999999)","(101.0, 420.0, 369.2307692307692)","(4.2, 5.2, 5.184)","(5.0, 6.8, 6.4875)","(21.0, 32.0, 30.823529411764707)","(2.7, 3.7, 3.6)"
08-12-2022 12:36:36.163392,"(7.0, 7.6, 7.135211267605634)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.3, 5.233333333333333)","(101.0, 420.0, 369.2307692307692)","(4.2, 5.2, 5.290909090909091)","(5.0, 6.8, 6.4875)","(21.0, 32.0, 30.823529411764707)","(2.7, 3.65, 3.59047619047619)"
08-12-2022 12:36:37.750585,"(7.0, 7.4, 7.1)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.3, 5.052380952380952)","(101.0, 420.0, 357.1428571428571)","(4.2, 5.4, 5.2935483870967746)","(5.0, 6.8, 6.4875)","(21.0, 32.0, 30.823529411764707)","(2.7, 3.6, 3.4875000000000003)"
08-12-2022 12:36:39.370138,"(7.0, 7.4, 7.1)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.3, 4.994736842105263)","(101.0, 420.0, 369.2307692307692)","(4.2, 5.4, 5.308571428571429)","(5.0, 6.8, 6.483582089552239)","(21.0, 32.0, 31.047619047619047)","(2.7, 3.6, 3.5617647058823527)"
08-12-2022 12:36:40.907356,"(7.0, 7.4, 7.082191780821918)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.2, 4.965217391304348)","(101.0, 420.0, 369.2307692307692)","(4.2, 5.4, 5.279999999999999)","(5.0, 6.8, 6.483582089552239)","(21.0, 32.0, 31.047619047619047)","(2.6, 3.65, 3.5749999999999997)"
08-12-2022 12:36:42.390901,"(7.0, 7.4, 7.0067796610169495)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.2, 4.965217391304348)","(101.0, 420.0, 357.1428571428571)","(4.2, 5.3, 5.285714285714286)","(5.0, 6.8, 6.483582089552239)","(21.0, 32.0, 31.047619047619047)","(2.6, 3.7, 3.6571428571428575)"
08-12-2022 12:36:43.864186,"(7.0, 7.4, 7.203389830508475)","(71.0, 120.0, 116.11111111111111)","(4.2, 5.2, 4.94)","(101.0, 420.0, 295.7142857142857)","(4.2, 5.3, 5.2444444444444445)","(5.0, 6.8, 6.483582089552239)","(21.0, 32.0, 30.823529411764707)","(2.6, 3.7, 3.683333333333333)"
08-12-2022 12:36:45.353883,"(7.0, 7.4, 7.203448275862069)","(71.0, 120.0, 115.46666666666667)","(4.2, 5.1, 4.933333333333334)","(101.0, 410.0, 321.1111111111111)","(4.2, 5.3, 5.2875)","(5.0, 6.8, 6.5055555555555555)","(21.0, 32.0, 30.928571428571427)","(2.6, 3.7, 3.6500000000000004)"
08-12-2022 12:36:46.808636,"(7.0, 7.4, 7.241095890410959)","(71.0, 120.0, 115.46666666666667)","(4.2, 5.1, 4.944444444444445)","(101.0, 410.0, 292.3529411764706)","(4.2, 5.3, 5.2875)","(5.0, 6.8, 6.5055555555555555)","(21.0, 32.0, 30.333333333333332)","(2.6, 3.7, 3.6954545454545453)"
08-12-2022 12:36:48.308191,"(7.0, 7.4, 7.082191780821918)","(71.0, 120.0, 140.27777777777777)","(4.2, 5.1, 4.947058823529412)","(101.0, 410.0, 285.0)","(4.2, 5.3, 5.173684210526316)","(5.0, 6.8, 6.51875)","(21.0, 32.0, 30.333333333333332)","(2.6, 3.75, 3.6685185185185185)"
08-12-2022 12:36:49.904821,"(6.5, 7.4, 7.076923076923077)","(71.0, 150.0, 133.52941176470588)","(4.2, 5.1, 5.113636363636363)","(101.0, 410.0, 290.0)","(4.2, 5.2, 5.325)","(5.0, 6.8, 7.057142857142857)","(21.0, 32.0, 29.333333333333332)","(2.6, 3.75, 3.3125)"
08-12-2022 12:36:51.570186,"(6.5, 7.4, 7.203125)","(71.0, 150.0, 133.52941176470588)","(4.2, 5.4, 5.113636363636363)","(101.0, 410.0, 297.6923076923077)","(4.2, 5.5, 5.428)","(5.0, 7.2, 7.16)","(21.0, 36.0, 31.333333333333332)","(2.6, 3.35, 3.423484848484849)"
08-12-2022 12:36:53.101461,"(6.5, 7.4, 7.203125)","(71.0, 150.0, 144.0983606557377)","(4.2, 5.3, 5.026086956521739)","(101.0, 400.0, 277.05882352941177)","(4.2, 5.5, 5.477777777777778)","(5.0, 7.4, 7.32)","(21.0, 36.0, 30.98507462686567)","(2.6, 3.45, 3.2993150684931507)"
08-12-2022 12:36:54.616204,"(6.5, 7.4, 7.2057142857142855)","(71.0, 150.0, 144.0)","(4.2, 5.3, 4.923076923076923)","(101.0, 400.0, 273.3333333333333)","(4.2, 5.5, 5.366666666666667)","(5.0, 7.4, 7.1)","(21.0, 36.0, 30.127659574468087)","(2.6, 3.3, 3.65)"
08-12-2022 12:36:56.130041,"(6.5, 7.4, 6.89)","(71.0, 150.0, 144.0)","(4.2, 5.2, 4.923076923076923)","(101.0, 400.0, 270.0)","(4.2, 5.5, 5.26875)","(5.0, 7.4, 7.257142857142857)","(21.0, 36.0, 29.11627906976744)","(2.6, 3.8, 3.55)"
08-12-2022 12:36:57.639830,"(6.5, 7.4, 7.0285714285714285)","(71.0, 150.0, 144.0)","(4.2, 5.2, 5.1)","(101.0, 390.0, 270.0)","(4.2, 5.3, 5.266666666666667)","(5.0, 7.4, 7.142857142857143)","(21.0, 34.0, 31.555555555555557)","(2.6, 3.65, 3.6421052631578945)"
08-12-2022 12:36:59.117910,"(6.5, 7.4, 7.0285714285714285)","(71.0, 150.0, 144.0)","(4.2, 5.2, 4.925000000000001)","(101.0, 390.0, 273.52941176470586)","(4.2, 5.3, 5.453846153846154)","(5.0, 7.4, 7.142857142857143)","(21.0, 32.0, 31.555555555555557)","(2.6, 3.65, 3.3506896551724137)"
08-12-2022 12:37:00.619764,"(6.5, 7.4, 7.02)","(71.0, 150.0, 144.0983606557377)","(4.2, 5.1, 5.033333333333333)","(101.0, 390.0, 273.52941176470586)","(4.2, 5.5, 5.433333333333334)","(5.0, 7.4, 7.2)","(21.0, 32.0, 28.857142857142858)","(2.6, 3.4, 3.3671140939597315)"
08-12-2022 12:37:02.188222,"(6.5, 7.4, 7.02)","(71.0, 150.0, 144.0983606557377)","(4.2, 5.1, 5.0636363636363635)","(101.0, 390.0, 264.0)","(4.2, 5.5, 5.476470588235294)","(5.0, 7.4, 7.266666666666667)","(21.0, 34.0, 31.11111111111111)","(2.6, 3.4, 3.4125)"
08-12-2022 12:37:03.687326,"(6.5, 7.4, 7.02)","(71.0, 150.0, 144.0983606557377)","(4.2, 5.1, 5.04)","(101.0, 390.0, 264.0)","(4.2, 5.5, 5.426315789473684)","(5.0, 7.4, 7.230769230769231)","(21.0, 32.0, 28.666666666666668)","(2.6, 3.6, 3.423076923076923)"
08-12-2022 12:37:05.177390,"(6.5, 7.4, 7.21)","(71.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.125)","(101.0, 390.0, 277.5)","(4.2, 5.5, 5.409090909090909)","(5.0, 7.4, 7.24)","(21.0, 32.0, 28.666666666666668)","(2.6, 3.45, 3.372)"
08-12-2022 12:37:06.811069,"(6.5, 7.4, 7.1625000000000005)","(71.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.125)","(101.0, 390.0, 277.5)","(4.2, 5.5, 5.346153846153846)","(5.0, 7.4, 7.260869565217392)","(21.0, 32.0, 29.5)","(2.6, 3.4, 3.3666666666666667)"
08-12-2022 12:37:08.374070,"(6.5, 7.4, 7.1625000000000005)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.125)","(101.0, 390.0, 277.5)","(4.2, 5.5, 5.383333333333334)","(5.0, 7.4, 7.260869565217392)","(21.0, 30.0, 29.5)","(2.6, 3.4, 3.3666666666666667)"
08-12-2022 12:37:09.916971,"(6.5, 7.4, 7.185714285714286)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.125)","(101.0, 390.0, 277.5)","(4.2, 5.4, 5.2272727272727275)","(5.0, 7.4, 7.24)","(21.0, 30.0, 29.5)","(2.6, 3.4, 3.3740740740740742)"
08-12-2022 12:37:11.400654,"(6.5, 7.4, 7.1931034482758625)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.125)","(101.0, 390.0, 277.5)","(4.2, 5.5, 5.2384615384615385)","(5.0, 7.4, 7.24)","(21.0, 30.0, 29.5)","(2.6, 3.4, 3.4197674418604653)"
08-12-2022 12:37:12.887550,"(6.5, 7.4, 7.392)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.125)","(101.0, 390.0, 264.0)","(4.2, 5.4, 5.16)","(5.0, 7.4, 7.231578947368421)","(21.0, 30.0, 29.5)","(2.6, 3.45, 3.3954545454545455)"
08-12-2022 12:37:14.379303,"(6.5, 7.6, 7.4071428571428575)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.125)","(101.0, 390.0, 277.5)","(4.2, 5.4, 5.16)","(5.0, 7.4, 7.20952380952381)","(21.0, 30.0, 29.5)","(2.6, 3.45, 3.3985714285714286)"
08-12-2022 12:37:15.780286,"(6.5, 7.6, 7.33953488372093)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.090909090909091)","(101.0, 390.0, 277.5)","(4.2, 5.4, 5.24)","(5.0, 7.4, 7.20952380952381)","(21.0, 30.0, 29.5)","(2.6, 3.45, 3.435714285714286)"
08-12-2022 12:37:17.123728,"(6.5, 7.6, 7.33953488372093)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.090909090909091)","(101.0, 390.0, 277.5)","(4.2, 5.4, 5.216666666666667)","(5.0, 7.4, 7.20952380952381)","(21.0, 30.0, 29.5)","(2.6, 3.45, 3.4689655172413794)"
08-12-2022 12:37:18.540350,"(6.5, 7.6, 7.351111111111111)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.125)","(101.0, 390.0, 261.42857142857144)","(4.2, 5.4, 5.1499999999999995)","(5.0, 7.4, 7.220000000000001)","(21.0, 30.0, 30.666666666666668)","(2.6, 3.5, 3.4514705882352943)"
08-12-2022 12:37:19.946517,"(6.5, 7.6, 7.345454545454546)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.15)","(101.0, 390.0, 261.42857142857144)","(4.2, 5.4, 5.1499999999999995)","(5.0, 7.4, 7.191304347826087)","(21.0, 32.0, 30.666666666666668)","(2.6, 3.5, 3.415)"
08-12-2022 12:37:21.201771,"(6.5, 7.6, 7.351111111111111)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.15)","(101.0, 390.0, 241.76470588235293)","(4.2, 5.4, 5.175)","(5.0, 7.4, 7.191304347826087)","(21.0, 32.0, 30.1)","(2.6, 3.5, 3.38)"
08-12-2022 12:37:22.453717,"(6.5, 7.6, 7.28)","(81.0, 150.0, 144.0983606557377)","(4.2, 5.2, 5.15)","(101.0, 390.0, 241.76470588235293)","(4.2, 5.4, 5.333333333333333)","(5.0, 7.4, 7.220000000000001)","(21.0, 32.0, 28.833333333333332)","(2.6, 3.5, 3.3059523809523808)"
08-12-2022 12:37:23.771110,"(6.5, 7.6, 7.326829268292683)","(81.0, 150.0, 141.0)","(4.2, 5.2, 5.12)","(101.0, 390.0, 250.0)","(4.2, 5.4, 5.5)","(5.0, 7.4, 7.220000000000001)","(21.0, 32.0, 28.695652173913043)","(2.6, 3.35, 3.31640625)"
08-12-2022 12:37:25.015085,"(6.5, 7.6, 7.326829268292683)","(81.0, 150.0, 143.86363636363637)","(4.2, 5.2, 5.15)","(101.0, 390.0, 250.0)","(4.2, 5.6, 5.46)","(5.0, 7.4, 7.220000000000001)","(21.0, 32.0, 28.2)","(2.6, 3.35, 3.3857142857142857)"
08-12-2022 12:37:26.368466,"(6.5, 7.4, 7.1257142857142854)","(81.0, 150.0, 143.86363636363637)","(4.2, 5.2, 5.1571428571428575)","(101.0, 390.0, 280.4347826086956)","(4.2, 5.5, 5.55)","(5.0, 7.4, 7.140000000000001)","(21.0, 30.0, 28.195121951219512)","(2.6, 3.4, 3.3705882352941177)"
08-12-2022 12:37:27.769030,"(6.5, 7.2, 6.943396226415095)","(81.0, 150.0, 143.86363636363637)","(4.2, 5.2, 5.1571428571428575)","(101.0, 390.0, 280.4347826086956)","(4.2, 5.6, 5.55)","(5.0, 7.4, 7.252631578947368)","(21.0, 30.0, 28.2)","(2.6, 3.4, 3.381081081081081)"
08-12-2022 12:37:29.117927,"(6.5, 7.2, 7.108860759493671)","(81.0, 150.0, 145.0)","(4.2, 5.2, 5.175)","(101.0, 390.0, 280.4347826086956)","(4.2, 5.6, 5.55)","(5.0, 7.4, 7.252631578947368)","(21.0, 30.0, 28.13953488372093)","(2.6, 3.4, 3.35625)"
08-12-2022 12:37:30.598605,"(6.5, 7.2, 7.107692307692308)","(81.0, 150.0, 145.0)","(4.2, 5.2, 5.175)","(101.0, 390.0, 280.4347826086956)","(4.2, 5.6, 5.55)","(5.0, 7.4, 7.228571428571429)","(21.0, 30.0, 28.13953488372093)","(2.6, 3.4, 3.35625)"
08-12-2022 12:37:32.119691,"(6.5, 7.2, 7.081967213114754)","(81.0, 150.0, 145.0)","(4.0, 5.3, 5.1869565217391305)","(101.0, 390.0, 250.0)","(4.4, 5.5, 5.333333333333333)","(5.5, 7.4, 7.236363636363636)","(21.0, 30.0, 28.13953488372093)","(2.7, 3.4, 3.35625)"
08-12-2022 12:37:33.552099,"(6.0, 7.2, 7.079365079365079)","(81.0, 150.0, 145.0)","(4.0, 5.3, 5.210344827586207)","(101.0, 390.0, 279.1666666666667)","(4.4, 5.5, 5.333333333333333)","(5.5, 7.4, 7.2615384615384615)","(21.0, 30.0, 28.13953488372093)","(2.7, 3.4, 3.3666666666666667)"
08-12-2022 12:37:34.965633,"(6.0, 7.2, 7.085)","(81.0, 150.0, 145.0)","(4.0, 5.3, 5.213513513513513)","(101.0, 390.0, 279.1666666666667)","(4.4, 5.5, 5.333333333333333)","(5.5, 7.4, 7.2615384615384615)","(21.0, 30.0, 28.13953488372093)","(2.7, 3.4, 3.3666666666666667)"
