,Lads On Fire,Balmain Juror,Style Council,Mott The Hoople,Blowin A Tune,Dragon Princess,Lenny Rocks Out,Aurora Damiro
09-01-2023 09:45:18.182751,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:19.154909,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:20.210366,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:21.278457,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:22.328955,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:23.327250,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:24.412465,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:25.436909,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:26.561260,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:27.554606,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:28.604963,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:29.659885,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:30.785182,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:31.938414,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:33.091062,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:34.144539,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:35.185723,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:36.267347,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:37.410427,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:38.551612,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:39.674473,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:40.731991,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:41.739829,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:42.747066,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:43.807829,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:44.863588,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:45.946447,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:47.014764,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:48.032876,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:49.109590,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:50.101900,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:51.169621,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:52.199413,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:53.281453,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:54.359865,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:55.480410,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:56.575103,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:57.612902,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:58.664224,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:45:59.677176,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:00.815494,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:01.961464,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:03.062212,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:04.087461,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:05.087520,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:06.152228,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:07.261477,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:08.388792,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:09.477025,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:10.511836,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:11.593588,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:12.660253,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:13.794912,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:14.971141,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:16.069059,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:17.118812,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:18.225922,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:19.368253,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:20.468529,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:21.629897,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:22.772170,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:23.855649,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:24.965484,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:26.004396,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:27.108759,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:28.272964,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:29.385901,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:30.495397,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:31.599180,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:32.659406,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:33.709630,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:34.776016,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:35.889074,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:37.007604,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:38.095488,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:39.232244,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:40.389877,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:41.502026,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:42.738305,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:43.876571,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:45.030431,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:46.198246,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:47.317822,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:48.366958,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:49.416474,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:50.449473,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
09-01-2023 09:46:51.583057,"(3.1, 5.8, 5.125)","(6.5, 13.5, 13.03125)","(71.0, 570.0, 485.83333333333337)","(41.0, 350.0, 180.9090909090909)","(2.45, 5.0, 4.428571428571429)","(61.0, 550.0, 467.5)","(21.0, 90.0, 46.875)","(3.0, 3.95, 3.2375)"
