,Lads On Fire,Balmain Juror,Style Council,Mott The Hoople,Blowin A Tune,Dragon Princess,Lenny Rocks Out,Aurora Damiro
09-01-2023 09:54:22.326638,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:23.571604,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:24.814168,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:26.049982,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:27.235276,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:28.428887,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:29.634998,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:30.885284,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:32.122840,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:33.457174,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:34.740145,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:36.040733,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:37.587046,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:39.072885,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:40.414466,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:41.563641,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:42.772271,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:43.995511,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:45.269247,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:46.592010,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:47.870319,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:49.177281,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:50.768076,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:52.240506,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:53.574321,"(3.0, 5.8, 3.5352941176470587)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:54:54.834808,"(3.0, 7.4, 6.3125)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:54:56.062300,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:54:57.242810,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:54:58.471199,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:54:59.629192,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:55:00.728560,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:55:01.907089,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:55:03.160654,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:55:04.409716,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.185)"
09-01-2023 09:55:05.581982,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:06.725050,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:07.974829,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:09.165828,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:10.359886,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:11.487484,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:12.631930,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:13.789547,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:14.976791,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:16.134023,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:17.327693,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:18.437606,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:19.609530,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:20.830358,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 20.6875)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:21.975357,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:23.137789,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:24.176033,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:25.288153,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:26.462444,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:27.574277,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:28.643069,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:29.668630,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:30.758915,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:31.890221,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:33.024044,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:34.111099,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:35.168244,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:36.186073,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:37.283756,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:38.436246,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:39.548283,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:40.558125,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:41.707115,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:42.840818,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:43.972951,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:45.084481,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:46.128003,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:47.244424,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:48.365162,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:49.551215,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:50.649203,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:51.723727,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:52.871164,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:54.076983,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:55.474669,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:56.837385,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:58.032749,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:55:59.247850,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:56:00.551828,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
09-01-2023 09:56:01.759659,"(3.0, 5.7, 3.5176470588235293)","(6.5, 13.0, 9.6)","(91.0, 610.0, 525.0)","(41.0, 390.0, 220.0)","(2.6, 5.3, 4.642857142857142)","(71.0, 580.0, 495.83333333333337)","(11.0, 36.0, 22.38888888888889)","(2.9, 3.95, 3.3833333333333333)"
