,Heza Starman,Complicated,Fullon,Major Monty Nz,Sokys Falcon,Tiger Cheddar,Jaffa Nz,Mangochililime,Glamors Symbol,Got The Goods
09-01-2023 14:41:28.380811,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 9.2875)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 10.17142857142857)","(4.4, 99999, 99990)"
09-01-2023 14:41:29.671305,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 9.2875)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 10.17142857142857)","(4.4, 99999, 99990)"
09-01-2023 14:41:30.979259,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 9.2875)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 10.17142857142857)","(4.4, 99999, 99990)"
09-01-2023 14:41:32.284308,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 9.2875)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 10.17142857142857)","(4.4, 99999, 99990)"
09-01-2023 14:41:33.601369,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 9.2875)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 10.17142857142857)","(4.4, 99999, 99990)"
09-01-2023 14:41:35.006147,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:36.391426,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:37.662037,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:38.970064,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:40.285459,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:41.597380,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:43.049945,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:44.481681,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:45.795443,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:47.319410,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:48.915799,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 191.8181818181818)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 164.64285714285714)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:50.215014,"(21.0, 70.0, 36.33333333333333)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:51.528038,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:52.899917,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:54.288461,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:55.598508,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:56.919417,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:58.351083,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:41:59.809119,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:01.219567,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:02.658452,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:03.974753,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:05.260267,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:06.546842,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:07.842511,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:09.076979,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:10.346594,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:11.693764,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:13.016720,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:14.321160,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:15.640960,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:16.934115,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:18.186303,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:19.450066,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:20.718421,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:22.053878,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:23.343289,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:24.692433,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:26.027238,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:27.368092,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:28.729858,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:30.059281,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:31.332298,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:32.673972,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:33.944054,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:35.258101,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:36.610351,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:37.948360,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:39.263843,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:40.551447,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:41.950008,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:43.244713,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:44.799727,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:46.554732,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:48.141854,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:49.639513,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:51.019202,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:52.455651,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:53.842768,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:55.244357,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:56.650217,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:58.025513,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:42:59.400324,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:43:00.898210,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:43:02.112658,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:43:03.441221,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:43:04.736299,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:43:06.041250,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:43:07.321242,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
09-01-2023 14:43:08.594723,"(21.0, 70.0, 36.0)","(81.0, 220.0, 175.71428571428572)","(5.5, 7.8, 7.171428571428571)","(4.6, 99999, 99990)","(6.0, 11.5, 8.02)","(71.0, 220.0, 175.71428571428572)","(5.0, 99999, 99990)","(10.0, 20.0, 17.45)","(6.0, 13.0, 9.16)","(4.4, 99999, 99990)"
