,Teamplay Miss,Thats Hectic,Shaq Owes,Jingalong Lotte,Showtime Lydia,Ebby Von
16-12-2022 10:57:01.770726,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:02.745857,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:03.662289,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:04.574618,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:05.488957,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:06.436651,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:07.301632,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:08.193991,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:09.121366,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:10.040329,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:10.951668,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:11.869418,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:12.833185,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:13.779574,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:14.645450,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:15.577104,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:16.447651,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:17.410393,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:18.318807,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:19.188104,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:20.165888,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:21.123609,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:22.001450,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:22.893424,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:23.829767,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:24.753598,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:25.621812,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:26.508099,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:27.471371,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:28.414310,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:29.369333,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:30.269971,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:31.192504,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:32.083116,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:32.911113,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:33.795314,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:34.779571,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:35.756215,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:36.664546,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:37.551553,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:38.429253,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:39.347321,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:40.235095,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:41.146550,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:42.075492,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:43.002870,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:43.863933,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:44.739909,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:45.662955,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:46.592352,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:47.504629,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:48.444558,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:49.403219,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:50.358304,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:51.213146,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:52.039190,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:52.969690,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:53.909029,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:54.798756,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:55.740099,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:56.648650,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:57.584913,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:58.447798,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:57:59.303959,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:00.243418,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:01.130932,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:01.983616,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:02.885457,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:03.789611,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:04.629574,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:05.494094,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:06.425524,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:07.376725,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:08.310993,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:09.178850,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:10.066475,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:10.910375,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:11.762798,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:12.722514,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:13.673203,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:14.673472,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:15.620552,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:16.471389,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:17.306577,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:18.219583,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:19.126026,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:20.044432,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:21.002910,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:21.974608,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:22.925850,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:23.806536,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:24.739738,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:25.613179,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:26.501443,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:27.393402,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:28.289586,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:29.242644,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:30.139857,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:31.050164,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:31.899581,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:32.860425,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:33.802523,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:34.714842,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:35.634596,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:36.624834,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
16-12-2022 10:58:37.517954,"(4.2, 6.0, 5.402777777777778)","(18.0, 95.0, 57.5)","(12.0, 36.0, 27.607142857142858)","(18.0, 50.0, 32.25)","(2.9, 4.3, 3.493333333333333)","(2.0, 3.25, 2.8586363636363634)"
