,Black Horizon,One More Time,Lethal Violet,Apache Vera,Zabil,Lornas Flying
14-12-2022 14:14:02.669955,"(3.6, 5.9, 5.118181818181818)","(4.0, 6.8, 6.23)","(2.6, 3.25, 3.0926666666666667)","(18.0, 60.0, 46.785714285714285)","(10.0, 34.0, 27.714285714285715)","(4.2, 8.4, 6.066666666666667)"
14-12-2022 14:14:03.650884,"(3.6, 5.9, 5.118181818181818)","(4.0, 6.8, 6.23)","(2.6, 3.25, 3.0926666666666667)","(18.0, 60.0, 46.785714285714285)","(10.0, 34.0, 27.714285714285715)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:04.638827,"(3.6, 5.9, 5.118181818181818)","(4.0, 6.8, 6.23)","(2.6, 3.25, 3.0926666666666667)","(18.0, 60.0, 46.785714285714285)","(10.0, 34.0, 27.714285714285715)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:05.687243,"(3.6, 5.9, 5.253846153846154)","(4.0, 6.8, 6.23)","(2.6, 3.25, 3.1084)","(18.0, 60.0, 46.785714285714285)","(10.0, 34.0, 27.714285714285715)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:06.719183,"(3.6, 5.9, 5.253846153846154)","(4.0, 6.8, 6.23)","(2.6, 3.25, 3.1084)","(18.0, 60.0, 46.785714285714285)","(10.0, 34.0, 27.714285714285715)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:07.775595,"(3.6, 5.9, 5.253846153846154)","(4.0, 6.8, 6.23)","(2.6, 3.25, 2.9966666666666666)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 27.714285714285715)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:08.749808,"(3.6, 5.9, 5.154545454545454)","(4.0, 6.8, 6.35)","(2.6, 3.25, 2.9966666666666666)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.307692307692307)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:09.733540,"(3.6, 5.9, 5.154545454545454)","(4.0, 6.8, 5.666666666666666)","(2.6, 3.25, 3.1)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.307692307692307)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:10.731405,"(3.6, 5.9, 5.011111111111111)","(4.0, 6.8, 5.949999999999999)","(2.6, 3.25, 2.8758823529411766)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.307692307692307)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:11.742247,"(3.6, 5.9, 5.284615384615385)","(4.0, 6.8, 6.35)","(2.6, 3.25, 3.107674418604651)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.307692307692307)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:12.751059,"(3.6, 5.9, 5.284615384615385)","(4.0, 6.8, 6.35)","(2.6, 3.25, 3.107674418604651)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.307692307692307)","(4.2, 8.4, 6.593548387096774)"
14-12-2022 14:14:13.744153,"(3.6, 5.9, 5.284615384615385)","(4.0, 6.8, 6.35)","(2.6, 3.25, 3.107674418604651)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.307692307692307)","(4.2, 8.4, 6.385185185185185)"
14-12-2022 14:14:14.737712,"(3.6, 5.9, 4.9)","(4.0, 6.8, 5.969230769230769)","(2.6, 3.25, 3.032222222222222)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 29.08)","(4.2, 8.4, 6.92972972972973)"
14-12-2022 14:14:15.735827,"(3.6, 5.9, 4.9)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 3.032222222222222)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 6.92972972972973)"
14-12-2022 14:14:16.766629,"(3.6, 5.9, 5.300000000000001)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.9814285714285713)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 6.92972972972973)"
14-12-2022 14:14:17.776239,"(3.6, 5.9, 5.300000000000001)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.9814285714285713)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 6.92972972972973)"
14-12-2022 14:14:18.808253,"(3.6, 5.9, 5.300000000000001)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.9814285714285713)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:19.806429,"(3.6, 5.9, 4.925000000000001)","(4.0, 6.8, 6.6454545454545455)","(2.6, 3.25, 2.8975)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:20.850569,"(3.6, 5.8, 4.772222222222222)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.8975)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:21.936857,"(3.6, 5.8, 5.157142857142857)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.992857142857143)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:22.993258,"(3.6, 5.8, 5.157142857142857)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.992857142857143)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:23.981797,"(3.6, 5.7, 5.176923076923077)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.992857142857143)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:25.056194,"(3.6, 5.7, 4.85)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.9124999999999996)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.0)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:26.176801,"(3.6, 5.7, 4.85)","(4.0, 6.8, 6.1625)","(2.6, 3.25, 2.9124999999999996)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.5)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:27.235291,"(3.6, 5.7, 5.207692307692308)","(4.0, 6.8, 5.949999999999999)","(2.6, 3.25, 3.004285714285714)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.5)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:28.295741,"(3.6, 5.7, 5.207692307692308)","(4.0, 6.8, 5.949999999999999)","(2.6, 3.25, 3.004285714285714)","(18.0, 60.0, 44.09090909090909)","(10.0, 34.0, 24.5)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:29.500242,"(3.6, 5.7, 4.9)","(4.0, 6.8, 5.072727272727273)","(2.6, 3.25, 2.9274999999999998)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 7.23125)"
14-12-2022 14:14:30.541230,"(3.6, 5.7, 4.9)","(4.0, 6.8, 5.072727272727273)","(2.6, 3.25, 2.9274999999999998)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:31.649742,"(3.6, 5.7, 4.9)","(4.0, 6.6, 5.183333333333334)","(2.6, 3.25, 2.9274999999999998)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:32.835672,"(3.6, 5.7, 4.9941176470588236)","(4.0, 6.6, 5.183333333333334)","(2.6, 3.25, 3.0157142857142856)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:33.878908,"(3.6, 5.7, 4.9941176470588236)","(4.0, 6.6, 5.183333333333334)","(2.6, 3.25, 3.0157142857142856)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:34.983439,"(3.6, 5.7, 4.9941176470588236)","(4.0, 6.4, 5.2)","(2.6, 3.25, 3.0157142857142856)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:35.979514,"(3.6, 5.7, 4.7)","(4.0, 6.4, 5.2)","(2.6, 3.25, 2.9425)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:37.013045,"(3.6, 5.7, 5.041176470588235)","(4.0, 6.4, 5.2)","(2.6, 3.25, 2.9425)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:38.016820,"(3.6, 5.7, 5.041176470588235)","(4.0, 6.4, 5.2)","(2.6, 3.25, 2.9425)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:39.053666,"(3.6, 5.8, 5.264285714285714)","(4.0, 6.4, 5.2)","(2.6, 3.25, 2.9425)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.489473684210527)"
14-12-2022 14:14:40.155592,"(3.6, 7.0, 6.73)","(4.0, 6.4, 5.2)","(2.6, 3.25, 2.9425)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 5.76)"
14-12-2022 14:14:41.452331,"(3.6, 7.0, 6.46)","(4.0, 6.4, 5.2)","(2.6, 3.25, 2.9092307692307693)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 5.76)"
14-12-2022 14:14:42.632284,"(3.6, 7.0, 6.46)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.9557142857142855)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 7.3825)"
14-12-2022 14:14:43.796435,"(3.6, 6.8, 5.5)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.9557142857142855)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 7.3825)"
14-12-2022 14:14:44.977011,"(3.6, 6.8, 5.4559999999999995)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.867692307692308)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.2)"
14-12-2022 14:14:46.115857,"(3.6, 6.8, 5.12)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.867692307692308)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:47.234818,"(3.6, 6.8, 5.12)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.97)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:48.368051,"(3.6, 6.8, 5.4)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.97)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:49.451722,"(3.6, 6.6, 5.6117647058823525)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.97)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:50.634840,"(3.6, 6.6, 5.6117647058823525)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.8815384615384616)","(18.0, 60.0, 44.09090909090909)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:51.775037,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.8815384615384616)","(18.0, 60.0, 45.416666666666664)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:52.933867,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.8815384615384616)","(18.0, 60.0, 45.416666666666664)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:54.024124,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.8815384615384616)","(18.0, 60.0, 45.416666666666664)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:55.065063,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.8815384615384616)","(18.0, 60.0, 45.416666666666664)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:56.105170,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.8815384615384616)","(18.0, 60.0, 45.416666666666664)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:57.210164,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.8815384615384616)","(18.0, 60.0, 45.416666666666664)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:58.322901,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.8815384615384616)","(18.0, 60.0, 45.416666666666664)","(10.0, 28.0, 20.57142857142857)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:14:59.433210,"(3.6, 6.6, 5.658823529411764)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.98)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 21.545454545454547)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:15:00.575163,"(3.6, 6.6, 5.658823529411764)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.0646153846153847)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 21.545454545454547)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:15:01.740335,"(3.6, 6.6, 5.658823529411764)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.98)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 21.545454545454547)","(4.2, 8.4, 6.876923076923077)"
14-12-2022 14:15:02.824506,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.98)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:03.849411,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.98)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:04.874460,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.0707692307692307)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:05.882087,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.0707692307692307)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:06.971186,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 2.99)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:08.078388,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:09.197116,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:10.241658,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:11.275535,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:12.297635,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:13.321438,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:14.380212,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:15.452991,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.373684210526316)"
14-12-2022 14:15:16.582767,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:17.618704,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:18.663860,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:19.633015,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:20.606634,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:21.678721,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:22.858698,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:23.953807,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:25.012182,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:26.066099,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:27.227920,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:28.345666,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:29.504024,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:30.624886,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:31.621440,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:32.671394,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:33.675657,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:34.732192,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:35.780460,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 20.142857142857142)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:36.840217,"(3.6, 6.6, 5.2)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 21.545454545454547)","(4.2, 8.4, 6.138888888888889)"
14-12-2022 14:15:37.956842,"(3.6, 6.6, 5.369230769230769)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 60.0, 45.416666666666664)","(10.0, 27.0, 21.545454545454547)","(4.2, 8.4, 5.420588235294118)"
14-12-2022 14:15:39.008040,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 8.2, 6.24)"
14-12-2022 14:15:40.095276,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 8.0, 6.24)"
14-12-2022 14:15:41.137051,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.032)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 8.0, 6.24)"
14-12-2022 14:15:42.189971,"(3.6, 6.2, 4.7518518518518515)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 8.0, 6.508333333333333)"
14-12-2022 14:15:43.215604,"(3.6, 6.2, 4.7518518518518515)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.8, 5.905555555555555)"
14-12-2022 14:15:44.283531,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.8, 5.905555555555555)"
14-12-2022 14:15:45.332244,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.8, 5.905555555555555)"
14-12-2022 14:15:46.373623,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.8, 5.905555555555555)"
14-12-2022 14:15:47.461909,"(3.6, 6.2, 4.7518518518518515)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.8, 5.96875)"
14-12-2022 14:15:48.507432,"(3.6, 6.2, 4.7518518518518515)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:49.583398,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:50.606617,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:51.641315,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:52.754855,"(3.6, 6.2, 4.7518518518518515)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:53.836224,"(3.6, 6.2, 4.7518518518518515)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:54.903565,"(3.6, 6.2, 4.7518518518518515)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.024)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
14-12-2022 14:15:55.925934,"(3.6, 6.2, 4.885714285714285)","(4.0, 6.4, 5.2)","(2.6, 3.2, 3.013333333333333)","(18.0, 55.0, 40.0)","(10.0, 24.0, 19.90909090909091)","(4.2, 7.6, 5.96875)"
