,Only You,Joshua Keeping,Teskey,Mickey Wow,Corless Crazy,Pacific Gold,Winlock Pete,Lee Keeping
09-01-2023 15:34:21.864610,"(13.0, 38.0, 32.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.944)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:23.099675,"(13.0, 38.0, 32.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.944)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:24.368024,"(13.0, 38.0, 32.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.944)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:25.626587,"(13.0, 38.0, 32.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.944)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:26.864858,"(13.0, 38.0, 32.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.944)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:28.119814,"(13.0, 38.0, 32.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.944)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:29.283355,"(13.0, 38.0, 35.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.944)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:30.542452,"(13.0, 38.0, 35.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.944)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:31.765945,"(13.0, 38.0, 35.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 3.345625)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:32.966835,"(13.0, 38.0, 35.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 3.318787878787879)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:34.168683,"(13.0, 38.0, 35.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:35.386165,"(13.0, 38.0, 35.125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:36.555781,"(13.0, 32.0, 29.875)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:38.052265,"(13.0, 32.0, 29.875)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:39.463266,"(13.0, 32.0, 29.875)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:40.845898,"(13.0, 32.0, 29.875)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:42.172962,"(13.0, 65.0, 50.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:43.540165,"(13.0, 65.0, 50.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:44.789855,"(13.0, 65.0, 50.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 12.133333333333333)","(17.0, 44.0, 29.6)","(10.0, 18.5, 12.428571428571429)"
09-01-2023 15:34:45.992055,"(13.0, 65.0, 48.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:47.168212,"(13.0, 44.0, 37.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:48.421447,"(13.0, 44.0, 37.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:49.651124,"(13.0, 44.0, 37.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:50.814038,"(13.0, 44.0, 37.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:52.034315,"(13.0, 44.0, 37.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:53.156458,"(13.0, 44.0, 40.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:54.249402,"(13.0, 44.0, 40.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:55.328106,"(13.0, 44.0, 36.75)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:56.496496,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:57.682350,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:34:59.126621,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:00.816083,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:01.991185,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:03.259539,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:04.569873,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:05.823995,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:07.044773,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:08.353132,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:09.600505,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:10.868409,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:12.140743,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:13.499222,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:14.793465,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 11.133333333333333)","(2.45, 3.55, 3.336)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:16.130434,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 3.336)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:17.408669,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 3.336)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:18.717306,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 3.336)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:19.956951,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 3.336)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:21.206676,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 3.336)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:22.503251,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 3.336)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:23.767087,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:25.103234,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:26.339278,"(13.0, 44.0, 40.4375)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:27.622668,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:28.842962,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:30.374166,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:31.918304,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:33.261748,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:34.572855,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:35.755792,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:37.166498,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:38.540795,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:39.928566,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:41.450546,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:42.792306,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:44.176810,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:45.426272,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:46.693718,"(13.0, 44.0, 40.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:47.983772,"(13.0, 42.0, 35.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:49.296211,"(13.0, 42.0, 35.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:50.937476,"(13.0, 42.0, 35.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:52.187631,"(13.0, 42.0, 35.5)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:53.601515,"(13.0, 36.0, 31.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:54.971093,"(13.0, 36.0, 31.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:56.275984,"(13.0, 36.0, 31.0)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:57.550250,"(13.0, 36.0, 31.6)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:35:58.818728,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:00.141836,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:01.425694,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:02.766918,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:04.185848,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:05.655679,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:06.969912,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:08.257361,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:09.493310,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:10.740294,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:11.925779,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
09-01-2023 15:36:13.128101,"(13.0, 36.0, 33.3125)","(7.0, 11.5, 10.6)","(4.0, 7.0, 4.977777777777778)","(7.0, 13.0, 9.64)","(2.45, 3.55, 2.869090909090909)","(8.0, 14.0, 10.64)","(17.0, 44.0, 29.6)","(10.0, 18.5, 13.09090909090909)"
