,Campbell Best,Whateley,Yellow Bow,Straytothepoolroom,Enemy Lines,Galvarino,Dothedealdylan,Manhattan Lass,Power To Bolt,The Ringmaster
10-01-2023 20:38:22.187293,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:23.532775,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:24.777254,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:26.001386,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:27.240639,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:28.484556,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:29.695183,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:30.992199,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:32.328858,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:33.667545,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:34.928587,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:36.521066,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:37.798694,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:39.272199,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:40.748899,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:42.143962,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:43.534507,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:44.823168,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:46.054924,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:47.373291,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:48.782722,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:50.229425,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:51.591135,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:52.968078,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:54.293645,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:55.634812,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:56.993319,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:58.276563,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:38:59.561238,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:00.921420,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:02.342536,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:03.648816,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:04.950481,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:06.241304,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 40.63157894736842)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:07.538292,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 38.833333333333336)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:08.799574,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 38.833333333333336)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:10.103162,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 38.833333333333336)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:11.633183,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 38.833333333333336)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:13.150779,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 38.833333333333336)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:14.545402,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 38.833333333333336)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:15.904414,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:17.225527,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:18.543277,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:19.864445,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:21.083410,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:22.329684,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:23.647695,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:24.910511,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:26.190543,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:27.463902,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:28.707774,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:30.071970,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:31.393521,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:32.905445,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:34.459133,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:35.890454,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:37.457644,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:39.137175,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:40.718814,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:42.160441,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:43.617722,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:45.196808,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 23.666666666666664)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:46.676008,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 38.833333333333336)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:48.168684,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 39.230769230769226)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:49.668365,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 39.230769230769226)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:50.967813,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 39.230769230769226)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
10-01-2023 20:39:52.202561,"(10.0, 24.0, 17.759999999999998)","(3.6, 7.0, 4.8)","(61.0, 220.0, 69.14285714285714)","(14.0, 44.0, 39.230769230769226)","(3.3, 4.7, 3.533333333333333)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.733333333333333)","(21.0, 85.0, 30.75)","(21.0, 65.0, 32.66666666666667)","(15.0, 29.0, 19.1)"
