,Campbell Best,Whateley,Yellow Bow,Straytothepoolroom,Enemy Lines,Galvarino,Dothedealdylan,Manhattan Lass,Power To Bolt,The Ringmaster
10-01-2023 20:43:04.709762,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:06.072891,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:07.393303,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:08.788042,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:10.547856,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:12.143931,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:14.373771,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:15.879590,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:17.498858,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:18.991707,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:20.549565,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:22.025367,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:23.407227,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:24.742047,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:26.092232,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:27.619202,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:29.136965,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:30.684374,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:32.176675,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:33.597952,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:35.219934,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:36.919905,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:38.593149,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:40.166964,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:41.770623,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:43.364839,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:44.791954,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:46.407043,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:47.967528,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:49.455038,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:50.977003,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:52.446523,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:53.907396,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:55.353120,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:56.838985,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:58.414853,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:43:59.963207,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:01.497678,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:02.973729,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:04.396090,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:05.866996,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:07.230653,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:08.726068,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:10.256070,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:11.883904,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:13.403305,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:14.900044,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:16.321298,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:17.764331,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:19.224204,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:20.759360,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:22.246169,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:23.919283,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:25.636402,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:27.347422,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:29.023279,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:30.754418,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:32.443476,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:34.180348,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:35.785008,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:37.367236,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:38.886268,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:40.362294,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
10-01-2023 20:44:41.840357,"(10.0, 24.0, 17.759999999999998)","(3.6, 6.0, 4.466666666666667)","(61.0, 200.0, 66.28571428571428)","(14.0, 44.0, 34.16666666666667)","(3.3, 5.0, 3.8666666666666667)","(4.8, 7.2, 6.359999999999999)","(5.5, 9.0, 6.085714285714285)","(21.0, 75.0, 40.33333333333333)","(21.0, 65.0, 35.666666666666664)","(15.0, 29.0, 19.1)"
