,Action Now,Bellas Blessed,Rubys Angel,Consider Me Gone,Seldom Quits,Farmor Alfas,Despicable Josh,Stick Hunter
06-01-2023 15:01:19.497933,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.133333333333333)","(31.0, 310.0, 136.42857142857142)","(3.9, 5.9, 5.581111111111111)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:20.799205,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:22.129065,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:23.405887,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 4.7749999999999995)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:24.704104,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:25.961496,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:27.142397,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:28.358466,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.133333333333333)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:29.566766,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:31.192774,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.8, 5.133333333333333)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:32.772590,"(2.45, 3.75, 2.7975)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:34.221248,"(2.45, 3.75, 2.7975)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 31.7)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 44.72727272727273)"
06-01-2023 15:01:35.796251,"(2.45, 3.75, 2.8275)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 5.3)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.57)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:37.119366,"(2.45, 3.75, 2.8275)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 5.3)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.57)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:38.454699,"(2.45, 3.75, 2.7975)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 5.3)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.57)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:39.619309,"(2.45, 3.75, 2.7975)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.8, 5.3)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.57)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:40.778700,"(2.45, 3.75, 2.8846153846153846)","(4.2, 7.8, 5.226086956521739)","(4.2, 6.8, 5.3)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.57)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:42.060506,"(2.45, 3.75, 2.8275)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 5.3)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.5)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:43.262760,"(2.45, 3.75, 2.8275)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 5.3)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:44.443259,"(2.45, 3.75, 2.7975)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:45.752714,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:47.082132,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:48.298089,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.76)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:49.509512,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.84)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 168.11764705882354)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 118.88235294117646)","(21.0, 100.0, 45.45454545454545)"
06-01-2023 15:01:50.687365,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 5.882352941176471)","(31.0, 310.0, 176.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:01:52.048938,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.8, 6.3)","(31.0, 310.0, 176.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:01:53.369331,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.6)","(4.2, 6.6, 6.3)","(31.0, 310.0, 176.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:01:54.642585,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.84)","(4.2, 6.6, 6.3)","(31.0, 310.0, 176.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:01:55.914489,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.3)","(31.0, 310.0, 176.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:01:57.129469,"(2.45, 3.75, 2.8984615384615386)","(4.2, 7.8, 4.852631578947368)","(4.2, 6.6, 6.3)","(31.0, 310.0, 176.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:01:58.375436,"(2.45, 3.75, 2.8425000000000002)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.6, 6.3)","(31.0, 310.0, 176.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:01:59.591968,"(2.45, 3.75, 2.8425000000000002)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.6, 6.3)","(31.0, 310.0, 176.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:00.806035,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:02.105156,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.226086956521739)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:03.461768,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:04.804619,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:06.326772,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.226086956521739)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:07.733946,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.684210526315789)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:09.081495,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:10.370004,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:11.561230,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:12.853270,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.226086956521739)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:14.057472,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:15.265311,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:16.537331,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:17.661236,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.511111111111111)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:18.884375,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.1090909090909085)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:20.000798,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:21.127278,"(2.45, 3.75, 2.8707692307692305)","(4.2, 7.8, 5.0)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 30.75)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:22.271445,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:23.336946,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 5.327272727272727)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:24.383624,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.327272727272727)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:25.444902,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.327272727272727)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:26.438341,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 5.16)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:27.665077,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 5.105263157894736)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:28.723691,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 5.105263157894736)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:29.844475,"(2.45, 3.75, 2.589)","(4.2, 7.8, 5.105263157894736)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:31.040859,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.6)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:32.381739,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:33.537624,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:34.762830,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:35.821464,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.036363636363636)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:36.864760,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.036363636363636)","(4.2, 6.6, 6.3)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:37.968858,"(2.45, 3.75, 2.8707692307692305)","(4.2, 7.8, 4.84)","(4.2, 6.6, 6.23076923076923)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:39.043583,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.23076923076923)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:40.052236,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.23076923076923)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:41.102659,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.6, 6.23076923076923)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:42.134824,"(2.45, 3.75, 2.589)","(4.2, 7.8, 5.036363636363636)","(4.2, 6.6, 6.23076923076923)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:43.128654,"(2.45, 3.75, 2.589)","(4.2, 7.8, 5.036363636363636)","(4.2, 6.6, 6.163636363636364)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:44.169357,"(2.45, 3.75, 2.589)","(4.2, 7.8, 5.036363636363636)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:45.115173,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.84)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:46.088559,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.84)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:47.054484,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:48.032592,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 5.036363636363636)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:49.171973,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:50.223179,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:51.421998,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:52.676169,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:53.831644,"(2.45, 3.75, 2.625)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:55.150089,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:56.358498,"(2.45, 3.75, 2.589)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:57.591038,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:58.762811,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:02:59.950605,"(2.45, 3.75, 2.920714285714286)","(4.2, 7.8, 4.768421052631579)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:03:01.005644,"(2.45, 3.75, 2.8707692307692305)","(4.2, 7.8, 5.0)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:03:01.973463,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
06-01-2023 15:03:03.094613,"(2.45, 3.75, 2.8125)","(4.2, 7.8, 4.936842105263159)","(4.2, 6.4, 6.180000000000001)","(31.0, 310.0, 171.0)","(3.9, 5.9, 4.754545454545454)","(15.0, 36.0, 31.8)","(31.0, 220.0, 124.5)","(21.0, 100.0, 53.125)"
