,Peak Contributer,Battle Award,Bin Chicken,Coudreau,Hello Carol,Howling Victory,Lambeau Leap,Little Complicated,Sherman,Trianon
08-01-2023 13:06:40.202830,"(4.2, 5.3, 5.188888888888888)","(14.0, 18.5, 17.75)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.534117647058824)","(12.0, 18.0, 16.5)","(2.15, 2.6, 2.581042654028436)","(91.0, 190.0, 175.0)","(101.0, 420.0, 260.0)","(71.0, 110.0, 95.0)","(6.0, 9.0, 8.88)"
08-01-2023 13:06:41.339809,"(4.2, 5.3, 5.188888888888888)","(14.0, 18.5, 17.75)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.534117647058824)","(12.0, 17.5, 16.5)","(2.15, 2.6, 2.581042654028436)","(91.0, 190.0, 170.58823529411765)","(101.0, 420.0, 260.0)","(71.0, 110.0, 103.07692307692307)","(6.0, 9.0, 8.690909090909091)"
08-01-2023 13:06:42.467183,"(4.2, 5.3, 5.188888888888888)","(14.0, 18.5, 17.928571428571427)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.534117647058824)","(12.0, 17.5, 16.5)","(2.15, 2.6, 2.581042654028436)","(91.0, 180.0, 170.58823529411765)","(101.0, 420.0, 260.0)","(71.0, 110.0, 103.07692307692307)","(6.0, 9.2, 8.690909090909091)"
08-01-2023 13:06:43.622391,"(4.2, 5.3, 5.188888888888888)","(14.0, 18.5, 17.928571428571427)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.558333333333334)","(12.0, 17.5, 16.5)","(2.15, 2.6, 2.581900452488688)","(91.0, 180.0, 170.58823529411765)","(101.0, 420.0, 260.0)","(71.0, 110.0, 103.07692307692307)","(6.0, 9.2, 8.690909090909091)"
08-01-2023 13:06:44.825662,"(4.2, 5.4, 5.325)","(14.0, 18.5, 17.5)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.558333333333334)","(12.0, 17.5, 16.5)","(2.15, 2.6, 2.581308411214953)","(91.0, 180.0, 166.66666666666669)","(101.0, 420.0, 260.0)","(71.0, 110.0, 103.07692307692307)","(6.0, 9.2, 8.690909090909091)"
08-01-2023 13:06:46.012195,"(4.2, 5.4, 5.325)","(14.0, 18.5, 17.5)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.558333333333334)","(12.0, 17.5, 16.5)","(2.15, 2.6, 2.5812962962962964)","(91.0, 180.0, 170.58823529411765)","(101.0, 420.0, 256.6666666666667)","(71.0, 110.0, 103.07692307692307)","(6.0, 9.2, 8.690909090909091)"
08-01-2023 13:06:47.175653,"(4.2, 5.3, 5.188888888888888)","(14.0, 18.5, 17.5)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.558333333333334)","(12.0, 17.5, 16.5)","(2.15, 2.6, 2.5812962962962964)","(91.0, 180.0, 170.58823529411765)","(101.0, 410.0, 256.6666666666667)","(71.0, 110.0, 98.75)","(6.0, 9.2, 8.733333333333333)"
08-01-2023 13:06:48.336322,"(4.2, 5.4, 5.325)","(14.0, 18.5, 17.738095238095237)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.558333333333334)","(12.0, 17.0, 16.2)","(2.15, 2.6, 2.5821428571428573)","(91.0, 180.0, 166.66666666666669)","(101.0, 400.0, 253.33333333333331)","(71.0, 110.0, 98.75)","(6.0, 9.2, 8.733333333333333)"
08-01-2023 13:06:49.475041,"(4.2, 5.4, 5.300000000000001)","(14.0, 18.5, 17.738095238095237)","(91.0, 130.0, 120.0)","(5.5, 7.0, 6.558333333333334)","(12.0, 17.0, 16.2)","(2.15, 2.6, 2.6393548387096777)","(91.0, 180.0, 166.66666666666669)","(101.0, 400.0, 253.33333333333331)","(71.0, 110.0, 98.75)","(6.0, 9.2, 8.690909090909091)"
08-01-2023 13:06:50.620511,"(4.2, 5.5, 4.988888888888889)","(14.0, 18.5, 17.5)","(91.0, 130.0, 120.0)","(5.5, 7.0, 6.558333333333334)","(12.0, 17.0, 16.2)","(2.15, 2.64, 2.6393548387096777)","(91.0, 180.0, 166.66666666666669)","(101.0, 400.0, 253.33333333333331)","(71.0, 110.0, 98.75)","(6.0, 9.2, 8.690909090909091)"
08-01-2023 13:06:51.791228,"(4.2, 5.5, 4.988888888888889)","(14.0, 18.5, 18.1)","(91.0, 130.0, 119.28571428571428)","(5.5, 7.0, 6.503125000000001)","(12.0, 17.0, 16.2)","(2.15, 2.64, 2.6393548387096777)","(91.0, 180.0, 170.58823529411765)","(101.0, 400.0, 250.0)","(71.0, 110.0, 103.07692307692307)","(6.0, 9.2, 8.690909090909091)"
08-01-2023 13:06:52.938427,"(4.2, 5.4, 5.233333333333333)","(14.0, 18.0, 17.91111111111111)","(91.0, 130.0, 119.28571428571428)","(5.5, 7.0, 6.503125000000001)","(12.0, 17.0, 15.9)","(2.15, 2.64, 2.63875)","(91.0, 180.0, 166.66666666666669)","(101.0, 390.0, 246.66666666666669)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.690909090909091)"
08-01-2023 13:06:54.074655,"(4.2, 5.4, 5.233333333333333)","(14.0, 17.5, 17.43877551020408)","(91.0, 130.0, 119.28571428571428)","(5.5, 7.0, 6.503125000000001)","(12.0, 16.5, 15.9)","(2.2, 2.64, 2.6393548387096777)","(101.0, 180.0, 166.66666666666669)","(101.0, 380.0, 246.66666666666669)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.690909090909091)"
08-01-2023 13:06:55.237629,"(4.2, 5.4, 5.233333333333333)","(14.0, 17.5, 17.1)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.503125000000001)","(12.0, 16.5, 15.9)","(2.2, 2.64, 2.6393548387096777)","(101.0, 180.0, 166.66666666666669)","(101.0, 380.0, 243.33333333333334)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.690909090909091)"
08-01-2023 13:06:56.408265,"(4.2, 5.4, 5.266666666666667)","(14.0, 18.0, 17.4)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.503125000000001)","(12.0, 16.5, 15.9)","(2.2, 2.64, 2.6393548387096777)","(101.0, 180.0, 166.66666666666669)","(101.0, 370.0, 246.66666666666666)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.690909090909091)"
08-01-2023 13:06:57.610518,"(4.2, 5.4, 5.220000000000001)","(14.0, 18.0, 16.8)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.503125000000001)","(12.0, 16.5, 15.9)","(2.2, 2.64, 2.6675)","(101.0, 180.0, 166.66666666666669)","(101.0, 360.0, 246.66666666666666)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.690909090909091)"
08-01-2023 13:06:58.910363,"(4.2, 5.4, 5.220000000000001)","(14.0, 18.0, 16.8)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.503125000000001)","(12.0, 16.5, 15.9)","(2.2, 2.68, 2.6550000000000002)","(101.0, 180.0, 166.66666666666669)","(101.0, 360.0, 246.66666666666666)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.690909090909091)"
08-01-2023 13:07:00.218249,"(4.2, 5.4, 5.181818181818182)","(14.0, 18.0, 16.846153846153847)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.503125000000001)","(12.0, 16.5, 16.09090909090909)","(2.2, 2.68, 2.656)","(101.0, 180.0, 166.66666666666669)","(101.0, 360.0, 246.66666666666666)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.690909090909091)"
08-01-2023 13:07:01.535601,"(4.2, 5.3, 5.1)","(14.0, 18.0, 16.846153846153847)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.725)","(12.0, 19.0, 17.1)","(2.2, 2.68, 2.6746341463414636)","(101.0, 180.0, 170.58823529411765)","(101.0, 360.0, 246.66666666666666)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.577777777777778)"
08-01-2023 13:07:02.920325,"(4.2, 5.3, 5.1)","(14.0, 18.0, 16.846153846153847)","(91.0, 130.0, 115.0)","(5.5, 6.8, 6.725)","(12.0, 18.5, 17.1)","(2.2, 2.72, 2.6812903225806455)","(101.0, 180.0, 170.58823529411765)","(101.0, 360.0, 246.66666666666666)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.577777777777778)"
08-01-2023 13:07:04.261939,"(4.2, 5.3, 5.1)","(14.0, 18.0, 17.714285714285715)","(91.0, 130.0, 115.0)","(5.5, 6.8, 6.367164179104478)","(12.0, 18.5, 17.1)","(2.2, 2.72, 2.6904918032786886)","(101.0, 180.0, 166.66666666666669)","(101.0, 360.0, 240.0)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.577777777777778)"
08-01-2023 13:07:05.553057,"(4.2, 5.3, 5.1)","(14.0, 18.0, 17.714285714285715)","(91.0, 130.0, 115.0)","(5.5, 7.0, 6.262921348314607)","(12.0, 18.5, 17.1)","(2.2, 2.72, 2.645)","(101.0, 180.0, 167.27272727272725)","(101.0, 360.0, 320.0)","(71.0, 110.0, 103.07692307692307)","(6.5, 9.2, 8.577777777777778)"
08-01-2023 13:07:06.799704,"(4.2, 5.3, 5.1)","(14.0, 18.0, 17.333333333333332)","(91.0, 130.0, 112.5)","(5.5, 6.6, 6.105494505494505)","(12.0, 18.5, 16.285714285714285)","(2.2, 2.72, 2.645)","(101.0, 180.0, 200.0)","(101.0, 360.0, 320.0)","(71.0, 110.0, 97.5)","(6.5, 9.2, 8.71304347826087)"
08-01-2023 13:07:08.261220,"(4.2, 5.3, 5.166666666666667)","(14.0, 18.0, 18.25)","(91.0, 130.0, 112.5)","(5.5, 6.6, 6.110869565217391)","(12.0, 18.0, 16.285714285714285)","(2.2, 2.72, 2.681538461538462)","(101.0, 220.0, 200.0)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 97.5)","(6.5, 9.2, 8.777777777777777)"
08-01-2023 13:07:09.587334,"(4.2, 5.3, 5.166666666666667)","(14.0, 18.5, 18.25)","(91.0, 130.0, 112.5)","(5.5, 6.6, 6.110869565217391)","(12.0, 18.0, 16.285714285714285)","(2.2, 2.7, 2.6810526315789476)","(91.0, 220.0, 200.0)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 97.5)","(6.5, 9.0, 8.733333333333333)"
08-01-2023 13:07:10.853537,"(4.2, 5.4, 5.233333333333333)","(14.0, 18.5, 18.25)","(91.0, 130.0, 112.5)","(5.5, 6.6, 6.110869565217391)","(12.0, 18.0, 16.285714285714285)","(2.2, 2.7, 2.6485714285714286)","(91.0, 220.0, 200.0)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 97.5)","(6.5, 9.2, 8.733333333333333)"
08-01-2023 13:07:12.201883,"(4.2, 5.4, 5.233333333333333)","(14.0, 18.5, 18.25)","(91.0, 130.0, 113.33333333333333)","(5.5, 6.6, 6.110869565217391)","(12.0, 18.0, 16.285714285714285)","(2.2, 2.7, 2.6485714285714286)","(91.0, 220.0, 159.0909090909091)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 97.5)","(6.5, 9.2, 8.733333333333333)"
08-01-2023 13:07:13.531112,"(4.2, 5.4, 5.233333333333333)","(14.0, 18.5, 17.714285714285715)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.110869565217391)","(12.0, 18.0, 16.285714285714285)","(2.2, 2.7, 2.678048780487805)","(91.0, 170.0, 159.0909090909091)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 97.5)","(6.5, 9.2, 8.733333333333333)"
08-01-2023 13:07:14.809722,"(4.2, 5.4, 5.233333333333333)","(14.0, 18.5, 18.133333333333333)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.110869565217391)","(12.0, 18.0, 16.09090909090909)","(2.2, 2.7, 2.6689655172413795)","(91.0, 170.0, 150.9090909090909)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 97.5)","(6.5, 9.2, 8.733333333333333)"
08-01-2023 13:07:16.091794,"(4.2, 5.4, 5.233333333333333)","(14.0, 18.5, 18.133333333333333)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.110869565217391)","(12.0, 19.0, 15.23076923076923)","(2.2, 2.7, 2.6614285714285715)","(91.0, 160.0, 150.9090909090909)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 97.5)","(6.5, 9.2, 8.733333333333333)"
08-01-2023 13:07:17.428032,"(4.2, 5.0, 4.817391304347826)","(14.0, 18.5, 18.133333333333333)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.110869565217391)","(12.0, 16.0, 15.23076923076923)","(2.2, 2.7, 2.6614285714285715)","(91.0, 160.0, 150.9090909090909)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 100.625)","(6.5, 9.2, 8.733333333333333)"
08-01-2023 13:07:19.042798,"(4.2, 5.0, 4.7375)","(14.0, 18.5, 17.346153846153847)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.262921348314607)","(12.0, 16.0, 16.333333333333332)","(2.2, 2.68, 2.6533333333333333)","(91.0, 160.0, 153.33333333333334)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 100.625)","(6.5, 9.2, 8.733333333333333)"
08-01-2023 13:07:20.371706,"(4.2, 5.0, 4.7375)","(14.0, 18.5, 17.346153846153847)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.262921348314607)","(12.0, 19.0, 16.333333333333332)","(2.2, 2.68, 2.6500000000000004)","(91.0, 160.0, 153.33333333333334)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 100.625)","(6.5, 9.2, 8.06875)"
08-01-2023 13:07:21.778539,"(4.2, 5.0, 4.7375)","(14.0, 18.5, 17.346153846153847)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.262921348314607)","(12.0, 19.0, 16.75)","(2.2, 2.68, 2.6472727272727274)","(91.0, 160.0, 140.0)","(101.0, 360.0, 253.33333333333334)","(71.0, 110.0, 98.0)","(6.5, 8.2, 8.46086956521739)"
08-01-2023 13:07:23.085996,"(4.2, 5.0, 4.7375)","(14.0, 19.0, 17.333333333333332)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.336585365853659)","(12.0, 19.0, 16.576923076923077)","(2.2, 2.68, 2.6500000000000004)","(91.0, 160.0, 140.0)","(101.0, 360.0, 260.0)","(71.0, 110.0, 98.0)","(6.5, 9.2, 8.876923076923077)"
08-01-2023 13:07:24.476850,"(4.2, 5.0, 4.771428571428571)","(14.0, 19.0, 17.81578947368421)","(91.0, 120.0, 113.33333333333333)","(5.5, 6.6, 6.336585365853659)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.66, 2.648)","(91.0, 160.0, 153.33333333333334)","(101.0, 360.0, 260.0)","(71.0, 110.0, 100.625)","(6.5, 9.0, 8.546153846153846)"
08-01-2023 13:07:25.796884,"(4.2, 5.0, 4.771428571428571)","(14.0, 19.0, 17.70689655172414)","(91.0, 120.0, 112.5)","(5.5, 6.6, 6.336585365853659)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.6512000000000002)","(91.0, 160.0, 153.33333333333334)","(101.0, 360.0, 260.0)","(71.0, 110.0, 100.625)","(6.5, 9.2, 8.854545454545454)"
08-01-2023 13:07:27.159365,"(4.2, 5.0, 4.771428571428571)","(14.0, 19.0, 17.70689655172414)","(91.0, 120.0, 112.5)","(5.5, 6.6, 6.336585365853659)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.6512000000000002)","(91.0, 160.0, 143.33333333333334)","(101.0, 360.0, 356.66666666666663)","(71.0, 110.0, 103.75)","(6.5, 9.0, 8.854545454545454)"
08-01-2023 13:07:28.450779,"(4.2, 5.0, 4.855555555555555)","(14.0, 19.0, 17.70689655172414)","(91.0, 120.0, 112.5)","(5.5, 7.0, 6.725)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.6512000000000002)","(91.0, 160.0, 143.33333333333334)","(101.0, 430.0, 316.6666666666667)","(71.0, 110.0, 103.75)","(6.5, 9.0, 8.854545454545454)"
08-01-2023 13:07:29.692812,"(4.2, 5.3, 5.033333333333333)","(14.0, 19.0, 17.70689655172414)","(91.0, 120.0, 112.5)","(5.5, 6.8, 6.725)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.6512000000000002)","(91.0, 160.0, 143.33333333333334)","(101.0, 530.0, 292.5)","(71.0, 110.0, 103.75)","(6.5, 9.0, 8.6)"
08-01-2023 13:07:30.916469,"(4.2, 5.3, 5.033333333333333)","(14.0, 19.0, 17.70689655172414)","(91.0, 120.0, 112.5)","(5.5, 6.8, 6.3178947368421055)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.6512000000000002)","(91.0, 160.0, 150.0)","(101.0, 540.0, 292.5)","(71.0, 110.0, 103.75)","(6.5, 9.0, 8.6)"
08-01-2023 13:07:32.167791,"(4.2, 5.3, 5.033333333333333)","(14.0, 19.0, 17.70689655172414)","(91.0, 120.0, 112.5)","(5.5, 7.0, 6.725)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.6673684210526316)","(91.0, 160.0, 150.0)","(101.0, 540.0, 287.5)","(71.0, 110.0, 103.75)","(6.5, 9.0, 8.6)"
08-01-2023 13:07:33.401821,"(4.2, 5.3, 5.122222222222223)","(14.0, 19.0, 17.70689655172414)","(91.0, 120.0, 112.5)","(5.5, 6.8, 6.565217391304348)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.6673684210526316)","(91.0, 160.0, 150.0)","(101.0, 520.0, 306.6666666666667)","(71.0, 110.0, 103.75)","(6.5, 9.0, 8.6)"
08-01-2023 13:07:34.673625,"(4.2, 5.3, 5.081818181818182)","(14.0, 19.0, 17.70689655172414)","(91.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.7106382978723405)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.6673684210526316)","(91.0, 160.0, 150.0)","(101.0, 500.0, 306.6666666666667)","(71.0, 110.0, 100.625)","(6.5, 9.0, 8.6)"
08-01-2023 13:07:35.989479,"(4.2, 5.3, 5.081818181818182)","(14.0, 19.0, 17.81578947368421)","(81.0, 120.0, 110.0)","(5.5, 6.8, 6.464462809917356)","(12.0, 19.0, 16.666666666666668)","(2.2, 2.68, 2.662857142857143)","(91.0, 160.0, 150.0)","(101.0, 500.0, 316.6666666666667)","(71.0, 110.0, 100.625)","(6.5, 9.0, 8.6)"
08-01-2023 13:07:37.373604,"(4.2, 5.3, 5.0346153846153845)","(14.0, 19.0, 18.67391304347826)","(81.0, 120.0, 111.11111111111111)","(5.5, 7.0, 6.533333333333333)","(12.0, 19.0, 17.1)","(2.2, 2.68, 2.6314285714285717)","(91.0, 160.0, 150.0)","(101.0, 530.0, 287.5)","(71.0, 110.0, 106.4)","(6.5, 9.0, 8.56)"
08-01-2023 13:07:38.622770,"(4.2, 5.5, 5.451063829787234)","(14.0, 19.0, 18.62121212121212)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.6, 6.735135135135135)","(12.0, 17.5, 17.5)","(2.2, 2.66, 2.66)","(91.0, 160.0, 150.0)","(101.0, 520.0, 380.0)","(71.0, 110.0, 106.4)","(6.5, 8.8, 8.7)"
08-01-2023 13:07:40.079948,"(4.2, 5.5, 5.137209302325581)","(14.0, 19.0, 18.62121212121212)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.721052631578948)","(12.0, 18.5, 17.5)","(2.2, 2.68, 2.64)","(91.0, 160.0, 150.0)","(101.0, 550.0, 380.0)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.88)"
08-01-2023 13:07:41.408447,"(4.2, 5.5, 5.135555555555555)","(14.0, 19.0, 18.553571428571427)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.721052631578948)","(12.0, 18.5, 17.5)","(2.2, 2.68, 2.6350000000000002)","(91.0, 160.0, 150.0)","(101.0, 550.0, 316.6666666666667)","(71.0, 110.0, 106.4)","(6.5, 9.0, 8.88)"
08-01-2023 13:07:42.681379,"(4.2, 5.5, 5.136363636363636)","(14.0, 19.0, 18.553571428571427)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.769230769230769)","(12.0, 18.5, 17.5)","(2.2, 2.68, 2.64)","(91.0, 160.0, 152.94117647058823)","(101.0, 530.0, 316.6666666666667)","(71.0, 110.0, 106.4)","(6.5, 9.0, 8.933333333333334)"
08-01-2023 13:07:43.924062,"(4.2, 5.5, 5.081632653061225)","(14.0, 19.0, 18.553571428571427)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.769230769230769)","(12.0, 18.5, 17.5)","(2.2, 2.68, 2.64)","(91.0, 160.0, 152.94117647058823)","(101.0, 530.0, 285.0)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.933333333333334)"
08-01-2023 13:07:45.166466,"(4.2, 5.5, 5.135555555555555)","(14.0, 19.0, 18.553571428571427)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.755)","(12.0, 18.5, 17.5)","(2.2, 2.68, 2.64)","(91.0, 160.0, 152.94117647058823)","(101.0, 510.0, 285.0)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.892307692307693)"
08-01-2023 13:07:46.531951,"(4.2, 5.4, 5.34)","(14.0, 19.0, 18.553571428571427)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.728571428571429)","(12.0, 18.0, 16.40909090909091)","(2.2, 2.66, 2.6500000000000004)","(91.0, 160.0, 150.0)","(101.0, 490.0, 296.6666666666667)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.892307692307693)"
08-01-2023 13:07:47.765646,"(4.2, 5.4, 5.34)","(14.0, 19.0, 18.553571428571427)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.755)","(12.0, 18.0, 16.5)","(2.2, 2.66, 2.64)","(91.0, 160.0, 150.0)","(101.0, 470.0, 296.6666666666667)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.933333333333334)"
08-01-2023 13:07:49.154807,"(4.2, 5.5, 5.143243243243243)","(14.0, 19.0, 18.285714285714285)","(81.0, 120.0, 111.11111111111111)","(5.5, 6.8, 6.4959999999999996)","(12.0, 18.0, 16.833333333333332)","(2.2, 2.68, 2.5933333333333333)","(91.0, 160.0, 150.0)","(101.0, 470.0, 293.3333333333333)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.986666666666666)"
08-01-2023 13:07:50.630819,"(4.2, 5.5, 5.05)","(14.0, 19.0, 18.285714285714285)","(81.0, 120.0, 111.11111111111111)","(5.5, 6.6, 6.4959999999999996)","(12.0, 17.5, 17.166666666666668)","(2.2, 2.6, 2.5933333333333333)","(91.0, 160.0, 150.0)","(101.0, 460.0, 290.0)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.986666666666666)"
08-01-2023 13:07:52.007177,"(4.2, 5.5, 5.0625)","(14.0, 19.0, 18.193548387096776)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.6, 6.4959999999999996)","(12.0, 17.5, 17.0)","(2.2, 2.6, 2.594375)","(91.0, 160.0, 152.94117647058823)","(101.0, 450.0, 325.0)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.986666666666666)"
08-01-2023 13:07:53.378589,"(4.2, 5.5, 5.1499999999999995)","(14.0, 19.0, 18.193548387096776)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.6, 6.528888888888889)","(12.0, 17.5, 17.0)","(2.2, 2.6, 2.5939200000000002)","(91.0, 160.0, 152.94117647058823)","(101.0, 440.0, 293.3333333333333)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.986666666666666)"
08-01-2023 13:07:54.773297,"(4.2, 5.5, 5.103448275862069)","(14.0, 19.0, 18.193548387096776)","(81.0, 120.0, 109.0909090909091)","(5.5, 7.0, 6.6269230769230765)","(12.0, 17.5, 16.5)","(2.2, 2.6, 2.5953982300884957)","(91.0, 160.0, 150.0)","(101.0, 460.0, 286.6666666666667)","(71.0, 110.0, 106.4)","(6.5, 9.2, 8.986666666666666)"
08-01-2023 13:07:56.267191,"(4.2, 5.5, 5.182758620689655)","(14.0, 19.0, 18.193548387096776)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.644)","(12.0, 17.5, 16.5)","(2.2, 2.6, 2.5953982300884957)","(91.0, 160.0, 150.0)","(101.0, 440.0, 283.3333333333333)","(71.0, 110.0, 106.08695652173913)","(6.5, 9.2, 8.986666666666666)"
08-01-2023 13:07:57.708443,"(4.2, 5.5, 5.237142857142857)","(14.0, 19.0, 18.193548387096776)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.644)","(12.0, 17.5, 16.5)","(2.2, 2.6, 2.5953982300884957)","(91.0, 160.0, 150.0)","(101.0, 430.0, 283.3333333333333)","(71.0, 110.0, 105.0)","(6.5, 9.2, 8.782608695652174)"
08-01-2023 13:07:59.423732,"(4.2, 5.5, 5.237142857142857)","(14.0, 19.0, 18.193548387096776)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.528888888888889)","(12.0, 17.5, 16.5)","(2.2, 2.6, 2.5953982300884957)","(91.0, 160.0, 150.0)","(101.0, 430.0, 283.3333333333333)","(71.0, 110.0, 105.71428571428572)","(6.5, 9.2, 8.782608695652174)"
08-01-2023 13:08:00.895207,"(4.2, 5.5, 5.237142857142857)","(14.0, 19.0, 18.193548387096776)","(81.0, 120.0, 109.0909090909091)","(5.5, 7.0, 6.769230769230769)","(12.0, 17.5, 16.5)","(2.2, 2.6, 2.595438596491228)","(91.0, 160.0, 150.0)","(101.0, 430.0, 283.3333333333333)","(71.0, 110.0, 105.71428571428572)","(6.5, 9.2, 8.782608695652174)"
08-01-2023 13:08:02.463511,"(4.2, 5.5, 5.237142857142857)","(14.0, 19.0, 18.193548387096776)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.528888888888889)","(12.0, 17.5, 16.5)","(2.2, 2.6, 2.5487671232876714)","(91.0, 160.0, 152.94117647058823)","(101.0, 430.0, 315.0)","(71.0, 110.0, 105.71428571428572)","(6.5, 9.2, 8.782608695652174)"
08-01-2023 13:08:04.089337,"(4.2, 5.5, 5.3125)","(14.0, 19.0, 18.416666666666668)","(81.0, 120.0, 111.11111111111111)","(5.5, 7.0, 6.48)","(12.0, 17.5, 16.5)","(2.2, 2.56, 2.55)","(91.0, 160.0, 214.7058823529412)","(101.0, 420.0, 310.0)","(71.0, 110.0, 105.71428571428572)","(6.5, 9.2, 8.782608695652174)"
08-01-2023 13:08:05.668585,"(4.2, 5.5, 5.3125)","(14.0, 19.0, 18.416666666666668)","(81.0, 120.0, 111.11111111111111)","(5.5, 6.8, 6.48)","(12.0, 17.5, 16.5)","(2.2, 2.56, 2.55)","(91.0, 230.0, 214.7058823529412)","(101.0, 410.0, 286.0)","(71.0, 110.0, 97.14285714285714)","(6.5, 9.2, 8.782608695652174)"
08-01-2023 13:08:07.220557,"(4.2, 5.5, 5.3125)","(14.0, 19.0, 18.142857142857142)","(81.0, 120.0, 109.0909090909091)","(5.5, 6.8, 6.611111111111111)","(12.0, 17.5, 16.5)","(2.2, 2.56, 2.5510869565217393)","(91.0, 220.0, 160.0)","(101.0, 400.0, 300.0)","(71.0, 100.0, 105.71428571428572)","(6.5, 9.2, 8.738461538461538)"
08-01-2023 13:08:08.621741,"(4.2, 5.5, 5.3125)","(14.0, 19.0, 18.916666666666668)","(81.0, 120.0, 112.5)","(5.5, 6.8, 6.658333333333333)","(12.0, 17.5, 16.5)","(2.2, 2.56, 2.5510869565217393)","(91.0, 210.0, 136.66666666666666)","(101.0, 390.0, 323.3333333333333)","(71.0, 110.0, 90.625)","(6.5, 9.2, 8.738461538461538)"
