,Wild Charlie,Todds Express,Commander Beven,Dixie Diner,Sick Bubblegum,Victoria Belle,Joyful Juggler,Bowser Boy
12-01-2023 18:48:22.785659,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.7538461538461538)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 5.968965517241379)"
12-01-2023 18:48:23.803344,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.7538461538461538)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 5.968965517241379)"
12-01-2023 18:48:24.803268,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.6818181818181817)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:25.781754,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.6818181818181817)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:26.805558,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.8578947368421053)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.08)"
12-01-2023 18:48:27.783203,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.8578947368421053)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:28.779347,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.8578947368421053)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:29.810915,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.8578947368421053)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:30.949203,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.8578947368421053)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:32.087034,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.8578947368421053)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:33.271095,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.8578947368421053)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:34.467087,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.1, 1.701875)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:35.634232,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.08, 1.701875)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:36.786208,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.08, 1.829)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:37.910807,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.06, 1.829)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:39.039549,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 10.057142857142857)","(1.65, 2.06, 1.829)","(18.0, 60.0, 32.8125)","(8.0, 15.5, 10.5)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:40.138183,"(17.0, 65.0, 35.9375)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 37.5)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.829)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.5, 9.75)","(5.5, 9.6, 7.624390243902439)"
12-01-2023 18:48:41.177997,"(17.0, 65.0, 40.2)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.829)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.6, 8.933333333333334)"
12-01-2023 18:48:42.255546,"(17.0, 65.0, 31.90909090909091)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.829)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.6, 8.933333333333334)"
12-01-2023 18:48:43.410676,"(17.0, 65.0, 31.90909090909091)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.6, 8.933333333333334)"
12-01-2023 18:48:44.439288,"(17.0, 65.0, 31.90909090909091)","(9.0, 17.5, 10.583333333333332)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.6, 8.777777777777779)"
12-01-2023 18:48:45.533078,"(17.0, 65.0, 39.0)","(9.0, 17.5, 13.727272727272727)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:46.605062,"(17.0, 65.0, 29.8)","(9.0, 17.5, 10.916666666666666)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:47.648873,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:48.685170,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:49.859057,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:50.980589,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 9.454545454545455)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:52.054299,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 10.200000000000001)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:53.195304,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 21.0, 10.200000000000001)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:54.367298,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 21.0, 10.200000000000001)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:55.500574,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 21.0, 10.200000000000001)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:56.601934,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 21.0, 10.92)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:57.680948,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:58.806641,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:48:59.869343,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:00.902103,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.8168421052631578)","(18.0, 60.0, 28.363636363636363)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:01.933591,"(17.0, 65.0, 29.8)","(9.0, 17.5, 13.55)","(21.0, 65.0, 41.53333333333333)","(8.0, 20.0, 10.72)","(1.65, 2.06, 2.0144444444444445)","(18.0, 60.0, 30.9375)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:03.033718,"(17.0, 65.0, 31.4)","(9.0, 17.5, 14.538461538461538)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.7457142857142856)","(18.0, 55.0, 30.9375)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:04.129352,"(17.0, 65.0, 31.4)","(9.0, 17.5, 14.538461538461538)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.7457142857142856)","(18.0, 55.0, 30.9375)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:05.212170,"(17.0, 65.0, 31.4)","(9.0, 17.5, 14.538461538461538)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.7116666666666667)","(18.0, 55.0, 30.9375)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:06.318378,"(17.0, 65.0, 31.4)","(9.0, 17.5, 14.538461538461538)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.7116666666666667)","(18.0, 55.0, 30.9375)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:07.450500,"(17.0, 65.0, 31.4)","(9.0, 17.5, 14.538461538461538)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.7116666666666667)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:08.655334,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.7116666666666667)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:09.771475,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.7116666666666667)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:10.842578,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.06, 1.6860714285714284)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:12.011729,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.02, 1.6860714285714284)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:13.139291,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.02, 1.6860714285714284)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:14.301475,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.02, 1.6860714285714284)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:15.423157,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.02, 1.6860714285714284)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:16.461268,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.02, 1.6860714285714284)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:17.620840,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.02, 1.6860714285714284)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:18.720805,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.02, 1.7066666666666666)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:19.865846,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.7066666666666666)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:21.038589,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.7066666666666666)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:22.190604,"(17.0, 65.0, 31.4)","(9.0, 17.5, 13.222222222222223)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.7066666666666666)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:23.319706,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.7066666666666666)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:24.488546,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.7066666666666666)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:25.609182,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:26.699801,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:27.817893,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:28.868175,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:29.935822,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:30.911084,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:31.928678,"(17.0, 65.0, 31.4)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:32.934449,"(17.0, 65.0, 41.57142857142857)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:34.050895,"(17.0, 65.0, 41.57142857142857)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:35.144807,"(17.0, 65.0, 41.57142857142857)","(9.0, 18.5, 13.666666666666668)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:36.291063,"(17.0, 65.0, 29.444444444444443)","(9.0, 18.5, 11.416666666666666)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 27.0)","(8.0, 15.0, 9.75)","(5.5, 9.4, 8.777777777777779)"
12-01-2023 18:49:37.402050,"(17.0, 65.0, 29.444444444444443)","(9.0, 18.5, 11.416666666666666)","(21.0, 60.0, 39.2)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 21.22222222222222)","(8.0, 15.0, 9.75)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:38.514887,"(17.0, 65.0, 29.444444444444443)","(9.0, 18.5, 11.416666666666666)","(21.0, 60.0, 25.333333333333332)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 21.22222222222222)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:39.710536,"(17.0, 65.0, 29.444444444444443)","(9.0, 18.5, 11.416666666666666)","(21.0, 60.0, 26.22222222222222)","(8.0, 20.0, 10.72)","(1.65, 2.0, 1.78)","(18.0, 55.0, 21.22222222222222)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:41.088858,"(17.0, 65.0, 29.444444444444443)","(9.0, 18.5, 11.416666666666666)","(21.0, 60.0, 26.22222222222222)","(8.0, 20.0, 12.266666666666667)","(1.65, 2.0, 1.78)","(18.0, 55.0, 21.22222222222222)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:42.410035,"(17.0, 65.0, 29.444444444444443)","(9.0, 18.5, 11.416666666666666)","(21.0, 60.0, 28.333333333333332)","(8.0, 20.0, 11.05)","(1.65, 2.0, 1.78)","(18.0, 55.0, 22.5)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:43.641816,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 27.5)","(8.0, 19.0, 11.05)","(1.65, 2.0, 1.78)","(18.0, 50.0, 22.5)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:44.920648,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 27.5)","(8.0, 19.0, 11.05)","(1.65, 2.0, 1.78)","(18.0, 50.0, 26.42857142857143)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:46.237991,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 27.5)","(8.0, 19.0, 11.05)","(1.65, 2.0, 1.9097435897435897)","(18.0, 50.0, 26.42857142857143)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:47.473075,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 19.0, 12.440000000000001)","(1.65, 2.0, 1.9097435897435897)","(18.0, 50.0, 26.42857142857143)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:48.663405,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9097435897435897)","(18.0, 50.0, 26.42857142857143)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:49.823837,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9097435897435897)","(18.0, 50.0, 26.42857142857143)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:50.977606,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9432258064516128)","(18.0, 50.0, 26.42857142857143)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:52.135461,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9432258064516128)","(18.0, 50.0, 24.6)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:53.271815,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9432258064516128)","(18.0, 55.0, 24.6)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:54.470884,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9432258064516128)","(18.0, 55.0, 24.6)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:55.632519,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9432258064516128)","(18.0, 55.0, 24.6)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:56.761209,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9432258064516128)","(18.0, 55.0, 24.6)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
12-01-2023 18:49:57.776947,"(17.0, 65.0, 29.444444444444443)","(9.0, 17.5, 11.25)","(21.0, 55.0, 25.666666666666668)","(8.0, 18.5, 12.440000000000001)","(1.65, 2.0, 1.9432258064516128)","(18.0, 55.0, 24.6)","(8.0, 15.0, 11.5)","(5.5, 9.4, 7.32)"
