,Tiggerlong Flyer,Six Speed Manual,Shadow Riot,Kanji Yield,Aston Lira,High Tribe Rico,Black Compass,Selynya Obi
14-12-2022 19:42:10.174260,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:11.208612,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:12.251909,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:13.263973,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:14.310750,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:15.438333,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:16.497256,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:17.493798,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:18.535410,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:19.578079,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:20.583709,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:21.562883,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:22.540299,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:23.555256,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:24.561134,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:25.561883,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:26.626617,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:27.703880,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:28.747428,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.127272727272728)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:29.797917,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.3455172413793104)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:30.842678,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:31.951354,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:32.997419,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:33.994903,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:34.990173,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:36.039943,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:37.060624,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:38.024670,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:39.287797,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:40.387825,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:41.475652,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:42.550135,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:43.618869,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:44.695433,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 7.057142857142857)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:45.715229,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:46.697260,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:47.728617,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:48.777465,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:49.921101,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:51.130526,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 41.90909090909091)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 14.666666666666668)","(26.0, 110.0, 57.07692307692307)"
14-12-2022 19:42:52.411331,"(11.0, 30.0, 26.3)","(18.0, 60.0, 33.4375)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:42:53.467200,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:42:54.505934,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:42:55.559737,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:42:56.752682,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:42:57.855381,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:42:58.823494,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:42:59.850274,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:00.860864,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:01.874274,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:02.878770,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:03.918224,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:04.968184,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:05.941624,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:06.947946,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:07.989444,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:09.038092,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:10.108070,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:11.373239,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:12.622264,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:13.737883,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:14.803867,"(11.0, 30.0, 28.538461538461537)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:15.911067,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:16.954315,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:18.010464,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:19.037280,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:20.055690,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:21.157327,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:22.156028,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:23.269929,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:24.469632,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:25.771648,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:26.921173,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:28.021757,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:29.155377,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:30.299394,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:31.400749,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:32.445696,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:33.575105,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
14-12-2022 19:43:34.809908,"(11.0, 30.0, 27.285714285714285)","(18.0, 60.0, 42.083333333333336)","(2.0, 2.74, 2.4663157894736845)","(26.0, 95.0, 57.5)","(3.1, 5.1, 3.2333333333333334)","(5.0, 9.8, 6.666666666666667)","(11.0, 24.0, 18.92857142857143)","(26.0, 110.0, 67.0)"
