,Robell Ruby,Skylahs Misfit,Bugatti Hydro,My Reputation,Bokarm Nero,Tipple Valley,Kooringa Magic,Amber Jack
08-12-2022 13:29:17.103364,"(3.1, 5.1, 4.835714285714285)","(20.0, 55.0, 46.55555555555556)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 3.933333333333333)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:18.303483,"(3.1, 5.1, 4.835714285714285)","(20.0, 55.0, 46.55555555555556)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 4.023076923076923)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:19.543073,"(3.1, 5.1, 4.835714285714285)","(20.0, 55.0, 46.55555555555556)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 4.023076923076923)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:20.718113,"(3.1, 5.1, 4.835714285714285)","(20.0, 55.0, 46.55555555555556)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 4.023076923076923)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:21.961054,"(3.1, 5.1, 4.835714285714285)","(20.0, 55.0, 46.55555555555556)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 4.023076923076923)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:23.138492,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 4.4523809523809526)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:24.491859,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 4.05)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:25.755417,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.4, 4.463636363636364)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:27.236467,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.2, 4.463636363636364)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:29.060185,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.2, 4.403846153846153)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:30.720091,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.2, 3.76)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:32.183658,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.2, 3.356)","(5.5, 10.5, 6.857142857142858)"
08-12-2022 13:29:33.362033,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 3.356)","(5.5, 10.5, 6.333333333333333)"
08-12-2022 13:29:34.596871,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 3.7707692307692304)","(5.5, 10.5, 8.0)"
08-12-2022 13:29:35.945252,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 3.7953846153846156)","(5.5, 10.5, 7.0)"
08-12-2022 13:29:37.239248,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.1, 3.146896551724138)","(5.5, 10.5, 7.0)"
08-12-2022 13:29:38.457512,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.551666666666667)","(2.7, 5.4, 3.384)","(5.5, 10.5, 7.0)"
08-12-2022 13:29:39.709398,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.643333333333333)","(2.7, 5.0, 3.384)","(5.5, 10.5, 7.0)"
08-12-2022 13:29:41.053472,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 36.25)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.8, 4.643333333333333)","(2.7, 5.0, 4.376)","(5.5, 10.5, 7.0)"
08-12-2022 13:29:42.342711,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 367.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.8, 4.643333333333333)","(2.7, 5.0, 3.56)","(5.5, 10.5, 7.0)"
08-12-2022 13:29:43.521134,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 367.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.8, 3.9505263157894737)","(2.7, 5.0, 3.56)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:44.677112,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.341538461538461)","(2.7, 5.0, 3.56)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:45.931119,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.0, 3.56)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:47.282849,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.0, 3.56)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:48.382833,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 4.9, 3.54)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:49.591194,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 4.9, 3.3888888888888893)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:50.666662,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 4.9, 3.3888888888888893)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:51.818387,"(3.1, 5.1, 4.835714285714285)","(20.0, 50.0, 28.333333333333336)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 4.9, 3.3888888888888893)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:53.074746,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 41.9)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 4.9, 3.3888888888888893)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:54.195592,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 41.9)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 4.9, 3.3888888888888893)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:55.549774,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 41.9)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 4.9, 3.278571428571429)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:56.767780,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 41.9)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.4, 3.278571428571429)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:57.974401,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.4, 3.4000000000000004)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:29:59.193634,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.2, 3.4000000000000004)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:30:00.403218,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.2, 3.4000000000000004)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:30:01.614121,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.2, 3.4000000000000004)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:30:03.021316,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.2, 3.4000000000000004)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:30:04.615469,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.341538461538461)","(2.7, 5.2, 3.4000000000000004)","(5.5, 10.5, 8.866666666666667)"
08-12-2022 13:30:05.951454,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.344615384615384)","(2.7, 5.2, 3.4000000000000004)","(5.5, 10.5, 7.066666666666666)"
08-12-2022 13:30:07.202384,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.298181818181818)","(2.7, 5.0, 3.37)","(5.5, 10.0, 8.4)"
08-12-2022 13:30:08.320358,"(3.1, 5.1, 4.835714285714285)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.053333333333333)","(2.7, 4.9, 3.37)","(5.5, 9.8, 9.275)"
08-12-2022 13:30:09.469624,"(3.1, 5.1, 4.74)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.1899999999999995)","(2.7, 4.9, 3.415)","(5.5, 9.8, 7.368421052631579)"
08-12-2022 13:30:10.630210,"(3.1, 5.1, 4.6625)","(20.0, 48.0, 44.1875)","(101.0, 640.0, 185.83333333333331)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.1899999999999995)","(2.7, 4.9, 3.415)","(5.5, 9.8, 7.368421052631579)"
08-12-2022 13:30:12.033948,"(3.1, 4.9, 3.89375)","(20.0, 48.0, 41.22222222222222)","(101.0, 620.0, 160.625)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.1899999999999995)","(2.7, 4.9, 3.415)","(5.5, 9.8, 7.368421052631579)"
08-12-2022 13:30:13.245481,"(3.1, 4.8, 3.89375)","(20.0, 48.0, 41.22222222222222)","(101.0, 620.0, 160.625)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.1899999999999995)","(2.7, 4.9, 3.415)","(5.5, 9.8, 9.511111111111111)"
08-12-2022 13:30:14.600241,"(3.1, 4.8, 4.05)","(20.0, 48.0, 41.22222222222222)","(101.0, 620.0, 160.625)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.432)","(2.7, 4.9, 3.415)","(5.5, 10.0, 9.511111111111111)"
08-12-2022 13:30:15.788609,"(3.1, 4.8, 4.05)","(20.0, 48.0, 41.22222222222222)","(101.0, 620.0, 156.66666666666666)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.8, 3.424)","(2.7, 4.9, 4.254545454545454)","(5.5, 10.0, 7.4526315789473685)"
08-12-2022 13:30:17.042808,"(3.1, 4.8, 3.675)","(20.0, 48.0, 40.375)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.7, 4.272)","(2.7, 4.8, 4.254545454545454)","(5.5, 10.0, 6.975)"
08-12-2022 13:30:18.354824,"(3.1, 4.7, 3.711764705882353)","(20.0, 48.0, 40.375)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.6, 4.192)","(2.7, 4.8, 4.254545454545454)","(5.5, 10.0, 8.6)"
08-12-2022 13:30:19.716547,"(3.1, 4.6, 4.383333333333333)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.5, 4.348)","(2.7, 4.8, 4.254545454545454)","(5.5, 10.0, 6.975)"
08-12-2022 13:30:20.939895,"(3.1, 4.6, 4.383333333333333)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.5, 4.348)","(2.7, 4.8, 4.254545454545454)","(5.5, 10.0, 6.621428571428572)"
08-12-2022 13:30:22.074115,"(3.1, 4.6, 3.9499999999999997)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 39.785714285714285)","(81.0, 580.0, 325.0)","(2.9, 4.5, 4.331111111111111)","(2.7, 4.8, 4.053846153846154)","(5.5, 10.0, 6.621428571428572)"
08-12-2022 13:30:23.317795,"(3.1, 4.5, 3.652941176470588)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 4.125)","(2.7, 4.7, 3.6384615384615384)","(5.5, 10.0, 8.925)"
08-12-2022 13:30:24.554526,"(3.1, 4.4, 4.277777777777779)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.6, 3.6999999999999997)","(5.5, 10.0, 8.925)"
08-12-2022 13:30:25.762128,"(3.1, 4.4, 4.216666666666667)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.6, 3.730769230769231)","(5.5, 10.0, 6.621428571428572)"
08-12-2022 13:30:27.092520,"(3.1, 4.4, 4.15)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 156.66666666666666)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.5, 3.730769230769231)","(5.5, 10.0, 6.4719999999999995)"
08-12-2022 13:30:28.298154,"(3.1, 4.5, 4.225)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.5, 3.588235294117647)","(5.5, 10.0, 6.4719999999999995)"
08-12-2022 13:30:29.429903,"(3.1, 4.7, 4.375)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.4, 3.588235294117647)","(5.5, 10.0, 6.92)"
08-12-2022 13:30:30.689073,"(3.1, 4.7, 4.375)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.4, 3.588235294117647)","(5.5, 10.0, 9.16)"
08-12-2022 13:30:31.946192,"(3.1, 4.7, 4.375)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.4, 3.730769230769231)","(5.5, 10.0, 9.16)"
08-12-2022 13:30:33.342732,"(3.1, 4.7, 4.0)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.5, 3.9153846153846157)","(5.5, 10.0, 6.92)"
08-12-2022 13:30:34.782499,"(3.1, 4.7, 4.0)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 43.33333333333333)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.4, 3.9153846153846157)","(5.5, 10.0, 6.92)"
08-12-2022 13:30:36.205392,"(3.1, 4.7, 4.0)","(20.0, 48.0, 41.22222222222222)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 43.33333333333333)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 4.4, 4.050000000000001)","(5.5, 10.0, 9.16)"
08-12-2022 13:30:37.862763,"(3.1, 4.7, 4.61875)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 43.33333333333333)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 5.4, 3.946428571428571)","(5.5, 10.0, 9.0)"
08-12-2022 13:30:39.352683,"(3.1, 4.9, 4.61875)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 47.15384615384615)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 5.2, 3.946428571428571)","(5.5, 9.8, 9.0)"
08-12-2022 13:30:40.863335,"(3.1, 4.8, 4.533333333333333)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 50.565217391304344)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 5.2, 3.946428571428571)","(5.5, 9.8, 9.0)"
08-12-2022 13:30:42.212455,"(3.1, 4.8, 4.533333333333333)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 47.15384615384615)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 5.2, 3.946428571428571)","(5.5, 9.8, 7.9)"
08-12-2022 13:30:43.585055,"(3.1, 4.8, 4.654545454545454)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 47.15384615384615)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 5.2, 4.03)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:44.837379,"(3.1, 4.8, 4.654545454545454)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 42.83333333333333)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 5.2, 4.03)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:46.225347,"(3.1, 4.8, 4.575)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.25)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 5.2, 4.03)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:47.555569,"(3.1, 5.0, 4.6625000000000005)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.25)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.73)","(2.7, 5.2, 3.418181818181818)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:48.929739,"(3.1, 5.0, 4.8875)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.25)","(81.0, 580.0, 325.0)","(2.9, 4.5, 3.88)","(2.7, 5.1, 3.418181818181818)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:50.262340,"(3.1, 5.0, 4.8875)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.8, 3.1133333333333333)","(2.7, 5.1, 4.3)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:51.592816,"(3.1, 5.0, 4.8875)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.8, 3.83)","(2.7, 5.1, 4.663636363636363)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:52.911896,"(3.1, 5.0, 4.8875)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.7, 3.78)","(2.7, 5.1, 4.663636363636363)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:54.255528,"(3.1, 5.5, 3.4)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 5.1, 4.663636363636363)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:55.633655,"(3.1, 5.4, 4.35)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 5.1, 4.309615384615385)","(5.5, 10.0, 7.9)"
08-12-2022 13:30:56.984167,"(3.1, 5.4, 4.425000000000001)","(20.0, 48.0, 44.125)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 5.4, 4.388)","(5.5, 10.0, 8.133333333333333)"
08-12-2022 13:30:58.292239,"(3.1, 5.4, 3.6233333333333335)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 5.3, 4.463636363636364)","(5.5, 10.0, 8.133333333333333)"
08-12-2022 13:30:59.692914,"(3.1, 5.4, 4.35)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 5.2, 4.0)","(5.5, 10.0, 8.133333333333333)"
08-12-2022 13:31:01.059292,"(3.1, 5.4, 4.35)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 5.1, 4.0)","(5.5, 10.0, 8.133333333333333)"
08-12-2022 13:31:02.454539,"(3.1, 5.4, 4.875)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 570.7142857142858)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 5.1, 3.8961538461538465)","(5.5, 10.0, 8.133333333333333)"
08-12-2022 13:31:03.726537,"(3.1, 5.4, 4.860526315789474)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 4.9, 3.8961538461538465)","(5.5, 10.0, 8.133333333333333)"
08-12-2022 13:31:04.938384,"(3.1, 5.1, 4.199999999999999)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 372.5)","(21.0, 55.0, 37.0)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 4.9, 3.8961538461538465)","(5.5, 10.0, 8.133333333333333)"
08-12-2022 13:31:06.209193,"(3.1, 5.1, 4.199999999999999)","(20.0, 48.0, 41.111111111111114)","(101.0, 650.0, 372.5)","(21.0, 55.0, 44.349999999999994)","(81.0, 580.0, 325.0)","(2.9, 4.6, 3.78)","(2.7, 4.9, 4.188235294117647)","(5.5, 10.0, 8.133333333333333)"
