,Villainess,Overhyped,Silver Valley,Good Charlotte,Barney Sun,My Shout Zoe,Nick The Quick,Dr Topaz
11-01-2023 20:18:43.156343,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.52)","(13.0, 26.0, 21.0)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:44.489950,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.66)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:45.757635,"(31.0, 290.0, 160.0)","(3.8, 8.6, 6.829411764705882)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:47.056515,"(31.0, 290.0, 160.0)","(3.8, 8.6, 6.829411764705882)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:48.973471,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.66)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:50.460565,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:51.748998,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:53.011816,"(31.0, 290.0, 160.0)","(3.8, 8.6, 6.829411764705882)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:54.262824,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.66)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:55.428535,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.66)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:56.585800,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:57.647814,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:58.712603,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:18:59.774597,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.424444444444444)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:00.975676,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:02.235364,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.66)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:03.716697,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:04.821633,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:05.955410,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:07.089357,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.8)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:08.299886,"(31.0, 290.0, 160.0)","(3.8, 8.6, 6.911764705882353)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:09.482952,"(31.0, 290.0, 160.0)","(3.8, 8.6, 6.911764705882353)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:10.770636,"(31.0, 290.0, 160.0)","(3.8, 8.6, 6.911764705882353)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:12.024661,"(31.0, 290.0, 160.0)","(3.8, 8.6, 6.911764705882353)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:13.276143,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:14.494683,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:15.753731,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:16.967454,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:18.184244,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:19.401390,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:20.592090,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:21.814423,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:22.906988,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:24.330094,"(31.0, 290.0, 160.0)","(3.8, 8.6, 5.87)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:25.544702,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:26.870629,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:28.324835,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:29.742428,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:31.541284,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:33.106512,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:34.413590,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:35.675771,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:36.953351,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:38.225094,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:39.433887,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:40.621243,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 14.416666666666666)"
11-01-2023 20:19:41.847713,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 13.916666666666666)","(20.0, 60.0, 35.83333333333333)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 20.25)"
11-01-2023 20:19:43.113199,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 12.95)","(20.0, 60.0, 29.81818181818182)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 20.25)"
11-01-2023 20:19:44.471348,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 12.95)","(20.0, 60.0, 29.81818181818182)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 20.25)"
11-01-2023 20:19:45.756262,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 12.95)","(20.0, 60.0, 29.81818181818182)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.75)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 20.25)"
11-01-2023 20:19:47.036986,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 12.95)","(20.0, 60.0, 29.81818181818182)","(3.7, 6.2, 5.622222222222223)","(9.0, 19.5, 10.05)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 20.25)"
11-01-2023 20:19:48.308252,"(31.0, 290.0, 160.0)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 12.95)","(20.0, 60.0, 29.81818181818182)","(3.7, 6.2, 4.6)","(9.0, 19.5, 10.05)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 20.25)"
11-01-2023 20:19:49.620879,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 7.2368421052631575)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.5223999999999998)","(12.0, 29.0, 18.375)"
11-01-2023 20:19:50.906858,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 6.309090909090909)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.460909090909091)","(12.0, 29.0, 15.25)"
11-01-2023 20:19:52.142770,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 7.06875)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.460909090909091)","(12.0, 29.0, 15.25)"
11-01-2023 20:19:53.385820,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 7.06875)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 15.25)"
11-01-2023 20:19:54.554770,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 7.06875)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.498333333333333)","(12.0, 29.0, 15.25)"
11-01-2023 20:19:55.690616,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.498333333333333)","(12.0, 29.0, 15.25)"
11-01-2023 20:19:56.840799,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.498333333333333)","(12.0, 29.0, 15.25)"
11-01-2023 20:19:57.966267,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.498333333333333)","(12.0, 29.0, 15.25)"
11-01-2023 20:19:59.098125,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.488695652173913)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:00.330164,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.478181818181818)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:01.535819,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.478181818181818)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:02.731878,"(31.0, 290.0, 152.3529411764706)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 16.67857142857143)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:03.975253,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 19.555555555555557)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:05.100030,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.4363636363636365)","(13.0, 26.0, 19.555555555555557)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.498333333333333)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:06.157802,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.4363636363636365)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.498333333333333)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:07.308123,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.4363636363636365)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.498333333333333)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:08.470796,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.4363636363636365)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.488695652173913)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:09.634140,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.4363636363636365)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.478181818181818)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:10.838137,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.4363636363636365)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.478181818181818)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:12.089153,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.033333333333333)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.3779999999999997)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:13.302444,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.033333333333333)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.460909090909091)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:14.519727,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 6.033333333333333)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 3.1, 2.4499999999999997)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:15.757354,"(31.0, 280.0, 252.22222222222223)","(3.8, 8.6, 7.1066666666666665)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 2.96, 2.4499999999999997)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:17.019034,"(31.0, 190.0, 172.22222222222223)","(3.8, 8.6, 7.1066666666666665)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 2.96, 2.4499999999999997)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:18.226651,"(31.0, 190.0, 172.22222222222223)","(3.8, 8.6, 7.1066666666666665)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 2.96, 2.3744444444444444)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:19.563629,"(31.0, 190.0, 172.22222222222223)","(3.8, 8.6, 6.627272727272727)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 2.96, 2.3744444444444444)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:20.926696,"(31.0, 190.0, 172.22222222222223)","(3.8, 8.6, 6.627272727272727)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 2.96, 2.3744444444444444)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:22.004727,"(31.0, 190.0, 172.22222222222223)","(3.8, 8.6, 6.627272727272727)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 2.96, 2.3744444444444444)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:23.182233,"(31.0, 190.0, 172.22222222222223)","(3.8, 8.6, 6.627272727272727)","(13.0, 30.0, 20.75)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 4.359090909090909)","(9.0, 19.5, 13.2)","(2.3, 2.96, 2.3744444444444444)","(12.0, 29.0, 15.25)"
11-01-2023 20:20:24.396362,"(31.0, 190.0, 172.22222222222223)","(3.8, 8.6, 6.627272727272727)","(13.0, 30.0, 18.107142857142858)","(20.0, 60.0, 29.81818181818182)","(3.7, 5.6, 3.9016129032258062)","(9.0, 19.5, 13.2)","(2.3, 2.96, 2.3744444444444444)","(12.0, 29.0, 15.25)"
