,Dr Greenthumb,On The Edge,Grillo,Zs So Good,Round Robin,Mr Jekyll
12-01-2023 09:33:52.157741,"(2.8, 3.6, 3.528169014084507)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.2, 2.160540540540541)","(5.5, 6.4, 6.573333333333333)","(41.0, 99999, 99990)"
12-01-2023 09:33:53.199173,"(2.8, 3.55, 3.425)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.160540540540541)","(5.5, 6.6, 6.5625)","(41.0, 99999, 99990)"
12-01-2023 09:33:54.222186,"(2.8, 3.55, 3.5274193548387096)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.1557575757575758)","(5.5, 6.6, 6.5625)","(41.0, 99999, 99990)"
12-01-2023 09:33:55.237951,"(2.8, 3.6, 3.556756756756757)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.156716417910448)","(5.5, 6.6, 6.547826086956522)","(41.0, 99999, 99990)"
12-01-2023 09:33:56.271445,"(2.8, 3.6, 3.5644444444444443)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.159047619047619)","(5.5, 6.6, 6.305882352941177)","(41.0, 99999, 99990)"
12-01-2023 09:33:57.360561,"(2.8, 3.6, 3.5625)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.16, 2.1575)","(5.5, 6.4, 6.266666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:33:58.422481,"(2.8, 3.6, 3.5625)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.16, 2.151489361702128)","(5.5, 6.4, 6.266666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:33:59.332766,"(2.8, 3.6, 3.5785714285714287)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.16, 2.151489361702128)","(5.5, 6.4, 6.266666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:00.314718,"(2.7, 3.6, 3.5785714285714287)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.16, 2.1505555555555556)","(5.5, 6.4, 6.266666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:01.336232,"(2.7, 3.6, 3.5785714285714287)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.16, 2.158372093023256)","(5.5, 6.4, 6.266666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:02.359503,"(2.7, 3.6, 3.5785714285714287)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.141)","(5.5, 6.4, 6.246153846153846)","(41.0, 99999, 99990)"
12-01-2023 09:34:03.486500,"(2.7, 3.6, 3.5785714285714287)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.1697872340425532)","(5.5, 6.4, 6.246153846153846)","(41.0, 99999, 99990)"
12-01-2023 09:34:04.548897,"(2.7, 3.6, 3.5666666666666664)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.1697872340425532)","(5.5, 6.4, 6.246153846153846)","(41.0, 99999, 99990)"
12-01-2023 09:34:05.533497,"(2.7, 3.6, 3.5666666666666664)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.1612500000000003)","(5.5, 6.4, 6.246153846153846)","(41.0, 99999, 99990)"
12-01-2023 09:34:06.439693,"(2.7, 3.6, 3.5666666666666664)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.18, 2.1612500000000003)","(5.5, 6.4, 6.246153846153846)","(41.0, 99999, 99990)"
12-01-2023 09:34:07.355971,"(2.7, 3.65, 3.6157142857142857)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.16, 2.156065573770492)","(5.5, 6.4, 6.266666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:08.343626,"(2.7, 3.65, 3.6166666666666667)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.16, 2.1385)","(5.5, 6.4, 6.254545454545455)","(41.0, 99999, 99990)"
12-01-2023 09:34:09.313476,"(2.7, 3.7, 3.691666666666667)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.14, 2.138181818181818)","(5.5, 6.4, 6.231578947368421)","(41.0, 99999, 99990)"
12-01-2023 09:34:10.331719,"(2.7, 3.85, 3.8071428571428574)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.14, 2.137185929648241)","(5.5, 6.4, 6.231578947368421)","(41.0, 99999, 99990)"
12-01-2023 09:34:11.298966,"(2.7, 3.9, 3.746153846153846)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 25.75)","(1.85, 2.14, 2.137185929648241)","(5.5, 6.4, 6.231578947368421)","(41.0, 99999, 99990)"
12-01-2023 09:34:12.201927,"(2.7, 3.9, 3.746153846153846)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 26.941176470588236)","(1.85, 2.14, 2.137185929648241)","(5.5, 6.4, 6.231578947368421)","(41.0, 99999, 99990)"
12-01-2023 09:34:13.185889,"(2.7, 3.9, 3.725)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 26.941176470588236)","(1.85, 2.14, 2.132562814070352)","(5.5, 6.2, 6.1466666666666665)","(41.0, 99999, 99990)"
12-01-2023 09:34:14.257834,"(2.7, 3.85, 3.745)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 26.941176470588236)","(1.85, 2.14, 2.132562814070352)","(5.5, 6.2, 6.1466666666666665)","(41.0, 99999, 99990)"
12-01-2023 09:34:15.352879,"(2.7, 3.85, 3.745)","(17.0, 24.0, 23.647058823529413)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.14, 2.2062295081967216)","(5.5, 6.2, 6.090909090909091)","(41.0, 99999, 99990)"
12-01-2023 09:34:16.338562,"(2.7, 3.85, 3.71)","(17.0, 24.0, 23.4)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.22, 2.1964285714285716)","(5.5, 6.2, 6.050000000000001)","(41.0, 99999, 99990)"
12-01-2023 09:34:17.376185,"(2.7, 3.85, 3.7666666666666666)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.2, 2.1507692307692308)","(5.5, 6.2, 6.066666666666666)","(41.0, 99999, 99990)"
12-01-2023 09:34:18.349986,"(2.7, 3.85, 3.7346153846153847)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.1507692307692308)","(5.5, 6.2, 6.066666666666666)","(41.0, 99999, 99990)"
12-01-2023 09:34:19.292567,"(2.7, 3.85, 3.69)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.145)","(5.5, 6.2, 6.066666666666666)","(41.0, 99999, 99990)"
12-01-2023 09:34:20.226377,"(2.7, 3.85, 3.73)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.1293333333333333)","(5.5, 6.2, 6.066666666666666)","(41.0, 99999, 99990)"
12-01-2023 09:34:21.204427,"(2.7, 3.85, 3.673529411764706)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.154352941176471)","(5.5, 6.2, 6.050000000000001)","(41.0, 99999, 99990)"
12-01-2023 09:34:22.170021,"(2.7, 3.85, 3.73)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.154352941176471)","(5.5, 6.2, 6.050000000000001)","(41.0, 99999, 99990)"
12-01-2023 09:34:23.124088,"(2.7, 3.85, 3.7045454545454546)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.154352941176471)","(5.5, 6.2, 5.966666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:24.116398,"(2.7, 3.85, 3.7045454545454546)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.154352941176471)","(5.5, 6.2, 5.966666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:25.107233,"(2.7, 3.85, 3.7045454545454546)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.154352941176471)","(5.5, 6.2, 5.966666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:25.977772,"(2.7, 3.85, 3.7045454545454546)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.714285714285715)","(1.85, 2.16, 2.157027027027027)","(5.5, 6.2, 5.966666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:26.931514,"(2.7, 3.85, 3.674)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.125)","(1.85, 2.18, 2.1624000000000003)","(5.5, 6.0, 5.91)","(41.0, 99999, 99990)"
12-01-2023 09:34:27.979495,"(2.7, 3.8, 3.678125)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.1575609756097562)","(5.5, 6.0, 5.85)","(41.0, 99999, 99990)"
12-01-2023 09:34:29.157754,"(2.7, 3.75, 3.6630434782608696)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.16, 2.1575609756097562)","(5.5, 6.0, 5.85)","(41.0, 99999, 99990)"
12-01-2023 09:34:30.286263,"(2.7, 3.75, 3.6615384615384614)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.16, 2.1576190476190478)","(5.5, 6.0, 5.848)","(41.0, 99999, 99990)"
12-01-2023 09:34:31.227599,"(2.7, 3.75, 3.6615384615384614)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.16, 2.1576190476190478)","(5.5, 6.0, 5.90952380952381)","(41.0, 99999, 99990)"
12-01-2023 09:34:32.164178,"(2.7, 3.75, 3.6615384615384614)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.1654545454545455)","(5.5, 6.0, 5.819047619047619)","(41.0, 99999, 99990)"
12-01-2023 09:34:33.084101,"(2.7, 3.75, 3.6615384615384614)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.1658064516129034)","(5.5, 6.0, 5.816666666666666)","(41.0, 99999, 99990)"
12-01-2023 09:34:34.062239,"(2.7, 3.75, 3.683333333333333)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.162921348314607)","(5.5, 6.0, 5.842857142857143)","(41.0, 99999, 99990)"
12-01-2023 09:34:35.042004,"(2.7, 3.75, 3.6666666666666665)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.1714606741573035)","(5.5, 5.9, 5.800000000000001)","(41.0, 99999, 99990)"
12-01-2023 09:34:36.136806,"(2.7, 3.75, 3.675925925925926)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.1720833333333336)","(5.5, 5.9, 5.82)","(41.0, 99999, 99990)"
12-01-2023 09:34:37.237203,"(2.7, 3.75, 3.653030303030303)","(17.0, 24.0, 21.0)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.172)","(5.5, 5.9, 5.785714285714286)","(41.0, 99999, 99990)"
12-01-2023 09:34:38.099351,"(2.7, 3.75, 3.6253246753246753)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.172)","(5.5, 5.9, 5.785714285714286)","(41.0, 99999, 99990)"
12-01-2023 09:34:39.014102,"(2.7, 3.7, 3.623076923076923)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.90909090909091)","(1.85, 2.18, 2.172)","(5.5, 5.9, 5.722222222222222)","(41.0, 99999, 99990)"
12-01-2023 09:34:40.067812,"(2.7, 3.7, 3.6375)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.90909090909091)","(1.85, 2.18, 2.1714285714285717)","(5.5, 5.9, 5.722222222222222)","(41.0, 99999, 99990)"
12-01-2023 09:34:41.053052,"(2.7, 3.7, 3.6214285714285714)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.90909090909091)","(1.85, 2.18, 2.1714285714285717)","(5.5, 5.9, 5.722222222222222)","(41.0, 99999, 99990)"
12-01-2023 09:34:42.041113,"(2.7, 3.7, 3.6214285714285714)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.90909090909091)","(1.85, 2.18, 2.1720430107526885)","(5.5, 5.9, 5.722222222222222)","(41.0, 99999, 99990)"
12-01-2023 09:34:43.128822,"(2.7, 3.7, 3.6214285714285714)","(17.0, 24.0, 21.75)","(21.0, 28.0, 27.0)","(1.85, 2.18, 2.1720430107526885)","(5.5, 5.9, 5.74)","(41.0, 99999, 99990)"
12-01-2023 09:34:44.177606,"(2.8, 3.7, 3.6214285714285714)","(17.0, 24.0, 21.75)","(21.0, 28.0, 27.0)","(1.85, 2.18, 2.1720430107526885)","(5.5, 5.9, 5.74)","(41.0, 99999, 99990)"
12-01-2023 09:34:45.139084,"(2.8, 3.7, 3.6214285714285714)","(17.0, 24.0, 21.75)","(21.0, 28.0, 27.0)","(1.85, 2.18, 2.1720430107526885)","(5.5, 5.9, 5.74)","(41.0, 99999, 99990)"
12-01-2023 09:34:46.021073,"(2.8, 3.75, 3.606716417910448)","(17.0, 24.0, 21.75)","(21.0, 28.0, 27.0)","(1.85, 2.18, 2.1714942528735635)","(5.5, 5.9, 5.74)","(41.0, 99999, 99990)"
12-01-2023 09:34:46.980364,"(2.8, 3.75, 3.6543478260869566)","(17.0, 24.0, 21.75)","(21.0, 28.0, 27.0)","(1.85, 2.18, 2.1714942528735635)","(5.5, 5.9, 5.74)","(41.0, 99999, 99990)"
12-01-2023 09:34:48.031170,"(2.8, 3.75, 3.6543478260869566)","(17.0, 24.0, 21.75)","(21.0, 28.0, 27.0)","(1.85, 2.18, 2.1725000000000003)","(5.5, 5.9, 5.733333333333333)","(41.0, 99999, 99990)"
12-01-2023 09:34:49.014583,"(2.8, 3.75, 3.654166666666667)","(17.0, 24.0, 22.5)","(21.0, 28.0, 27.0)","(1.85, 2.2, 2.185714285714286)","(5.5, 5.9, 5.72)","(41.0, 99999, 99990)"
12-01-2023 09:34:49.990831,"(2.8, 3.75, 3.6543478260869566)","(17.0, 24.0, 22.5)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.22, 2.1992000000000003)","(5.5, 5.8, 5.699999999999999)","(41.0, 99999, 99990)"
12-01-2023 09:34:50.873055,"(2.8, 3.75, 3.6543478260869566)","(17.0, 24.0, 22.5)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.22, 2.1965517241379313)","(5.5, 5.8, 5.666666666666666)","(41.0, 99999, 99990)"
12-01-2023 09:34:51.754874,"(2.8, 3.75, 3.6543478260869566)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.22, 2.198666666666667)","(5.5, 5.8, 5.625)","(41.0, 99999, 99990)"
12-01-2023 09:34:52.617792,"(2.8, 3.75, 3.618)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.18, 2.1625)","(5.5, 5.8, 5.625)","(41.0, 99999, 99990)"
12-01-2023 09:34:53.607270,"(2.8, 3.75, 3.6184931506849316)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.22, 2.18)","(5.5, 5.8, 5.692307692307692)","(41.0, 99999, 99990)"
12-01-2023 09:34:54.638225,"(2.8, 3.75, 3.6147887323943664)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.2, 2.18)","(5.5, 5.8, 5.692307692307692)","(41.0, 99999, 99990)"
12-01-2023 09:34:55.696883,"(2.8, 3.75, 3.6147887323943664)","(17.0, 24.0, 21.75)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.2, 2.18)","(5.5, 5.8, 5.726315789473684)","(41.0, 99999, 99990)"
12-01-2023 09:34:56.654425,"(2.8, 3.75, 3.6147887323943664)","(17.0, 24.0, 22.5)","(21.0, 28.0, 26.285714285714285)","(1.85, 2.2, 2.18)","(5.5, 5.8, 5.726315789473684)","(41.0, 99999, 99990)"
12-01-2023 09:34:57.550559,"(2.8, 3.75, 3.63)","(17.0, 24.0, 22.714285714285715)","(21.0, 28.0, 26.666666666666668)","(1.85, 2.18, 2.173636363636364)","(5.5, 5.8, 5.766666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:34:58.456676,"(2.8, 3.75, 3.63)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.666666666666668)","(1.85, 2.18, 2.173636363636364)","(5.5, 5.8, 5.7727272727272725)","(41.0, 99999, 99990)"
12-01-2023 09:34:59.319154,"(2.8, 3.75, 3.63)","(17.0, 24.0, 23.0)","(21.0, 28.0, 26.666666666666668)","(1.85, 2.18, 2.1724324324324327)","(5.5, 5.9, 5.766666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:35:00.365785,"(2.8, 3.75, 3.63)","(17.0, 24.0, 23.0)","(21.0, 28.0, 26.666666666666668)","(1.85, 2.18, 2.1724444444444444)","(5.5, 5.9, 5.838461538461539)","(41.0, 99999, 99990)"
12-01-2023 09:35:01.321300,"(2.8, 3.75, 3.63)","(17.0, 24.0, 23.0)","(21.0, 28.0, 26.666666666666668)","(1.85, 2.18, 2.1724444444444444)","(5.5, 5.9, 5.833333333333333)","(41.0, 99999, 99990)"
12-01-2023 09:35:02.303294,"(2.8, 3.75, 3.629268292682927)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.666666666666668)","(1.85, 2.18, 2.1715)","(5.5, 5.9, 5.904347826086957)","(41.0, 99999, 99990)"
12-01-2023 09:35:03.181599,"(2.8, 3.7, 3.688888888888889)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.666666666666668)","(1.85, 2.18, 2.1715)","(5.5, 6.0, 5.904347826086957)","(41.0, 99999, 99990)"
12-01-2023 09:35:04.078893,"(2.8, 3.7, 3.664285714285714)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.5)","(1.85, 2.2, 2.190588235294118)","(5.5, 6.0, 5.836363636363636)","(41.0, 99999, 99990)"
12-01-2023 09:35:05.039511,"(2.8, 3.7, 3.66)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.5)","(1.85, 2.2, 2.177931034482759)","(5.5, 6.0, 5.857142857142857)","(41.0, 99999, 99990)"
12-01-2023 09:35:05.945385,"(2.8, 3.7, 3.6285714285714286)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.5)","(1.85, 2.18, 2.177931034482759)","(5.5, 6.0, 5.857142857142857)","(41.0, 99999, 99990)"
12-01-2023 09:35:06.938725,"(2.8, 3.7, 3.6285714285714286)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.5)","(1.85, 2.2, 2.1964705882352944)","(5.5, 6.0, 5.836363636363636)","(41.0, 99999, 99990)"
12-01-2023 09:35:07.954924,"(2.8, 3.7, 3.6285714285714286)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.5)","(1.85, 2.2, 2.1925000000000003)","(5.5, 6.0, 5.836363636363636)","(41.0, 99999, 99990)"
12-01-2023 09:35:09.002462,"(2.8, 3.7, 3.6285714285714286)","(17.0, 24.0, 23.18181818181818)","(21.0, 28.0, 26.5)","(1.85, 2.2, 2.1925000000000003)","(5.5, 6.0, 5.836363636363636)","(41.0, 99999, 99990)"
12-01-2023 09:35:09.997217,"(2.8, 3.7, 3.62)","(17.0, 24.0, 23.0)","(21.0, 28.0, 26.5)","(1.85, 2.2, 2.18)","(5.5, 6.0, 5.91)","(41.0, 99999, 99990)"
12-01-2023 09:35:10.892477,"(2.8, 3.7, 3.6500000000000004)","(17.0, 24.0, 23.0)","(21.0, 27.0, 25.6875)","(1.85, 2.2, 2.1900000000000004)","(5.5, 6.0, 5.91)","(41.0, 99999, 99990)"
12-01-2023 09:35:11.797141,"(2.8, 3.7, 3.6576923076923076)","(17.0, 24.0, 22.2)","(21.0, 27.0, 25.25)","(1.85, 2.2, 2.184)","(5.5, 6.0, 5.88)","(41.0, 99999, 99990)"
12-01-2023 09:35:12.691707,"(2.8, 3.7, 3.6833333333333336)","(17.0, 24.0, 22.2)","(21.0, 27.0, 25.625)","(1.85, 2.2, 2.1683636363636367)","(5.5, 6.0, 5.857142857142857)","(41.0, 99999, 99990)"
12-01-2023 09:35:13.630096,"(2.8, 3.7, 3.6833333333333336)","(17.0, 24.0, 22.2)","(21.0, 27.0, 25.25)","(1.85, 2.16, 2.146181818181818)","(5.5, 6.0, 5.966666666666667)","(41.0, 99999, 99990)"
12-01-2023 09:35:14.543587,"(2.8, 3.7, 3.6933333333333334)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 25.25)","(1.85, 2.16, 2.1464285714285714)","(5.5, 6.0, 5.96)","(41.0, 99999, 99990)"
12-01-2023 09:35:15.544363,"(2.8, 3.7, 3.692)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 25.25)","(1.85, 2.16, 2.1456250000000003)","(5.5, 6.0, 5.9750000000000005)","(41.0, 99999, 99990)"
12-01-2023 09:35:16.577229,"(2.8, 3.7, 3.6833333333333336)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 25.25)","(1.85, 2.16, 2.145294117647059)","(5.5, 6.2, 5.9750000000000005)","(41.0, 99999, 99990)"
12-01-2023 09:35:17.556936,"(2.8, 3.7, 3.691666666666667)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 25.25)","(1.85, 2.16, 2.145294117647059)","(5.5, 6.2, 5.9750000000000005)","(41.0, 99999, 99990)"
12-01-2023 09:35:18.539042,"(2.8, 3.7, 3.6833333333333336)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 25.25)","(1.85, 2.16, 2.1873076923076926)","(5.5, 6.2, 5.933333333333334)","(41.0, 99999, 99990)"
12-01-2023 09:35:19.454665,"(2.8, 3.7, 3.668181818181818)","(17.0, 24.0, 22.5)","(21.0, 27.0, 25.22222222222222)","(1.85, 2.2, 2.195769230769231)","(5.5, 6.0, 5.914285714285715)","(41.0, 99999, 99990)"
12-01-2023 09:35:20.430093,"(2.8, 3.65, 3.640625)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 25.166666666666668)","(1.85, 2.18, 2.1742857142857144)","(5.5, 6.2, 5.9375)","(41.0, 99999, 99990)"
12-01-2023 09:35:21.284924,"(2.8, 3.65, 3.640625)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 25.166666666666668)","(1.85, 2.18, 2.177777777777778)","(5.5, 6.2, 5.9375)","(41.0, 99999, 99990)"
12-01-2023 09:35:22.186702,"(2.8, 3.65, 3.6392857142857142)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 24.9375)","(1.85, 2.2, 2.194666666666667)","(5.5, 6.2, 5.988235294117647)","(41.0, 99999, 99990)"
12-01-2023 09:35:23.170433,"(2.8, 3.65, 3.6392857142857142)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 24.9375)","(1.85, 2.2, 2.194666666666667)","(5.5, 6.0, 5.984615384615385)","(41.0, 99999, 99990)"
12-01-2023 09:35:24.211375,"(2.8, 3.65, 3.634375)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 24.9375)","(1.85, 2.2, 2.21)","(5.5, 6.0, 5.984615384615385)","(41.0, 99999, 99990)"
12-01-2023 09:35:25.167568,"(2.8, 3.65, 3.631818181818182)","(17.0, 24.0, 22.714285714285715)","(21.0, 27.0, 24.9375)","(1.85, 2.22, 2.2142857142857144)","(5.5, 6.0, 6.073684210526316)","(41.0, 99999, 99990)"
12-01-2023 09:35:26.140736,"(2.8, 3.65, 3.6277777777777778)","(17.0, 24.0, 20.625)","(21.0, 27.0, 24.8)","(1.85, 2.22, 2.197777777777778)","(5.5, 6.2, 6.090909090909091)","(41.0, 99999, 99990)"
12-01-2023 09:35:27.080947,"(2.8, 3.65, 3.6423076923076922)","(17.0, 26.0, 20.15)","(21.0, 27.0, 24.8)","(1.85, 2.2, 2.197777777777778)","(5.5, 6.2, 6.0600000000000005)","(41.0, 99999, 99990)"
12-01-2023 09:35:28.016093,"(2.8, 3.65, 3.6423076923076922)","(17.0, 26.0, 20.6)","(21.0, 27.0, 24.8)","(1.85, 2.2, 2.1976470588235295)","(5.5, 6.2, 5.930000000000001)","(41.0, 99999, 99990)"
12-01-2023 09:35:28.935758,"(2.8, 3.65, 3.6423076923076922)","(17.0, 26.0, 21.5)","(21.0, 27.0, 24.8)","(1.85, 2.2, 2.1957894736842105)","(5.5, 6.2, 5.930000000000001)","(41.0, 99999, 99990)"
12-01-2023 09:35:29.856256,"(2.8, 3.65, 3.6423076923076922)","(17.0, 26.0, 21.454545454545453)","(21.0, 27.0, 25.714285714285715)","(1.85, 2.2, 2.19304347826087)","(5.5, 6.2, 5.9)","(41.0, 99999, 99990)"
12-01-2023 09:35:30.746580,"(2.8, 3.7, 3.6666666666666665)","(17.0, 26.0, 20.6)","(21.0, 27.0, 25.5)","(1.85, 2.2, 2.188)","(5.5, 5.9, 5.890000000000001)","(41.0, 99999, 99990)"
12-01-2023 09:35:31.770178,"(2.8, 3.7, 3.690909090909091)","(17.0, 26.0, 20.6)","(21.0, 27.0, 26.0)","(1.85, 2.2, 2.196)","(5.5, 6.2, 5.983333333333333)","(41.0, 99999, 99990)"
12-01-2023 09:35:32.733934,"(2.8, 3.75, 3.658333333333333)","(17.0, 26.0, 20.6)","(21.0, 27.0, 25.5)","(1.85, 2.2, 2.176521739130435)","(5.5, 6.4, 5.95)","(41.0, 99999, 99990)"
12-01-2023 09:35:33.699463,"(2.8, 3.7, 3.68)","(17.0, 26.0, 20.6)","(21.0, 27.0, 26.25)","(1.85, 2.18, 2.186666666666667)","(5.5, 6.0, 6.05)","(41.0, 99999, 99990)"
12-01-2023 09:35:34.661511,"(2.8, 3.75, 3.654444444444444)","(17.0, 26.0, 20.6)","(21.0, 27.0, 25.5)","(1.85, 2.2, 2.192340425531915)","(5.5, 6.2, 5.403083700440529)","(41.0, 99999, 99990)"
12-01-2023 09:35:35.720462,"(2.8, 3.75, 3.6545454545454543)","(17.0, 26.0, 20.6)","(21.0, 27.0, 25.5)","(1.85, 2.2, 2.1981818181818182)","(5.5, 5.5, 5.811111111111111)","(41.0, 99999, 99990)"
12-01-2023 09:35:36.729214,"(2.8, 3.75, 3.6783018867924526)","(17.0, 25.0, 21.25)","(21.0, 27.0, 25.846153846153847)","(1.85, 2.2, 2.201621621621622)","(5.5, 6.2, 5.908333333333333)","(41.0, 99999, 99990)"
12-01-2023 09:35:37.718737,"(2.8, 3.75, 3.6985294117647056)","(17.0, 24.0, 21.375)","(21.0, 27.0, 26.18181818181818)","(1.85, 2.22, 2.1970731707317075)","(5.5, 6.2, 5.520942408376963)","(41.0, 99999, 99990)"
12-01-2023 09:35:38.660618,"(2.8, 3.75, 3.6985294117647056)","(17.0, 24.0, 21.272727272727273)","(21.0, 27.0, 25.875)","(1.85, 2.2, 2.1970731707317075)","(5.5, 5.9, 5.666666666666667)","(41.0, 99999, 99990)"
