,Spring Bistro,Inner Tea Cup,Spring Axel,Bernie Boom,Barefoot Wah Wah,Black Monaro,Coonamble Kid,Spring Gault
06-01-2023 15:21:22.346775,"(3.1, 5.9, 3.47)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 71.8235294117647)","(6.0, 9.0, 6.55)","(20.0, 65.0, 61.642857142857146)","(9.0, 28.0, 16.0)","(2.05, 3.35, 2.4522222222222223)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:23.522825,"(3.1, 5.9, 3.6500000000000004)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 71.8235294117647)","(6.0, 9.0, 6.55)","(20.0, 65.0, 61.642857142857146)","(9.0, 28.0, 16.0)","(2.05, 3.35, 3.13125)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:24.871440,"(3.1, 5.9, 3.6500000000000004)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 71.8235294117647)","(6.0, 9.0, 6.433333333333334)","(20.0, 65.0, 61.642857142857146)","(9.0, 28.0, 16.0)","(2.05, 3.25, 3.0388888888888888)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:26.063641,"(3.1, 5.9, 3.6500000000000004)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 71.8235294117647)","(6.0, 9.0, 7.066666666666667)","(20.0, 65.0, 61.125)","(9.0, 28.0, 16.0)","(2.05, 3.25, 2.8115384615384613)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:27.277870,"(3.1, 5.9, 3.6500000000000004)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 54.0)","(6.0, 8.8, 7.0)","(20.0, 65.0, 55.8)","(9.0, 28.0, 16.0)","(2.05, 3.25, 2.8115384615384613)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:28.506753,"(3.1, 5.9, 3.6500000000000004)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 54.0)","(6.0, 8.6, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.25, 2.8115384615384613)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:29.810817,"(3.1, 5.9, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.25, 3.0462499999999997)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:31.286858,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:32.626379,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:33.941826,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:35.287296,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:36.582977,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:37.821022,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:39.106001,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:40.395230,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:41.628000,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.333333333333332)","(31.0, 120.0, 59.07692307692308)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 196.36363636363637)"
06-01-2023 15:21:42.906111,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.789473684210527)","(31.0, 120.0, 54.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 16.0)","(2.05, 3.15, 3.06)","(31.0, 330.0, 183.0)"
06-01-2023 15:21:44.274678,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.952380952380953)","(31.0, 120.0, 68.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 24.36)","(2.05, 3.15, 3.06)","(31.0, 330.0, 67.2)"
06-01-2023 15:21:45.530305,"(3.1, 5.7, 4.45)","(9.0, 24.0, 15.952380952380953)","(31.0, 120.0, 74.24000000000001)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 12.6875)","(2.05, 3.15, 3.06)","(31.0, 330.0, 67.2)"
06-01-2023 15:21:46.763524,"(3.1, 5.7, 4.45)","(9.0, 24.0, 19.88888888888889)","(31.0, 120.0, 74.24000000000001)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 12.6875)","(2.05, 3.15, 3.06)","(31.0, 330.0, 132.0)"
06-01-2023 15:21:48.049794,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 120.0, 74.24000000000001)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 28.0, 13.8)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:21:49.390784,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 120.0, 94.4)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 19.666666666666664)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:21:50.731224,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 94.4)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 19.666666666666664)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:21:52.123134,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 87.80000000000001)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 19.666666666666664)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:21:53.631540,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 89.81818181818181)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 19.666666666666664)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:21:55.012216,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 89.81818181818181)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 19.666666666666664)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:21:56.431990,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 89.81818181818181)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 19.666666666666664)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:21:57.738384,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 89.81818181818181)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 19.666666666666664)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:21:58.964176,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 85.33333333333334)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 19.666666666666664)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:22:00.253000,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 85.33333333333334)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 21.923076923076923)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:22:01.536384,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 85.33333333333334)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 17.857142857142858)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:22:02.848030,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 85.33333333333334)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 57.333333333333336)","(9.0, 27.0, 17.857142857142858)","(2.05, 3.15, 3.06)","(31.0, 320.0, 132.0)"
06-01-2023 15:22:04.135639,"(3.1, 5.7, 4.45)","(9.0, 21.0, 19.88888888888889)","(31.0, 110.0, 72.57142857142857)","(6.0, 8.8, 6.571428571428572)","(20.0, 65.0, 44.625)","(9.0, 27.0, 20.11111111111111)","(2.05, 3.15, 3.06)","(31.0, 320.0, 205.0)"
06-01-2023 15:22:05.411760,"(3.1, 5.7, 3.325)","(9.0, 20.0, 16.53846153846154)","(31.0, 100.0, 88.44444444444444)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 33.64285714285714)","(9.0, 27.0, 20.11111111111111)","(2.05, 3.15, 3.06)","(31.0, 260.0, 232.5)"
06-01-2023 15:22:07.070116,"(3.1, 5.7, 3.2925925925925927)","(9.0, 20.0, 16.53846153846154)","(31.0, 95.0, 88.44444444444444)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 33.64285714285714)","(9.0, 27.0, 20.11111111111111)","(2.05, 3.15, 3.06)","(31.0, 260.0, 232.5)"
06-01-2023 15:22:09.590394,"(3.1, 5.7, 3.2925925925925927)","(9.0, 20.0, 19.0)","(31.0, 95.0, 88.44444444444444)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 33.64285714285714)","(9.0, 27.0, 22.23076923076923)","(2.05, 3.15, 3.06)","(31.0, 260.0, 232.5)"
06-01-2023 15:22:11.604139,"(3.1, 5.7, 3.237313432835821)","(9.0, 19.5, 16.23076923076923)","(31.0, 90.0, 61.41176470588235)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 30.38888888888889)","(9.0, 27.0, 18.42857142857143)","(2.05, 3.15, 3.06)","(31.0, 260.0, 251.20000000000002)"
06-01-2023 15:22:13.394330,"(3.1, 5.7, 3.237313432835821)","(9.0, 19.5, 15.571428571428571)","(31.0, 90.0, 57.6)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 30.38888888888889)","(9.0, 27.0, 19.75)","(2.05, 3.15, 3.06)","(31.0, 260.0, 151.0)"
06-01-2023 15:22:15.328584,"(3.1, 5.7, 3.237313432835821)","(9.0, 19.0, 12.777777777777779)","(31.0, 90.0, 57.6)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 30.38888888888889)","(9.0, 27.0, 19.0)","(2.05, 3.15, 3.06)","(31.0, 260.0, 206.0)"
06-01-2023 15:22:16.790864,"(3.1, 5.7, 3.237313432835821)","(9.0, 19.0, 17.666666666666668)","(31.0, 90.0, 53.294117647058826)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 30.38888888888889)","(9.0, 27.0, 19.285714285714285)","(2.05, 3.15, 3.06)","(31.0, 260.0, 247.2941176470588)"
06-01-2023 15:22:18.189691,"(3.1, 5.7, 3.237313432835821)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 53.294117647058826)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 30.38888888888889)","(9.0, 27.0, 19.57142857142857)","(2.05, 3.15, 3.06)","(31.0, 260.0, 207.0)"
06-01-2023 15:22:19.609872,"(3.1, 5.7, 3.237313432835821)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 53.294117647058826)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 30.38888888888889)","(9.0, 27.0, 20.5)","(2.05, 3.15, 3.06)","(31.0, 260.0, 236.44444444444446)"
06-01-2023 15:22:20.855783,"(3.1, 5.7, 3.237313432835821)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 53.294117647058826)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 30.38888888888889)","(9.0, 27.0, 25.84444444444444)","(2.05, 3.15, 3.06)","(31.0, 260.0, 250.36363636363637)"
06-01-2023 15:22:22.215643,"(3.1, 5.6, 4.4)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 53.294117647058826)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 19.857142857142858)","(2.05, 3.15, 3.06)","(31.0, 260.0, 250.36363636363637)"
06-01-2023 15:22:23.605048,"(3.1, 5.6, 4.4)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 53.294117647058826)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 20.142857142857142)","(2.05, 3.15, 3.06)","(31.0, 260.0, 250.36363636363637)"
06-01-2023 15:22:24.870365,"(3.1, 5.6, 4.4)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 62.8695652173913)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 21.0)","(2.05, 3.15, 3.06)","(31.0, 260.0, 250.36363636363637)"
06-01-2023 15:22:26.179010,"(3.1, 5.6, 4.4)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.857142857142854)","(2.05, 3.15, 3.06)","(31.0, 260.0, 208.75)"
06-01-2023 15:22:27.485811,"(3.1, 5.6, 4.4)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 20.42857142857143)","(2.05, 3.15, 3.06)","(31.0, 260.0, 237.22222222222223)"
06-01-2023 15:22:28.849464,"(3.1, 5.6, 4.35)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 20.714285714285715)","(2.05, 3.15, 3.06)","(31.0, 260.0, 250.23809523809524)"
06-01-2023 15:22:30.155049,"(3.1, 5.5, 4.35)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 20.714285714285715)","(2.05, 3.15, 3.06)","(31.0, 260.0, 250.23809523809524)"
06-01-2023 15:22:31.482314,"(3.1, 5.5, 4.35)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 24.555555555555557)","(2.05, 3.15, 3.06)","(31.0, 260.0, 250.23809523809524)"
06-01-2023 15:22:32.797621,"(3.1, 5.5, 4.35)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 3.06)","(31.0, 260.0, 250.23809523809524)"
06-01-2023 15:22:34.163039,"(3.1, 5.5, 4.35)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 3.06)","(31.0, 260.0, 252.1153846153846)"
06-01-2023 15:22:35.514264,"(3.1, 5.5, 3.2821428571428575)","(9.0, 18.5, 17.666666666666668)","(31.0, 90.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 3.06)","(31.0, 260.0, 235.625)"
06-01-2023 15:22:36.957198,"(3.1, 5.5, 3.3466666666666667)","(9.0, 18.5, 16.0)","(31.0, 90.0, 58.421052631578945)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 2.6485714285714286)","(31.0, 260.0, 247.0)"
06-01-2023 15:22:38.475047,"(3.1, 5.4, 5.109090909090909)","(9.0, 18.5, 14.294117647058822)","(31.0, 90.0, 58.421052631578945)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 249.73684210526318)"
06-01-2023 15:22:39.839304,"(3.1, 5.3, 5.109090909090909)","(9.0, 18.0, 14.294117647058822)","(31.0, 90.0, 58.421052631578945)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 249.73684210526318)"
06-01-2023 15:22:41.429690,"(3.1, 5.3, 5.1499999999999995)","(9.0, 18.0, 14.294117647058822)","(31.0, 90.0, 58.421052631578945)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 249.73684210526318)"
06-01-2023 15:22:42.903073,"(3.1, 5.3, 5.1499999999999995)","(9.0, 18.0, 12.6)","(31.0, 90.0, 52.5)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 250.25)"
06-01-2023 15:22:44.250320,"(3.1, 5.3, 4.027272727272727)","(9.0, 18.0, 12.6)","(31.0, 90.0, 57.77777777777778)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.37037037037037)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 233.57142857142856)"
06-01-2023 15:22:45.798619,"(3.1, 5.3, 3.8658536585365857)","(9.0, 18.0, 14.25)","(31.0, 80.0, 53.333333333333336)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 24.846153846153847)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 243.18181818181816)"
06-01-2023 15:22:47.250829,"(3.1, 5.3, 3.537037037037037)","(9.0, 17.5, 12.405405405405405)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 26.0, 24.846153846153847)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:22:48.678043,"(3.1, 5.3, 3.537037037037037)","(9.0, 17.5, 12.405405405405405)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 26.0, 24.92857142857143)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:22:50.696823,"(3.1, 5.3, 3.537037037037037)","(9.0, 17.5, 12.405405405405405)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 26.0, 23.40909090909091)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:22:52.760771,"(3.1, 5.3, 3.537037037037037)","(9.0, 17.5, 12.405405405405405)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.32)","(2.05, 3.15, 2.6639999999999997)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:22:54.434490,"(3.1, 5.3, 3.537037037037037)","(9.0, 17.5, 12.405405405405405)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.32)","(2.05, 3.15, 2.6485714285714286)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:22:56.183661,"(3.1, 5.3, 4.9642857142857135)","(9.0, 17.5, 14.0)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 60.0, 29.789473684210527)","(9.0, 27.0, 25.78846153846154)","(2.05, 3.15, 2.476296296296296)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:22:57.692196,"(3.1, 5.1, 4.9642857142857135)","(9.0, 17.0, 12.578947368421053)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 28.0, 23.0)","(2.05, 2.8, 2.428888888888889)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:22:59.125362,"(3.1, 5.1, 4.9642857142857135)","(9.0, 17.0, 11.882352941176471)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 28.0, 25.608695652173914)","(2.05, 2.5, 2.428888888888889)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:23:00.609310,"(3.1, 5.1, 4.9642857142857135)","(9.0, 17.0, 11.882352941176471)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 28.0, 25.608695652173914)","(2.05, 2.5, 2.428888888888889)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:23:02.061931,"(3.1, 5.1, 4.9642857142857135)","(9.0, 17.0, 11.882352941176471)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 28.0, 25.608695652173914)","(2.05, 2.5, 2.428888888888889)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:23:03.492883,"(3.1, 5.1, 4.9642857142857135)","(9.0, 17.0, 11.723684210526315)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 28.0, 23.625)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:23:04.795092,"(3.1, 5.1, 3.4905882352941178)","(9.0, 16.5, 11.723684210526315)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 28.0, 23.625)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:23:06.169225,"(3.1, 5.1, 3.504938271604938)","(9.0, 16.5, 11.808823529411764)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 28.0, 25.717391304347828)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 246.78571428571428)"
06-01-2023 15:23:07.526795,"(3.1, 5.1, 3.504938271604938)","(9.0, 16.5, 11.808823529411764)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 28.0, 24.0)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 184.3181818181818)"
06-01-2023 15:23:08.863762,"(3.1, 5.1, 3.504938271604938)","(9.0, 16.5, 11.808823529411764)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 30.0, 20.0)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 237.5)"
06-01-2023 15:23:10.219399,"(3.1, 5.1, 3.504938271604938)","(9.0, 16.5, 11.808823529411764)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 30.0, 20.0)","(2.05, 2.5, 2.454285714285714)","(31.0, 250.0, 184.3181818181818)"
06-01-2023 15:23:11.613859,"(3.1, 5.1, 3.524390243902439)","(9.0, 16.5, 11.808823529411764)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 30.0, 20.0)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 184.3181818181818)"
06-01-2023 15:23:13.023943,"(3.1, 5.1, 3.524390243902439)","(9.0, 16.5, 11.808823529411764)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 29.789473684210527)","(9.0, 30.0, 20.0)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 184.3181818181818)"
06-01-2023 15:23:14.375857,"(3.1, 5.1, 3.524390243902439)","(9.0, 16.5, 11.808823529411764)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 60.0, 37.6)","(9.0, 30.0, 20.0)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 184.3181818181818)"
06-01-2023 15:23:15.724376,"(3.1, 4.9, 4.786666666666667)","(9.0, 16.5, 11.76388888888889)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.4363636363636365)","(20.0, 50.0, 33.879999999999995)","(9.0, 30.0, 20.0)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 184.3181818181818)"
06-01-2023 15:23:17.112155,"(3.1, 4.9, 4.6875)","(9.0, 16.5, 11.76388888888889)","(31.0, 80.0, 50.0)","(6.0, 8.8, 6.571428571428572)","(20.0, 50.0, 33.879999999999995)","(9.0, 30.0, 20.0)","(2.05, 2.5, 2.454285714285714)","(31.0, 260.0, 184.3181818181818)"
