,Mariahs Shadow,Wemen Bella,Sheza Manipulator Nz,Aces Daughter,Delightful Gnp Nz,Honeybun,Rosiano
07-01-2023 21:17:14.178361,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:15.885619,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:17.204236,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:18.563910,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:19.836350,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:21.108466,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:22.312448,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:23.477890,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:24.663459,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:25.832151,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:26.996364,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:28.254093,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:29.559345,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:31.520996,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:33.076608,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:34.227106,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:35.407911,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:36.698158,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:38.431960,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:40.110355,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:41.288453,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:42.533548,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:43.769050,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:45.006303,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:46.115193,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:47.307210,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:48.456803,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:49.673486,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:50.867087,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:51.890691,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:53.057673,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:54.195931,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:55.384277,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:56.499975,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:57.608478,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:17:58.768264,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:00.033706,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:01.206421,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:02.481952,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:03.704660,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:04.849433,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:06.127311,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:07.413436,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:08.762306,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:09.937180,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:11.064342,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:12.115226,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:13.178638,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:14.281174,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:15.527680,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.1942857142857144)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:16.815179,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:18.031740,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:19.210680,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:20.504253,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:21.642965,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:23.062702,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:24.390907,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:25.516007,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:26.694270,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:27.917762,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:29.145009,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:30.347918,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:31.684542,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:32.976550,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:34.095736,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:35.301872,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:36.394114,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:37.486020,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:38.638006,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:39.803735,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:40.946630,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:42.123821,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:43.217351,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:44.287571,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:45.379898,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:46.389353,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:47.371536,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:48.354432,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:49.352018,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:50.363108,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:51.371331,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:52.412852,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:53.460392,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:54.409243,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:55.376565,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:56.302323,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:57.283072,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:58.207565,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:18:59.168529,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:00.112881,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:01.093591,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:02.033496,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:03.027246,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:03.982071,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:04.926777,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:05.857063,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:06.770883,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:07.705918,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:08.683450,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:09.647261,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:10.630687,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:11.613649,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
07-01-2023 21:19:12.564997,"(101.0, 220.0, 198.33333333333334)","(81.0, 220.0, 195.0)","(1.65, 99999, 99990)","(26.0, 65.0, 54.25)","(10.0, 99999, 99990)","(2.15, 3.35, 3.267692307692308)","(14.0, 29.0, 18.125)"
