,Remember Lee,Val Ali,Sambuca Talks,Magic Tale,Bernardo Bowl,Jalapeno Jewel,Shifty And Shady,Gossamer
06-01-2023 11:43:47.351627,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:48.597116,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:49.822521,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:50.978380,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:52.099588,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:53.301190,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:54.476841,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:55.654228,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:56.902583,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:57.956020,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:43:59.400442,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:01.008594,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:02.494056,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:03.777629,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:05.205801,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:06.612233,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:07.850450,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:09.114225,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:10.230637,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:11.497087,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 3.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:12.672948,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.107142857142858)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:13.830169,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.25)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:14.966035,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:16.211834,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.68125)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:17.555260,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.5815944881889763)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:18.717540,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.2, 2.7066666666666666)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:19.942946,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.1, 2.7066666666666666)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:21.178523,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.1, 2.7066666666666666)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:22.326491,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.2272727272727275)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.1, 2.7066666666666666)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:23.473973,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.035714285714286)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.1, 2.7066666666666666)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:24.638707,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.5, 4.033333333333333)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.1, 2.7066666666666666)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:25.760167,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 4.033333333333333)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.1, 2.7066666666666666)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:27.036252,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 4.033333333333333)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 27.318181818181817)","(2.6, 4.1, 2.782857142857143)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:28.278353,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 4.033333333333333)","(5.0, 10.5, 5.366666666666667)","(16.0, 38.0, 39.31818181818182)","(2.6, 4.0, 2.782857142857143)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:29.465853,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 4.033333333333333)","(5.0, 10.5, 5.366666666666667)","(16.0, 60.0, 30.59090909090909)","(2.6, 4.0, 2.782857142857143)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:30.611849,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 4.1)","(5.0, 10.5, 5.366666666666667)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.782857142857143)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:31.819561,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 4.1)","(5.0, 10.5, 5.366666666666667)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.782857142857143)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:33.133029,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 4.1)","(5.0, 10.5, 5.366666666666667)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.782857142857143)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:34.643059,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 4.1)","(5.0, 10.5, 5.366666666666667)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.782857142857143)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:36.036474,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 5.366666666666667)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.782857142857143)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 6.2)"
06-01-2023 11:44:37.457064,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:38.721717,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:39.875602,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:41.340179,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:42.659034,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:43.885218,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:45.165217,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:46.306832,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.88)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:47.446129,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 6.3933333333333335)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 2.689230769230769)","(11.0, 29.0, 23.411764705882355)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.653846153846153)"
06-01-2023 11:44:48.614844,"(14.0, 32.0, 30.227272727272727)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 4.0, 3.0366666666666666)","(11.0, 29.0, 17.4375)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:49.852801,"(14.0, 32.0, 27.25)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 17.4375)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:51.048817,"(14.0, 32.0, 27.25)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 17.4375)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:52.352312,"(14.0, 32.0, 27.25)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 17.4375)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:53.582009,"(14.0, 32.0, 27.25)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 17.4375)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:54.730922,"(14.0, 32.0, 27.25)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 17.4375)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:55.810436,"(14.0, 32.0, 27.25)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.590909090909093)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:56.940579,"(14.0, 32.0, 27.25)","(3.2, 4.4, 3.8400000000000003)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.590909090909093)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:58.150465,"(14.0, 32.0, 27.25)","(3.2, 4.3, 3.9)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.590909090909093)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:44:59.386889,"(14.0, 32.0, 27.25)","(3.2, 4.3, 3.9)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.590909090909093)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:45:00.642815,"(14.0, 32.0, 27.25)","(3.2, 4.1, 3.7666666666666666)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.590909090909093)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:45:01.883758,"(14.0, 32.0, 27.25)","(3.2, 4.1, 3.7666666666666666)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 17.4375)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:45:03.160720,"(14.0, 32.0, 27.25)","(3.2, 4.1, 3.2)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 17.4375)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.5625)"
06-01-2023 11:45:04.394182,"(14.0, 32.0, 27.25)","(3.2, 4.0, 3.2)","(5.0, 10.5, 7.077777777777778)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 17.75)","(101.0, 730.0, 620.0)","(5.5, 12.5, 7.723076923076922)"
06-01-2023 11:45:05.564236,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 6.466666666666667)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.4933333333333336)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:06.635794,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.666666666666667)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.4933333333333336)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:07.745376,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.666666666666667)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:08.903291,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:09.989684,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.4933333333333336)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:11.106334,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.4933333333333336)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:12.212930,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.4933333333333336)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:13.300792,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:14.318858,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:15.429904,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:16.580217,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:17.981810,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:19.336669,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:20.467780,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:21.787280,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:23.157019,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:24.418894,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:25.542331,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
06-01-2023 11:45:26.762265,"(14.0, 32.0, 27.375)","(3.2, 3.95, 3.3833333333333333)","(5.0, 10.5, 7.619047619047619)","(16.0, 44.0, 30.59090909090909)","(2.6, 3.95, 3.0366666666666666)","(11.0, 29.0, 20.81818181818182)","(101.0, 730.0, 620.0)","(5.5, 12.5, 8.61875)"
