,Malinjang,Studleigh Will,Ashlee Nitro,Our Buscemi Nz,Roclea Ruler,Artistic Saint,Illbewatching,Motu Cullen Nz,Tracer Bullet
14-12-2022 18:48:45.288371,"(2.9, 4.2, 3.8062500000000004)","(6.0, 9.4, 8.3)","(8.0, 11.0, 8.942857142857143)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:46.481114,"(2.9, 4.2, 3.8062500000000004)","(6.0, 9.4, 8.3)","(8.0, 11.0, 8.942857142857143)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:47.667686,"(2.9, 4.2, 3.8062500000000004)","(6.0, 9.4, 8.3)","(8.0, 11.0, 8.942857142857143)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:48.767820,"(2.9, 4.2, 3.8062500000000004)","(6.0, 9.4, 8.3)","(8.0, 11.0, 8.942857142857143)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:49.971155,"(2.9, 4.2, 3.8062500000000004)","(6.0, 9.4, 8.3)","(8.0, 11.0, 8.942857142857143)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:51.191399,"(2.9, 4.2, 3.8062500000000004)","(6.0, 9.4, 8.3)","(8.0, 11.0, 8.942857142857143)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:52.414935,"(2.9, 4.2, 3.8062500000000004)","(6.0, 9.4, 8.3)","(8.0, 11.0, 8.942857142857143)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:53.646688,"(2.9, 4.2, 3.825)","(6.0, 9.4, 7.329411764705883)","(8.0, 10.5, 8.871428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:54.897815,"(2.9, 4.2, 3.825)","(6.0, 9.4, 7.329411764705883)","(8.0, 10.5, 8.871428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:56.286624,"(2.9, 4.2, 3.825)","(6.0, 9.4, 7.329411764705883)","(8.0, 10.5, 8.871428571428572)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:57.587842,"(2.9, 4.2, 3.825)","(6.0, 9.4, 7.329411764705883)","(8.0, 10.5, 8.871428571428572)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:48:58.934279,"(2.9, 4.2, 3.825)","(6.0, 9.2, 7.381818181818182)","(8.0, 10.0, 8.799999999999999)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.2, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:00.199545,"(2.9, 4.2, 3.825)","(6.0, 9.2, 7.381818181818182)","(8.0, 10.0, 8.799999999999999)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:01.425401,"(2.9, 4.2, 3.825)","(6.0, 9.2, 7.381818181818182)","(8.0, 10.0, 8.799999999999999)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:02.708100,"(2.9, 4.2, 3.825)","(6.0, 9.2, 7.381818181818182)","(8.0, 10.0, 8.799999999999999)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:03.933516,"(2.9, 4.2, 3.825)","(6.0, 9.2, 7.381818181818182)","(8.0, 10.0, 8.799999999999999)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:05.126029,"(2.9, 4.2, 3.825)","(6.0, 9.2, 7.381818181818182)","(8.0, 10.0, 8.799999999999999)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:06.229971,"(2.9, 4.2, 3.8666666666666667)","(6.0, 9.2, 7.381818181818182)","(8.0, 10.0, 8.799999999999999)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:07.421889,"(2.9, 4.2, 3.8666666666666667)","(6.0, 9.2, 7.381818181818182)","(8.0, 10.0, 8.77142857142857)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:08.588469,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:09.723416,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(51.0, 99999, 99990)","(7.5, 13.0, 11.9)","(7.0, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:10.956515,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:12.279791,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:13.576534,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:14.835400,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:16.093199,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:17.410348,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:18.698194,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:20.018201,"(2.9, 4.2, 3.9875000000000003)","(6.0, 9.0, 7.3125)","(8.0, 9.8, 8.77142857142857)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.2)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:21.288219,"(2.9, 4.2, 3.64)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 7.0, 6.05)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:22.465903,"(2.9, 4.2, 3.64)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:23.619059,"(2.9, 4.2, 3.64)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:24.785003,"(2.9, 4.2, 3.64)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 28.0, 24.857142857142858)"
14-12-2022 18:49:25.945004,"(2.9, 4.2, 3.64)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 28.0, 24.142857142857142)"
14-12-2022 18:49:27.141664,"(2.9, 4.2, 3.64)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 27.0, 24.142857142857142)"
14-12-2022 18:49:28.330652,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 27.0, 23.42857142857143)"
14-12-2022 18:49:29.568723,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:30.792202,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:31.998596,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:33.274072,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.8, 7.3)","(8.0, 9.6, 8.742857142857142)","(41.0, 99999, 99990)","(7.5, 13.0, 11.9)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:34.605980,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.8, 7.2875000000000005)","(8.0, 9.6, 8.714285714285714)","(41.0, 99999, 99990)","(7.5, 13.0, 11.95)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:36.034469,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(41.0, 99999, 99990)","(7.5, 13.0, 11.95)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:37.296999,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(41.0, 99999, 99990)","(7.5, 13.0, 11.857142857142858)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:38.516331,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(41.0, 99999, 99990)","(7.5, 13.0, 11.857142857142858)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:39.729583,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(51.0, 99999, 99990)","(7.5, 13.0, 11.857142857142858)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:40.974554,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(51.0, 99999, 99990)","(7.5, 13.0, 11.857142857142858)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:42.192876,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(51.0, 99999, 99990)","(7.5, 13.0, 11.857142857142858)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:43.351659,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(51.0, 99999, 99990)","(7.5, 13.0, 11.857142857142858)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:44.522352,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(51.0, 99999, 99990)","(7.5, 13.0, 11.857142857142858)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:45.749483,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.714285714285714)","(51.0, 99999, 99990)","(7.5, 13.0, 11.857142857142858)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:46.928556,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.6, 7.2875000000000005)","(8.0, 9.4, 8.685714285714285)","(51.0, 99999, 99990)","(7.5, 13.0, 12.05)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:48.086636,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.4, 7.275)","(8.0, 9.2, 8.685714285714285)","(51.0, 99999, 99990)","(7.5, 13.0, 12.05)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:49.392610,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.4, 7.275)","(8.0, 9.2, 8.685714285714285)","(51.0, 99999, 99990)","(7.5, 13.0, 12.05)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:50.681518,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.4, 7.275)","(8.0, 9.2, 8.685714285714285)","(51.0, 99999, 99990)","(7.5, 13.0, 12.05)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:52.000248,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.4, 7.275)","(8.0, 9.2, 8.685714285714285)","(51.0, 99999, 99990)","(7.5, 13.0, 11.8)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:53.282383,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.4, 7.275)","(8.0, 9.2, 8.685714285714285)","(51.0, 99999, 99990)","(7.5, 13.0, 12.446153846153846)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:54.540113,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.2, 7.290909090909091)","(8.0, 9.0, 8.657142857142857)","(51.0, 99999, 99990)","(7.5, 13.0, 12.446153846153846)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:55.822907,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.2, 7.2727272727272725)","(8.0, 9.0, 8.628571428571428)","(51.0, 99999, 99990)","(7.5, 13.0, 12.476923076923077)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:57.091298,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.0, 7.2727272727272725)","(8.0, 8.8, 8.628571428571428)","(51.0, 99999, 99990)","(7.5, 13.0, 12.476923076923077)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:58.359363,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.0, 7.2727272727272725)","(8.0, 8.8, 8.628571428571428)","(51.0, 99999, 99990)","(7.5, 13.0, 12.476923076923077)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:49:59.532064,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.0, 7.2727272727272725)","(8.0, 8.8, 8.628571428571428)","(51.0, 99999, 99990)","(7.5, 13.0, 12.476923076923077)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:00.710235,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.0, 7.2727272727272725)","(8.0, 8.8, 8.628571428571428)","(51.0, 99999, 99990)","(7.5, 13.0, 12.476923076923077)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:01.962598,"(2.9, 4.2, 3.8266666666666667)","(6.0, 8.0, 7.2727272727272725)","(8.0, 8.8, 8.314285714285713)","(51.0, 99999, 99990)","(7.5, 13.0, 12.2)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:03.140484,"(2.9, 4.2, 3.8266666666666667)","(6.0, 7.8, 7.254545454545455)","(8.0, 8.6, 8.314285714285713)","(51.0, 99999, 99990)","(7.5, 13.0, 12.36)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:04.301496,"(2.9, 4.2, 3.8266666666666667)","(6.0, 7.8, 7.254545454545455)","(8.0, 8.6, 8.266666666666666)","(51.0, 99999, 99990)","(7.5, 13.0, 12.36)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:05.512809,"(2.9, 4.2, 3.8266666666666667)","(6.0, 7.8, 7.254545454545455)","(8.0, 8.6, 8.266666666666666)","(51.0, 99999, 99990)","(7.5, 13.0, 12.36)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:06.823238,"(2.9, 4.2, 3.8266666666666667)","(6.0, 7.8, 7.228571428571429)","(8.0, 8.6, 8.233333333333333)","(51.0, 99999, 99990)","(7.5, 13.0, 12.25)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:08.104882,"(2.9, 4.2, 3.8266666666666667)","(6.0, 7.8, 7.228571428571429)","(8.0, 8.6, 8.233333333333333)","(51.0, 99999, 99990)","(7.5, 13.0, 12.333333333333332)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:09.421495,"(2.9, 4.2, 3.85)","(6.0, 7.8, 7.228571428571429)","(8.0, 8.6, 8.233333333333333)","(51.0, 99999, 99990)","(7.5, 13.0, 12.333333333333332)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 23.42857142857143)"
14-12-2022 18:50:10.675747,"(2.9, 4.2, 3.85)","(6.0, 7.8, 7.228571428571429)","(8.0, 8.6, 8.233333333333333)","(51.0, 99999, 99990)","(7.5, 13.0, 12.333333333333332)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:11.946008,"(2.9, 4.2, 3.956521739130435)","(6.0, 7.6, 7.236363636363636)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 13.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:13.251388,"(2.9, 4.2, 3.85)","(6.0, 7.6, 7.236363636363636)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:14.517787,"(2.9, 4.2, 3.85)","(6.0, 7.6, 7.236363636363636)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:15.739731,"(2.9, 4.2, 3.85)","(6.0, 7.6, 7.236363636363636)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:16.878613,"(2.9, 4.2, 3.85)","(6.0, 7.6, 7.236363636363636)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:18.074513,"(2.9, 4.2, 3.85)","(6.0, 7.4, 7.066666666666666)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:19.253685,"(2.9, 4.2, 3.85)","(6.0, 7.4, 6.9)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:20.402920,"(2.9, 4.2, 3.85)","(6.0, 7.4, 6.9)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:21.581560,"(2.9, 4.2, 3.85)","(6.0, 7.4, 6.866666666666666)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:22.753421,"(2.9, 4.2, 3.956521739130435)","(6.0, 7.2, 6.866666666666666)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
14-12-2022 18:50:24.004072,"(2.9, 4.2, 3.956521739130435)","(6.0, 7.2, 6.866666666666666)","(8.0, 8.4, 8.0)","(51.0, 99999, 99990)","(7.5, 14.0, 13.125)","(6.5, 10.5, 9.15)","(5.0, 6.8, 6.05)","(8.5, 99999, 99990)","(18.0, 26.0, 22.8)"
