,Malinjang,Studleigh Will,Ashlee Nitro,Our Buscemi Nz,Roclea Ruler,Artistic Saint,Illbewatching,Motu Cullen Nz,Tracer Bullet
14-12-2022 18:46:44.162792,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.6499999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:45.285279,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.6499999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:46.455677,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.6499999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:47.781584,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.6499999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:49.134776,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.6499999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:50.320234,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.6499999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:51.537740,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.3999999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:52.773869,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.3999999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:54.034481,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.3999999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:55.197941,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.3999999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:56.423864,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 7.3999999999999995)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:57.737921,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 6.6)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:46:58.946793,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 6.6)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:47:00.157797,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 6.6)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:47:01.403886,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 6.6)","(8.5, 99999, 99990)","(18.0, 30.0, 19.0625)"
14-12-2022 18:47:02.681838,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 8.2, 6.085714285714285)","(8.5, 99999, 99990)","(18.0, 30.0, 20.375)"
14-12-2022 18:47:03.970715,"(2.9, 4.0, 3.7777777777777777)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.8, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 29.0, 21.0)"
14-12-2022 18:47:05.122918,"(2.9, 4.0, 3.888235294117647)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:06.341120,"(2.9, 4.0, 3.888235294117647)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:07.519517,"(2.9, 4.0, 3.888235294117647)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:08.674945,"(2.9, 4.0, 3.888235294117647)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:09.835523,"(2.9, 4.2, 4.042857142857143)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:10.980096,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:12.118820,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:13.368916,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:14.674196,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:15.905995,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:17.191188,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:18.565413,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:19.941323,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:21.252232,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:22.421985,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:23.608941,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:24.837086,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:26.027663,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:27.198188,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 21.0)"
14-12-2022 18:47:28.413107,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:29.617899,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:30.830931,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:31.999185,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:33.200677,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:34.480533,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:35.830817,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:37.123864,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:38.408028,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:39.702081,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:41.056771,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 23.4)"
14-12-2022 18:47:42.373909,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:43.659067,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:44.746607,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:45.887070,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 7.0)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:47.081742,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 7.0)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:48.263938,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:49.400427,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:50.575338,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.914285714285715)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:51.836047,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:53.029444,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:54.281673,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:55.565311,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:56.877237,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:58.210629,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:47:59.475505,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:00.718627,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:01.954417,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:03.182852,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:04.448096,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.3999999999999995)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:05.642396,"(2.9, 4.2, 3.8333333333333335)","(6.0, 9.4, 8.0)","(8.0, 12.0, 10.971428571428572)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.699999999999999)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:06.835979,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.699999999999999)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:08.013675,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.699999999999999)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:09.245168,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.699999999999999)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:10.509722,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.699999999999999)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:11.726591,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.6, 6.333333333333333)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:13.016736,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.4, 6.333333333333333)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:14.330879,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.4, 6.333333333333333)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:15.564248,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.4, 6.333333333333333)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:16.755612,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.4, 6.333333333333333)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:18.017638,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.0)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.4, 6.333333333333333)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
14-12-2022 18:48:19.291461,"(2.9, 4.2, 3.87)","(6.0, 9.4, 8.84)","(8.0, 12.0, 9.733333333333333)","(51.0, 99999, 99990)","(8.0, 13.0, 10.066666666666666)","(7.0, 10.5, 9.15)","(5.0, 7.4, 6.333333333333333)","(8.5, 99999, 99990)","(18.0, 28.0, 26.23076923076923)"
