,Letter To You,Shes So Amazing,Too Much Trifle,Carleton Story,Why Not Gigi,Lifes Good,Dr Carlson
10-01-2023 15:32:45.489287,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 23.666666666666664)","(4.2, 5.5, 5.22)","(5.0, 6.0, 5.076923076923077)","(18.0, 80.0, 37.6)","(3.3, 5.3, 4.5)","(3.1, 5.8, 4.225)"
10-01-2023 15:32:46.688628,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 23.666666666666664)","(4.2, 5.5, 5.266666666666667)","(5.0, 6.0, 5.076923076923077)","(18.0, 80.0, 37.6)","(3.3, 5.3, 4.5)","(3.1, 5.8, 4.225)"
10-01-2023 15:32:47.848718,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 23.666666666666664)","(4.2, 5.5, 5.266666666666667)","(5.0, 6.0, 5.076923076923077)","(18.0, 80.0, 37.6)","(3.3, 5.3, 4.5)","(3.1, 5.8, 4.225)"
10-01-2023 15:32:48.975107,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 23.666666666666664)","(4.2, 5.5, 5.392307692307693)","(5.0, 6.0, 5.16)","(18.0, 80.0, 37.6)","(3.3, 5.3, 4.5)","(3.1, 5.8, 4.225)"
10-01-2023 15:32:50.174672,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 23.666666666666664)","(4.2, 5.5, 5.392307692307693)","(5.0, 6.0, 5.547058823529412)","(18.0, 80.0, 37.6)","(3.3, 5.3, 4.5)","(3.1, 5.8, 3.6399999999999997)"
10-01-2023 15:32:51.372577,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 23.666666666666664)","(4.2, 5.5, 4.46)","(5.0, 6.0, 5.547058823529412)","(18.0, 80.0, 37.6)","(3.3, 5.3, 4.5)","(3.1, 5.8, 3.6399999999999997)"
10-01-2023 15:32:52.668315,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 26.4375)","(4.2, 5.5, 4.46)","(5.0, 6.0, 5.547058823529412)","(18.0, 80.0, 37.6)","(3.3, 5.3, 4.5)","(3.1, 5.8, 3.6399999999999997)"
10-01-2023 15:32:53.881749,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 26.285714285714285)","(4.2, 5.5, 4.46)","(5.0, 6.0, 5.125)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.8, 3.6399999999999997)"
10-01-2023 15:32:55.070847,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 26.666666666666664)","(4.2, 5.5, 4.46)","(5.0, 6.0, 5.125)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.8, 3.6399999999999997)"
10-01-2023 15:32:56.447432,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 26.666666666666664)","(4.2, 5.5, 4.46)","(5.0, 6.0, 5.125)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.8, 4.0)"
10-01-2023 15:32:57.769365,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.5, 4.42)","(5.0, 6.0, 6.333333333333333)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.8, 3.775)"
10-01-2023 15:32:59.259000,"(9.0, 27.0, 22.666666666666664)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.3, 4.42)","(5.0, 7.0, 5.666666666666667)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.7, 5.21)"
10-01-2023 15:33:00.457617,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.3, 4.42)","(5.0, 7.0, 5.666666666666667)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.21)"
10-01-2023 15:33:01.591220,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.2, 4.4)","(5.0, 7.0, 5.666666666666667)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.4461538461538455)"
10-01-2023 15:33:02.698422,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.2, 4.4)","(5.0, 7.0, 5.666666666666667)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.4461538461538455)"
10-01-2023 15:33:03.860754,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.2, 4.4)","(5.0, 6.8, 5.225)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.4461538461538455)"
10-01-2023 15:33:05.084896,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.2, 4.4)","(5.0, 6.8, 5.225)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.4461538461538455)"
10-01-2023 15:33:06.238175,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.2, 4.4)","(5.0, 6.8, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.4461538461538455)"
10-01-2023 15:33:07.182453,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.2, 4.4)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.4461538461538455)"
10-01-2023 15:33:08.370963,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.42857142857143)","(4.2, 5.2, 4.38)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.21)"
10-01-2023 15:33:09.557327,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 25.375)","(4.2, 5.1, 4.38)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 5.21)"
10-01-2023 15:33:10.641417,"(9.0, 25.0, 21.333333333333332)","(13.0, 28.0, 26.57142857142857)","(4.2, 5.1, 4.38)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.65)"
10-01-2023 15:33:11.744696,"(9.0, 25.0, 21.333333333333332)","(13.0, 29.0, 27.42857142857143)","(4.2, 5.1, 4.38)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.89)"
10-01-2023 15:33:12.908122,"(9.0, 25.0, 21.333333333333332)","(13.0, 29.0, 27.42857142857143)","(4.2, 5.1, 4.38)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.89)"
10-01-2023 15:33:14.146226,"(9.0, 25.0, 21.333333333333332)","(13.0, 29.0, 27.42857142857143)","(4.2, 5.1, 4.38)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.89)"
10-01-2023 15:33:15.420139,"(9.0, 25.0, 22.5)","(13.0, 29.0, 27.42857142857143)","(4.2, 5.1, 4.38)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.89)"
10-01-2023 15:33:16.610062,"(9.0, 25.0, 22.5)","(13.0, 29.0, 27.42857142857143)","(4.2, 5.1, 4.38)","(5.0, 6.2, 5.171428571428572)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.89)"
10-01-2023 15:33:17.776348,"(9.0, 25.0, 22.5)","(13.0, 29.0, 27.333333333333336)","(4.2, 5.1, 4.368421052631579)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:18.883099,"(9.0, 25.0, 23.333333333333336)","(13.0, 29.0, 27.88888888888889)","(4.2, 5.0, 4.294117647058823)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:20.076316,"(9.0, 25.0, 23.333333333333336)","(13.0, 29.0, 27.88888888888889)","(4.2, 5.0, 4.294117647058823)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:21.205336,"(9.0, 25.0, 23.333333333333336)","(13.0, 29.0, 27.88888888888889)","(4.2, 5.0, 4.294117647058823)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:22.303172,"(9.0, 25.0, 23.333333333333336)","(13.0, 29.0, 27.88888888888889)","(4.2, 5.0, 4.294117647058823)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:23.415755,"(9.0, 25.0, 23.333333333333336)","(13.0, 29.0, 27.88888888888889)","(4.2, 5.0, 4.294117647058823)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:24.585651,"(9.0, 25.0, 23.333333333333336)","(13.0, 29.0, 27.88888888888889)","(4.2, 5.0, 4.294117647058823)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:25.795653,"(9.0, 25.0, 23.333333333333336)","(13.0, 29.0, 27.88888888888889)","(4.2, 5.0, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:26.926747,"(9.0, 25.0, 23.333333333333336)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:28.097169,"(9.0, 25.0, 23.5)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:29.294143,"(9.0, 25.0, 23.5)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:30.371652,"(9.0, 25.0, 22.875)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:31.454701,"(9.0, 25.0, 22.875)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:32.544308,"(9.0, 25.0, 22.875)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:33.623624,"(9.0, 25.0, 22.875)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:34.631151,"(9.0, 25.0, 22.875)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:35.775601,"(9.0, 25.0, 22.875)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:36.993061,"(9.0, 25.0, 22.875)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.3)","(5.0, 6.2, 5.109090909090909)","(18.0, 80.0, 46.0)","(3.3, 5.3, 4.5)","(3.1, 5.6, 3.8000000000000003)"
10-01-2023 15:33:38.272796,"(9.0, 25.0, 22.875)","(13.0, 29.0, 27.88888888888889)","(4.2, 4.9, 4.368)","(5.0, 6.2, 5.388888888888889)","(18.0, 80.0, 35.833333333333336)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.703658536585365)"
10-01-2023 15:33:39.446611,"(9.0, 24.0, 22.833333333333336)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.368)","(5.0, 6.0, 5.388888888888889)","(18.0, 70.0, 35.833333333333336)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.703658536585365)"
10-01-2023 15:33:40.644481,"(9.0, 24.0, 22.833333333333336)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.368)","(5.0, 6.0, 5.388888888888889)","(18.0, 70.0, 36.2)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.703658536585365)"
10-01-2023 15:33:41.881809,"(9.0, 24.0, 22.833333333333336)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.368)","(5.0, 6.0, 5.388888888888889)","(18.0, 65.0, 36.2)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.703658536585365)"
10-01-2023 15:33:43.206568,"(9.0, 24.0, 22.833333333333336)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.368)","(5.0, 6.0, 5.388888888888889)","(18.0, 65.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.7875)"
10-01-2023 15:33:44.338757,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.368)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.71111111111111)"
10-01-2023 15:33:45.447180,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.368)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.71111111111111)"
10-01-2023 15:33:46.975281,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.368)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.71111111111111)"
10-01-2023 15:33:48.343193,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.71111111111111)"
10-01-2023 15:33:49.661750,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.71111111111111)"
10-01-2023 15:33:50.831552,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.48695652173913)"
10-01-2023 15:33:52.040628,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.6, 4.175)"
10-01-2023 15:33:53.230714,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.3, 4.1625)"
10-01-2023 15:33:54.452401,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 27.1)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 5.1, 4.18)"
10-01-2023 15:33:55.680666,"(9.0, 24.0, 23.22222222222222)","(13.0, 28.0, 28.0)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 4.9, 4.14)"
10-01-2023 15:33:56.837270,"(9.0, 24.0, 23.22222222222222)","(13.0, 29.0, 28.0)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 4.7, 4.128571428571428)"
10-01-2023 15:33:58.009571,"(9.0, 24.0, 23.22222222222222)","(13.0, 29.0, 28.0)","(4.2, 4.9, 4.266666666666667)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.5)","(3.1, 4.5, 4.118181818181818)"
10-01-2023 15:33:59.135622,"(9.0, 24.0, 22.7)","(13.0, 29.0, 27.1)","(4.2, 4.9, 4.368)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.3, 4.125)","(3.1, 4.3, 4.118181818181818)"
10-01-2023 15:34:00.218416,"(9.0, 24.0, 23.4)","(13.0, 29.0, 27.714285714285715)","(4.2, 4.9, 4.484375)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.1571428571428575)","(3.1, 4.3, 4.1125)"
10-01-2023 15:34:01.369015,"(9.0, 24.0, 23.333333333333332)","(13.0, 29.0, 27.875)","(4.2, 4.9, 4.508823529411765)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.245312500000001)","(3.1, 4.3, 3.83125)"
10-01-2023 15:34:02.592683,"(9.0, 26.0, 23.0)","(13.0, 29.0, 27.875)","(4.2, 4.9, 4.508823529411765)","(5.0, 6.0, 5.388888888888889)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.245312500000001)","(3.1, 4.3, 3.83125)"
10-01-2023 15:34:03.767428,"(9.0, 26.0, 23.0)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.508823529411765)","(5.0, 6.0, 5.384615384615385)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.267142857142858)","(3.1, 4.3, 3.83125)"
10-01-2023 15:34:04.866249,"(9.0, 26.0, 23.0)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.508823529411765)","(5.0, 6.0, 5.384615384615385)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.267142857142858)","(3.1, 4.3, 3.8249999999999997)"
10-01-2023 15:34:06.049448,"(9.0, 26.0, 23.473684210526315)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.508823529411765)","(5.0, 6.0, 5.384615384615385)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.092424242424243)","(3.1, 4.3, 4.0)"
10-01-2023 15:34:07.209266,"(9.0, 26.0, 23.6)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.508823529411765)","(5.0, 6.0, 5.3125)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.244)","(3.1, 4.2, 3.823076923076923)"
10-01-2023 15:34:08.362107,"(9.0, 26.0, 23.6)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.583333333333333)","(5.0, 6.0, 5.45)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.011764705882353)","(3.1, 4.1, 3.9499999999999997)"
10-01-2023 15:34:09.468096,"(9.0, 26.0, 24.08)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.583333333333333)","(5.0, 6.0, 5.45)","(18.0, 60.0, 52.25)","(3.3, 5.4, 5.164285714285715)","(3.1, 4.1, 3.8499999999999996)"
10-01-2023 15:34:10.534852,"(9.0, 26.0, 19.571428571428573)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.583333333333333)","(5.0, 6.0, 5.45)","(18.0, 60.0, 52.25)","(3.3, 5.4, 4.9789473684210535)","(3.1, 4.2, 3.8499999999999996)"
10-01-2023 15:34:11.715920,"(9.0, 26.0, 23.2)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.583333333333333)","(5.0, 6.0, 5.45)","(18.0, 60.0, 52.25)","(3.3, 5.4, 4.9789473684210535)","(3.1, 4.2, 3.8499999999999996)"
10-01-2023 15:34:12.876993,"(9.0, 26.0, 22.76923076923077)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.583333333333333)","(5.0, 6.0, 5.45)","(18.0, 60.0, 52.25)","(3.3, 5.4, 4.9789473684210535)","(3.1, 4.2, 3.8499999999999996)"
10-01-2023 15:34:14.011594,"(9.0, 26.0, 22.76923076923077)","(13.0, 32.0, 28.4)","(4.2, 4.9, 4.583333333333333)","(5.0, 6.0, 5.45)","(18.0, 60.0, 52.25)","(3.3, 5.4, 4.733333333333333)","(3.1, 4.2, 3.9958333333333336)"
10-01-2023 15:34:15.097904,"(9.0, 26.0, 22.76923076923077)","(13.0, 32.0, 28.57142857142857)","(4.2, 4.9, 4.33)","(5.0, 6.0, 5.51875)","(18.0, 60.0, 52.25)","(3.3, 5.2, 4.6125)","(3.1, 4.2, 3.9958333333333336)"
10-01-2023 15:34:16.216830,"(9.0, 26.0, 22.76923076923077)","(13.0, 32.0, 28.57142857142857)","(4.2, 4.9, 4.33)","(5.0, 6.0, 5.51875)","(18.0, 60.0, 52.25)","(3.3, 5.4, 4.6125)","(3.1, 4.2, 3.9958333333333336)"
10-01-2023 15:34:17.362514,"(9.0, 26.0, 22.76923076923077)","(13.0, 32.0, 28.57142857142857)","(4.2, 4.9, 4.33)","(5.0, 6.0, 5.51875)","(18.0, 60.0, 52.25)","(3.3, 5.4, 4.6125)","(3.1, 4.2, 3.9958333333333336)"
10-01-2023 15:34:18.446700,"(9.0, 26.0, 23.529411764705884)","(13.0, 32.0, 28.57142857142857)","(4.2, 4.9, 4.33)","(5.0, 6.0, 5.51875)","(18.0, 60.0, 52.25)","(3.3, 5.4, 4.6125)","(3.1, 4.2, 3.9958333333333336)"
10-01-2023 15:34:19.566103,"(9.0, 26.0, 23.529411764705884)","(13.0, 32.0, 28.57142857142857)","(4.2, 4.9, 4.33)","(5.0, 6.0, 5.51875)","(18.0, 60.0, 50.0)","(3.3, 5.4, 4.6125)","(3.1, 4.2, 3.9958333333333336)"
10-01-2023 15:34:20.819416,"(9.0, 26.0, 22.76923076923077)","(13.0, 32.0, 28.57142857142857)","(4.2, 4.9, 4.455555555555556)","(5.0, 6.0, 5.1421052631578945)","(18.0, 60.0, 50.0)","(3.3, 5.4, 5.107142857142857)","(3.1, 4.2, 4.133333333333333)"
10-01-2023 15:34:22.088399,"(9.0, 26.0, 22.5)","(13.0, 32.0, 26.315789473684212)","(4.2, 4.9, 4.461538461538462)","(5.0, 5.9, 5.3)","(18.0, 60.0, 37.5)","(3.3, 5.3, 5.0470588235294125)","(3.1, 4.2, 3.981818181818182)"
10-01-2023 15:34:23.331636,"(9.0, 26.0, 22.5)","(13.0, 32.0, 28.18181818181818)","(4.2, 4.9, 4.461538461538462)","(5.0, 5.8, 5.329411764705882)","(18.0, 60.0, 43.333333333333336)","(3.3, 5.4, 5.0470588235294125)","(3.1, 4.2, 4.057894736842106)"
10-01-2023 15:34:24.511934,"(9.0, 25.0, 23.666666666666664)","(13.0, 29.0, 26.0)","(4.2, 4.9, 4.461538461538462)","(5.0, 5.8, 5.3)","(18.0, 50.0, 40.0)","(3.3, 5.4, 5.0470588235294125)","(3.1, 4.2, 3.857142857142857)"
10-01-2023 15:34:25.714125,"(9.0, 25.0, 22.5)","(13.0, 29.0, 26.0)","(4.2, 4.9, 4.461538461538462)","(5.0, 5.8, 5.3)","(18.0, 50.0, 40.0)","(3.3, 5.4, 5.0470588235294125)","(3.1, 4.2, 3.857142857142857)"
10-01-2023 15:34:26.860003,"(9.0, 25.0, 22.5)","(13.0, 29.0, 26.0)","(4.2, 4.9, 4.461538461538462)","(5.0, 5.8, 5.3)","(18.0, 50.0, 40.0)","(3.3, 5.4, 5.0470588235294125)","(3.1, 4.2, 3.857142857142857)"
10-01-2023 15:34:27.967740,"(9.0, 25.0, 22.5)","(13.0, 29.0, 26.0)","(4.2, 4.9, 4.461538461538462)","(5.0, 5.8, 5.4)","(18.0, 50.0, 40.0)","(3.3, 5.4, 4.9789473684210535)","(3.1, 4.2, 4.036363636363636)"
10-01-2023 15:34:29.081815,"(9.0, 25.0, 22.5)","(13.0, 29.0, 27.105263157894736)","(4.2, 4.9, 4.532258064516129)","(5.0, 5.8, 5.4)","(18.0, 50.0, 35.142857142857146)","(3.3, 5.4, 4.9789473684210535)","(3.1, 4.2, 4.036363636363636)"
10-01-2023 15:34:30.286690,"(9.0, 25.0, 22.5)","(13.0, 29.0, 27.105263157894736)","(4.2, 4.9, 4.532258064516129)","(5.0, 5.8, 5.4)","(18.0, 48.0, 37.714285714285715)","(3.3, 5.4, 4.9789473684210535)","(3.1, 4.2, 4.036363636363636)"
10-01-2023 15:34:31.522858,"(9.0, 25.0, 22.5)","(13.0, 29.0, 27.105263157894736)","(4.2, 4.9, 4.532258064516129)","(5.0, 5.8, 5.4)","(18.0, 48.0, 37.714285714285715)","(3.3, 5.4, 4.9789473684210535)","(3.1, 4.2, 4.036363636363636)"
10-01-2023 15:34:32.619605,"(9.0, 25.0, 22.5)","(13.0, 29.0, 27.105263157894736)","(4.2, 4.9, 4.532258064516129)","(5.0, 5.8, 5.4)","(18.0, 48.0, 37.714285714285715)","(3.3, 5.4, 4.9789473684210535)","(3.1, 4.2, 4.036363636363636)"
10-01-2023 15:34:33.798080,"(9.0, 25.0, 22.5)","(13.0, 29.0, 26.2)","(4.2, 4.9, 4.52)","(5.0, 5.8, 5.4)","(18.0, 48.0, 37.714285714285715)","(3.3, 5.4, 5.133333333333334)","(3.1, 4.2, 4.036363636363636)"
10-01-2023 15:34:35.050734,"(9.0, 25.0, 22.5)","(13.0, 29.0, 26.2)","(4.2, 4.9, 4.506896551724138)","(5.0, 5.8, 5.533333333333333)","(18.0, 48.0, 37.714285714285715)","(3.3, 5.2, 5.041666666666666)","(3.1, 4.2, 4.009090909090909)"
10-01-2023 15:34:36.316016,"(9.0, 25.0, 22.5)","(13.0, 29.0, 27.923076923076923)","(4.2, 4.9, 4.506896551724138)","(5.0, 5.8, 5.566666666666666)","(18.0, 48.0, 38.30769230769231)","(3.3, 5.1, 5.041666666666666)","(3.1, 4.2, 4.009090909090909)"
10-01-2023 15:34:37.487516,"(9.0, 25.0, 21.5625)","(13.0, 29.0, 27.923076923076923)","(4.2, 4.9, 4.506896551724138)","(5.0, 5.8, 5.566666666666666)","(18.0, 48.0, 38.30769230769231)","(3.3, 5.1, 5.041666666666666)","(3.1, 4.2, 4.009090909090909)"
