,Rushmore Red,Notorious Diesel,Melton Boy,Idema Bale,Blackpool Diva,Lenny Coaster,Usain Road,Late For Love
10-01-2023 13:59:51.746493,"(2.6, 4.2, 3.2666666666666666)","(1.9, 2.02, 1.9945454545454546)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 13:59:53.157150,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.02, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 13:59:54.427376,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 13:59:55.753904,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 21.25)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 13:59:57.181775,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 13:59:58.599832,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 20.714285714285715)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 13:59:59.975857,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:01.276976,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:02.794078,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:04.156722,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:05.524776,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:06.909238,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 69.9047619047619)","(8.5, 22.0, 11.0)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:08.334030,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:09.656524,"(2.6, 4.2, 3.610526315789474)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:11.015198,"(2.6, 4.1, 3.8999999999999995)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:12.322086,"(2.6, 4.3, 3.8771428571428572)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:13.587479,"(2.6, 4.3, 3.8771428571428572)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:14.901069,"(2.6, 4.3, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:16.268331,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:17.638580,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 34.0625)"
10-01-2023 14:00:18.927521,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:20.239151,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:21.578541,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:23.003838,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.9945454545454546)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.2)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:24.368278,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.02, 1.9945454545454546)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.4)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:25.703861,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.02, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.4)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:27.134974,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.4)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:28.560833,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.4)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:29.949726,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:31.511525,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:32.935193,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:34.352895,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:35.723818,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:37.154340,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:38.570364,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:39.779404,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 17.357142857142858)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:41.125886,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 15.333333333333332)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:42.539447,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 20.421052631578945)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:43.917252,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 12.416666666666666)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:45.221649,"(2.6, 4.1, 3.26)","(1.9, 2.0, 1.935)","(20.0, 100.0, 74.72)","(8.5, 22.0, 12.416666666666666)","(15.0, 60.0, 23.11111111111111)","(10.0, 25.0, 19.6)","(21.0, 95.0, 38.17647058823529)","(20.0, 60.0, 36.94444444444444)"
10-01-2023 14:00:46.408995,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 82.04545454545455)","(8.5, 22.0, 12.416666666666666)","(15.0, 60.0, 25.416666666666668)","(10.0, 25.0, 19.6)","(21.0, 95.0, 40.785714285714285)","(20.0, 60.0, 33.75)"
10-01-2023 14:00:47.699721,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 73.66666666666666)","(8.5, 22.0, 12.416666666666666)","(15.0, 60.0, 25.416666666666668)","(10.0, 25.0, 19.6)","(21.0, 95.0, 40.785714285714285)","(20.0, 60.0, 33.75)"
10-01-2023 14:00:48.918917,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 73.66666666666666)","(8.5, 22.0, 12.416666666666666)","(15.0, 60.0, 25.416666666666668)","(10.0, 25.0, 19.6)","(21.0, 95.0, 40.785714285714285)","(20.0, 60.0, 33.75)"
10-01-2023 14:00:50.194314,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 73.66666666666666)","(8.5, 22.0, 12.416666666666666)","(15.0, 60.0, 25.416666666666668)","(10.0, 25.0, 19.6)","(21.0, 95.0, 40.785714285714285)","(20.0, 60.0, 33.75)"
10-01-2023 14:00:51.588851,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 73.66666666666666)","(8.5, 22.0, 12.416666666666666)","(15.0, 60.0, 25.416666666666668)","(10.0, 25.0, 19.6)","(21.0, 95.0, 40.785714285714285)","(20.0, 60.0, 33.75)"
10-01-2023 14:00:53.014532,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 73.66666666666666)","(8.5, 22.0, 12.416666666666666)","(15.0, 60.0, 25.416666666666668)","(10.0, 25.0, 19.6)","(21.0, 95.0, 40.785714285714285)","(20.0, 60.0, 33.75)"
10-01-2023 14:00:54.387749,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 73.66666666666666)","(8.5, 22.0, 14.444444444444445)","(15.0, 60.0, 25.416666666666668)","(10.0, 25.0, 19.6)","(21.0, 95.0, 44.4)","(20.0, 60.0, 33.75)"
10-01-2023 14:00:55.700811,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.9945454545454546)","(20.0, 100.0, 73.66666666666666)","(8.5, 22.0, 14.444444444444445)","(15.0, 60.0, 25.416666666666668)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 44.4)","(20.0, 60.0, 30.357142857142858)"
10-01-2023 14:00:56.997753,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.02, 1.9945454545454546)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 13.5)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:00:58.213977,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.02, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 15.3)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:00:59.508616,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 15.3)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:00.846578,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:02.090324,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:03.344550,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:04.487501,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:05.769859,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:07.278717,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:08.833565,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:10.725243,"(2.6, 4.2, 3.2933333333333334)","(1.9, 2.0, 1.935)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.333333333333332)","(21.0, 95.0, 32.666666666666664)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:12.135735,"(2.6, 4.2, 3.56)","(1.9, 2.0, 1.9418421052631578)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 37.46153846153846)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:13.590270,"(2.6, 4.2, 3.56)","(1.9, 2.0, 1.9418421052631578)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 37.46153846153846)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:15.949933,"(2.6, 4.2, 3.56)","(1.9, 2.0, 1.9418421052631578)","(20.0, 100.0, 44.285714285714285)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 37.46153846153846)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:17.660841,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9418421052631578)","(20.0, 100.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 37.46153846153846)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:19.005630,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9418421052631578)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 37.46153846153846)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:20.569817,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9418421052631578)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 37.46153846153846)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:21.964640,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9418421052631578)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.55555555555556)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:23.206328,"(2.6, 4.2, 3.56)","(1.9, 2.0, 1.9418421052631578)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:24.531568,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9418421052631578)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:25.822694,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9418421052631578)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:27.406060,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9418421052631578)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:28.764411,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9724242424242424)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:29.959079,"(2.6, 4.2, 3.008888888888889)","(1.9, 2.0, 1.9315584415584415)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:31.399962,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.9315584415584415)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:32.816558,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.9315584415584415)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:34.191047,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.9698130841121495)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:35.518957,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.8244)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:36.783440,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.8244)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:37.991985,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.8244)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:39.211699,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.8244)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:40.549559,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.8244)","(20.0, 95.0, 58.5)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:41.840634,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.93)","(20.0, 95.0, 41.42857142857143)","(8.5, 22.0, 11.0)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:43.273244,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.8388)","(20.0, 90.0, 40.0)","(8.5, 22.0, 16.416666666666664)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
10-01-2023 14:01:44.590311,"(2.6, 4.2, 3.008888888888889)","(1.9, 1.99, 1.8388)","(20.0, 85.0, 40.0)","(8.5, 22.0, 15.4)","(15.0, 60.0, 30.357142857142858)","(10.0, 25.0, 16.666666666666668)","(21.0, 95.0, 34.1578947368421)","(20.0, 60.0, 25.416666666666668)"
