,Not Even Owl,Thrilling Bandit,Big Time Roman,Big Time Raider,Big Time Taniwha
06-01-2023 15:58:29.450739,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:31.174649,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:32.242628,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:33.192536,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:34.126618,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:35.217155,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:36.358070,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:37.411595,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:38.309291,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:39.280050,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:40.358202,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:41.303941,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:42.233336,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:43.301280,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:44.313241,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:45.302102,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:46.459259,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:47.349293,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:48.300530,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:49.702339,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:50.755544,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:51.716106,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:52.973761,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:54.269945,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:56.095002,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 11.3)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.491666666666667)"
06-01-2023 15:58:57.341671,"(4.4, 7.6, 6.3999999999999995)","(5.5, 12.5, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 19.5, 18.950000000000003)"
06-01-2023 15:58:58.582099,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:58:59.998798,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:01.414405,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 19.057142857142857)"
06-01-2023 15:59:03.213753,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 19.057142857142857)"
06-01-2023 15:59:04.387965,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 19.057142857142857)"
06-01-2023 15:59:05.662977,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 19.057142857142857)"
06-01-2023 15:59:06.890465,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:07.998759,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:09.019331,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:10.123268,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:11.285282,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:12.279033,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:13.355724,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:14.683845,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:15.796438,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:16.885153,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:17.999953,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:19.096027,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:20.218125,"(4.4, 7.6, 6.3999999999999995)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:21.351772,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:22.434452,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:23.523225,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:24.532644,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:25.626513,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:26.742275,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:27.670540,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:28.771284,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:29.913311,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:31.087139,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:32.165555,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 12.1)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:33.368973,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:34.581658,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:36.455043,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:37.869429,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:39.225030,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:40.957334,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:42.075633,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:43.435385,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:44.614113,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:45.639090,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:46.644072,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:47.740191,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:48.853998,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:49.998787,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:51.373101,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:52.478724,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 11.919999999999998)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:53.463012,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:54.505896,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:55.652921,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:56.752732,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:57.754090,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:58.847886,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 15:59:59.941375,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:00.903861,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:01.898461,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:02.934785,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:03.926802,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:04.947542,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:06.004476,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:06.974310,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:08.041853,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:09.258706,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:10.505645,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:11.578874,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:12.506163,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:13.729556,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:14.864026,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:15.936998,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:16.956600,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:18.031312,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:19.002540,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:20.019433,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:20.982875,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:21.876897,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:22.929217,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:24.014345,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:25.063311,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:26.242545,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:27.154217,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:28.003481,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:28.975542,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:30.120038,"(4.4, 8.0, 6.666666666666666)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:31.155402,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.2, 6.662962962962963)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:32.204962,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:33.222913,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:34.287631,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:35.381771,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:36.306335,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:37.409072,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:38.588844,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:39.780341,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:40.787016,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:41.858781,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
06-01-2023 16:00:42.948690,"(4.4, 8.0, 7.230769230769231)","(5.5, 13.0, 9.8)","(4.6, 7.4, 6.825925925925926)","(2.0, 3.2, 3.0294117647058822)","(8.5, 20.0, 18.950000000000003)"
