,My Jewel,Uno Kai,World Gone Mad,Manila Brae,Sister Sticker,Blue Redemption
09-01-2023 17:44:20.621960,"(7.0, 15.0, 14.075)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.2045454545454546)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:21.657270,"(7.0, 15.0, 14.075)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.2045454545454546)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:22.783516,"(7.0, 15.0, 13.2)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.2045454545454546)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:23.930144,"(7.0, 15.0, 13.2)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:25.018673,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 31.8125)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:26.366622,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 60.0, 34.76923076923077)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:27.416591,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 60.0, 34.76923076923077)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:28.453089,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 60.0, 34.76923076923077)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:29.480758,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 60.0, 34.76923076923077)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:30.449748,"(7.0, 15.0, 14.15)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 60.0, 34.76923076923077)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:31.488624,"(7.0, 15.0, 14.057142857142857)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 60.0, 34.76923076923077)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:32.469383,"(7.0, 15.0, 14.057142857142857)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 60.0, 34.76923076923077)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:33.555259,"(7.0, 15.0, 14.466666666666665)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:34.638654,"(7.0, 15.0, 14.466666666666665)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:35.713352,"(7.0, 15.0, 14.466666666666665)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:36.853604,"(7.0, 15.0, 14.466666666666665)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:37.959539,"(7.0, 15.0, 14.466666666666665)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:39.007192,"(7.0, 15.0, 14.466666666666665)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:40.035534,"(7.0, 15.0, 14.466666666666665)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:40.954060,"(7.0, 13.0, 12.120000000000001)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:42.009250,"(7.0, 13.0, 12.120000000000001)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:42.994452,"(7.0, 15.5, 13.618181818181817)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:44.071438,"(7.0, 15.5, 13.618181818181817)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:45.182781,"(7.0, 15.5, 13.618181818181817)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:46.389375,"(7.0, 15.5, 13.618181818181817)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:47.490198,"(7.0, 15.5, 13.618181818181817)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:48.891719,"(7.0, 15.5, 13.618181818181817)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 44.714285714285715)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:50.026012,"(7.0, 15.5, 13.618181818181817)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:51.553000,"(7.0, 15.0, 14.288888888888888)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:52.650204,"(7.0, 15.0, 14.288888888888888)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:53.617075,"(7.0, 15.0, 14.288888888888888)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:44:54.636222,"(7.0, 15.0, 14.288888888888888)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:55.715835,"(7.0, 15.0, 14.288888888888888)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:56.782772,"(7.0, 15.0, 14.288888888888888)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:57.863425,"(7.0, 15.0, 14.142857142857142)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:58.949220,"(7.0, 15.0, 13.5)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:44:59.988608,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:01.039444,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:02.099826,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:03.135785,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:04.181089,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:05.207658,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:06.221407,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:07.486239,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:08.771653,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:09.738100,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:10.732887,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:11.755893,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:12.867252,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:14.046178,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 29.588235294117645)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:15.167344,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 55.0, 30.923076923076923)","(2.7, 3.95, 3.6944444444444446)","(2.6, 4.2, 3.9080000000000004)"
09-01-2023 17:45:16.239687,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.923076923076923)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.9080000000000004)"
09-01-2023 17:45:17.330950,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.923076923076923)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:18.442968,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.923076923076923)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:19.774071,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:20.901999,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:21.878183,"(7.0, 15.0, 13.84)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:22.952866,"(7.0, 15.0, 14.377777777777778)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:24.008277,"(7.0, 15.0, 14.377777777777778)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:25.185364,"(7.0, 15.0, 14.377777777777778)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:26.514563,"(7.0, 15.0, 14.377777777777778)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 34.5)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:27.540617,"(7.0, 15.0, 13.48)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:28.556135,"(7.0, 15.0, 13.52)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:29.613560,"(7.0, 15.0, 13.2)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:30.606987,"(7.0, 15.0, 13.2)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:31.638742,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:32.818440,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:33.756162,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:34.778079,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:35.727005,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.789344262295082)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:36.714670,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.789344262295082)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:37.697143,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.789344262295082)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:38.842371,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.789344262295082)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:40.008633,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.2045454545454546)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:41.164382,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.2045454545454546)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:42.224400,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:43.328899,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:44.415951,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:45.503778,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:46.578047,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:47.643206,"(7.0, 15.0, 13.6)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:48.660108,"(7.0, 15.0, 12.8)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:49.677086,"(7.0, 15.0, 14.15)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:50.709994,"(7.0, 13.5, 12.48)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:51.678861,"(7.0, 13.5, 12.48)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:52.635662,"(7.0, 13.5, 12.48)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:53.625941,"(7.0, 13.5, 12.48)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:54.613969,"(7.0, 13.5, 12.933333333333334)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:55.670676,"(7.0, 13.5, 12.933333333333334)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:56.709804,"(7.0, 13.5, 12.933333333333334)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:57.722936,"(7.0, 13.5, 12.933333333333334)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:58.669724,"(7.0, 13.5, 12.933333333333334)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:45:59.605751,"(7.0, 13.5, 12.933333333333334)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:00.554199,"(7.0, 13.5, 12.933333333333334)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:01.518966,"(7.0, 14.5, 12.836363636363636)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:02.596140,"(7.0, 14.5, 12.836363636363636)","(21.0, 90.0, 38.0)","(3.6, 3.9, 3.842553191489362)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:03.605740,"(7.0, 14.5, 12.836363636363636)","(21.0, 90.0, 38.0)","(3.6, 4.5, 4.284)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:04.747554,"(7.0, 14.5, 12.836363636363636)","(21.0, 90.0, 38.0)","(3.6, 4.5, 3.963157894736842)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:05.780490,"(7.0, 14.5, 12.836363636363636)","(21.0, 90.0, 38.0)","(3.6, 4.5, 3.963157894736842)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:06.858918,"(7.0, 15.0, 14.266666666666666)","(21.0, 90.0, 38.0)","(3.6, 4.5, 3.963157894736842)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:08.066665,"(7.0, 15.0, 14.266666666666666)","(21.0, 90.0, 38.0)","(3.6, 4.5, 3.963157894736842)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:09.229282,"(7.0, 15.0, 14.266666666666666)","(21.0, 90.0, 38.0)","(3.6, 4.5, 3.963157894736842)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:10.314685,"(7.0, 15.0, 14.266666666666666)","(21.0, 90.0, 38.0)","(3.6, 4.4, 4.127272727272727)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
09-01-2023 17:46:11.504573,"(7.0, 15.0, 14.266666666666666)","(21.0, 90.0, 38.0)","(3.6, 4.4, 4.127272727272727)","(19.0, 50.0, 30.071428571428573)","(2.7, 3.95, 3.6944444444444446)","(2.5, 4.2, 3.7133333333333334)"
