,Yering Rose,Keekee,Ace Star,Elpine Warrior,Mac A Boy,Social Writer,Keayang Bieber,Lazio Lass
14-12-2022 18:56:01.847803,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.294117647058823)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:02.967574,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.6125)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:04.139332,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:05.268236,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.671428571428571)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:06.514934,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.4)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:07.805314,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:09.062622,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.6125)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:10.278962,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.270588235294118)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:11.478398,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:12.623575,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:13.752160,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:14.884994,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:16.314539,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:17.407139,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:18.600139,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:19.686562,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:20.870265,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:22.199177,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.828571428571428)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:23.403846,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:24.487214,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.270588235294118)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:25.621253,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.270588235294118)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:26.688985,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:27.755698,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:28.871217,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:29.960280,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:31.111267,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:32.298047,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:33.480849,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:34.683307,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:36.154593,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:37.505637,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:38.761463,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:40.114586,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:41.589377,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:42.936291,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:44.401778,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:45.703379,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:46.983618,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:48.315959,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:49.669863,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:50.964675,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:52.335687,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:53.627671,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:54.978382,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:56.376845,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:57.734423,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.270588235294118)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:56:59.066256,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.386666666666667)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:00.542787,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.4)","(15.0, 25.0, 18.333333333333332)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:01.902976,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.386666666666667)","(15.0, 25.0, 21.40909090909091)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:03.126577,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.628571428571428)","(15.0, 24.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:04.394026,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.386666666666667)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:05.667524,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.8125)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:07.038914,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.294117647058823)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:08.339196,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.386666666666667)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:09.600152,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.8125)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:10.980031,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.294117647058823)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:12.215118,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.5)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:13.489457,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.32)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:14.715296,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.35)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:15.977094,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 7.8, 7.386666666666667)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:17.310666,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.6, 7.333333333333334)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:18.565599,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.769230769230769)","(26.0, 48.0, 32.0)","(5.5, 8.0, 7.294117647058823)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.790909090909091)"
14-12-2022 18:57:19.835948,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.525)","(26.0, 48.0, 40.0)","(5.5, 8.0, 7.386666666666667)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:21.091604,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.0)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.525)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.733333333333333)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:22.470861,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.714285714285715)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.525)","(26.0, 48.0, 40.0)","(5.5, 8.0, 7.733333333333333)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:23.804216,"(4.4, 5.5, 5.0)","(19.0, 32.0, 27.714285714285715)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.525)","(26.0, 48.0, 40.0)","(5.5, 8.0, 7.733333333333333)","(15.0, 23.0, 21.3)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:25.169872,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.7)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.733333333333333)","(15.0, 23.0, 17.666666666666668)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:26.799383,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.7)","(26.0, 48.0, 40.0)","(5.5, 8.0, 7.733333333333333)","(15.0, 23.0, 20.5)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:28.115244,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.0, 7.386666666666667)","(15.0, 23.0, 20.5)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:29.466499,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.5)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:30.761743,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.5)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:32.024647,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.5)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:33.368203,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:34.718822,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:36.052200,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:37.327120,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:38.574715,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:40.006867,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:41.459381,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:42.862255,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:44.213946,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 40.0)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:45.611769,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 43.63636363636363)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:46.838377,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 12.4)","(2.9, 4.0, 3.25)","(26.0, 48.0, 43.63636363636363)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:48.180143,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 13.2)","(2.9, 4.0, 3.25)","(26.0, 48.0, 43.63636363636363)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:49.471722,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 13.2)","(2.9, 4.0, 3.25)","(26.0, 48.0, 43.63636363636363)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
14-12-2022 18:57:50.768152,"(4.4, 5.5, 5.0)","(19.0, 32.0, 28.666666666666668)","(9.0, 16.0, 13.2)","(2.9, 4.0, 3.25)","(26.0, 48.0, 43.63636363636363)","(5.5, 8.6, 7.386666666666667)","(15.0, 23.0, 20.714285714285715)","(3.6, 5.2, 4.878571428571429)"
