,Queen Butterfly,Wheres My Cash,Blazing Dodge,Jolly Johnny,Aussie Bullseye,Head Bin,Riverdale Peggy
14-12-2022 13:19:02.556079,"(6.0, 13.0, 11.8)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:03.828369,"(6.0, 13.0, 11.55)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:05.048349,"(6.0, 13.0, 11.55)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:06.414653,"(6.0, 13.0, 11.55)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:07.754306,"(6.0, 13.5, 11.925)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:09.034251,"(6.0, 13.5, 11.925)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:10.318420,"(6.0, 13.5, 11.925)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:11.563340,"(6.0, 13.5, 11.925)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:12.709497,"(6.0, 13.5, 11.925)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4857142857142858)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:13.854352,"(6.0, 13.5, 11.925)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:15.110479,"(6.0, 13.5, 11.925)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.4272727272727272)","(6.0, 11.0, 8.8)","(7.5, 12.5, 11.991666666666667)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:16.365941,"(6.0, 13.5, 11.925)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 12.5, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 46.16666666666667)"
14-12-2022 13:19:17.645709,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 60.0, 39.5)"
14-12-2022 13:19:18.831279,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:20.023658,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 2.97)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:21.208867,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:22.442107,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:23.714882,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:24.928680,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:26.091678,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:27.287237,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:28.349415,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:29.475670,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:30.692236,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:31.965691,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:33.243456,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:34.447981,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:35.618117,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:36.759098,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:37.945179,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 39.5)"
14-12-2022 13:19:39.124580,"(6.0, 13.5, 12.45)","(12.0, 36.0, 26.0)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:40.282223,"(6.0, 13.5, 12.45)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:41.383563,"(6.0, 13.5, 12.45)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:42.444415,"(6.0, 13.5, 12.45)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:43.528608,"(6.0, 13.5, 12.45)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 8.8)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:44.660790,"(6.0, 13.5, 12.45)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.571304347826087)","(6.0, 11.0, 7.466666666666667)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:45.993210,"(6.0, 13.5, 12.45)","(12.0, 36.0, 29.75)","(2.25, 3.7, 2.97)","(6.0, 11.0, 8.1)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:47.307341,"(6.0, 13.5, 10.45)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:48.527585,"(6.0, 13.5, 10.35)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:49.935635,"(6.0, 13.5, 12.45)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:50.995508,"(6.0, 13.5, 10.35)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:52.385772,"(6.0, 13.5, 9.825)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:53.583100,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:54.800593,"(6.0, 13.5, 9.825)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:55.958408,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:57.052334,"(6.0, 13.5, 9.825)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:58.185534,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.58)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:19:59.393990,"(6.0, 13.5, 8.028571428571428)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.5678260869565217)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:20:00.569529,"(6.0, 12.5, 9.85)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:20:01.729660,"(6.0, 12.5, 9.85)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:20:02.830816,"(6.0, 12.5, 9.85)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:20:03.953863,"(6.0, 12.5, 9.85)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:20:05.052803,"(6.0, 12.5, 9.85)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:20:06.229047,"(6.0, 12.5, 9.85)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 45.5)"
14-12-2022 13:20:07.492365,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 42.375)"
14-12-2022 13:20:08.652586,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:09.823980,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:10.884157,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:11.916674,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.518823529411765)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:13.013756,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.5211764705882356)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:14.133951,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.5211764705882356)","(6.0, 10.5, 8.9)","(7.5, 13.0, 12.45)","(3.9, 7.0, 4.833333333333333)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:15.309449,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 7.0, 4.9)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:16.685463,"(6.0, 13.5, 10.35)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 7.0, 5.325)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:18.104610,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.525)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:19.526147,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 7.2, 5.303846153846154)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:20.859118,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 7.0, 5.303846153846154)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:22.132460,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 7.0, 5.303846153846154)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:23.209727,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 7.0, 5.325)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:24.231517,"(6.0, 13.5, 7.9875)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.672727272727273)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:25.277018,"(6.0, 13.0, 8.028571428571428)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 4.766666666666667)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:26.358424,"(6.0, 12.5, 9.85)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.928571428571429)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:27.502588,"(6.0, 12.5, 9.85)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.085714285714285)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:28.594923,"(6.0, 12.5, 9.85)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.6)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:29.782689,"(6.0, 12.5, 9.85)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.6)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:30.936593,"(6.0, 12.5, 9.85)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.6)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:32.039973,"(6.0, 12.5, 9.85)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.6)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:33.157489,"(6.0, 12.5, 9.85)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.6)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:34.361970,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 30.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 10.933333333333334)","(3.9, 6.8, 5.6)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:35.617443,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.5211764705882356)","(6.0, 10.5, 8.9)","(7.5, 13.0, 8.4)","(3.9, 6.8, 5.6)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:36.716367,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.75)","(2.25, 3.7, 3.5211764705882356)","(6.0, 10.5, 8.9)","(7.5, 12.0, 9.68888888888889)","(3.9, 6.8, 5.6)","(20.0, 50.0, 43.9)"
14-12-2022 13:20:37.778108,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 29.0)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 12.0, 8.666666666666666)","(3.9, 6.8, 5.6)","(20.0, 50.0, 42.75)"
14-12-2022 13:20:38.831052,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 26.4)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 12.0, 8.666666666666666)","(3.9, 6.8, 5.6)","(20.0, 50.0, 44.2)"
14-12-2022 13:20:39.968178,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 26.4)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 12.0, 8.666666666666666)","(3.9, 6.8, 5.6)","(20.0, 50.0, 44.2)"
14-12-2022 13:20:41.131631,"(6.0, 12.5, 8.966666666666667)","(12.0, 36.0, 26.4)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 12.0, 8.666666666666666)","(3.9, 6.8, 5.6)","(20.0, 50.0, 44.2)"
14-12-2022 13:20:42.294818,"(6.0, 14.5, 9.633333333333333)","(12.0, 36.0, 26.4)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 12.0, 8.666666666666666)","(3.9, 6.8, 5.6)","(20.0, 50.0, 44.2)"
14-12-2022 13:20:43.466346,"(6.0, 14.0, 8.17142857142857)","(12.0, 36.0, 26.4)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 12.0, 11.0)","(3.9, 6.8, 5.6)","(20.0, 50.0, 45.714285714285715)"
14-12-2022 13:20:44.674147,"(6.0, 13.0, 10.1)","(12.0, 36.0, 31.1)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.085714285714285)","(20.0, 50.0, 45.714285714285715)"
14-12-2022 13:20:45.823986,"(6.0, 13.0, 10.1)","(12.0, 36.0, 31.1)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 4.733333333333333)","(20.0, 50.0, 45.0)"
14-12-2022 13:20:46.986001,"(6.0, 13.0, 10.1)","(12.0, 36.0, 31.1)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 4.733333333333333)","(20.0, 50.0, 45.714285714285715)"
14-12-2022 13:20:48.132612,"(6.0, 13.0, 10.1)","(12.0, 36.0, 31.1)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 4.733333333333333)","(20.0, 50.0, 45.714285714285715)"
14-12-2022 13:20:49.231974,"(6.0, 13.0, 10.1)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.057142857142857)","(20.0, 50.0, 45.714285714285715)"
14-12-2022 13:20:50.265199,"(6.0, 13.0, 10.1)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.057142857142857)","(20.0, 50.0, 45.714285714285715)"
14-12-2022 13:20:51.342945,"(6.0, 13.0, 10.1)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.58)","(20.0, 50.0, 45.714285714285715)"
14-12-2022 13:20:52.431989,"(6.0, 13.0, 7.925)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.58)","(20.0, 50.0, 45.42857142857143)"
14-12-2022 13:20:53.711754,"(6.0, 13.0, 7.925)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.58)","(20.0, 50.0, 45.42857142857143)"
14-12-2022 13:20:54.879690,"(6.0, 13.0, 7.925)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.58)","(20.0, 50.0, 45.42857142857143)"
14-12-2022 13:20:56.254008,"(6.0, 13.0, 7.925)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.58)","(20.0, 50.0, 45.42857142857143)"
14-12-2022 13:20:57.468412,"(6.0, 13.0, 7.925)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.58)","(20.0, 50.0, 45.42857142857143)"
14-12-2022 13:20:58.526264,"(6.0, 13.0, 7.925)","(12.0, 36.0, 26.6)","(2.25, 3.7, 3.2714285714285714)","(6.0, 10.5, 8.9)","(7.5, 13.0, 11.0)","(3.9, 6.8, 5.58)","(20.0, 50.0, 45.42857142857143)"
