,Queen Butterfly,Wheres My Cash,Blazing Dodge,Jolly Johnny,Aussie Bullseye,Head Bin,Riverdale Peggy
14-12-2022 13:16:12.071778,"(6.0, 13.0, 7.083333333333334)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 11.0, 8.521739130434783)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 46.81818181818182)"
14-12-2022 13:16:13.108733,"(6.0, 13.0, 7.083333333333334)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 11.0, 8.521739130434783)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 46.81818181818182)"
14-12-2022 13:16:14.298391,"(6.0, 13.0, 7.083333333333334)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 11.0, 8.521739130434783)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 27.5)"
14-12-2022 13:16:15.428855,"(6.0, 13.0, 7.083333333333334)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 11.0, 8.521739130434783)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 27.5)"
14-12-2022 13:16:16.578007,"(6.0, 13.0, 7.083333333333334)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 11.0, 8.521739130434783)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 27.5)"
14-12-2022 13:16:17.729477,"(6.0, 13.0, 7.083333333333334)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 11.0, 8.521739130434783)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 27.5)"
14-12-2022 13:16:18.768310,"(6.0, 14.5, 11.633333333333333)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 27.5)"
14-12-2022 13:16:19.697544,"(6.0, 14.5, 10.2)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 27.5)"
14-12-2022 13:16:20.628740,"(6.0, 14.5, 10.2)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 27.5)"
14-12-2022 13:16:21.714491,"(6.0, 14.5, 10.2)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 9.95)","(3.9, 7.0, 4.525)","(20.0, 70.0, 27.5)"
14-12-2022 13:16:22.731330,"(6.0, 14.5, 10.2)","(12.0, 36.0, 20.375)","(2.25, 3.55, 2.9703846153846154)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.0, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:23.846396,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.55, 2.9703846153846154)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:24.831167,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.55, 2.9703846153846154)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:25.874040,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.55, 2.9703846153846154)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:26.888486,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:27.910586,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:29.007906,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:30.131182,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:31.233802,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:32.343131,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 40.83333333333333)"
14-12-2022 13:16:33.425939,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 70.0, 51.5)"
14-12-2022 13:16:34.425836,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 51.5)"
14-12-2022 13:16:35.488468,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 51.5)"
14-12-2022 13:16:36.695820,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 51.5)"
14-12-2022 13:16:37.866829,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 51.5)"
14-12-2022 13:16:38.996699,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 51.5)"
14-12-2022 13:16:40.081752,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 51.5)"
14-12-2022 13:16:41.071043,"(6.0, 14.5, 10.2)","(12.0, 40.0, 19.7)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 51.5)"
14-12-2022 13:16:42.137765,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 10.738888888888889)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:43.265869,"(6.0, 14.5, 11.633333333333333)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 10.738888888888889)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:44.365640,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 10.738888888888889)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:45.438895,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 10.738888888888889)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:46.459848,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 9.086956521739129)","(7.5, 13.5, 10.738888888888889)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:47.512889,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.6, 3.4329411764705884)","(6.0, 12.0, 7.214285714285714)","(7.5, 13.5, 11.044444444444444)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:48.581240,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.7, 3.5211764705882356)","(6.0, 12.0, 8.15)","(7.5, 14.0, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:49.599125,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.15)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:50.677800,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.15)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:51.711531,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.15)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:52.752190,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.15)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:53.746856,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.15)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:54.770821,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.15)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:55.862277,"(6.0, 14.5, 10.2)","(12.0, 40.0, 24.384615384615387)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.15)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:57.008524,"(6.0, 14.5, 10.2)","(12.0, 40.0, 32.75)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.15)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:58.176703,"(6.0, 14.5, 10.2)","(12.0, 40.0, 32.75)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:16:59.290932,"(6.0, 14.5, 10.2)","(12.0, 38.0, 25.727272727272727)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:00.368685,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:01.420345,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.5, 11.978571428571428)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:02.453472,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:03.537662,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:04.627520,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:05.850569,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:06.937345,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:08.007635,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:09.071289,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:10.217975,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:11.448993,"(6.0, 14.5, 10.2)","(12.0, 38.0, 23.461538461538463)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 54.07142857142857)"
14-12-2022 13:17:12.617649,"(6.0, 14.5, 10.2)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:13.846176,"(6.0, 14.5, 10.2)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 7.2)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:15.088652,"(6.0, 14.5, 12.35)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.45)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:16.219072,"(6.0, 14.5, 12.35)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:17.312921,"(6.0, 14.5, 8.833333333333334)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:18.495899,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:19.651985,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:20.852041,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:21.992232,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:23.241186,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:24.397486,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:25.566717,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:26.716807,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:27.915809,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:29.352280,"(6.0, 14.5, 11.1)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:30.675749,"(6.0, 14.5, 12.185714285714285)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:32.050000,"(6.0, 14.5, 12.61111111111111)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:33.322095,"(6.0, 14.5, 12.655555555555555)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:34.407653,"(6.0, 14.5, 12.185714285714285)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:35.686251,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:36.916543,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:38.324350,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:39.606327,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:40.838404,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:42.120696,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:43.380375,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:44.506204,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:45.623267,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:46.691583,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:47.771813,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:48.785088,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:49.956255,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:51.084427,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:52.295182,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:53.466582,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:54.737002,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:55.989538,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:57.301108,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:58.643880,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 10.433333333333334)","(3.9, 7.2, 5.475)","(20.0, 60.0, 49.875)"
14-12-2022 13:17:59.788661,"(6.0, 14.5, 12.071428571428571)","(12.0, 38.0, 31.25)","(2.25, 3.7, 3.5211764705882356)","(6.0, 11.0, 8.72)","(7.5, 13.0, 11.24)","(3.9, 7.2, 5.475)","(20.0, 60.0, 53.166666666666664)"
