,Rons Brother,Spring Aggie,Chance,Spring Rock,Reggies Brother,Spring Maple
16-12-2022 15:34:06.144149,"(3.9, 5.1, 5.0025)","(8.5, 12.0, 11.878205128205128)","(4.0, 4.9, 4.883333333333334)","(6.0, 6.6, 6.495238095238095)","(7.5, 10.5, 10.283018867924529)","(3.5, 3.85, 3.772463768115942)"
16-12-2022 15:34:07.027271,"(3.9, 5.1, 5.0025)","(8.5, 12.0, 11.888157894736842)","(4.0, 4.9, 4.883333333333334)","(6.0, 6.6, 6.495238095238095)","(7.5, 10.5, 10.337078651685394)","(3.5, 3.8, 3.7588461538461537)"
16-12-2022 15:34:07.895447,"(3.9, 5.1, 5.003448275862069)","(8.5, 12.0, 11.701492537313433)","(4.0, 5.0, 4.881967213114754)","(6.0, 6.6, 6.495238095238095)","(7.5, 10.5, 10.337078651685394)","(3.5, 3.8, 3.7175000000000002)"
16-12-2022 15:34:08.750699,"(3.9, 5.1, 5.0125)","(8.5, 12.0, 11.701492537313433)","(4.0, 5.0, 4.9234042553191495)","(6.0, 6.6, 6.494339622641509)","(7.5, 10.5, 10.276315789473685)","(3.5, 3.8, 3.744565217391304)"
16-12-2022 15:34:09.575251,"(3.9, 5.0, 4.928571428571429)","(8.5, 12.0, 11.705882352941176)","(4.0, 5.0, 4.953125)","(6.0, 6.6, 6.428947368421053)","(7.5, 10.5, 10.285714285714286)","(3.5, 3.75, 3.744565217391304)"
16-12-2022 15:34:10.408572,"(3.9, 4.9, 4.897368421052632)","(8.5, 12.0, 11.709923664122137)","(4.0, 5.0, 4.955555555555556)","(6.0, 6.6, 6.425714285714286)","(7.5, 10.5, 10.30281690140845)","(3.5, 3.8, 3.756)"
16-12-2022 15:34:11.287421,"(4.0, 4.9, 4.879746835443038)","(8.5, 12.0, 11.723484848484848)","(4.2, 5.1, 4.971875)","(5.5, 6.6, 6.507335907335907)","(8.0, 10.5, 10.313432835820896)","(3.5, 3.8, 3.7603092783505154)"
16-12-2022 15:34:12.170453,"(4.0, 4.9, 4.8880952380952385)","(8.5, 11.5, 11.3)","(4.2, 5.1, 5.026530612244898)","(5.5, 6.6, 6.42608695652174)","(8.0, 10.5, 10.183333333333334)","(3.5, 3.8, 3.861904761904762)"
16-12-2022 15:34:13.039757,"(4.0, 4.9, 4.893750000000001)","(8.5, 11.0, 10.891666666666667)","(4.2, 5.1, 5.036842105263157)","(5.5, 6.6, 6.415384615384616)","(8.0, 11.0, 10.35593220338983)","(3.5, 3.9, 3.8722222222222222)"
16-12-2022 15:34:13.879489,"(4.0, 4.9, 4.808)","(8.5, 11.0, 10.887323943661972)","(4.2, 5.1, 5.0717948717948715)","(5.5, 6.6, 6.415384615384616)","(8.0, 11.0, 10.34351145038168)","(3.5, 3.9, 3.903125)"
16-12-2022 15:34:14.727718,"(4.0, 4.8, 4.777142857142857)","(8.5, 11.0, 10.887323943661972)","(4.2, 5.1, 5.065714285714286)","(5.5, 6.6, 6.416393442622951)","(8.0, 11.0, 10.34074074074074)","(3.5, 3.95, 3.9333333333333336)"
16-12-2022 15:34:15.602796,"(4.0, 4.9, 4.808)","(8.5, 11.0, 10.857142857142858)","(4.2, 5.0, 4.928571428571429)","(5.5, 6.6, 6.416393442622951)","(8.0, 11.0, 10.330708661417322)","(3.5, 3.95, 3.9442307692307694)"
16-12-2022 15:34:16.467484,"(4.0, 4.9, 4.811111111111112)","(8.5, 11.0, 10.85135135135135)","(4.2, 5.0, 4.928571428571429)","(5.5, 6.6, 6.416393442622951)","(8.0, 11.0, 10.330708661417322)","(3.5, 4.0, 3.933333333333333)"
16-12-2022 15:34:17.295906,"(4.0, 4.9, 4.811111111111112)","(8.5, 11.0, 10.85135135135135)","(4.2, 5.0, 4.871428571428571)","(5.5, 6.6, 6.463414634146342)","(8.0, 11.0, 10.320610687022901)","(3.5, 4.0, 3.933333333333333)"
16-12-2022 15:34:18.163302,"(4.0, 4.9, 4.811111111111112)","(8.5, 11.0, 10.887323943661972)","(4.2, 5.0, 4.875)","(5.5, 6.6, 6.463414634146342)","(8.0, 11.0, 10.320610687022901)","(3.5, 4.0, 3.94)"
16-12-2022 15:34:19.018596,"(4.0, 4.9, 4.811111111111112)","(8.5, 11.0, 10.88888888888889)","(4.2, 5.0, 4.875)","(5.5, 6.6, 6.463414634146342)","(8.0, 11.0, 10.320610687022901)","(3.5, 4.0, 3.94375)"
16-12-2022 15:34:19.889461,"(4.0, 4.9, 4.88421052631579)","(8.5, 11.0, 10.88888888888889)","(4.2, 5.0, 4.875)","(5.5, 6.6, 6.463414634146342)","(8.0, 11.0, 10.31304347826087)","(3.5, 4.0, 3.942307692307692)"
16-12-2022 15:34:20.720380,"(4.0, 4.9, 4.88421052631579)","(8.5, 11.0, 10.882352941176471)","(4.2, 5.0, 4.864406779661016)","(5.5, 6.6, 6.46046511627907)","(8.0, 11.0, 10.330508474576272)","(3.5, 4.0, 3.942307692307692)"
16-12-2022 15:34:21.545390,"(4.0, 5.0, 4.842105263157895)","(8.5, 11.0, 10.85135135135135)","(4.2, 5.0, 4.875)","(5.5, 6.6, 6.446341463414634)","(8.0, 11.0, 10.295454545454545)","(3.5, 4.0, 3.939285714285714)"
16-12-2022 15:34:22.421413,"(4.0, 5.0, 4.842105263157895)","(8.5, 11.0, 10.85135135135135)","(4.2, 5.0, 4.875)","(5.5, 6.6, 6.4147058823529415)","(8.0, 11.0, 10.295454545454545)","(3.5, 4.0, 3.9581081081081084)"
16-12-2022 15:34:23.272435,"(4.0, 5.0, 4.842105263157895)","(8.5, 11.0, 10.842105263157894)","(4.2, 5.0, 4.867605633802817)","(5.5, 6.6, 6.4147058823529415)","(8.0, 11.0, 10.280575539568346)","(3.5, 4.0, 3.9833333333333334)"
16-12-2022 15:34:24.159604,"(4.0, 5.1, 5.0473684210526315)","(8.5, 11.5, 11.254545454545454)","(4.2, 4.8, 4.774)","(5.5, 6.2, 6.063917525773196)","(8.0, 11.0, 10.833333333333334)","(3.5, 4.0, 3.960714285714286)"
16-12-2022 15:34:25.003693,"(4.0, 5.2, 5.109999999999999)","(8.5, 11.5, 11.055555555555555)","(4.2, 4.8, 4.739285714285714)","(5.5, 6.2, 6.059574468085106)","(8.0, 11.0, 10.86021505376344)","(3.5, 4.0, 3.957627118644068)"
16-12-2022 15:34:25.887570,"(4.0, 5.2, 5.126470588235294)","(8.5, 11.5, 11.119047619047619)","(4.2, 4.8, 4.75)","(5.5, 6.2, 6.056842105263158)","(8.0, 11.0, 10.86021505376344)","(3.5, 4.0, 3.955357142857143)"
16-12-2022 15:34:26.766481,"(4.0, 5.2, 5.126470588235294)","(8.5, 11.5, 11.135135135135135)","(4.2, 4.8, 4.744827586206896)","(5.5, 6.2, 6.053237410071943)","(8.0, 11.0, 10.868686868686869)","(3.5, 4.0, 3.875879396984925)"
16-12-2022 15:34:27.623796,"(4.0, 5.2, 5.1499999999999995)","(8.5, 11.5, 11.153846153846153)","(4.2, 4.9, 4.876315789473685)","(5.5, 6.2, 6.062798634812287)","(8.0, 11.0, 10.871287128712872)","(3.5, 3.85, 3.8125806451612902)"
16-12-2022 15:34:28.486074,"(4.0, 5.2, 5.155555555555556)","(8.5, 11.5, 11.157142857142857)","(4.2, 5.0, 4.940740740740741)","(5.5, 6.2, 6.058947368421053)","(8.0, 11.0, 10.86021505376344)","(3.5, 3.85, 3.8657894736842104)"
16-12-2022 15:34:29.307898,"(4.0, 5.3, 5.23)","(8.5, 11.5, 11.306451612903226)","(4.2, 5.0, 4.927450980392157)","(5.5, 5.9, 5.885365853658537)","(8.0, 11.0, 10.952702702702704)","(3.5, 3.9, 3.8657894736842104)"
16-12-2022 15:34:30.189032,"(4.0, 5.3, 5.215254237288136)","(8.5, 11.5, 11.292307692307693)","(4.2, 4.9, 4.845454545454546)","(5.5, 6.2, 6.058252427184466)","(8.0, 11.0, 10.952702702702704)","(3.5, 3.9, 3.871)"
16-12-2022 15:34:31.069238,"(4.0, 5.3, 5.203030303030303)","(8.5, 11.5, 11.292307692307693)","(4.2, 4.9, 4.85)","(5.5, 6.2, 6.058252427184466)","(8.0, 11.0, 10.946666666666667)","(3.4, 3.9, 3.871)"
16-12-2022 15:34:31.913264,"(4.0, 5.3, 5.215254237288136)","(8.5, 11.5, 11.292307692307693)","(4.2, 4.9, 4.85)","(5.5, 6.2, 6.064814814814815)","(8.0, 11.0, 10.946666666666667)","(3.4, 3.9, 3.875531914893617)"
16-12-2022 15:34:32.745334,"(4.0, 5.3, 5.247826086956522)","(8.5, 11.5, 11.292307692307693)","(4.2, 5.0, 4.8545454545454545)","(5.5, 6.2, 5.942352941176471)","(8.0, 11.0, 10.952702702702704)","(3.4, 3.9, 3.875531914893617)"
16-12-2022 15:34:33.584781,"(4.0, 5.3, 5.228301886792453)","(8.5, 11.5, 11.292307692307693)","(4.2, 5.0, 4.8545454545454545)","(5.5, 6.2, 5.921610169491526)","(8.0, 11.0, 10.952702702702704)","(3.4, 3.9, 3.8762886597938144)"
16-12-2022 15:34:34.441432,"(4.0, 5.3, 5.2318181818181815)","(8.5, 11.5, 11.111764705882353)","(4.2, 5.0, 4.851428571428571)","(5.5, 6.2, 5.921610169491526)","(8.0, 11.0, 10.992647058823529)","(3.4, 3.95, 3.9142045454545453)"
16-12-2022 15:34:35.327649,"(4.0, 5.3, 5.238775510204081)","(8.5, 11.0, 10.956140350877194)","(4.2, 5.0, 4.84390243902439)","(5.5, 6.2, 5.913100436681223)","(8.0, 11.0, 10.94078947368421)","(3.4, 3.95, 3.9395061728395064)"
16-12-2022 15:34:36.163157,"(4.0, 5.3, 5.238775510204081)","(8.5, 11.0, 10.933333333333334)","(4.2, 5.0, 4.84390243902439)","(5.5, 6.2, 5.932926829268293)","(8.0, 11.0, 10.94078947368421)","(3.4, 3.95, 3.9395061728395064)"
16-12-2022 15:34:37.044876,"(4.0, 5.3, 5.2318181818181815)","(8.5, 11.0, 10.987179487179487)","(4.2, 5.1, 4.859340659340659)","(5.5, 6.2, 5.9338912133891215)","(8.0, 11.5, 9806.913461538461)","(3.4, 3.95, 9998.5)"
16-12-2022 15:34:37.886811,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:38.715241,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:39.535060,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:40.368315,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:41.189974,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:42.010896,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:42.864881,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:43.696728,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:44.519758,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:45.364264,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:46.228955,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:47.047055,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
16-12-2022 15:34:47.895184,"(4.0, 99998, 9998.5)","(8.5, 99998, 9998.5)","(4.2, 99998, 9998.5)","(5.5, 99998, 9998.5)","(8.0, 99998, 9998.5)","(3.4, 99998, 9998.5)"
