,Rons Brother,Spring Aggie,Chance,Spring Rock,Reggies Brother,Spring Maple
16-12-2022 15:28:37.437405,"(5.0, 6.0, 5.3076923076923075)","(6.0, 14.5, 14.1)","(3.9, 4.5, 4.302439024390244)","(4.8, 7.2, 7.0)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:38.380598,"(5.0, 6.0, 5.3076923076923075)","(6.0, 14.0, 13.357142857142858)","(3.9, 4.5, 4.302439024390244)","(4.8, 7.2, 7.0)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:39.499355,"(5.0, 6.0, 5.3076923076923075)","(6.0, 14.0, 13.307692307692308)","(3.9, 4.5, 4.302439024390244)","(4.8, 7.2, 7.0)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:40.501210,"(5.0, 6.0, 5.3076923076923075)","(6.0, 14.0, 13.307692307692308)","(3.9, 4.5, 4.302439024390244)","(4.8, 7.2, 7.0)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:41.561403,"(5.0, 6.0, 5.3076923076923075)","(6.0, 14.0, 13.307692307692308)","(3.9, 4.5, 4.302439024390244)","(4.8, 7.2, 7.0)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:42.645600,"(5.0, 6.0, 5.46)","(6.0, 14.0, 13.307692307692308)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:43.616622,"(5.0, 6.0, 5.4937499999999995)","(6.0, 15.0, 13.846153846153847)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:44.625281,"(5.0, 6.0, 5.4937499999999995)","(6.0, 15.0, 13.846153846153847)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:45.672878,"(5.0, 6.0, 5.4937499999999995)","(6.0, 15.0, 13.928571428571429)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:46.774321,"(5.0, 6.0, 5.4937499999999995)","(6.0, 15.0, 13.928571428571429)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:47.891972,"(5.0, 6.0, 5.4937499999999995)","(6.0, 15.0, 13.409090909090908)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.800000000000001)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:48.963126,"(5.0, 6.0, 5.4937499999999995)","(6.0, 15.0, 13.409090909090908)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.800000000000001)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:50.027854,"(5.0, 6.0, 5.4937499999999995)","(6.0, 15.0, 13.409090909090908)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.800000000000001)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:51.167750,"(5.0, 6.0, 5.1899999999999995)","(6.0, 15.0, 13.409090909090908)","(4.0, 4.5, 4.302439024390244)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:52.209385,"(5.0, 6.0, 5.1899999999999995)","(6.0, 15.0, 13.409090909090908)","(4.0, 4.5, 4.369354838709677)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:53.151049,"(5.0, 6.0, 5.1899999999999995)","(6.0, 15.0, 13.409090909090908)","(4.0, 4.5, 4.369354838709677)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.16)"
16-12-2022 15:28:54.184723,"(5.0, 6.0, 5.1899999999999995)","(6.0, 15.0, 13.409090909090908)","(4.0, 4.5, 4.369354838709677)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:55.205050,"(5.0, 6.0, 5.1899999999999995)","(6.0, 14.5, 13.3)","(4.0, 4.5, 4.369354838709677)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:56.306381,"(5.0, 6.0, 5.1899999999999995)","(6.0, 14.5, 13.538461538461538)","(4.0, 4.5, 4.369354838709677)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:57.546356,"(5.0, 6.0, 5.1899999999999995)","(6.0, 14.5, 13.130434782608695)","(4.0, 4.5, 4.336363636363636)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:58.739052,"(5.0, 6.0, 5.1899999999999995)","(6.0, 14.0, 13.130434782608695)","(4.0, 4.5, 4.336363636363636)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:28:59.872939,"(5.0, 6.0, 5.1899999999999995)","(6.0, 14.0, 13.0)","(4.0, 4.5, 4.336363636363636)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.285714285714286)"
16-12-2022 15:29:00.952073,"(5.0, 5.9, 5.172727272727273)","(6.0, 14.0, 13.130434782608695)","(4.0, 4.5, 4.336363636363636)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.858823529411764)","(3.4, 4.4, 4.315789473684211)"
16-12-2022 15:29:02.169397,"(5.0, 5.9, 5.13076923076923)","(6.0, 14.0, 12.928571428571429)","(4.0, 4.5, 4.3578947368421055)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.5200000000000005)","(3.4, 4.4, 4.315789473684211)"
16-12-2022 15:29:03.434094,"(5.0, 5.8, 5.158333333333333)","(6.0, 14.0, 12.625)","(3.9, 4.5, 4.428947368421053)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.640000000000001)","(3.4, 4.4, 4.384615384615385)"
16-12-2022 15:29:04.583180,"(5.0, 5.7, 4.9799999999999995)","(6.0, 13.5, 12.625)","(3.9, 4.5, 4.428947368421053)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.4, 4.384615384615385)"
16-12-2022 15:29:05.592389,"(5.0, 5.7, 5.146153846153846)","(6.0, 13.5, 12.625)","(3.9, 4.5, 4.428947368421053)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.4, 4.384615384615385)"
16-12-2022 15:29:06.580329,"(5.0, 5.6, 5.366666666666666)","(6.0, 13.5, 12.625)","(3.9, 4.5, 4.428947368421053)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.5636363636363635)","(3.4, 4.4, 4.384615384615385)"
16-12-2022 15:29:07.620281,"(5.0, 5.6, 5.225)","(6.0, 13.5, 12.625)","(3.9, 4.5, 4.4282051282051285)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.7)","(3.4, 4.4, 4.385714285714286)"
16-12-2022 15:29:08.723178,"(5.0, 5.6, 5.212903225806452)","(6.0, 13.5, 12.625)","(3.9, 4.5, 4.406666666666667)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.68)","(3.4, 4.4, 4.391666666666667)"
16-12-2022 15:29:09.871115,"(5.0, 5.6, 5.035294117647059)","(6.0, 13.0, 12.476190476190476)","(3.9, 4.5, 4.34)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.4, 4.391666666666667)"
16-12-2022 15:29:10.976653,"(5.0, 5.6, 5.094736842105263)","(6.0, 13.0, 12.476190476190476)","(3.9, 4.5, 4.3133333333333335)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.4, 4.391666666666667)"
16-12-2022 15:29:12.022974,"(5.0, 5.6, 5.054545454545455)","(6.0, 13.0, 12.476190476190476)","(3.9, 4.5, 4.3133333333333335)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.4, 4.533333333333333)"
16-12-2022 15:29:13.256734,"(5.0, 5.6, 5.054545454545455)","(6.0, 13.0, 12.625)","(3.9, 4.5, 4.404166666666667)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.5636363636363635)","(3.4, 4.6, 4.5)"
16-12-2022 15:29:14.705089,"(5.0, 5.6, 5.033333333333333)","(6.0, 13.0, 12.625)","(3.9, 4.5, 4.404166666666667)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.5473684210526315)"
16-12-2022 15:29:15.972504,"(5.0, 5.5, 5.0636363636363635)","(6.0, 12.5, 12.210526315789474)","(3.9, 4.5, 4.404166666666667)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.5473684210526315)"
16-12-2022 15:29:17.170566,"(5.0, 5.4, 5.16)","(6.0, 12.5, 12.210526315789474)","(3.9, 4.5, 4.404166666666667)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.570588235294117)"
16-12-2022 15:29:18.294920,"(5.0, 5.4, 5.112820512820513)","(6.0, 12.5, 12.210526315789474)","(3.9, 4.5, 4.404347826086957)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.570588235294117)"
16-12-2022 15:29:19.402972,"(5.0, 5.4, 4.933333333333334)","(6.0, 12.5, 12.444444444444445)","(3.9, 4.4, 4.328571428571428)","(4.8, 7.2, 7.0285714285714285)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.574999999999999)"
16-12-2022 15:29:20.512902,"(5.0, 5.4, 4.866666666666667)","(6.0, 13.0, 12.142857142857142)","(3.9, 4.5, 4.39375)","(4.8, 7.2, 7.0769230769230775)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.586206896551724)"
16-12-2022 15:29:21.549147,"(5.0, 5.4, 4.91304347826087)","(6.0, 13.0, 11.76923076923077)","(3.9, 4.5, 4.39375)","(4.8, 7.2, 7.0769230769230775)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.586206896551724)"
16-12-2022 15:29:22.700105,"(5.0, 5.4, 5.0)","(6.0, 13.0, 11.545454545454545)","(3.9, 4.5, 4.39375)","(4.8, 7.2, 7.0769230769230775)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.586206896551724)"
16-12-2022 15:29:23.836963,"(5.0, 5.4, 4.8352941176470585)","(6.0, 13.0, 12.0)","(3.9, 4.5, 4.378947368421053)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.5718749999999995)"
16-12-2022 15:29:24.961230,"(5.0, 5.4, 5.070588235294118)","(6.0, 13.0, 12.23076923076923)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.565384615384615)"
16-12-2022 15:29:26.148763,"(5.0, 5.4, 5.1395348837209305)","(6.0, 13.0, 12.0)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.565384615384615)"
16-12-2022 15:29:27.287302,"(5.0, 5.4, 5.1395348837209305)","(6.0, 13.0, 12.0)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.565384615384615)"
16-12-2022 15:29:28.484956,"(5.0, 5.4, 5.1395348837209305)","(6.0, 13.0, 12.0)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.565384615384615)"
16-12-2022 15:29:29.691452,"(5.0, 5.4, 5.1395348837209305)","(6.0, 13.0, 12.0)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.555)"
16-12-2022 15:29:30.928144,"(5.0, 5.4, 5.1395348837209305)","(6.0, 13.0, 12.0)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.4, 4.6, 4.555)"
16-12-2022 15:29:32.581313,"(4.6, 5.3, 5.1049999999999995)","(6.5, 13.0, 11.666666666666666)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:34.661456,"(4.6, 5.2, 4.823529411764706)","(6.5, 13.5, 12.59090909090909)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.7272727272727275)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:35.930632,"(4.6, 5.2, 4.823529411764706)","(6.5, 13.5, 13.0625)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:37.113882,"(4.6, 5.2, 4.823529411764706)","(6.5, 14.0, 13.0625)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:38.319409,"(4.6, 5.1, 4.9399999999999995)","(6.5, 14.0, 12.363636363636363)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:39.556639,"(4.6, 5.1, 4.8428571428571425)","(6.5, 14.0, 12.714285714285714)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:40.900963,"(4.6, 5.1, 4.9)","(6.5, 14.0, 12.714285714285714)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:43.098031,"(4.6, 5.1, 4.966666666666667)","(6.5, 14.0, 13.052631578947368)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:44.265348,"(4.6, 5.1, 4.966666666666667)","(6.5, 14.0, 13.052631578947368)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.76)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:45.403047,"(4.6, 5.0, 4.807142857142857)","(6.5, 14.0, 13.052631578947368)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:46.573799,"(4.6, 5.0, 4.807142857142857)","(6.5, 14.0, 13.052631578947368)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:47.792050,"(4.6, 5.0, 4.9)","(6.5, 14.0, 13.052631578947368)","(3.9, 4.5, 4.308333333333334)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:48.955220,"(4.6, 5.0, 4.825)","(6.5, 14.0, 13.052631578947368)","(3.9, 4.5, 4.397777777777778)","(4.8, 7.2, 6.888888888888889)","(6.5, 8.0, 7.714285714285714)","(3.5, 4.6, 4.555)"
16-12-2022 15:29:50.171962,"(5.0, 4.9, 4.805263157894737)","(6.5, 14.0, 13.052631578947368)","(3.9, 4.5, 4.406122448979592)","(4.8, 7.2, 6.523076923076923)","(6.5, 8.0, 7.557894736842106)","(3.5, 4.6, 4.535714285714286)"
16-12-2022 15:29:51.341639,"(5.0, 5.0, 4.826315789473684)","(6.5, 14.0, 12.8)","(3.9, 4.5, 4.406122448979592)","(4.8, 7.2, 6.711111111111111)","(6.5, 8.0, 7.65)","(3.5, 4.6, 4.552631578947368)"
16-12-2022 15:29:52.478018,"(5.0, 5.0, 4.841176470588235)","(6.5, 14.0, 12.8)","(3.9, 4.5, 4.406122448979592)","(4.8, 7.2, 6.711111111111111)","(6.5, 8.0, 7.65)","(3.5, 4.6, 4.552631578947368)"
16-12-2022 15:29:53.612900,"(5.0, 5.0, 4.8090909090909095)","(6.5, 14.0, 12.8)","(3.9, 4.5, 4.406122448979592)","(4.8, 7.2, 6.5600000000000005)","(6.5, 8.0, 7.6000000000000005)","(3.5, 4.6, 4.535714285714286)"
16-12-2022 15:29:54.733681,"(5.0, 5.0, 4.8090909090909095)","(6.5, 14.0, 12.8)","(3.9, 4.5, 4.406122448979592)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.65)","(3.5, 4.6, 4.552631578947368)"
16-12-2022 15:29:56.161794,"(5.0, 5.0, 4.8090909090909095)","(6.5, 14.0, 12.8)","(3.9, 4.5, 4.406122448979592)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.65)","(3.5, 4.6, 4.552631578947368)"
16-12-2022 15:29:57.297961,"(5.0, 5.0, 4.8090909090909095)","(6.5, 14.0, 12.8)","(3.9, 4.5, 4.406122448979592)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.557894736842106)","(3.5, 4.6, 4.535714285714286)"
16-12-2022 15:29:58.473534,"(5.0, 5.0, 4.930769230769231)","(6.5, 14.0, 12.8)","(3.9, 4.5, 4.383870967741935)","(4.8, 7.2, 6.989473684210527)","(6.5, 8.0, 7.6000000000000005)","(3.5, 4.6, 4.473684210526316)"
16-12-2022 15:30:00.226704,"(5.0, 5.0, 4.733333333333333)","(6.5, 14.0, 13.25)","(3.9, 4.4, 4.383870967741935)","(4.8, 7.2, 6.989473684210527)","(6.5, 8.0, 7.6000000000000005)","(3.5, 4.5, 4.473684210526316)"
16-12-2022 15:30:02.086423,"(5.0, 5.0, 4.733333333333333)","(6.5, 14.0, 13.55)","(3.9, 4.5, 4.43448275862069)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.557894736842106)","(3.5, 4.5, 4.475)"
16-12-2022 15:30:03.344587,"(5.0, 5.0, 4.733333333333333)","(6.5, 14.0, 13.55)","(3.9, 4.5, 4.647826086956522)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.44)","(3.5, 4.5, 4.566666666666666)"
16-12-2022 15:30:04.474274,"(5.0, 5.0, 4.733333333333333)","(6.5, 14.0, 13.55)","(3.9, 4.7, 4.647826086956522)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.253333333333334)","(3.5, 4.6, 4.538461538461538)"
16-12-2022 15:30:05.677406,"(5.0, 5.0, 4.786666666666666)","(6.5, 13.5, 12.9)","(3.9, 4.7, 4.647826086956522)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.253333333333334)","(3.5, 4.6, 4.538461538461538)"
16-12-2022 15:30:06.865575,"(5.0, 5.0, 4.9)","(6.5, 13.5, 12.75)","(3.9, 4.7, 4.647826086956522)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.253333333333334)","(3.5, 4.6, 4.538461538461538)"
16-12-2022 15:30:08.058501,"(5.0, 5.0, 4.811764705882353)","(6.5, 13.5, 13.285714285714286)","(3.9, 4.7, 4.647826086956522)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.253333333333334)","(3.5, 4.6, 4.571428571428571)"
16-12-2022 15:30:09.214526,"(5.0, 5.0, 4.811764705882353)","(6.5, 13.5, 13.333333333333334)","(3.9, 4.7, 4.640000000000001)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.253333333333334)","(3.5, 4.6, 4.571428571428571)"
16-12-2022 15:30:10.396740,"(5.0, 5.0, 4.9)","(6.5, 13.5, 13.333333333333334)","(3.9, 4.7, 4.640000000000001)","(4.8, 7.2, 6.933333333333334)","(6.5, 8.0, 7.253333333333334)","(3.5, 4.6, 4.58)"
16-12-2022 15:30:11.641917,"(5.0, 5.0, 4.811764705882353)","(6.5, 13.5, 12.914285714285715)","(3.9, 4.7, 4.690909090909091)","(4.8, 7.2, 7.177777777777778)","(6.5, 8.0, 7.699999999999999)","(3.5, 4.6, 4.238888888888889)"
16-12-2022 15:30:12.789873,"(5.0, 5.3, 5.199999999999999)","(6.5, 11.0, 9.447761194029852)","(3.9, 5.0, 4.751219512195122)","(4.8, 7.8, 7.036363636363636)","(6.5, 8.2, 8.033333333333333)","(3.5, 4.6, 4.184615384615385)"
16-12-2022 15:30:13.968045,"(5.0, 5.2, 4.964705882352941)","(6.5, 11.0, 10.130434782608695)","(3.9, 5.0, 4.722222222222222)","(4.8, 7.8, 6.963636363636363)","(6.5, 8.2, 7.8307692307692305)","(3.5, 4.6, 4.311764705882353)"
16-12-2022 15:30:15.189710,"(5.0, 5.2, 4.906666666666666)","(6.5, 11.0, 10.944444444444445)","(3.9, 4.9, 4.763636363636364)","(4.8, 7.6, 7.258823529411765)","(6.5, 8.2, 7.933333333333333)","(3.5, 4.5, 4.3125)"
16-12-2022 15:30:16.378413,"(5.0, 5.2, 4.98)","(6.5, 11.5, 10.75)","(3.9, 4.8, 4.821052631578947)","(4.8, 7.4, 7.04)","(6.5, 8.2, 7.933333333333334)","(3.5, 4.4, 4.2821428571428575)"
16-12-2022 15:30:18.989100,"(5.0, 5.2, 4.98)","(6.5, 11.0, 10.714285714285714)","(3.9, 4.9, 4.821052631578947)","(4.8, 7.4, 7.16)","(6.5, 8.0, 8.15)","(3.5, 4.4, 4.302941176470588)"
16-12-2022 15:30:20.096511,"(5.0, 5.2, 4.98)","(6.5, 12.5, 11.09375)","(3.9, 4.9, 4.821052631578947)","(4.8, 7.4, 7.28)","(6.5, 8.4, 8.276923076923076)","(3.5, 4.4, 4.15)"
16-12-2022 15:30:21.230163,"(5.0, 5.2, 5.035)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.821052631578947)","(4.8, 7.4, 7.28)","(6.5, 9.2, 8.097297297297297)","(3.5, 4.4, 4.15)"
16-12-2022 15:30:22.393484,"(5.0, 5.2, 5.035)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.28)","(6.5, 9.2, 8.10909090909091)","(3.5, 4.4, 4.15)"
16-12-2022 15:30:23.546669,"(4.6, 5.2, 5.035)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.28)","(6.5, 9.2, 8.204255319148936)","(3.5, 4.4, 4.114285714285715)"
16-12-2022 15:30:24.699567,"(4.6, 5.2, 4.98)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.266666666666667)","(6.5, 9.2, 8.45)","(3.5, 4.4, 4.114285714285714)"
16-12-2022 15:30:25.909359,"(4.6, 5.2, 4.98)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.333333333333334)","(6.5, 8.6, 8.45)","(3.5, 4.4, 4.1125)"
16-12-2022 15:30:27.047406,"(4.6, 5.2, 4.98)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.333333333333334)","(6.5, 8.6, 8.533333333333333)","(3.5, 4.4, 4.1125)"
16-12-2022 15:30:28.252569,"(4.6, 5.2, 4.98)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.333333333333334)","(6.5, 8.6, 8.45)","(3.5, 4.4, 4.1125)"
16-12-2022 15:30:30.257141,"(4.6, 5.2, 4.98)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.333333333333334)","(6.5, 8.6, 8.115384615384615)","(3.5, 4.4, 4.201724137931034)"
16-12-2022 15:30:31.558896,"(4.6, 5.2, 5.0)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 9.0, 8.24)","(3.5, 4.4, 4.0765625000000005)"
16-12-2022 15:30:32.739499,"(4.6, 5.2, 5.0)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.8, 8.4)","(3.5, 4.4, 4.144444444444444)"
16-12-2022 15:30:33.890970,"(4.6, 5.2, 5.04)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.8, 8.164102564102564)","(3.5, 4.3, 4.1875)"
16-12-2022 15:30:35.376138,"(4.6, 5.2, 5.0)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.8, 8.07741935483871)","(3.5, 4.3, 4.136363636363636)"
16-12-2022 15:30:37.127761,"(4.6, 5.2, 5.0)","(6.5, 12.0, 11.25)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.8, 8.07741935483871)","(3.5, 4.3, 4.136363636363636)"
16-12-2022 15:30:38.266541,"(4.8, 5.2, 5.0)","(6.5, 12.0, 11.2)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.8, 8.163636363636364)","(3.5, 4.3, 4.15)"
16-12-2022 15:30:39.412820,"(4.8, 5.2, 5.0)","(6.5, 12.0, 11.2)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.6, 8.128571428571428)","(3.5, 4.3, 4.070588235294117)"
16-12-2022 15:30:40.547375,"(4.8, 5.2, 5.04)","(6.5, 12.0, 11.2)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.6, 8.1)","(3.5, 4.3, 4.066666666666666)"
16-12-2022 15:30:41.699583,"(4.8, 5.2, 5.04)","(6.5, 12.0, 11.2)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.6, 8.208695652173914)","(3.5, 4.3, 4.119047619047619)"
16-12-2022 15:30:42.867453,"(4.8, 5.2, 5.04)","(6.5, 12.0, 11.2)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.342857142857143)","(6.5, 8.6, 8.208695652173914)","(3.5, 4.3, 4.119047619047619)"
16-12-2022 15:30:44.073796,"(4.8, 5.2, 5.090909090909091)","(6.5, 12.0, 11.2)","(3.9, 4.9, 4.8375)","(4.8, 7.4, 7.288)","(6.5, 8.6, 8.1)","(3.5, 4.3, 4.153846153846153)"
