,Mr Kennedy,Super Freds,Blue Canasta,Headstart,Separatist,Maudeville,All I Care About,First Class Molley,Light Press
07-01-2023 13:11:39.506590,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.483333333333333)","(7.0, 11.0, 9.933333333333334)"
07-01-2023 13:11:40.651402,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.483333333333333)","(7.0, 11.0, 9.933333333333334)"
07-01-2023 13:11:41.785060,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.483333333333333)","(7.0, 11.0, 9.933333333333334)"
07-01-2023 13:11:42.918596,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.15, 2.8588235294117648)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.483333333333333)","(7.0, 11.0, 9.933333333333334)"
07-01-2023 13:11:44.020916,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.15, 2.8588235294117648)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.483333333333333)","(7.0, 11.0, 9.933333333333334)"
07-01-2023 13:11:45.095554,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.15, 2.8588235294117648)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.483333333333333)","(7.0, 11.0, 9.933333333333334)"
07-01-2023 13:11:46.208369,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.375)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.5875)","(7.0, 9.0, 8.28)"
07-01-2023 13:11:47.293681,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.375)","(2.6, 3.1, 2.9755555555555557)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.483333333333333)","(7.0, 9.0, 10.873333333333333)"
07-01-2023 13:11:48.380682,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.9, 5.6)","(7.0, 11.0, 10.873333333333333)"
07-01-2023 13:11:49.448645,"(6.0, 8.8, 8.05)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.0, 9.7)"
07-01-2023 13:11:50.535256,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.166666666666668)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 12.0, 9.94)"
07-01-2023 13:11:51.668936,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.5, 10.757142857142856)"
07-01-2023 13:11:52.786840,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.8588235294117648)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.5, 10.757142857142856)"
07-01-2023 13:11:53.872840,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.15, 2.8588235294117648)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.5, 10.757142857142856)"
07-01-2023 13:11:55.005613,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.15, 2.8588235294117648)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.5, 10.757142857142856)"
07-01-2023 13:11:56.124580,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.15, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.5, 9.08)"
07-01-2023 13:11:57.288391,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.0, 8.963636363636363)"
07-01-2023 13:11:58.469788,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.0, 8.963636363636363)"
07-01-2023 13:11:59.603303,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.0, 8.963636363636363)"
07-01-2023 13:12:00.673458,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.0, 8.866666666666667)"
07-01-2023 13:12:01.759874,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.4)","(7.0, 11.0, 8.866666666666667)"
07-01-2023 13:12:02.846381,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.109090909090909)","(13.0, 28.0, 24.5)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.7)","(7.0, 11.0, 8.866666666666667)"
07-01-2023 13:12:03.917498,"(6.0, 8.8, 8.2)","(5.0, 8.2, 7.311111111111111)","(13.0, 28.0, 23.333333333333332)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.913333333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.7)","(7.0, 11.0, 9.293333333333333)"
07-01-2023 13:12:04.939915,"(6.0, 8.8, 8.2)","(5.0, 8.2, 7.311111111111111)","(13.0, 28.0, 23.333333333333332)","(18.0, 24.0, 23.0)","(2.6, 3.1, 2.8966666666666665)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.735714285714286)","(7.0, 11.0, 9.293333333333333)"
07-01-2023 13:12:05.994171,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.2, 7.311111111111111)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.05, 3.0116666666666667)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.0, 9.293333333333333)"
07-01-2023 13:12:07.132883,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.2, 7.311111111111111)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.05, 3.0116666666666667)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.0, 8.2)"
07-01-2023 13:12:08.212644,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.2, 7.311111111111111)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.23076923076923)","(2.6, 3.05, 3.0116666666666667)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 9.0, 8.2)"
07-01-2023 13:12:09.298343,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.2, 7.311111111111111)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.05, 3.0116666666666667)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 9.0, 11.017241379310345)"
07-01-2023 13:12:10.431839,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.2, 7.311111111111111)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.05, 3.0116666666666667)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 11.017241379310345)"
07-01-2023 13:12:11.580443,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.2, 7.311111111111111)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.05, 3.210909090909091)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 11.017241379310345)"
07-01-2023 13:12:12.696848,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.2, 7.755555555555555)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.25, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 9.444444444444445)"
07-01-2023 13:12:13.846167,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.0, 9.444444444444445)"
07-01-2023 13:12:14.930833,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.0, 9.444444444444445)"
07-01-2023 13:12:16.017011,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.25, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.0, 11.333333333333334)"
07-01-2023 13:12:17.102378,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 12.0, 10.916666666666666)"
07-01-2023 13:12:18.266861,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 10.916666666666666)"
07-01-2023 13:12:19.374422,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 10.916666666666666)"
07-01-2023 13:12:20.486520,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.0, 9.32)"
07-01-2023 13:12:21.666088,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.0, 10.625)"
07-01-2023 13:12:22.799440,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 12.0, 9.121428571428572)"
07-01-2023 13:12:23.932845,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 9.076923076923077)"
07-01-2023 13:12:25.066307,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 9.076923076923077)"
07-01-2023 13:12:26.198533,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 8.823529411764707)"
07-01-2023 13:12:27.331016,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 8.976470588235294)"
07-01-2023 13:12:28.495865,"(6.0, 8.8, 8.457142857142857)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 23.0)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 11.5, 8.6)"
07-01-2023 13:12:29.644155,"(6.0, 8.0, 7.806779661016949)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 9.4, 8.6)"
07-01-2023 13:12:30.761731,"(6.0, 10.0, 8.742857142857144)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 9.4, 8.6)"
07-01-2023 13:12:31.815285,"(6.0, 10.0, 9.536842105263158)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 9.4, 8.642105263157895)"
07-01-2023 13:12:32.916553,"(6.0, 10.0, 9.536842105263158)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.622222222222222)","(7.0, 9.4, 10.826666666666666)"
07-01-2023 13:12:34.018373,"(6.0, 9.8, 9.22857142857143)","(5.0, 8.2, 7.324999999999999)","(13.0, 28.0, 24.88888888888889)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.8, 5.318181818181818)","(7.0, 12.0, 10.46)"
07-01-2023 13:12:35.120539,"(6.0, 9.8, 9.22857142857143)","(5.0, 8.2, 7.324999999999999)","(13.0, 28.0, 24.0)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.1654545454545455)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.318181818181818)","(7.0, 11.5, 9.4)"
07-01-2023 13:12:36.284775,"(6.0, 9.8, 9.22857142857143)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.0)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.1819047619047622)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.318181818181818)","(7.0, 11.0, 9.222222222222221)"
07-01-2023 13:12:37.402602,"(6.0, 9.8, 8.200000000000001)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.0)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.05)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.318181818181818)","(7.0, 11.0, 9.222222222222221)"
07-01-2023 13:12:38.615418,"(6.0, 9.8, 8.9)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.0)","(18.0, 24.0, 21.75)","(2.6, 3.2, 3.020833333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.318181818181818)","(7.0, 11.0, 9.222222222222221)"
07-01-2023 13:12:39.708446,"(6.0, 9.6, 8.5)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.0)","(18.0, 24.0, 21.75)","(2.6, 3.15, 3.020833333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 11.0, 9.15)"
07-01-2023 13:12:40.880630,"(6.0, 9.6, 8.17142857142857)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.0)","(18.0, 24.0, 21.75)","(2.6, 3.15, 3.020833333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 10.5, 9.726666666666667)"
07-01-2023 13:12:42.013112,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.0)","(18.0, 24.0, 21.75)","(2.6, 3.15, 3.020833333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 10.5, 9.63076923076923)"
07-01-2023 13:12:43.164265,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 24.0, 21.75)","(2.6, 3.15, 3.020833333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 10.0, 9.485714285714286)"
07-01-2023 13:12:44.231481,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 24.0, 21.75)","(2.6, 3.15, 3.020833333333333)","(71.0, 220.0, 120.0)","(26.0, 120.0, 74.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 10.0, 9.485714285714286)"
07-01-2023 13:12:45.332041,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 24.0, 21.25)","(2.6, 3.15, 3.020833333333333)","(71.0, 220.0, 116.66666666666666)","(26.0, 120.0, 69.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 10.0, 9.461538461538462)"
07-01-2023 13:12:46.418116,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.020833333333333)","(71.0, 210.0, 116.66666666666666)","(26.0, 110.0, 69.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.461538461538462)"
07-01-2023 13:12:47.471921,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.020833333333333)","(71.0, 210.0, 116.66666666666666)","(26.0, 110.0, 69.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.461538461538462)"
07-01-2023 13:12:48.620696,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 210.0, 113.33333333333334)","(26.0, 110.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.133333333333333)"
07-01-2023 13:12:49.739479,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.133333333333333)"
07-01-2023 13:12:50.871127,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.133333333333333)"
07-01-2023 13:12:52.035454,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.133333333333333)"
07-01-2023 13:12:53.231254,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.133333333333333)"
07-01-2023 13:12:54.395147,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.461538461538462)"
07-01-2023 13:12:55.528916,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.541176470588237)"
07-01-2023 13:12:56.958025,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.314285714285714)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.541176470588237)"
07-01-2023 13:12:58.231982,"(6.0, 8.8, 7.771428571428571)","(5.0, 8.0, 7.569230769230769)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.25)","(2.6, 3.15, 3.0466666666666664)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.291666666666667)","(7.0, 9.8, 9.133333333333333)"
07-01-2023 13:12:59.599782,"(6.0, 8.8, 8.2)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.5)","(2.6, 3.15, 3.108108108108108)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.410714285714286)","(7.0, 9.8, 8.9)"
07-01-2023 13:13:00.683782,"(6.0, 8.6, 8.1)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.666666666666668)","(18.0, 23.0, 21.5)","(2.6, 3.15, 3.108108108108108)","(71.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.410714285714286)","(7.0, 9.8, 8.9)"
07-01-2023 13:13:01.879295,"(6.0, 8.4, 7.828571428571428)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.666666666666668)","(19.0, 23.0, 21.5)","(2.6, 3.15, 3.108108108108108)","(81.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.410714285714286)","(7.0, 9.8, 8.9)"
07-01-2023 13:13:03.013891,"(6.0, 8.4, 7.828571428571428)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.666666666666668)","(19.0, 23.0, 21.25)","(2.6, 3.15, 3.108108108108108)","(81.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.410714285714286)","(7.0, 9.8, 8.9)"
07-01-2023 13:13:04.173305,"(6.0, 8.4, 7.828571428571428)","(5.0, 8.0, 7.2)","(13.0, 28.0, 24.666666666666668)","(19.0, 23.0, 21.25)","(2.6, 3.15, 3.108108108108108)","(81.0, 200.0, 113.33333333333334)","(26.0, 100.0, 64.5)","(4.4, 5.5, 5.410714285714286)","(7.0, 9.8, 8.9)"
