,Water Into Wine,Fire Glo Too,Young Hostess,Thats Incranibull,Max Mercury,Hard Squeeze,Maid Of Iron,Dodgy One,Peppino
11-01-2023 16:18:18.817100,"(21.0, 28.0, 25.818181818181817)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.28)","(4.0, 4.8, 4.719512195121951)","(3.3, 3.75, 3.730964467005076)","(7.0, 7.8, 7.707456140350877)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 94.44444444444444)"
11-01-2023 16:18:20.101999,"(21.0, 28.0, 25.818181818181817)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.28)","(4.0, 4.8, 4.717021276595744)","(3.3, 3.75, 3.730964467005076)","(7.0, 7.8, 7.707456140350877)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 94.44444444444444)"
11-01-2023 16:18:21.415823,"(21.0, 28.0, 25.818181818181817)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.28)","(4.0, 4.8, 4.717021276595744)","(3.3, 3.75, 3.730964467005076)","(7.0, 7.8, 7.707456140350877)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 94.44444444444444)"
11-01-2023 16:18:22.687147,"(21.0, 28.0, 25.818181818181817)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.28)","(4.0, 4.8, 4.717021276595744)","(3.3, 3.75, 3.730964467005076)","(7.0, 7.8, 7.707456140350877)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 102.22222222222223)"
11-01-2023 16:18:23.983548,"(21.0, 28.0, 25.818181818181817)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.28)","(4.0, 4.8, 4.717021276595744)","(3.3, 3.75, 3.730964467005076)","(7.0, 7.8, 7.707456140350877)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 102.22222222222223)"
11-01-2023 16:18:25.188244,"(21.0, 28.0, 26.0)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.4)","(4.0, 4.8, 4.709302325581396)","(3.3, 3.75, 3.730964467005076)","(7.0, 7.8, 7.705150214592274)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 102.22222222222223)"
11-01-2023 16:18:26.374036,"(21.0, 28.0, 26.0)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.4)","(4.2, 4.8, 4.707874015748032)","(3.3, 3.75, 3.730964467005076)","(7.0, 8.0, 7.840641711229947)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 102.22222222222223)"
11-01-2023 16:18:27.693998,"(21.0, 28.0, 26.0)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.13333333333333)","(4.2, 4.8, 4.707874015748032)","(3.3, 3.75, 3.730964467005076)","(7.0, 8.0, 7.840641711229947)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 102.22222222222223)"
11-01-2023 16:18:28.965067,"(21.0, 28.0, 25.818181818181817)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.13333333333333)","(4.2, 4.8, 4.707874015748032)","(3.3, 3.75, 3.7393548387096773)","(7.0, 8.0, 7.831638418079096)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 102.22222222222223)"
11-01-2023 16:18:30.298930,"(21.0, 28.0, 25.818181818181817)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.767676767676768)","(31.0, 42.0, 41.13333333333333)","(4.2, 4.8, 4.707874015748032)","(3.3, 3.75, 3.7393548387096773)","(7.0, 8.0, 7.831638418079096)","(13.0, 15.0, 14.743055555555555)","(51.0, 110.0, 102.22222222222223)"
11-01-2023 16:18:31.513856,"(21.0, 28.0, 26.11764705882353)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 15.787037037037036)","(31.0, 42.0, 41.30769230769231)","(4.2, 4.7, 4.546091644204852)","(3.3, 3.8, 3.75304114490161)","(7.0, 8.0, 7.8368)","(13.0, 15.0, 14.743055555555555)","(61.0, 110.0, 102.22222222222223)"
11-01-2023 16:18:32.794255,"(21.0, 27.0, 25.444444444444443)","(4.6, 5.3, 5.219607843137255)","(11.0, 16.0, 16.377551020408163)","(31.0, 42.0, 41.888888888888886)","(4.2, 4.6, 4.548979591836734)","(3.3, 3.8, 3.754741379310345)","(7.0, 8.0, 7.8668941979522184)","(13.0, 15.0, 14.75974025974026)","(61.0, 110.0, 99.33333333333333)"
11-01-2023 16:18:34.055097,"(21.0, 27.0, 25.666666666666668)","(4.6, 5.3, 5.22991452991453)","(11.0, 16.5, 16.377551020408163)","(31.0, 42.0, 41.888888888888886)","(4.2, 4.6, 4.545355191256831)","(3.3, 3.8, 3.754741379310345)","(7.0, 8.0, 7.85171102661597)","(13.0, 15.0, 14.75974025974026)","(61.0, 110.0, 99.33333333333333)"
11-01-2023 16:18:35.363365,"(21.0, 27.0, 25.666666666666668)","(4.6, 5.3, 5.22991452991453)","(11.0, 16.5, 16.4921875)","(31.0, 42.0, 41.90909090909091)","(4.2, 4.6, 4.539393939393939)","(3.3, 3.8, 3.7406382978723403)","(7.0, 8.0, 7.85171102661597)","(13.0, 15.0, 14.75974025974026)","(61.0, 110.0, 96.66666666666667)"
11-01-2023 16:18:36.554862,"(21.0, 27.0, 26.0625)","(4.6, 5.3, 5.242682926829269)","(11.0, 16.5, 16.4921875)","(31.0, 42.0, 41.90909090909091)","(4.2, 4.6, 4.550280898876404)","(3.3, 3.75, 3.7406382978723403)","(7.0, 8.0, 7.838174273858921)","(13.0, 15.0, 14.75974025974026)","(61.0, 110.0, 96.66666666666667)"
11-01-2023 16:18:37.773655,"(21.0, 27.0, 26.0625)","(4.6, 5.3, 5.2494623655913975)","(11.0, 16.5, 16.492424242424242)","(31.0, 42.0, 41.90909090909091)","(4.2, 4.6, 4.554347826086956)","(3.3, 3.75, 3.7398148148148147)","(7.0, 8.0, 7.8059701492537314)","(13.0, 15.0, 14.75974025974026)","(61.0, 110.0, 96.66666666666667)"
11-01-2023 16:18:39.058989,"(21.0, 27.0, 26.0625)","(4.6, 5.4, 5.3130434782608695)","(11.0, 16.5, 16.492424242424242)","(31.0, 42.0, 41.90909090909091)","(4.2, 4.6, 4.551803278688524)","(3.3, 3.75, 3.7398148148148147)","(7.0, 8.0, 7.854477611940299)","(13.0, 15.0, 15.027777777777779)","(61.0, 110.0, 96.66666666666667)"
11-01-2023 16:18:40.380774,"(21.0, 27.0, 26.0625)","(4.6, 5.4, 5.32)","(11.0, 16.5, 16.490909090909092)","(31.0, 42.0, 41.90909090909091)","(4.2, 4.6, 4.552427184466019)","(3.3, 3.75, 3.6709055876685937)","(7.0, 8.0, 7.833333333333333)","(13.0, 15.5, 15.113636363636363)","(61.0, 110.0, 98.75)"
11-01-2023 16:18:41.695929,"(21.0, 26.0, 25.684210526315788)","(4.6, 5.4, 5.391566265060241)","(11.0, 16.5, 16.491525423728813)","(31.0, 42.0, 41.90909090909091)","(4.2, 4.6, 4.551803278688524)","(3.3, 3.7, 3.6709055876685937)","(7.0, 8.0, 7.838174273858921)","(13.0, 15.5, 15.19767441860465)","(61.0, 110.0, 98.75)"
11-01-2023 16:18:43.110339,"(21.0, 27.0, 25.5)","(4.6, 5.4, 5.391566265060241)","(11.0, 17.0, 16.532467532467532)","(31.0, 46.0, 44.84615384615385)","(4.2, 4.6, 4.551803278688524)","(3.3, 3.7, 3.6706185567010308)","(7.0, 8.0, 7.859205776173285)","(13.0, 15.5, 15.044444444444444)","(61.0, 110.0, 98.75)"
11-01-2023 16:18:44.401320,"(21.0, 27.0, 25.11764705882353)","(4.6, 5.4, 5.354166666666667)","(11.0, 17.0, 16.532467532467532)","(31.0, 46.0, 44.666666666666664)","(4.2, 4.6, 4.551803278688524)","(3.3, 3.7, 3.6679054054054054)","(7.0, 8.0, 7.859205776173285)","(13.0, 15.5, 15.284210526315789)","(61.0, 110.0, 98.75)"
11-01-2023 16:18:45.598859,"(21.0, 27.0, 25.1)","(4.6, 5.4, 5.34406779661017)","(11.0, 17.0, 16.532894736842106)","(31.0, 46.0, 44.07142857142857)","(4.2, 4.6, 4.568249258160237)","(3.3, 3.7, 3.667945823927765)","(7.0, 8.0, 7.859205776173285)","(13.0, 15.5, 15.32258064516129)","(61.0, 110.0, 98.75)"
11-01-2023 16:18:46.961954,"(21.0, 27.0, 25.1)","(4.6, 5.4, 5.3830188679245285)","(11.0, 17.0, 16.532894736842106)","(31.0, 46.0, 43.75)","(4.2, 4.6, 4.568249258160237)","(3.3, 3.7, 3.667945823927765)","(7.0, 8.0, 7.859205776173285)","(13.0, 15.5, 15.32258064516129)","(61.0, 110.0, 98.75)"
11-01-2023 16:18:48.258520,"(21.0, 27.0, 25.1)","(4.6, 5.4, 5.3830188679245285)","(11.0, 17.0, 16.532894736842106)","(31.0, 46.0, 43.8)","(4.2, 4.6, 4.568249258160237)","(3.3, 3.7, 3.6658653846153846)","(7.0, 8.0, 7.859205776173285)","(13.0, 15.5, 15.16326530612245)","(61.0, 110.0, 98.75)"
11-01-2023 16:18:49.676929,"(21.0, 26.0, 24.77777777777778)","(4.6, 5.4, 5.397916666666667)","(11.0, 17.0, 16.532894736842106)","(31.0, 44.0, 43.8)","(4.2, 4.6, 4.577966101694915)","(3.3, 3.7, 3.6658653846153846)","(7.0, 8.0, 7.859205776173285)","(13.0, 15.5, 15.285714285714286)","(61.0, 110.0, 98.75)"
11-01-2023 16:18:50.953646,"(21.0, 26.0, 24.636363636363637)","(4.6, 5.4, 5.397916666666667)","(11.0, 17.0, 16.532894736842106)","(31.0, 44.0, 43.75)","(4.2, 4.6, 4.415789473684211)","(3.3, 3.7, 3.6425485961123107)","(7.0, 8.0, 7.859636363636364)","(13.0, 15.5, 15.709677419354838)","(61.0, 110.0, 99.0909090909091)"
11-01-2023 16:18:52.208589,"(21.0, 26.0, 25.066666666666666)","(4.6, 5.5, 5.42962962962963)","(11.0, 17.0, 16.527027027027028)","(31.0, 44.0, 43.5)","(4.2, 4.5, 4.422587486744433)","(3.3, 3.65, 3.6621134020618555)","(7.0, 8.0, 7.866896551724138)","(13.0, 16.0, 15.608695652173912)","(61.0, 110.0, 95.0)"
11-01-2023 16:18:53.605258,"(21.0, 26.0, 25.352941176470587)","(4.6, 5.5, 5.449557522123894)","(11.0, 17.0, 16.623655913978496)","(31.0, 46.0, 44.333333333333336)","(4.2, 4.5, 4.421505376344086)","(3.3, 3.7, 3.6659722222222224)","(7.0, 8.0, 7.859636363636364)","(13.0, 16.0, 15.735294117647058)","(61.0, 100.0, 97.5)"
11-01-2023 16:18:54.976589,"(21.0, 26.0, 25.352941176470587)","(4.6, 5.5, 5.449557522123894)","(11.0, 17.0, 16.63157894736842)","(31.0, 46.0, 43.666666666666664)","(4.2, 4.5, 4.420738327904452)","(3.3, 3.7, 3.6678294573643413)","(7.0, 8.0, 7.857950530035335)","(13.0, 16.0, 15.735294117647058)","(61.0, 100.0, 96.66666666666667)"
11-01-2023 16:18:56.415471,"(21.0, 26.0, 25.31578947368421)","(4.6, 5.5, 5.430487804878049)","(11.0, 17.0, 16.63157894736842)","(31.0, 44.0, 43.666666666666664)","(4.2, 4.5, 4.420738327904452)","(3.3, 3.7, 3.6678294573643413)","(7.0, 8.0, 7.857950530035335)","(13.0, 16.0, 15.543478260869565)","(61.0, 100.0, 96.25)"
11-01-2023 16:18:57.714569,"(21.0, 26.0, 25.31578947368421)","(4.6, 5.5, 5.368152866242038)","(12.0, 17.0, 16.63157894736842)","(31.0, 44.0, 43.76470588235294)","(4.2, 4.5, 4.420910075839654)","(3.3, 3.7, 3.667578125)","(7.0, 8.0, 7.857950530035335)","(13.0, 16.0, 15.855263157894736)","(61.0, 100.0, 95.0)"
11-01-2023 16:18:58.937035,"(21.0, 26.0, 25.31578947368421)","(4.6, 5.4, 5.368152866242038)","(12.0, 17.0, 16.63157894736842)","(31.0, 44.0, 43.76470588235294)","(4.2, 4.5, 4.421001088139282)","(3.3, 3.7, 3.6110184372256366)","(7.0, 8.0, 7.859176029962547)","(13.0, 16.0, 16.25)","(61.0, 100.0, 92.0)"
11-01-2023 16:19:00.255376,"(21.0, 26.0, 25.428571428571427)","(4.6, 5.4, 5.378417266187051)","(12.0, 17.0, 16.708333333333332)","(31.0, 48.0, 45.75)","(4.2, 4.5, 4.40383631713555)","(3.3, 3.65, 3.611471663619744)","(7.0, 8.0, 7.859176029962547)","(13.0, 16.5, 16.25)","(61.0, 110.0, 92.0)"
11-01-2023 16:19:01.469177,"(21.0, 26.0, 25.428571428571427)","(4.6, 5.4, 5.378417266187051)","(12.0, 17.0, 16.708333333333332)","(31.0, 46.0, 45.75)","(4.2, 4.5, 4.40383631713555)","(3.3, 3.65, 3.611471663619744)","(7.0, 8.0, 7.859176029962547)","(13.0, 16.5, 16.2)","(61.0, 110.0, 92.0)"
11-01-2023 16:19:02.809569,"(21.0, 26.0, 25.428571428571427)","(4.6, 5.4, 5.383846153846154)","(12.0, 17.0, 16.708333333333332)","(31.0, 46.0, 45.75)","(4.2, 4.5, 4.406000000000001)","(3.3, 3.65, 3.6093034351145037)","(7.0, 8.0, 7.875342465753425)","(13.0, 17.0, 16.333333333333332)","(61.0, 110.0, 98.75)"
11-01-2023 16:19:04.076961,"(21.0, 27.0, 25.869565217391305)","(4.6, 5.4, 5.383846153846154)","(12.0, 17.0, 16.708333333333332)","(31.0, 46.0, 45.77777777777778)","(4.2, 4.5, 4.416568047337279)","(3.3, 3.65, 3.5956521739130434)","(7.0, 8.0, 7.890030211480362)","(13.0, 16.5, 16.264705882352942)","(61.0, 110.0, 98.0)"
11-01-2023 16:19:05.348272,"(21.0, 27.0, 26.307692307692307)","(4.6, 5.4, 5.386451612903226)","(12.0, 17.0, 16.7183908045977)","(31.0, 46.0, 46.25)","(4.2, 4.5, 4.424274973147154)","(3.3, 3.6, 3.5913461538461537)","(7.0, 8.0, 7.891017964071856)","(13.0, 16.5, 16.333333333333332)","(61.0, 110.0, 98.75)"
11-01-2023 16:19:06.561957,"(21.0, 26.0, 25.5)","(4.6, 5.4, 5.3436426116838485)","(12.0, 17.0, 16.72159090909091)","(31.0, 48.0, 47.0)","(4.2, 4.5, 4.416666666666667)","(3.3, 3.6, 3.588613231552163)","(7.0, 8.0, 7.890030211480362)","(13.0, 16.5, 16.666666666666668)","(61.0, 110.0, 98.0)"
11-01-2023 16:19:07.782404,"(21.0, 26.0, 25.823529411764707)","(4.6, 5.4, 5.354708520179372)","(12.0, 17.0, 16.761194029850746)","(31.0, 48.0, 47.0)","(4.2, 4.5, 4.434057255676209)","(3.3, 3.6, 3.5912305516265914)","(7.0, 8.0, 7.890690690690691)","(13.0, 17.0, 16.545454545454547)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:09.041557,"(21.0, 27.0, 25.615384615384617)","(4.6, 5.4, 5.351904761904762)","(12.0, 17.0, 16.782258064516128)","(31.0, 48.0, 46.666666666666664)","(4.2, 4.5, 4.435338345864662)","(3.3, 3.6, 3.5912305516265914)","(7.0, 8.0, 7.890690690690691)","(13.0, 17.0, 16.5625)","(61.0, 110.0, 98.0)"
11-01-2023 16:19:10.314539,"(21.0, 27.0, 25.761904761904763)","(4.6, 5.4, 5.351904761904762)","(12.0, 17.0, 16.782258064516128)","(31.0, 48.0, 47.27272727272727)","(4.2, 4.5, 4.4328125)","(3.3, 3.6, 3.594033232628399)","(7.0, 8.0, 7.890690690690691)","(13.0, 17.0, 16.5625)","(61.0, 110.0, 98.0)"
11-01-2023 16:19:11.580553,"(21.0, 27.0, 26.071428571428573)","(4.6, 5.4, 5.351904761904762)","(12.0, 17.0, 16.782258064516128)","(31.0, 48.0, 47.27272727272727)","(4.2, 4.5, 4.4328125)","(3.3, 3.6, 3.594033232628399)","(7.0, 8.0, 7.890690690690691)","(13.0, 17.0, 16.5625)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:12.834911,"(21.0, 27.0, 26.071428571428573)","(4.6, 5.4, 5.351904761904762)","(12.0, 17.0, 16.782258064516128)","(31.0, 48.0, 47.27272727272727)","(4.2, 4.5, 4.434565217391304)","(3.3, 3.6, 3.5986356340288927)","(7.0, 8.0, 7.890690690690691)","(13.0, 17.0, 16.375)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:13.994085,"(21.0, 27.0, 25.444444444444443)","(4.6, 5.4, 5.354504504504504)","(12.0, 17.0, 16.782258064516128)","(31.0, 48.0, 46.4)","(4.2, 4.5, 4.434918918918919)","(3.3, 3.6, 3.5835593220338984)","(7.0, 8.0, 7.890690690690691)","(13.0, 16.5, 16.375)","(61.0, 110.0, 95.0)"
11-01-2023 16:19:15.299750,"(21.0, 27.0, 25.82758620689655)","(4.6, 5.4, 5.530666666666667)","(12.0, 17.0, 16.80701754385965)","(31.0, 48.0, 46.588235294117645)","(4.2, 4.5, 4.3865168539325845)","(3.3, 3.6, 3.5602430555555555)","(7.0, 8.0, 7.894492753623188)","(13.0, 16.5, 16.9811320754717)","(61.0, 110.0, 97.14285714285714)"
11-01-2023 16:19:16.547210,"(21.0, 27.0, 25.82758620689655)","(4.6, 5.6, 5.506521739130435)","(12.0, 17.0, 16.80701754385965)","(31.0, 48.0, 46.588235294117645)","(4.2, 4.4, 4.371959459459459)","(3.3, 3.6, 3.5458333333333334)","(7.0, 8.0, 7.894492753623188)","(13.0, 17.0, 17.39830508474576)","(61.0, 110.0, 97.14285714285714)"
11-01-2023 16:19:17.795015,"(21.0, 27.0, 25.64)","(4.6, 5.7, 5.6125)","(12.0, 17.0, 16.80701754385965)","(31.0, 48.0, 46.588235294117645)","(4.2, 4.4, 4.344884488448845)","(3.3, 3.55, 3.573559822747415)","(7.0, 8.0, 7.891988130563798)","(13.0, 17.5, 16.829787234042552)","(61.0, 110.0, 97.14285714285714)"
11-01-2023 16:19:19.036007,"(21.0, 27.0, 25.64)","(4.6, 5.7, 5.6125)","(12.0, 17.0, 16.80701754385965)","(31.0, 48.0, 46.588235294117645)","(4.2, 4.4, 4.344610281923715)","(3.3, 3.6, 3.573598820058997)","(7.0, 8.0, 7.891205211726384)","(14.0, 17.0, 16.829787234042552)","(61.0, 110.0, 97.14285714285714)"
11-01-2023 16:19:20.279171,"(21.0, 27.0, 25.64)","(4.6, 5.7, 5.565648854961832)","(12.0, 17.0, 16.821428571428573)","(31.0, 48.0, 47.38461538461539)","(4.2, 4.4, 4.319711538461538)","(3.3, 3.6, 3.5646245059288537)","(7.0, 8.0, 7.86198347107438)","(14.0, 17.0, 16.829787234042552)","(61.0, 110.0, 97.14285714285714)"
11-01-2023 16:19:21.603409,"(21.0, 27.0, 25.3)","(4.6, 5.7, 5.565648854961832)","(12.0, 17.0, 16.821428571428573)","(31.0, 48.0, 47.2)","(4.2, 4.4, 4.320093457943925)","(3.3, 3.6, 3.5700873362445416)","(7.0, 8.0, 7.871538461538462)","(14.0, 17.0, 16.854545454545455)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:22.936235,"(21.0, 26.0, 25.181818181818183)","(4.6, 5.7, 5.622123893805309)","(12.0, 17.0, 16.914772727272727)","(31.0, 48.0, 47.2)","(4.2, 4.4, 4.323012552301255)","(3.3, 3.6, 3.5639473684210525)","(7.0, 8.0, 7.871538461538462)","(14.0, 17.0, 16.703703703703702)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:24.310122,"(21.0, 26.0, 24.875)","(4.6, 5.7, 5.554545454545455)","(12.0, 17.0, 16.914772727272727)","(31.0, 48.0, 47.2)","(4.2, 4.4, 4.338020833333333)","(3.3, 3.6, 3.584360730593607)","(7.0, 8.0, 7.871538461538462)","(14.0, 17.0, 16.703703703703702)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:25.553648,"(21.0, 26.0, 24.736842105263158)","(4.6, 5.7, 5.5528)","(12.0, 17.0, 16.914772727272727)","(31.0, 48.0, 47.2)","(4.2, 4.4, 4.407443365695793)","(3.3, 3.6, 3.5893973214285713)","(7.0, 8.0, 7.871538461538462)","(14.0, 17.0, 16.375)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:26.714418,"(21.0, 26.0, 25.076923076923077)","(4.6, 5.6, 5.573684210526316)","(12.0, 17.0, 16.88095238095238)","(31.0, 48.0, 47.2)","(4.2, 4.5, 4.416129032258064)","(3.3, 3.6, 3.5838771593090213)","(7.0, 8.0, 7.880172413793104)","(14.0, 16.5, 16.4)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:27.972115,"(21.0, 26.0, 25.076923076923077)","(4.6, 5.7, 5.565116279069768)","(12.0, 17.0, 16.8943661971831)","(31.0, 48.0, 48.5)","(4.2, 4.5, 4.427549467275495)","(3.3, 3.6, 3.596036585365854)","(7.0, 8.0, 7.880172413793104)","(14.0, 16.5, 16.071428571428573)","(61.0, 110.0, 97.72727272727273)"
11-01-2023 16:19:29.218369,"(21.0, 26.0, 24.31578947368421)","(4.6, 5.7, 5.660262008733625)","(12.0, 17.0, 16.8943661971831)","(31.0, 50.0, 48.27906976744186)","(4.2, 4.5, 4.427105666156202)","(3.3, 3.6, 3.5935454545454544)","(7.0, 8.0, 7.880172413793104)","(14.0, 16.5, 15.980263157894736)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:30.512153,"(21.0, 26.0, 24.31578947368421)","(4.6, 5.7, 5.679197080291971)","(12.0, 17.0, 16.8943661971831)","(31.0, 60.0, 50.625)","(4.2, 4.5, 4.434705882352941)","(3.3, 3.6, 3.6011020881670532)","(7.0, 8.0, 7.880172413793104)","(14.0, 16.0, 16.407894736842106)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:31.781901,"(21.0, 26.0, 24.31578947368421)","(4.6, 5.7, 5.6828244274809165)","(12.0, 17.0, 16.8943661971831)","(31.0, 60.0, 50.68181818181818)","(4.2, 4.5, 4.438064516129033)","(3.3, 3.65, 3.5935833333333336)","(7.0, 8.0, 7.880172413793104)","(14.0, 16.5, 16.357142857142858)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:32.930563,"(21.0, 26.0, 24.22222222222222)","(4.6, 5.7, 5.681854838709677)","(12.0, 17.0, 16.8943661971831)","(31.0, 60.0, 51.276595744680854)","(4.2, 4.5, 4.348441926345609)","(3.3, 3.6, 3.5878437047756875)","(7.0, 8.0, 7.87420814479638)","(14.0, 16.5, 16.346153846153847)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:34.123494,"(21.0, 26.0, 24.22222222222222)","(4.6, 5.7, 5.794181818181818)","(12.0, 17.0, 16.8943661971831)","(31.0, 60.0, 50.888888888888886)","(4.2, 4.4, 4.3516616314199394)","(3.3, 3.65, 3.589516129032258)","(7.0, 8.0, 7.87420814479638)","(14.0, 16.5, 16.344155844155843)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:35.483116,"(21.0, 26.0, 24.22222222222222)","(4.6, 5.8, 5.798901098901099)","(12.0, 17.0, 16.8943661971831)","(31.0, 60.0, 51.08695652173913)","(4.2, 4.4, 4.340136054421769)","(3.3, 3.65, 3.601298701298701)","(7.0, 8.0, 7.889617486338798)","(14.0, 16.5, 16.29746835443038)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:36.793874,"(21.0, 26.0, 24.22222222222222)","(4.6, 5.8, 5.772058823529411)","(12.0, 17.0, 16.8943661971831)","(31.0, 60.0, 50.5)","(4.2, 4.4, 4.349502982107356)","(3.3, 3.65, 3.602693602693603)","(7.0, 8.0, 7.886315789473684)","(14.0, 16.5, 16.29746835443038)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:38.106651,"(21.0, 26.0, 24.22222222222222)","(4.6, 5.8, 5.754444444444444)","(12.0, 17.0, 16.8943661971831)","(31.0, 55.0, 49.94444444444444)","(4.2, 4.4, 4.351875)","(3.3, 3.65, 3.602693602693603)","(7.0, 8.0, 7.886315789473684)","(14.0, 16.5, 16.29746835443038)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:39.366694,"(21.0, 26.0, 24.22222222222222)","(4.6, 5.8, 5.733333333333333)","(12.0, 17.0, 16.8943661971831)","(31.0, 55.0, 49.8421052631579)","(4.2, 4.4, 4.3568493150684935)","(3.3, 3.65, 3.602587176602925)","(7.0, 8.0, 7.886315789473684)","(14.0, 16.5, 16.29746835443038)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:40.588754,"(21.0, 26.0, 24.22222222222222)","(4.8, 5.8, 5.75632183908046)","(12.0, 17.0, 16.93076923076923)","(31.0, 55.0, 49.8421052631579)","(4.0, 4.4, 4.391042047531992)","(3.3, 3.65, 3.60193842645382)","(7.0, 8.0, 7.886315789473684)","(14.0, 16.5, 16.30722891566265)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:41.867804,"(21.0, 26.0, 24.22222222222222)","(4.8, 5.7, 5.750629722921914)","(12.0, 17.0, 16.93076923076923)","(31.0, 55.0, 49.8421052631579)","(4.0, 4.5, 4.275107296137339)","(3.3, 3.65, 3.6245460440985733)","(7.0, 8.0, 7.911475409836066)","(14.0, 16.5, 16.30722891566265)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:43.104541,"(21.0, 26.0, 24.22222222222222)","(4.8, 5.8, 5.750629722921914)","(12.0, 17.0, 16.93076923076923)","(31.0, 55.0, 50.73913043478261)","(4.0, 4.3, 4.277777777777778)","(3.3, 3.65, 3.694871794871795)","(7.0, 8.0, 7.911475409836066)","(14.0, 16.5, 16.36111111111111)","(61.0, 110.0, 99.41176470588235)"
11-01-2023 16:19:44.328468,"(21.0, 26.0, 24.22222222222222)","(4.8, 5.8, 5.750629722921914)","(12.0, 17.0, 16.93076923076923)","(31.0, 55.0, 49.8421052631579)","(4.0, 4.3, 4.270940170940171)","(3.3, 3.7, 3.701630434782609)","(7.0, 8.0, 7.8919999999999995)","(14.0, 16.5, 16.295454545454547)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:45.522993,"(21.0, 26.0, 24.22222222222222)","(4.8, 5.8, 5.747453083109919)","(12.0, 17.0, 16.93076923076923)","(31.0, 55.0, 49.8421052631579)","(4.0, 4.3, 4.2732673267326735)","(3.3, 3.75, 3.717993366500829)","(7.0, 8.0, 7.8919999999999995)","(14.0, 16.5, 16.295454545454547)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:46.854468,"(21.0, 26.0, 24.22222222222222)","(4.8, 5.8, 5.747453083109919)","(12.0, 17.0, 16.93076923076923)","(31.0, 55.0, 49.8421052631579)","(4.0, 4.3, 4.277619047619048)","(3.3, 3.75, 3.720689655172414)","(7.0, 8.0, 7.8919999999999995)","(14.0, 16.5, 16.45098039215686)","(61.0, 110.0, 96.15384615384616)"
11-01-2023 16:19:48.039054,"(21.0, 26.0, 24.22222222222222)","(4.8, 5.8, 5.747453083109919)","(12.0, 17.0, 16.93076923076923)","(31.0, 55.0, 49.8421052631579)","(4.0, 4.3, 4.2321285140562255)","(3.3, 3.75, 3.720446735395189)","(7.0, 8.0, 7.8919999999999995)","(14.0, 16.5, 16.45098039215686)","(61.0, 110.0, 96.15384615384616)"
