,Rock Around,Tabra,Lady Pebbles,Cash Em In Shannon,Marni White,Shannons Shadow,Our Roys Dream,My Kinda Justus,Sir Macador Nz,Montana Nights
10-01-2023 16:57:14.232959,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.0, 6.133333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:15.371296,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 6.8, 6.24)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:16.528585,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 6.6, 6.24)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:17.692402,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 6.6, 5.866666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:18.926167,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 6.4, 5.866666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:20.165108,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 6.4, 6.533333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:21.381006,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 6.533333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:22.592182,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 6.533333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:23.764549,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.316666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:24.987970,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.316666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:26.226010,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 16.545454545454547)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:27.387565,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 15.333333333333332)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:28.593060,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 15.61111111111111)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:29.797096,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 17.76923076923077)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 18.1)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:30.968094,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 19.8)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:32.154648,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 19.8)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:33.324756,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 19.8)","(51.0, 140.0, 125.0)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:34.453155,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:35.609829,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:36.742523,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:37.919662,"(21.0, 70.0, 40.666666666666664)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:39.118543,"(21.0, 70.0, 52.8)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.4, 5.733333333333333)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:40.322447,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.857142857142858)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.4, 6.720000000000001)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:41.508673,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.333333333333334)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.2, 6.720000000000001)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:42.733246,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.333333333333334)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.2, 6.266666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:43.926525,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 13.333333333333334)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.0, 6.266666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:45.175135,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.0, 6.266666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:46.408503,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.0, 6.266666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:47.582663,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.0, 6.266666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:48.771775,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.0, 6.266666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:49.948719,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.0, 6.266666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:51.109552,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.0, 5.866666666666667)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:52.275283,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 33.642857142857146)","(4.8, 7.8, 6.188888888888889)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
10-01-2023 16:57:53.445414,"(21.0, 70.0, 57.714285714285715)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.8, 5.6)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:57:54.577557,"(21.0, 90.0, 72.0)","(11.0, 22.0, 19.8)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.6, 5.4125)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:57:55.690975,"(21.0, 85.0, 56.0)","(11.0, 22.0, 20.166666666666664)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.6, 5.4125)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:57:56.820916,"(21.0, 85.0, 56.0)","(11.0, 22.0, 20.166666666666664)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:57:58.078291,"(21.0, 85.0, 56.0)","(11.0, 22.0, 20.166666666666664)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:57:59.216960,"(21.0, 85.0, 56.0)","(11.0, 22.0, 20.166666666666664)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:00.359371,"(21.0, 85.0, 56.0)","(11.0, 22.0, 20.166666666666664)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:01.521236,"(21.0, 85.0, 56.0)","(11.0, 22.0, 20.166666666666664)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:02.708152,"(21.0, 85.0, 56.0)","(11.0, 22.0, 20.166666666666664)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:04.011476,"(21.0, 85.0, 56.0)","(11.0, 22.0, 20.166666666666664)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:05.209563,"(21.0, 85.0, 50.0)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:06.404599,"(21.0, 85.0, 50.0)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:07.679648,"(21.0, 85.0, 53.888888888888886)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 6.02)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:08.889113,"(21.0, 85.0, 53.888888888888886)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.96)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.4, 5.375)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:10.040944,"(21.0, 85.0, 53.888888888888886)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 2.0423529411764707)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 6.2, 5.375)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:11.196351,"(21.0, 85.0, 53.888888888888886)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 2.0533333333333337)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 6.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:12.385689,"(21.0, 85.0, 53.888888888888886)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:13.582337,"(21.0, 85.0, 53.888888888888886)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:14.775677,"(21.0, 85.0, 53.888888888888886)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:15.873242,"(21.0, 85.0, 53.888888888888886)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:17.060308,"(21.0, 80.0, 63.0)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:18.184054,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 17.333333333333332)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:19.301633,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 17.333333333333332)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:20.657026,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 17.333333333333332)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:21.820870,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 17.333333333333332)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.15)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:22.891837,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 17.333333333333332)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.9714285714285715)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:24.018076,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 17.333333333333332)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 7.0)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:25.158331,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 17.333333333333332)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 7.0)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:26.290966,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.91764705882353)","(8.5, 99999, 99990)","(71.0, 230.0, 170.0)"
10-01-2023 16:58:27.487857,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 6.91764705882353)","(8.5, 99999, 99990)","(71.0, 230.0, 216.15384615384616)"
10-01-2023 16:58:28.608062,"(21.0, 75.0, 59.66666666666667)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.2, 7.066666666666666)","(8.5, 99999, 99990)","(71.0, 230.0, 216.15384615384616)"
10-01-2023 16:58:29.806920,"(21.0, 75.0, 57.0)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 7.8, 6.133333333333334)","(8.5, 99999, 99990)","(71.0, 230.0, 216.15384615384616)"
10-01-2023 16:58:30.977167,"(21.0, 75.0, 57.8)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 6.4, 6.133333333333334)","(8.5, 99999, 99990)","(71.0, 230.0, 216.15384615384616)"
10-01-2023 16:58:32.302287,"(21.0, 75.0, 57.8)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 6.4, 6.133333333333334)","(8.5, 99999, 99990)","(71.0, 230.0, 216.15384615384616)"
10-01-2023 16:58:33.465812,"(21.0, 75.0, 57.8)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 27.88888888888889)","(4.8, 6.4, 6.133333333333334)","(8.5, 99999, 99990)","(71.0, 230.0, 216.15384615384616)"
10-01-2023 16:58:34.632321,"(21.0, 75.0, 57.8)","(11.0, 22.0, 15.0)","(51.0, 140.0, 127.14285714285714)","(1.65, 2.24, 1.7685714285714285)","(10.0, 28.0, 14.8)","(17.0, 46.0, 23.857142857142858)","(17.0, 44.0, 32.84615384615385)","(4.8, 6.4, 6.133333333333334)","(8.5, 99999, 99990)","(71.0, 230.0, 171.66666666666669)"
