,Sozins Queen,Sir Clive,Champagne,Rowdys Monster,Daves Deal,Taieri Taylee,Homebush Cricket,Free For All
05-01-2023 14:39:29.797833,"(7.5, 16.5, 11.850000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.866666666666666)","(5.0, 12.5, 11.55)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:30.995439,"(7.5, 16.5, 11.850000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:32.213065,"(7.5, 16.5, 11.850000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:33.421012,"(7.5, 16.5, 11.850000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:34.605099,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:35.748157,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:36.819157,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:37.855500,"(7.5, 16.5, 11.850000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:38.975831,"(7.5, 16.5, 11.850000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:40.121865,"(7.5, 16.5, 11.850000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.25)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:41.309947,"(7.5, 16.5, 11.850000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.2, 7.4)","(5.0, 12.5, 11.55)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:42.492127,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 11.55)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:43.648931,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:44.879921,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:46.082055,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:47.115107,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:48.201127,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:49.315523,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:50.438649,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:51.589664,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:52.811192,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:54.043905,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:55.178126,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:56.161307,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.4)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:57.322056,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.970000000000001)","(5.0, 12.5, 10.1)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:58.456182,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 8.05)","(5.0, 12.5, 10.0)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:39:59.568873,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 8.05)","(5.0, 12.5, 10.133333333333333)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:40:00.751062,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.425000000000001)","(5.0, 12.5, 10.133333333333333)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:40:01.981994,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.425000000000001)","(5.0, 12.5, 10.133333333333333)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:40:03.131848,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.425000000000001)","(5.0, 12.5, 10.133333333333333)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:40:04.162505,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.425000000000001)","(5.0, 12.5, 10.133333333333333)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:40:05.190608,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.425000000000001)","(5.0, 12.5, 10.133333333333333)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:40:06.396671,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.425000000000001)","(5.0, 12.5, 10.133333333333333)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:40:07.476474,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 7.970000000000001)","(5.0, 12.5, 10.133333333333333)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:40:08.657585,"(7.5, 17.0, 12.100000000000001)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.75)","(3.9, 7.8, 5.5115384615384615)","(6.0, 9.8, 8.936842105263159)","(4.6, 8.4, 8.076923076923077)","(5.0, 12.5, 10.0)","(21.0, 220.0, 108.88888888888889)"
05-01-2023 14:42:05.167543,"(7.5, 17.0, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.6, 4.96875)","(3.9, 7.8, 5.25)","(6.0, 9.8, 8.621052631578948)","(4.6, 8.4, 7.4)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:06.291046,"(7.5, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.8, 4.96875)","(3.9, 7.8, 5.25)","(6.0, 9.4, 8.621052631578948)","(4.6, 8.4, 7.4)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:07.509349,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 4.958823529411765)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:08.719420,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 4.958823529411765)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:09.901100,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 4.958823529411765)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:11.137689,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.9, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:12.386534,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.9, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:13.584046,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:14.695347,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:15.844430,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:16.861895,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:18.002896,"(8.0, 18.5, 15.775)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 7.58)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:19.224239,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.4, 6.1)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:20.334833,"(8.0, 18.5, 11.1)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.8, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:21.418016,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:22.597618,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:23.626632,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:24.784551,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:25.913282,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:27.069544,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:28.163810,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:29.271538,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:30.396084,"(8.0, 18.5, 11.1)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:31.476631,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:32.559408,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:33.689136,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:34.706041,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:35.737539,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:36.738210,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:37.902973,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:39.022022,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:40.157846,"(8.0, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:41.320393,"(8.0, 18.5, 14.059999999999999)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:42.498927,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:43.666630,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:44.801939,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:45.986877,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 104.21052631578948)"
05-01-2023 14:42:47.138636,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:48.164921,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:49.290146,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:50.387557,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:51.464298,"(8.5, 18.5, 11.366666666666667)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:52.611128,"(8.5, 18.5, 16.914285714285715)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:53.724769,"(8.5, 18.5, 16.914285714285715)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:54.749216,"(8.5, 18.5, 11.5)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.6, 8.625)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:55.761659,"(8.5, 18.5, 11.5)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.4, 8.621052631578948)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:56.794782,"(8.5, 18.5, 11.5)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.4, 8.621052631578948)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:57.873147,"(8.5, 18.5, 11.5)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.4, 8.621052631578948)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
05-01-2023 14:42:58.867798,"(8.5, 18.5, 11.5)","(21.0, 220.0, 114.11764705882354)","(4.0, 5.9, 5.025)","(3.7, 7.8, 5.25)","(6.0, 9.4, 8.621052631578948)","(4.6, 8.6, 7.74)","(5.0, 12.5, 11.350000000000001)","(21.0, 220.0, 114.11764705882354)"
