,Team Staffing,Panama Dash,Kepler Bale,Elenor Bale,Lets Embrace,Coulter Bale,No Tax
14-12-2022 19:35:58.169449,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.6499999999999995)","(7.5, 13.0, 10.933333333333334)","(14.0, 32.0, 27.375)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.925)"
14-12-2022 19:35:59.655169,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 8.472727272727273)","(7.5, 13.0, 11.363636363636363)","(14.0, 32.0, 27.375)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.925)"
14-12-2022 19:36:00.927245,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 8.472727272727273)","(7.5, 13.0, 11.363636363636363)","(14.0, 32.0, 27.375)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.925)"
14-12-2022 19:36:01.917628,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.625)","(7.5, 13.0, 11.363636363636363)","(14.0, 32.0, 27.375)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.925)"
14-12-2022 19:36:02.883237,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.625)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 27.375)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.925)"
14-12-2022 19:36:03.900414,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.625)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 27.375)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.925)"
14-12-2022 19:36:04.916735,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.625)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 27.375)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.925)"
14-12-2022 19:36:06.040683,"(2.6, 4.3, 2.7711111111111113)","(4.6, 8.6, 8.057142857142857)","(7.5, 13.0, 10.933333333333334)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:07.323521,"(2.6, 4.3, 2.7711111111111113)","(4.6, 8.6, 7.366666666666667)","(7.5, 13.0, 10.933333333333334)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:08.710301,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.366666666666667)","(7.5, 13.0, 10.0)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:09.700710,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.366666666666667)","(7.5, 13.0, 10.0)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:10.864024,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.366666666666667)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:11.963107,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.366666666666667)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:13.000060,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.366666666666667)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:14.064952,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.2333333333333325)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:15.020725,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.2333333333333325)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.757142857142856)"
14-12-2022 19:36:16.075833,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 7.2333333333333325)","(7.5, 13.0, 11.714285714285715)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:17.143293,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 8.028571428571428)","(7.5, 13.0, 10.257142857142856)","(14.0, 32.0, 27.0)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:18.152499,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 8.028571428571428)","(7.5, 12.5, 11.32)","(14.0, 32.0, 27.0)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:19.132732,"(2.6, 4.2, 3.3000000000000003)","(4.6, 8.6, 8.028571428571428)","(7.5, 12.5, 11.125)","(14.0, 32.0, 27.0)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:20.173979,"(2.6, 4.3, 2.7711111111111113)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.714285714285715)","(14.0, 32.0, 27.0)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:21.286618,"(2.6, 4.3, 2.7711111111111113)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.616666666666667)","(14.0, 32.0, 27.0)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:22.293886,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.616666666666667)","(14.0, 32.0, 27.0)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:23.563676,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 8.472727272727273)","(7.5, 12.5, 11.616666666666667)","(14.0, 32.0, 27.0)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:24.659543,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 8.472727272727273)","(7.5, 12.5, 11.616666666666667)","(14.0, 32.0, 27.0)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:25.659443,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.616666666666667)","(14.0, 32.0, 27.0)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:26.749813,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.275)","(14.0, 32.0, 27.0)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.814285714285713)"
14-12-2022 19:36:27.907079,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.275)","(14.0, 32.0, 27.0)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:28.862904,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.275)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:29.847420,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.275)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:30.886120,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 8.028571428571428)","(7.5, 12.5, 11.275)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:31.849512,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:32.795260,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.125)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:33.934089,"(2.6, 4.2, 2.9611764705882355)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.025)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:35.063360,"(2.6, 4.2, 3.12)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.025)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:36.135872,"(2.6, 4.2, 3.12)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.025)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:37.223864,"(2.6, 4.2, 3.12)","(4.6, 8.6, 8.236363636363636)","(7.5, 12.5, 11.911111111111111)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:38.450042,"(2.6, 4.2, 3.12)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.225)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:39.670505,"(2.6, 4.2, 3.12)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.225)","(14.0, 32.0, 27.142857142857142)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.871428571428572)"
14-12-2022 19:36:40.841404,"(2.6, 4.2, 3.12)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.225)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:41.917746,"(2.6, 4.1, 3.1879999999999997)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.225)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.545454545454545)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:43.074770,"(2.6, 4.1, 3.1879999999999997)","(4.6, 8.6, 7.625)","(7.5, 12.5, 11.225)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:44.082756,"(2.6, 4.1, 3.1879999999999997)","(4.6, 8.6, 8.057142857142857)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:45.027225,"(2.6, 4.1, 3.1879999999999997)","(4.6, 8.6, 8.057142857142857)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:45.959748,"(2.6, 4.1, 3.1879999999999997)","(4.6, 8.6, 8.057142857142857)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:46.977412,"(2.6, 4.1, 3.1879999999999997)","(4.6, 8.6, 8.057142857142857)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:48.105094,"(2.6, 4.0, 3.148)","(4.6, 8.6, 8.057142857142857)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:49.168294,"(2.6, 4.0, 3.148)","(4.6, 8.6, 8.057142857142857)","(7.5, 12.5, 11.911111111111111)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 9.2)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:50.331243,"(2.6, 4.3, 2.7711111111111113)","(4.6, 8.6, 8.472727272727273)","(7.5, 12.5, 11.911111111111111)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:51.412731,"(2.6, 4.3, 2.7711111111111113)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.911111111111111)","(14.0, 32.0, 27.285714285714285)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.928571428571429)"
14-12-2022 19:36:52.588750,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 8.236363636363636)","(7.5, 12.5, 11.911111111111111)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:36:53.701617,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 8.236363636363636)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:36:54.826071,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 8.042857142857143)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:36:55.987718,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 8.042857142857143)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 9.2)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:36:57.228004,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 8.042857142857143)","(7.5, 12.5, 11.685714285714287)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:36:58.294416,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 8.042857142857143)","(7.5, 12.5, 11.225)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 6.8)","(4.8, 8.0, 5.333333333333333)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:36:59.388852,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 8.042857142857143)","(7.5, 12.5, 11.955555555555556)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:37:00.536789,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 8.042857142857143)","(7.5, 12.5, 11.955555555555556)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:37:01.553377,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.955555555555556)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 6.8)","(4.8, 8.0, 6.666666666666666)","(7.5, 14.5, 12.985714285714286)"
14-12-2022 19:37:02.687750,"(2.6, 4.2, 2.9850000000000003)","(4.6, 8.6, 7.574999999999999)","(7.5, 12.5, 11.955555555555556)","(14.0, 32.0, 27.428571428571427)","(5.0, 11.0, 8.866666666666667)","(4.8, 8.0, 7.425)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:03.864392,"(2.6, 4.1, 3.796)","(4.6, 8.6, 6.55)","(7.5, 12.5, 11.52)","(14.0, 32.0, 27.571428571428573)","(5.0, 10.5, 8.866666666666667)","(4.8, 7.8, 7.425)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:04.940593,"(2.6, 4.1, 3.796)","(4.6, 8.6, 6.55)","(7.5, 12.5, 11.325)","(14.0, 32.0, 27.571428571428573)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:06.026219,"(2.6, 4.1, 3.796)","(4.6, 8.6, 6.55)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.571428571428573)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:07.128003,"(2.6, 4.1, 3.8760000000000003)","(4.6, 8.6, 7.266666666666666)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.571428571428573)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:08.235895,"(2.6, 4.2, 3.169090909090909)","(4.6, 8.6, 7.266666666666666)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.571428571428573)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:09.434907,"(2.6, 4.2, 3.169090909090909)","(4.6, 8.6, 7.266666666666666)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.571428571428573)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:10.624060,"(2.6, 4.2, 3.169090909090909)","(4.6, 8.6, 7.266666666666666)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.571428571428573)","(5.0, 11.0, 7.76)","(4.8, 7.8, 7.425)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:11.901657,"(2.6, 4.2, 3.169090909090909)","(4.6, 8.6, 6.55)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.571428571428573)","(5.0, 11.0, 7.76)","(4.8, 7.8, 7.425)","(7.5, 14.5, 13.042857142857143)"
14-12-2022 19:37:13.041600,"(2.6, 4.2, 2.9210526315789473)","(4.6, 8.6, 6.55)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.571428571428573)","(5.0, 11.0, 7.76)","(4.8, 7.8, 7.425)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:14.006179,"(2.6, 4.2, 2.9210526315789473)","(4.6, 8.6, 7.0625)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:15.122499,"(2.6, 4.2, 3.0784615384615384)","(4.6, 8.6, 7.0625)","(7.5, 12.5, 9.95)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:16.200956,"(2.6, 4.2, 3.0784615384615384)","(4.6, 8.6, 7.0625)","(7.5, 13.0, 10.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:17.314768,"(2.6, 4.2, 3.0784615384615384)","(4.6, 8.6, 7.266666666666666)","(7.5, 13.0, 10.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 5.175)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:18.489080,"(2.6, 4.2, 3.0784615384615384)","(4.6, 8.6, 6.65)","(7.5, 13.0, 10.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 5.175)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:19.610285,"(2.6, 4.2, 3.0784615384615384)","(4.6, 8.6, 6.65)","(7.5, 13.0, 10.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 5.175)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:20.657647,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.65)","(7.5, 13.0, 10.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 5.175)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:21.874402,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.65)","(7.5, 13.0, 10.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:23.004896,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.65)","(7.5, 13.0, 10.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.1)"
14-12-2022 19:37:24.142693,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.6)","(7.5, 13.0, 10.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.157142857142858)"
14-12-2022 19:37:25.335583,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.6)","(7.5, 13.0, 12.2)","(14.0, 32.0, 27.714285714285715)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.157142857142858)"
14-12-2022 19:37:26.545432,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.6)","(7.5, 13.0, 12.2)","(14.0, 32.0, 19.666666666666668)","(5.0, 11.0, 7.76)","(4.8, 7.8, 5.175)","(7.5, 14.5, 13.157142857142858)"
14-12-2022 19:37:27.706976,"(2.6, 4.1, 3.2555555555555555)","(4.6, 8.6, 6.6)","(7.5, 13.0, 12.2)","(14.0, 32.0, 19.666666666666668)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.5, 13.514285714285714)"
14-12-2022 19:37:28.820333,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.6)","(7.5, 13.0, 12.2)","(14.0, 32.0, 19.666666666666668)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 15.0, 13.514285714285714)"
14-12-2022 19:37:29.844270,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.65)","(14.0, 32.0, 19.666666666666668)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 15.0, 13.514285714285714)"
14-12-2022 19:37:30.908106,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.65)","(14.0, 32.0, 19.666666666666668)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 15.0, 13.514285714285714)"
14-12-2022 19:37:32.101793,"(2.6, 4.0, 3.148)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.65)","(14.0, 32.0, 27.888888888888886)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 15.0, 13.514285714285714)"
14-12-2022 19:37:33.233666,"(2.6, 4.0, 3.148)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.65)","(14.0, 32.0, 27.888888888888886)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 15.0, 13.514285714285714)"
14-12-2022 19:37:34.322828,"(2.6, 4.0, 3.148)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.65)","(14.0, 32.0, 27.888888888888886)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 15.0, 13.514285714285714)"
14-12-2022 19:37:35.508571,"(2.6, 4.0, 3.148)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.65)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 7.76)","(4.8, 7.8, 7.425)","(7.5, 15.0, 13.571428571428571)"
14-12-2022 19:37:36.629358,"(2.6, 3.95, 3.676)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.75)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 7.76)","(4.8, 7.8, 7.425)","(7.5, 15.0, 13.571428571428571)"
14-12-2022 19:37:37.618248,"(2.6, 3.95, 3.676)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.75)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 7.76)","(4.8, 7.8, 7.425)","(7.5, 15.0, 11.875)"
14-12-2022 19:37:38.837968,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.75)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 7.76)","(4.8, 7.8, 7.425)","(7.5, 14.5, 11.875)"
14-12-2022 19:37:40.054970,"(2.6, 4.0, 3.716)","(4.6, 8.6, 6.6)","(7.5, 13.0, 11.75)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 7.76)","(4.8, 7.8, 7.425)","(7.5, 14.0, 13.333333333333332)"
14-12-2022 19:37:41.203531,"(2.6, 4.2, 3.8760000000000003)","(4.6, 8.6, 6.6)","(7.5, 12.5, 11.375)","(14.0, 32.0, 26.857142857142858)","(5.0, 11.0, 7.76)","(4.8, 7.8, 6.3)","(7.5, 14.0, 13.333333333333332)"
14-12-2022 19:37:42.288215,"(2.6, 4.2, 3.8760000000000003)","(4.6, 8.6, 6.6)","(7.5, 12.5, 9.6875)","(14.0, 32.0, 24.0)","(5.0, 11.0, 7.76)","(4.8, 7.8, 5.175)","(7.5, 15.0, 13.571428571428571)"
