,Doolittle Days,As She Says,Shesherz,Major Paint,Hurricane Dream,Bokhari,Downtown Manhattan,Village Smirker
07-12-2022 20:18:01.587483,"(8.0, 11.5, 10.15)","(2.7, 3.55, 3.023333333333333)","(61.0, 170.0, 137.14285714285714)","(12.0, 24.0, 18.75)","(2.25, 3.15, 2.8579999999999997)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:03.025622,"(8.0, 11.5, 10.15)","(2.7, 3.55, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.15, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:04.391945,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:05.721176,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:07.099868,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:08.320261,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:09.558500,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:10.830021,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:12.099482,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:13.407894,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:14.855058,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:16.203695,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:17.529088,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:19.017938,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:20.432580,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:21.664351,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:22.752861,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:23.984697,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:25.259638,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:26.561506,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:27.858660,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:29.124422,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:30.375152,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:31.645597,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:32.910135,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:34.159682,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:35.410076,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:36.595083,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:37.760662,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:38.935404,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:40.161867,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:41.449938,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:42.723651,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:44.048462,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:45.286369,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:46.489837,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:47.692692,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:48.955082,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:50.120948,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:51.276161,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:52.426320,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:53.723571,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:54.978896,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:56.185429,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:57.400673,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:58.525735,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:18:59.646399,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:00.817233,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:01.954092,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:02.925540,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:04.014234,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:05.051101,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:06.085262,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:07.178502,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:08.180807,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:09.182586,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:10.244974,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:11.357896,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:12.477635,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:13.822332,"(8.0, 11.5, 10.15)","(2.7, 3.5, 3.2225)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.8733333333333335)","(6.0, 9.6, 8.733333333333333)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:15.140977,"(8.0, 11.5, 10.15)","(2.7, 3.5, 2.9899999999999998)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.1, 2.63)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:16.501280,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.9899999999999998)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.05, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:18.034774,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.9899999999999998)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:19.615132,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7653333333333334)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.0, 2.9389473684210525)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:20.862739,"(8.0, 11.5, 10.15)","(2.7, 3.4, 2.7653333333333334)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.0, 2.9389473684210525)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:22.067553,"(8.0, 11.5, 10.15)","(2.7, 3.4, 2.7653333333333334)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 18.75)","(2.25, 3.0, 2.865)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:23.266532,"(8.0, 11.5, 10.15)","(2.7, 3.35, 2.846)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.865)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:24.417904,"(8.0, 11.5, 10.15)","(2.7, 3.35, 2.846)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.865)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:25.500088,"(8.0, 11.5, 10.15)","(2.7, 3.35, 2.846)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.865)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:26.687617,"(8.0, 11.5, 10.15)","(2.7, 3.35, 2.846)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.865)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:27.798045,"(8.0, 11.5, 10.15)","(2.7, 3.35, 2.846)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.865)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:28.951355,"(8.0, 11.5, 10.15)","(2.7, 3.35, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.871111111111111)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:30.051166,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:31.148007,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:32.611190,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:33.751082,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:35.187062,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:36.475364,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:37.674320,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:39.066095,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:40.467049,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:41.616385,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
07-12-2022 20:19:42.766971,"(8.0, 11.5, 10.15)","(2.7, 3.45, 2.7863636363636366)","(61.0, 170.0, 96.66666666666666)","(12.0, 24.0, 19.8)","(2.25, 3.0, 2.855)","(6.0, 9.6, 7.65)","(81.0, 320.0, 128.33333333333334)","(11.0, 18.5, 14.166666666666666)"
