,Miss Corey,Codas Honor,Practically There,Shes All Courage,Castle Of Caylee,Divine Fashion,Unexpectedly,Christines Cosmo
08-01-2023 09:33:24.835021,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:25.730683,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:26.652936,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:27.542057,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:28.442689,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:29.353372,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:30.243508,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:31.156882,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:32.056046,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:32.952742,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:33.845686,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:34.746103,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:35.656920,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:36.549269,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:37.445905,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:38.335901,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:39.222170,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:40.138560,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:41.063426,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:41.969612,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:42.870526,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:43.758674,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:44.667667,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:45.580371,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:46.478346,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:47.370740,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:48.271776,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:49.155736,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:50.046764,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:50.950273,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:51.840317,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:52.746593,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:53.652744,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:54.560554,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:55.452196,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:56.350340,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:57.247423,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:58.142982,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:59.059221,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:33:59.959029,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 5.37)","(19.0, 230.0, 173.775)","(10.0, 230.0, 173.185)"
08-01-2023 09:34:00.880606,"(4.6, 65.0, 58.726)","(1.01, 99999, 99990)","(7.0, 160.0, 123.65846153846152)","(6.0, 65.0, 58.727999999999994)","(21.0, 230.0, 209.37727272727273)","(2.0, 9.2, 3.8379999999999996)","(19.0, 230.0, 173.775)","(10.0, 230.0, 214.84933333333333)"
08-01-2023 09:34:01.785078,"(4.6, 70.0, 62.18615384615385)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 209.3909090909091)","(2.0, 10.0, 6.5329411764705885)","(19.0, 230.0, 173.775)","(10.0, 230.0, 214.84933333333333)"
08-01-2023 09:34:02.674214,"(4.6, 70.0, 62.18615384615385)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 209.3909090909091)","(2.0, 10.0, 6.5329411764705885)","(19.0, 230.0, 173.775)","(10.0, 230.0, 214.84933333333333)"
08-01-2023 09:34:03.570084,"(4.6, 70.0, 62.18615384615385)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 209.3909090909091)","(2.0, 10.0, 6.5329411764705885)","(19.0, 230.0, 173.775)","(10.0, 230.0, 214.84933333333333)"
08-01-2023 09:34:04.466316,"(4.6, 70.0, 62.18615384615385)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 209.3909090909091)","(2.0, 10.0, 6.5329411764705885)","(19.0, 230.0, 173.775)","(10.0, 230.0, 214.84933333333333)"
08-01-2023 09:34:05.354053,"(4.6, 70.0, 62.18615384615385)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 209.3909090909091)","(2.0, 10.0, 6.5329411764705885)","(19.0, 230.0, 173.775)","(10.0, 230.0, 214.84933333333333)"
08-01-2023 09:34:06.233632,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 209.3909090909091)","(2.0, 10.0, 6.5329411764705885)","(19.0, 230.0, 173.775)","(10.0, 230.0, 214.84933333333333)"
08-01-2023 09:34:07.133683,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 224.72674418604652)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:08.030230,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 224.72674418604652)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:08.943755,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 224.72674418604652)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:09.840252,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 224.72674418604652)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:10.725137,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 224.72674418604652)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:11.617167,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:12.541197,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:13.434801,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:14.330112,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:15.229113,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:16.129246,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:17.033144,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:17.957515,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:18.849012,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:19.741710,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:20.636522,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:21.511060,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:22.417996,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:23.309241,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:24.215336,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:25.103347,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:25.997587,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:26.929097,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:27.818544,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:28.701025,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:29.589232,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:30.479189,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:31.370178,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:32.278848,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:33.163064,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:34.070011,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:34.970413,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:35.869384,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:36.777947,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:37.665848,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:38.557692,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:39.444260,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:40.322388,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:41.220884,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:42.123170,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
08-01-2023 09:34:43.017515,"(4.6, 70.0, 36.15)","(1.01, 99999, 99990)","(7.0, 190.0, 146.7446153846154)","(6.0, 40.0, 36.227999999999994)","(21.0, 230.0, 173.325)","(2.0, 10.5, 5.296666666666667)","(19.0, 230.0, 173.775)","(10.0, 230.0, 209.34)"
