,Eliminate,Ask An Angel,Dark City,Delago Dehero,Lucy Da Grey,Aurman Zou,The Crown Prince
07-01-2023 16:29:47.419639,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.6)","(26.0, 80.0, 67.5)","(26.0, 75.0, 67.33333333333334)"
07-01-2023 16:29:48.371835,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.6)","(26.0, 80.0, 67.5)","(26.0, 75.0, 67.33333333333334)"
07-01-2023 16:29:49.487266,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.6)","(26.0, 80.0, 67.5)","(26.0, 75.0, 67.33333333333334)"
07-01-2023 16:29:50.619259,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.6)","(26.0, 80.0, 67.5)","(26.0, 75.0, 62.142857142857146)"
07-01-2023 16:29:51.553900,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.6)","(26.0, 80.0, 67.5)","(26.0, 75.0, 66.0)"
07-01-2023 16:29:52.600957,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.6)","(26.0, 80.0, 67.5)","(26.0, 75.0, 66.0)"
07-01-2023 16:29:53.698353,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.6)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:29:54.744492,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.6)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:29:55.744410,"(1.8, 2.0, 1.9505882352941175)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 16.25)","(8.0, 11.0, 9.05)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:29:56.781996,"(1.8, 1.99, 1.9833333333333334)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 16.5, 15.484848484848484)","(8.0, 11.0, 9.7)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:29:57.778892,"(1.8, 1.99, 1.9833333333333334)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.484848484848484)","(8.0, 11.0, 9.05)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:29:58.854886,"(1.8, 1.99, 1.9833333333333334)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.484848484848484)","(8.0, 11.0, 9.05)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:30:00.038404,"(1.8, 1.99, 1.978)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.484848484848484)","(8.0, 11.0, 9.05)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:30:01.069203,"(1.8, 1.99, 1.978)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.484848484848484)","(8.0, 11.0, 9.7)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:30:02.047947,"(1.8, 1.99, 1.9533333333333334)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.484848484848484)","(8.0, 11.0, 9.7)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:30:03.014536,"(1.8, 1.99, 1.9716666666666667)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.484848484848484)","(8.0, 11.0, 9.7)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:30:04.067032,"(1.8, 1.99, 1.9716666666666667)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.484848484848484)","(8.0, 11.0, 9.7)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:30:05.093190,"(1.8, 1.99, 1.9716666666666667)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:30:06.037370,"(1.8, 1.99, 1.9716666666666667)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 80.0, 67.5)","(26.0, 75.0, 46.333333333333336)"
07-01-2023 16:30:07.112861,"(1.8, 1.99, 1.941111111111111)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:08.121373,"(1.8, 1.99, 1.9633333333333334)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:09.109972,"(1.8, 1.98, 1.9633333333333334)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:10.168596,"(1.8, 1.98, 1.97)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:11.173301,"(1.8, 1.98, 1.97375)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:12.267014,"(1.8, 1.98, 1.97375)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:13.368495,"(1.8, 1.98, 1.97375)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:14.326902,"(1.8, 1.98, 1.97375)","(3.4, 5.3, 5.133333333333334)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.557692307692308)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:15.455767,"(1.8, 1.98, 1.97375)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.7)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:16.517185,"(1.8, 1.98, 1.97375)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.533333333333333)","(26.0, 75.0, 57.0)","(26.0, 70.0, 44.666666666666664)"
07-01-2023 16:30:17.583209,"(1.8, 1.88, 1.8711111111111112)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 75.0, 62.142857142857146)","(26.0, 70.0, 47.2)"
07-01-2023 16:30:18.677046,"(1.8, 1.98, 1.9726666666666666)","(3.4, 5.3, 5.263636363636364)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 75.0, 68.07692307692308)","(26.0, 70.0, 60.285714285714285)"
07-01-2023 16:30:19.615610,"(1.8, 1.98, 1.955)","(3.4, 5.3, 5.25)","(7.5, 13.5, 11.16)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 75.0, 68.07692307692308)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:20.656960,"(1.8, 1.98, 1.9577777777777778)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.575)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 75.0, 64.25)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:21.778017,"(1.8, 1.98, 1.9577777777777778)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 75.0, 64.25)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:22.832017,"(1.8, 1.98, 1.9577777777777778)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 75.0, 57.8)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:23.755065,"(1.8, 1.98, 1.9577777777777778)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 75.0, 57.8)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:24.772654,"(1.8, 1.98, 1.9577777777777778)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:25.826006,"(1.8, 1.98, 1.9577777777777778)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:26.957746,"(1.8, 1.98, 1.9657142857142857)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:27.955978,"(1.8, 1.98, 1.9657142857142857)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:28.973010,"(1.8, 1.98, 1.9657142857142857)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:30.083328,"(1.8, 1.98, 1.9657142857142857)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:31.142691,"(1.8, 1.98, 1.9657142857142857)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:32.159459,"(1.8, 1.98, 1.9657142857142857)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.05)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:33.195296,"(1.8, 1.98, 1.9657142857142857)","(3.4, 5.3, 5.25)","(7.5, 13.0, 12.15)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:34.227003,"(1.8, 1.98, 1.9657142857142857)","(3.4, 5.3, 5.25)","(7.5, 13.0, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:35.322300,"(1.8, 1.98, 1.9723076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:36.340173,"(1.8, 1.98, 1.955)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:37.287421,"(1.8, 1.98, 1.955)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:38.414062,"(1.8, 1.98, 1.955)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:39.512622,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:40.549103,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:41.600440,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:42.558795,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:43.592376,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 60.5)","(26.0, 65.0, 61.7)"
07-01-2023 16:30:44.684827,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 54.66666666666667)"
07-01-2023 16:30:45.607514,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 54.66666666666667)"
07-01-2023 16:30:46.621528,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 54.66666666666667)"
07-01-2023 16:30:47.745815,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 54.66666666666667)"
07-01-2023 16:30:48.757637,"(1.8, 1.97, 1.963076923076923)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.9)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 54.66666666666667)"
07-01-2023 16:30:49.802761,"(1.8, 1.97, 1.9609999999999999)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.45)","(13.0, 17.0, 15.75)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:50.801571,"(1.8, 1.97, 1.9609999999999999)","(3.4, 5.3, 5.25)","(7.5, 13.0, 10.45)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:51.862924,"(1.8, 1.97, 1.9609999999999999)","(3.4, 5.3, 5.25)","(7.5, 13.0, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:52.968564,"(1.8, 1.97, 1.9609999999999999)","(3.4, 5.3, 5.25)","(7.5, 13.5, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:53.989978,"(1.8, 1.97, 1.956)","(3.4, 5.3, 5.25)","(7.5, 13.5, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:54.991179,"(1.8, 1.97, 1.9583333333333333)","(3.4, 5.3, 5.25)","(7.5, 13.5, 10.157142857142857)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:56.071481,"(1.8, 1.97, 1.935)","(3.4, 5.3, 5.25)","(7.5, 13.0, 10.45)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:57.125423,"(1.8, 1.97, 1.935)","(3.4, 5.3, 5.25)","(7.5, 13.0, 10.45)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 9.8)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:58.217587,"(1.8, 1.97, 1.9583333333333333)","(3.4, 5.3, 5.25)","(7.5, 13.0, 11.3)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.3)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:30:59.322498,"(1.8, 1.97, 1.96)","(3.4, 5.3, 5.25)","(7.5, 13.5, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.490909090909092)","(26.0, 70.0, 60.5)","(26.0, 65.0, 49.5)"
07-01-2023 16:31:00.297434,"(1.8, 1.97, 1.963)","(3.4, 5.3, 5.1899999999999995)","(7.5, 13.5, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 9.266666666666667)","(26.0, 70.0, 58.0)","(26.0, 65.0, 54.66666666666667)"
07-01-2023 16:31:01.377289,"(1.8, 1.97, 1.962222222222222)","(3.4, 5.2, 4.8)","(7.5, 13.0, 10.45)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.025)","(26.0, 70.0, 52.0)","(26.0, 65.0, 51.714285714285715)"
07-01-2023 16:31:02.433042,"(1.8, 1.97, 1.9649999999999999)","(3.4, 5.1, 5.061904761904762)","(7.5, 13.0, 10.959999999999999)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.4)","(26.0, 70.0, 52.0)","(26.0, 65.0, 51.714285714285715)"
07-01-2023 16:31:03.494933,"(1.8, 1.97, 1.9646153846153847)","(3.4, 5.1, 5.06)","(7.5, 13.0, 10.959999999999999)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.4)","(26.0, 70.0, 55.6)","(26.0, 65.0, 51.714285714285715)"
07-01-2023 16:31:04.513271,"(1.8, 1.97, 1.9661111111111111)","(3.4, 5.1, 4.925)","(7.5, 13.5, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.4)","(26.0, 70.0, 55.6)","(26.0, 65.0, 51.714285714285715)"
07-01-2023 16:31:05.431005,"(1.8, 1.97, 1.9658823529411764)","(3.4, 5.1, 5.012499999999999)","(7.5, 13.5, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.4)","(26.0, 70.0, 55.6)","(26.0, 65.0, 51.714285714285715)"
07-01-2023 16:31:06.550472,"(1.8, 1.97, 1.9646153846153847)","(3.4, 5.1, 5.012499999999999)","(7.5, 13.5, 10.466666666666667)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.4)","(26.0, 70.0, 61.0)","(26.0, 65.0, 51.714285714285715)"
07-01-2023 16:31:07.565606,"(1.8, 1.97, 1.9658823529411764)","(3.4, 5.1, 5.012499999999999)","(7.5, 13.5, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 11.0, 10.4)","(26.0, 70.0, 61.0)","(26.0, 65.0, 51.714285714285715)"
07-01-2023 16:31:08.609345,"(1.8, 1.97, 1.963)","(3.4, 5.1, 5.08125)","(7.5, 13.5, 11.55)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.5, 9.138461538461538)","(26.0, 60.0, 43.75)","(26.0, 65.0, 61.4375)"
07-01-2023 16:31:09.688572,"(1.8, 1.97, 1.9525)","(3.4, 5.1, 5.08125)","(7.5, 13.5, 10.466666666666667)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.755555555555556)","(26.0, 60.0, 43.75)","(26.0, 65.0, 61.4375)"
07-01-2023 16:31:10.754143,"(1.8, 1.97, 1.9525)","(3.4, 5.1, 5.08125)","(7.5, 13.5, 10.466666666666667)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.646153846153846)","(26.0, 60.0, 43.75)","(26.0, 65.0, 61.4375)"
07-01-2023 16:31:11.826640,"(1.8, 1.97, 1.9525)","(3.4, 5.1, 5.08125)","(7.5, 13.5, 10.466666666666667)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.646153846153846)","(26.0, 60.0, 43.75)","(26.0, 65.0, 61.4375)"
07-01-2023 16:31:12.952410,"(1.8, 1.99, 1.9809999999999999)","(3.4, 5.1, 5.08125)","(7.5, 13.5, 10.466666666666667)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.815384615384614)","(26.0, 60.0, 43.75)","(26.0, 65.0, 61.4375)"
07-01-2023 16:31:13.988750,"(1.8, 1.99, 1.95)","(3.4, 5.1, 5.08125)","(7.5, 13.5, 10.466666666666667)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.815384615384614)","(26.0, 60.0, 43.75)","(26.0, 65.0, 61.4375)"
07-01-2023 16:31:15.078774,"(1.8, 1.99, 1.97)","(3.4, 5.1, 5.08125)","(7.5, 13.5, 10.466666666666667)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.815384615384614)","(26.0, 60.0, 43.75)","(26.0, 65.0, 61.4375)"
07-01-2023 16:31:16.259833,"(1.8, 1.99, 1.97)","(3.4, 5.1, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.815384615384614)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:17.363072,"(1.8, 1.99, 1.97)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:18.469342,"(1.8, 1.99, 1.97)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:19.497382,"(1.8, 1.99, 1.97)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:20.497198,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:21.596227,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:22.655246,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:23.622048,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:24.684262,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:25.730202,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 8.911111111111111)","(26.0, 60.0, 43.75)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:26.861446,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 10.0, 9.08)","(26.0, 60.0, 40.0)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:27.921813,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 9.8, 9.08)","(26.0, 60.0, 40.0)","(26.0, 65.0, 62.46666666666667)"
07-01-2023 16:31:28.985923,"(1.8, 1.98, 1.9625)","(3.4, 5.2, 5.1)","(7.5, 13.5, 10.575)","(13.0, 17.0, 15.897058823529411)","(8.0, 9.8, 9.08)","(26.0, 60.0, 40.0)","(26.0, 65.0, 62.46666666666667)"
