,Goldstar Linda,Tiggerlong Demon,Free For All,Sapporo Bale,Goldstar Glenys,Homebush Glitch,Taieri Taylee,Homebush Bentley
15-12-2022 13:01:04.837870,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.625)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:06.092097,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.625)","(16.0, 99999, 99990)","(31.0, 240.0, 53.33333333333333)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:07.334070,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.625)","(16.0, 99999, 99990)","(31.0, 240.0, 51.0)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 5.05)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:08.567135,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.625)","(16.0, 99999, 99990)","(31.0, 240.0, 51.0)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:09.824840,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.625)","(16.0, 99999, 99990)","(31.0, 240.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:11.134374,"(1.75, 2.32, 2.245)","(12.0, 29.0, 17.333333333333332)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 5.333333333333333)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:12.365445,"(1.75, 2.32, 2.245)","(12.0, 29.0, 17.666666666666668)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 6.4, 5.333333333333333)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:13.815527,"(1.75, 2.32, 2.245)","(12.0, 29.0, 17.666666666666668)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 6.4, 5.333333333333333)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:15.201750,"(1.75, 2.32, 2.245)","(12.0, 29.0, 17.666666666666668)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 5.82)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:16.341782,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.75)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 8.2, 6.423076923076923)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:17.463872,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.75)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 7.8, 7.075)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:18.701117,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.75)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 7.8, 7.075)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:19.865934,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.75)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 7.8, 7.075)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:21.085243,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.75)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 7.8, 7.075)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:22.289196,"(1.75, 2.32, 2.245)","(12.0, 29.0, 24.75)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 8.2)","(5.5, 10.5, 7.827272727272727)","(4.8, 7.8, 7.075)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:23.544035,"(1.75, 2.32, 2.245)","(12.0, 29.0, 25.909090909090907)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 9.133333333333333)","(5.5, 10.5, 7.827272727272727)","(4.8, 7.8, 7.075)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:24.838263,"(1.75, 2.32, 2.2927272727272725)","(12.0, 29.0, 25.909090909090907)","(16.0, 99999, 99990)","(31.0, 230.0, 63.333333333333336)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.5, 7.827272727272727)","(4.8, 7.8, 5.666666666666666)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:26.059626,"(1.75, 2.32, 2.28)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 230.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.5, 7.433333333333334)","(4.8, 7.8, 6.7333333333333325)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:27.257622,"(1.75, 2.32, 2.28)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.0, 7.433333333333334)","(4.8, 7.8, 6.7333333333333325)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:28.563395,"(1.75, 2.32, 2.28)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.0, 7.433333333333334)","(4.8, 7.8, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:29.793520,"(1.75, 2.32, 2.28)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.0, 7.433333333333334)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:30.930427,"(1.75, 2.32, 2.298461538461538)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.0, 7.433333333333334)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:32.075492,"(1.75, 2.32, 2.255)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.0, 7.433333333333334)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:33.195043,"(1.75, 2.32, 2.2849999999999997)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.0, 7.433333333333334)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:34.293120,"(1.75, 2.32, 2.2849999999999997)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.0, 7.433333333333334)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:35.352639,"(1.75, 2.32, 2.2849999999999997)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.371428571428572)","(5.5, 10.0, 7.433333333333334)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:36.386983,"(1.75, 2.32, 2.282857142857143)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 9.133333333333333)","(5.5, 10.0, 7.258333333333333)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:37.457245,"(1.75, 2.32, 2.282857142857143)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 9.8, 8.2)","(5.5, 10.0, 7.258333333333333)","(4.8, 8.0, 5.5)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:38.623231,"(1.75, 2.32, 2.282857142857143)","(12.0, 29.0, 18.333333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 8.2)","(5.5, 10.0, 7.258333333333333)","(4.8, 6.4, 5.5)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:39.765901,"(1.75, 2.32, 2.282857142857143)","(12.0, 29.0, 23.666666666666664)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 8.2)","(5.5, 10.0, 6.71)","(4.8, 6.4, 5.5)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:40.900353,"(1.75, 2.32, 2.282857142857143)","(12.0, 29.0, 23.166666666666664)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 8.526666666666667)","(5.5, 10.0, 6.71)","(4.8, 6.4, 5.720000000000001)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:42.080850,"(1.75, 2.32, 2.282857142857143)","(13.0, 29.0, 25.22222222222222)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.5, 8.526666666666667)","(5.5, 10.0, 6.71)","(4.8, 6.4, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:43.232759,"(1.75, 2.32, 2.282857142857143)","(13.0, 29.0, 25.22222222222222)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.5, 8.526666666666667)","(5.5, 10.0, 6.71)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:44.303052,"(1.75, 2.32, 2.245)","(13.0, 29.0, 25.22222222222222)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.5, 8.526666666666667)","(5.5, 10.0, 6.71)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:45.399601,"(1.75, 2.32, 2.245)","(13.0, 29.0, 25.22222222222222)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.5, 8.526666666666667)","(5.5, 10.0, 6.71)","(4.8, 8.0, 7.175)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:46.467769,"(1.75, 2.32, 2.245)","(13.0, 29.0, 25.22222222222222)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.5, 8.526666666666667)","(5.5, 10.0, 6.71)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:47.567143,"(1.75, 2.32, 2.245)","(13.0, 29.0, 17.666666666666668)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.5, 8.526666666666667)","(5.5, 10.0, 6.71)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:48.628145,"(1.75, 2.32, 2.245)","(13.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.5, 9.04)","(5.5, 10.0, 7.65)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:49.726531,"(1.75, 2.32, 2.2927272727272725)","(13.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 10.0, 7.65)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:50.790687,"(1.75, 2.32, 2.2927272727272725)","(13.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 10.0, 7.65)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:51.873384,"(1.75, 2.32, 2.2927272727272725)","(13.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 10.0, 7.342857142857143)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:52.973626,"(1.75, 2.32, 2.2927272727272725)","(13.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 9.8, 7.342857142857143)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:54.019108,"(1.75, 2.32, 2.2927272727272725)","(13.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 9.8, 8.08)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:55.031139,"(1.75, 2.32, 2.2927272727272725)","(13.0, 29.0, 24.285714285714285)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 9.8, 8.08)","(4.8, 8.0, 6.866666666666667)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:56.127603,"(1.75, 2.32, 2.28)","(13.0, 27.0, 24.583333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 9.8, 7.65)","(4.8, 8.0, 6.5)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:57.240519,"(1.75, 2.32, 2.28)","(13.0, 27.0, 24.583333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 9.8, 7.65)","(4.8, 8.0, 6.5)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:58.314034,"(1.75, 2.32, 2.28)","(13.0, 27.0, 24.583333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 9.8, 7.65)","(4.8, 8.0, 6.5)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:01:59.437874,"(1.75, 2.32, 2.28)","(13.0, 27.0, 24.583333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 9.8, 9.044444444444444)","(4.8, 8.0, 6.5)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:02:00.546120,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 24.583333333333332)","(16.0, 99999, 99990)","(31.0, 270.0, 78.0)","(6.5, 10.0, 9.04)","(5.5, 9.8, 8.15)","(4.8, 8.0, 6.111111111111111)","(31.0, 290.0, 120.92857142857142)"
15-12-2022 13:02:01.642216,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 19.5)","(16.0, 99999, 99990)","(31.0, 270.0, 163.33333333333334)","(6.5, 10.0, 8.714285714285714)","(5.5, 8.4, 7.659999999999999)","(4.8, 8.0, 6.111111111111111)","(31.0, 290.0, 132.2)"
15-12-2022 13:02:02.741576,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 24.857142857142858)","(16.0, 99999, 99990)","(31.0, 270.0, 163.33333333333334)","(6.5, 10.0, 9.25)","(5.5, 8.2, 8.08)","(4.8, 8.0, 5.642857142857143)","(31.0, 290.0, 127.19047619047619)"
15-12-2022 13:02:03.815041,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 25.333333333333336)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 9.25)","(5.5, 8.2, 8.08)","(4.8, 8.0, 6.08)","(31.0, 290.0, 127.19047619047619)"
15-12-2022 13:02:04.886187,"(1.75, 2.32, 2.2927272727272725)","(13.0, 27.0, 25.333333333333336)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 9.25)","(5.5, 8.2, 8.087499999999999)","(4.8, 8.0, 6.8)","(31.0, 290.0, 132.2)"
15-12-2022 13:02:05.911523,"(1.75, 2.32, 2.25)","(13.0, 27.0, 25.5)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 9.25)","(5.5, 8.2, 7.971428571428571)","(4.8, 8.0, 6.8)","(31.0, 290.0, 146.54545454545456)"
15-12-2022 13:02:06.968885,"(1.75, 2.32, 2.25)","(13.0, 27.0, 25.5)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 9.25)","(5.5, 8.2, 7.971428571428571)","(4.8, 8.0, 6.8)","(31.0, 290.0, 146.54545454545456)"
15-12-2022 13:02:08.040508,"(1.75, 2.32, 2.25)","(13.0, 27.0, 25.5)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 9.25)","(5.5, 8.2, 7.971428571428571)","(4.8, 8.0, 6.8)","(31.0, 290.0, 146.54545454545456)"
15-12-2022 13:02:09.117181,"(1.75, 2.32, 2.25)","(13.0, 27.0, 25.5)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 8.5)","(5.5, 8.2, 7.971428571428571)","(4.8, 8.0, 6.8)","(31.0, 290.0, 146.54545454545456)"
15-12-2022 13:02:10.228371,"(1.75, 2.32, 2.2945454545454544)","(13.0, 27.0, 25.5)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 8.5)","(5.5, 8.2, 7.5)","(4.8, 8.0, 6.4)","(31.0, 290.0, 146.54545454545456)"
15-12-2022 13:02:11.382428,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 25.5)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 8.5)","(5.5, 8.4, 7.5)","(4.8, 8.0, 6.4)","(31.0, 290.0, 146.54545454545456)"
15-12-2022 13:02:12.500037,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 25.5)","(16.0, 99999, 99990)","(31.0, 270.0, 174.0)","(6.5, 10.0, 8.5)","(5.5, 8.4, 7.5)","(4.8, 8.0, 6.4)","(31.0, 290.0, 146.54545454545456)"
15-12-2022 13:02:13.600828,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 25.5)","(16.0, 99999, 99990)","(31.0, 270.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.4, 7.635294117647058)","(4.8, 8.0, 6.4)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:14.592115,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 24.333333333333332)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 7.8, 7.3999999999999995)","(4.8, 8.0, 6.140000000000001)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:15.587970,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 24.333333333333332)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.2, 7.3999999999999995)","(4.8, 8.0, 6.140000000000001)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:16.581836,"(1.75, 2.32, 2.282857142857143)","(13.0, 27.0, 24.333333333333332)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.0, 7.65)","(4.8, 8.0, 6.731818181818182)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:17.697208,"(1.75, 2.32, 2.2945454545454544)","(13.0, 27.0, 24.333333333333332)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.0, 7.65)","(4.8, 8.0, 6.731818181818182)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:18.779944,"(1.75, 2.32, 2.2945454545454544)","(13.0, 27.0, 24.333333333333332)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.0, 7.65)","(4.8, 8.0, 6.731818181818182)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:19.805598,"(1.75, 2.32, 2.25)","(13.0, 27.0, 24.0)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.0, 7.65)","(4.8, 6.4, 5.983333333333333)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:20.846845,"(1.75, 2.32, 2.25)","(13.0, 27.0, 24.0)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.0, 7.811764705882354)","(4.8, 6.4, 5.775)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:21.842025,"(1.75, 2.32, 2.25)","(13.0, 27.0, 24.0)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.0, 7.5)","(4.8, 6.4, 5.7)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:22.890372,"(1.75, 2.32, 2.25)","(13.0, 27.0, 24.0)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.4, 7.942857142857143)","(4.8, 6.4, 5.7)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:23.931083,"(1.75, 2.32, 2.2766666666666664)","(13.0, 27.0, 24.0)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 9.25)","(5.5, 8.4, 7.942857142857143)","(4.8, 6.4, 6.714285714285714)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:24.986017,"(1.75, 2.32, 2.2766666666666664)","(13.0, 27.0, 16.285714285714285)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.4, 7.942857142857143)","(4.8, 8.0, 6.714285714285714)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:26.013382,"(1.75, 2.32, 2.2983333333333333)","(13.0, 27.0, 16.285714285714285)","(16.0, 99999, 99990)","(31.0, 280.0, 137.14285714285714)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.4, 7.466666666666667)","(4.8, 8.0, 6.714285714285714)","(31.0, 290.0, 141.34782608695653)"
15-12-2022 13:02:27.115732,"(1.75, 2.32, 2.2983333333333333)","(13.0, 27.0, 16.333333333333332)","(16.0, 99999, 99990)","(31.0, 280.0, 127.38461538461539)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.4, 7.436363636363636)","(4.8, 8.0, 5.627272727272727)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:28.158044,"(1.75, 2.32, 2.2983333333333333)","(13.0, 27.0, 16.333333333333332)","(16.0, 99999, 99990)","(31.0, 280.0, 127.38461538461539)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 7.436363636363636)","(4.8, 8.0, 6.464705882352941)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:29.264226,"(1.75, 2.32, 2.3123529411764703)","(13.0, 27.0, 16.333333333333332)","(16.0, 99999, 99990)","(31.0, 280.0, 138.28571428571428)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 7.436363636363636)","(4.8, 8.0, 5.709090909090909)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:30.255436,"(1.75, 2.32, 2.29)","(13.0, 27.0, 20.846153846153847)","(16.0, 99999, 99990)","(31.0, 280.0, 138.28571428571428)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 7.436363636363636)","(4.8, 8.0, 6.425)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:31.355244,"(1.8, 2.32, 2.312258064516129)","(12.0, 27.0, 20.846153846153847)","(16.0, 99999, 99990)","(31.0, 280.0, 138.28571428571428)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 7.436363636363636)","(4.8, 8.0, 6.425)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:32.389561,"(1.8, 2.32, 2.312258064516129)","(12.0, 27.0, 20.846153846153847)","(16.0, 99999, 99990)","(31.0, 280.0, 138.28571428571428)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 7.436363636363636)","(4.8, 8.0, 6.425)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:33.417429,"(1.8, 2.32, 2.3066666666666666)","(12.0, 27.0, 16.285714285714285)","(16.0, 99999, 99990)","(31.0, 280.0, 138.28571428571428)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 8.0)","(4.8, 8.0, 5.57)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:34.429931,"(1.8, 2.34, 2.331111111111111)","(12.0, 27.0, 16.285714285714285)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.4, 8.0)","(4.8, 8.0, 5.57)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:35.458183,"(1.8, 2.34, 2.333125)","(12.0, 27.0, 16.285714285714285)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.928571428571429)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:36.494488,"(1.8, 2.32, 2.1676190476190476)","(12.0, 27.0, 16.285714285714285)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.35)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:37.561663,"(1.8, 2.32, 2.186666666666667)","(12.0, 27.0, 16.285714285714285)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.35)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:38.595057,"(1.8, 2.32, 2.259130434782609)","(12.0, 27.0, 16.285714285714285)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.35)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
15-12-2022 13:02:39.616268,"(1.8, 2.32, 2.259130434782609)","(12.0, 27.0, 17.3125)","(16.0, 99999, 99990)","(31.0, 280.0, 81.6)","(6.5, 10.0, 8.35)","(5.5, 8.2, 7.5636363636363635)","(4.8, 8.0, 6.38)","(31.0, 290.0, 100.77777777777777)"
